Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Patrick van Aanholt,nl NED,DF,PSV Eindhoven,32,1990,12.4,808,709,96,5,3,4,28,90,1,0,1,0,689,3,8,Matches
2,Paxten Aaronson,us USA,MF,Vitesse,19,2003,13.9,426,385,39,6,0,2,30,1,19,7,6,0,339,2,16,Matches
3,Jayden Addai,nl NED,FW,AZ Alkmaar,17,2005,3.3,79,77,1,0,0,0,6,1,0,0,0,0,50,1,6,Matches
4,Bobby Adekanye,nl NED,FW,Go Ahead Eag,24,1999,20.0,453,448,3,2,5,4,46,1,0,0,0,0,314,2,15,Matches
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,23,2000,26.0,1129,1084,45,31,1,5,1,7,0,0,0,0,972,0,17,Matches
6,Nikolas Agrafiotis,nl NED,FW,Excelsior,23,2000,8.4,185,178,7,0,0,0,3,1,0,0,0,0,115,0,9,Matches
7,Chuba Akpom,eng ENG,"FW,MF",Ajax,27,1995,11.7,252,244,6,0,1,2,5,0,1,0,0,0,187,2,12,Matches
8,Hamdi Akujobi,nl NED,"DF,FW",Almere City,23,2000,17.3,682,549,131,5,2,5,43,126,0,0,0,0,443,2,10,Matches
9,Hussein Ali,iq IRQ,"DF,FW",Heerenveen,21,2002,7.8,261,209,52,3,1,0,20,49,0,0,0,0,196,0,10,Matches
10,Jordi Altena,nl NED,MF,Vitesse,19,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
11,Ben Aissa Ben Amar,ma MAR,DF,Volendam,26,1997,25.2,1265,1195,67,45,0,17,4,7,0,0,0,0,1105,3,11,Matches
12,Jaydon Amauri Banel,nl NED,"FW,MF",Ajax,18,2004,1.0,40,38,2,1,1,0,2,1,0,0,0,0,32,0,1,Matches
13,Pelle van Amersfoort,nl NED,FW,Heerenveen,27,1996,23.7,442,418,20,0,1,0,10,4,0,0,0,0,258,4,21,Matches
14,Jamal Amofa,nl NED,DF,Go Ahead Eag,24,1998,18.5,775,741,31,23,1,9,1,1,0,0,0,0,628,3,2,Matches
15,Silas Andersen,dk DEN,FW,Utrecht,19,2004,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
16,Augustin Anello,it ITA,"FW,MF",Sparta R'dam,21,2002,2.5,100,82,17,8,0,0,16,3,6,3,2,0,62,1,2,Matches
17,Joey Antonioli,nl NED,MF,Volendam,19,2003,1.1,20,19,0,0,0,0,0,0,0,0,0,0,13,1,1,Matches
18,Carlens Arcus,ht HAI,DF,Vitesse,27,1996,24.2,1509,1235,272,28,0,16,68,244,0,0,0,0,1232,2,33,Matches
19,D'Leanu Arts,nl NED,DF,NEC Nijmegen,20,2003,0.3,14,10,4,0,0,0,0,4,0,0,0,0,9,0,0,Matches
20,Gastón Ávila,ar ARG,DF,Ajax,21,2001,3.9,296,264,32,8,2,3,5,18,0,0,0,0,252,0,3,Matches
21,Marouan Azarkan,nl NED,FW,Utrecht,21,2001,8.8,342,310,32,10,1,0,54,10,11,8,2,0,237,0,11,Matches
22,Anouar El Azzouzi,nl NED,MF,Zwolle,22,2001,14.6,811,795,15,12,1,0,5,2,0,0,0,0,686,1,10,Matches
23,Julian Baas,nl NED,MF,Excelsior,21,2002,32.0,1387,1187,197,77,4,15,138,10,101,51,35,0,1069,3,29,Matches
24,Youri Baas,nl NED,"DF,FW",NEC Nijmegen,20,2003,19.1,757,632,124,8,0,6,28,110,6,0,2,0,577,1,22,Matches
25,Isaac Babadi,nl NED,MF,PSV Eindhoven,18,2005,3.9,233,224,4,3,1,5,3,1,0,0,0,0,188,5,4,Matches
26,Mio Backhaus,de GER,GK,Volendam,19,2004,32.0,1404,1001,396,107,0,10,0,1,0,0,0,0,869,7,2,Matches
27,Thibo Baeten,be BEL,"FW,MF",Go Ahead Eag,21,2002,10.1,203,184,17,1,0,1,10,2,2,0,2,0,140,2,7,Matches
28,Saïd Bakari,km COM,DF,Sparta R'dam,28,1994,31.7,1439,1180,258,9,1,3,71,249,0,0,0,0,1126,1,37,Matches
29,Johan Bakayoko,be BEL,FW,PSV Eindhoven,20,2003,27.7,1364,1269,93,8,8,5,130,37,35,21,2,0,1112,2,42,Matches
30,Navajo Bakboord,nl NED,DF,Heracles Almelo,24,1999,18.7,847,691,154,18,1,3,38,136,0,0,0,0,677,2,21,Matches
31,Zakaria Bakkali,be BEL,"MF,FW",RKC Waalwijk,27,1996,8.0,269,247,22,5,0,2,45,2,15,4,6,0,183,0,12,Matches
32,Nordin Bakker,nl NED,GK,Almere City,25,1997,28.8,1081,767,311,77,0,1,0,0,0,0,0,0,483,3,1,Matches
33,Jesse Bal,nl NED,MF,Sparta R'dam,16,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
34,Théo Barbet,fr FRA,DF,Almere City,22,2001,20.2,769,704,63,13,2,7,4,50,0,0,0,0,549,2,10,Matches
35,Vasilios Barkas,gr GRE,GK,Utrecht,29,1994,29.0,1026,734,289,57,0,0,0,1,0,0,0,0,709,3,0,Matches
36,Riechedly Bazoer,cw CUW,DF,AZ Alkmaar,26,1996,27.0,1945,1818,125,36,1,17,42,7,46,10,23,0,1721,2,11,Matches
37,Sven van Beek,nl NED,DF,Heerenveen,29,1994,29.1,1867,1777,87,47,3,15,12,10,0,0,0,0,1608,3,9,Matches
38,Thomas Beelen,nl NED,DF,Feyenoord,22,2001,14.4,1175,1138,34,20,0,4,2,3,0,0,0,0,1075,3,8,Matches
39,Kristijan Belic,rs SRB,MF,AZ Alkmaar,22,2001,10.2,532,522,7,7,1,8,1,0,0,0,0,0,450,3,6,Matches
