Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Brenden Aaronson,USA,"MF,FW",Union Berlin,22,2000,30,14,1267,14.1,2,2,4,2,0,0,3,1,2.0,2.0,1.9,3.8,37,56,91,0.14,0.14,0.28,0.14,0.28,0.14,0.13,0.27,0.14,0.27
Paxten Aaronson,USA,MF,Eint Frankfurt,19,2003,7,1,101,1.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,2,5,7,0.0,0.89,0.89,0.0,0.89,0.11,0.07,0.19,0.11,0.19
Junior Adamu,AUT,"FW,MF",Freiburg,22,2001,15,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,1,5,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.16,0.05,0.16
Sargis Adamyan,ARM,"FW,MF",Köln,30,1993,20,8,801,8.9,1,2,3,1,0,0,2,0,4.1,4.1,2.0,6.1,15,18,42,0.11,0.22,0.34,0.11,0.34,0.46,0.23,0.69,0.46,0.69
Karim Adeyemi,GER,"FW,MF",Dortmund,21,2002,21,10,913,10.1,3,1,4,3,0,0,6,1,3.5,3.5,2.0,5.5,52,26,96,0.3,0.1,0.39,0.3,0.39,0.34,0.2,0.54,0.34,0.54
Amine Adli,MAR,"MF,FW",Leverkusen,23,2000,23,8,898,10.0,4,6,10,4,0,0,5,0,3.3,3.3,2.3,5.6,32,39,131,0.4,0.6,1.0,0.4,1.0,0.33,0.23,0.56,0.33,0.56
Felix Agu,NGA,"DF,MF",Werder Bremen,23,1999,24,19,1614,17.9,0,0,0,0,0,0,2,0,0.9,0.9,0.6,1.5,32,32,90,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08
Ludovic Ajorque,FRA,FW,Mainz 05,29,1994,26,15,1360,15.1,2,0,2,2,0,2,4,0,5.3,3.7,1.0,4.7,5,21,88,0.13,0.0,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31
Kevin Akpoguma,NGA,DF,Hoffenheim,28,1995,17,11,1097,12.2,0,0,0,0,0,0,7,0,0.3,0.3,0.3,0.6,10,55,9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05
Faride Alidou,GER,"FW,MF",Köln,22,2001,26,14,1282,14.2,4,0,4,4,0,0,4,0,3.0,3.0,0.6,3.6,51,33,95,0.28,0.0,0.28,0.28,0.28,0.21,0.04,0.26,0.21,0.26
Skelly Alvero,FRA,MF,Werder Bremen,21,2002,6,1,123,1.4,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.4,1,9,6,0.73,0.0,0.73,0.73,0.73,0.24,0.03,0.27,0.24,0.27
Nadiem Amiri,GER,MF,Mainz 05,26,1996,15,15,1315,14.6,1,4,5,1,0,1,5,0,2.2,1.4,4.3,5.7,16,88,22,0.07,0.27,0.34,0.07,0.34,0.15,0.3,0.45,0.1,0.39
Nadiem Amiri,GER,MF,Leverkusen,26,1996,8,1,86,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,5,6,6,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.16,0.13,0.16
Kofi Amoako,GER,MF,Wolfsburg,18,2005,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Andrich,GER,"MF,DF",Leverkusen,28,1994,28,18,1690,18.8,4,2,6,4,0,0,4,0,1.7,1.7,1.8,3.5,20,97,14,0.21,0.11,0.32,0.21,0.32,0.09,0.1,0.19,0.09,0.19
Waldemar Anton,GER,DF,Stuttgart,27,1996,33,32,2886,32.1,0,3,3,0,0,0,7,0,1.7,1.7,1.0,2.7,38,172,15,0.0,0.09,0.09,0.0,0.09,0.05,0.03,0.09,0.05,0.09
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,29,1994,25,11,1216,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,50,28,138,0.15,0.15,0.3,0.15,0.3,0.16,0.26,0.42,0.16,0.42
Asaf Arania,ISR,MF,Darmstadt 98,17,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Arnold,GER,MF,Wolfsburg,29,1994,30,27,2506,27.8,2,1,3,2,0,0,9,0,1.0,1.0,3.9,4.9,20,143,19,0.07,0.04,0.11,0.07,0.11,0.04,0.14,0.18,0.04,0.18
Arthur,BRA,DF,Leverkusen,20,2003,4,2,184,2.0,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,8,7,28,0.0,0.98,0.98,0.0,0.98,0.04,0.15,0.19,0.04,0.19
Takuma Asano,JPN,"FW,MF",Bochum,28,1994,29,26,1986,22.1,6,1,7,6,0,0,2,0,7.9,7.9,1.3,9.2,56,32,167,0.27,0.05,0.32,0.27,0.32,0.36,0.06,0.42,0.36,0.42
Jonathan Asp Jensen,DEN,FW,Bayern Munich,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Atubolu,GER,GK,Freiburg,21,2002,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthias Bader,GER,"DF,MF",Darmstadt 98,26,1997,24,21,1802,20.0,1,2,3,1,0,0,1,0,0.7,0.7,2.3,3.0,38,67,66,0.05,0.1,0.15,0.05,0.15,0.04,0.12,0.15,0.04,0.15
Ridle Baku,GER,"DF,MF",Wolfsburg,25,1998,33,22,2013,22.4,1,0,1,1,0,0,4,0,1.8,1.8,3.0,4.8,37,85,130,0.04,0.0,0.04,0.04,0.04,0.08,0.13,0.21,0.08,0.21
Samuel Bamba,GER,FW,Dortmund,19,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5,2,7,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.65,0.5,0.65
Aymen Barkok,MAR,"MF,FW",Mainz 05,25,1998,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33
Leandro Barreiro Martins,LUX,MF,Mainz 05,23,2000,31,29,2606,29.0,4,1,5,4,0,0,8,0,4.5,4.5,1.1,5.6,22,93,46,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19
Daniel Batz,GER,GK,Mainz 05,32,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Bauer,GER,DF,Augsburg,23,2000,14,9,810,9.0,1,0,1,1,0,0,3,0,1.4,1.4,0.0,1.4,2,25,1,0.11,0.0,0.11,0.11,0.11,0.15,0.0,0.15,0.15,0.15
Elias Baum,GER,"DF,MF",Eint Frankfurt,17,2005,4,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
