Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
1,Brenden Aaronson,us USA,"MF,FW",Union Berlin,22,2000,14.1,3,1,1,15,25,5,22,2,18,0,0,0,88,13,16,44.8,Matches
2,Paxten Aaronson,us USA,MF,Eint Frankfurt,19,2003,1.1,0,0,0,6,4,0,0,0,2,0,0,0,5,3,0,100.0,Matches
3,Junior Adamu,at AUT,"FW,MF",Freiburg,22,2001,1.2,0,0,0,7,4,2,1,0,1,0,0,0,10,5,6,45.5,Matches
4,Sargis Adamyan,am ARM,"FW,MF",Köln,30,1993,8.9,2,0,0,18,13,8,4,5,9,1,0,0,30,14,37,27.5,Matches
5,Karim Adeyemi,de GER,"FW,MF",Dortmund,21,2002,10.1,6,1,1,20,19,1,25,3,14,0,0,0,60,14,9,60.9,Matches
6,Amine Adli,ma MAR,"MF,FW",Leverkusen,23,2000,10.0,5,0,0,14,28,7,23,6,7,0,0,0,36,21,22,48.8,Matches
7,Felix Agu,ng NGA,"DF,MF",Werder Bremen,23,1999,17.9,2,0,0,15,44,2,46,13,29,3,0,0,71,15,24,38.5,Matches
8,Ludovic Ajorque,fr FRA,FW,Mainz 05,29,1994,15.1,4,0,0,28,15,5,3,4,2,0,0,0,49,78,91,46.2,Matches
9,Kevin Akpoguma,ng NGA,DF,Hoffenheim,28,1995,12.2,7,0,0,15,14,0,4,18,18,0,1,0,60,25,21,54.3,Matches
10,Faride Alidou,de GER,"FW,MF",Köln,22,2001,14.2,4,0,0,21,23,3,39,8,4,1,1,0,57,18,28,39.1,Matches
11,Skelly Alvero,fr FRA,MF,Werder Bremen,21,2002,1.4,1,0,0,2,3,0,0,1,4,0,0,0,9,6,1,85.7,Matches
12,Nadiem Amiri,de GER,MF,Mainz 05,26,1996,14.6,5,0,0,11,32,1,126,14,14,0,0,0,93,10,5,66.7,Matches
13,Nadiem Amiri,de GER,MF,Leverkusen,26,1996,1.0,0,0,0,1,3,0,1,0,2,0,0,0,8,0,0,,Matches
14,Kofi Amoako,de GER,MF,Wolfsburg,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
15,Robert Andrich,de GER,"MF,DF",Leverkusen,28,1994,18.8,4,0,0,23,14,0,14,20,18,0,0,0,122,20,22,47.6,Matches
16,Waldemar Anton,de GER,DF,Stuttgart,27,1996,32.1,7,0,0,25,26,0,14,40,25,1,1,1,203,79,42,65.3,Matches
17,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,29,1994,13.5,5,0,0,13,17,18,55,2,12,0,0,0,53,11,22,33.3,Matches
18,Asaf Arania,il ISR,MF,Darmstadt 98,17,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
19,Maximilian Arnold,de GER,MF,Wolfsburg,29,1994,27.8,9,0,0,37,46,0,110,24,31,0,0,0,174,14,30,31.8,Matches
20,Arthur,br BRA,DF,Leverkusen,20,2003,2.0,0,0,0,2,0,0,7,0,3,0,0,0,10,2,3,40.0,Matches
21,Takuma Asano,jp JPN,"FW,MF",Bochum,28,1994,22.1,2,0,0,15,22,23,37,4,6,0,0,0,74,15,52,22.4,Matches
22,Jonathan Asp Jensen,dk DEN,FW,Bayern Munich,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
23,Noah Atubolu,de GER,GK,Freiburg,21,2002,34.0,0,0,0,0,3,0,0,0,0,0,0,0,62,7,0,100.0,Matches
24,Matthias Bader,de GER,"DF,MF",Darmstadt 98,26,1997,20.0,1,0,0,17,41,1,32,25,25,0,0,0,121,11,17,39.3,Matches
25,Ridle Baku,de GER,"DF,MF",Wolfsburg,25,1998,22.4,4,0,0,24,35,3,54,21,20,0,0,0,124,21,27,43.8,Matches
26,Samuel Bamba,de GER,FW,Dortmund,19,2004,0.5,0,0,0,1,1,0,4,0,1,0,0,0,1,0,0,,Matches
27,Aymen Barkok,ma MAR,"MF,FW",Mainz 05,25,1998,3.6,2,0,0,15,3,0,13,2,5,0,0,0,18,11,14,44.0,Matches
28,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,23,2000,29.0,8,0,0,58,52,3,5,36,40,0,0,0,144,39,63,38.2,Matches
29,Daniel Batz,de GER,GK,Mainz 05,32,1991,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,Matches
30,Maximilian Bauer,de GER,DF,Augsburg,23,2000,9.0,3,0,0,13,11,0,1,11,12,0,0,0,27,17,17,50.0,Matches
31,Elias Baum,de GER,"DF,MF",Eint Frankfurt,17,2005,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
32,Oliver Baumann,de GER,GK,Hoffenheim,33,1990,34.0,1,0,0,1,6,0,0,0,1,0,1,0,102,4,1,80.0,Matches
33,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,23,1999,12.9,3,0,0,27,27,1,8,5,13,1,0,0,40,20,29,40.8,Matches
34,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,29,1994,18.2,3,0,0,24,21,7,35,14,12,1,0,0,60,32,45,41.6,Matches
35,Adrian Beck,de GER,"MF,FW",Heidenheim,26,1997,10.8,1,0,0,14,10,2,6,4,13,0,0,0,76,18,26,40.9,Matches
36,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,28,1995,7.2,0,0,0,6,5,4,57,0,3,1,0,0,48,0,8,0.0,Matches
37,Chris Bedia,ci CIV,"FW,MF",Union Berlin,27,1996,1.6,0,0,0,7,2,0,0,0,1,0,0,0,2,3,7,30.0,Matches
38,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,26,1997,4.0,1,0,0,7,1,5,7,3,3,0,0,0,15,4,5,44.4,Matches
39,Kevin Behrens,de GER,FW,Wolfsburg,32,1991,6.8,1,0,0,8,5,4,4,3,1,0,0,0,15,32,26,55.2,Matches
40,Kevin Behrens,de GER,FW,Union Berlin,32,1991,14.0,3,0,0,22,20,8,6,6,10,0,0,0,36,92,81,53.2,Matches
41,Maximilian Beier,de GER,"FW,MF",Hoffenheim,20,2002,26.9,0,0,0,21,32,13,38,9,12,2,0,0,62,20,40,33.3,Matches
42,Stefan Bell,de GER,DF,Mainz 05,31,1991,7.4,3,0,0,10,8,1,1,6,8,0,0,0,38,24,23,51.1,Matches
43,Ramy Bensebaini,dz ALG,DF,Dortmund,28,1995,11.5,4,1,1,15,29,0,21,16,21,0,0,1,84,18,13,58.1,Matches
44,Mergim Berisha,de GER,FW,Hoffenheim,25,1998,1.6,0,0,0,5,2,1,2,0,0,0,0,0,8,2,9,18.2,Matches
45,Mergim Berisha,de GER,FW,Augsburg,25,1998,1.4,0,0,0,0,3,1,1,0,0,0,0,0,1,2,1,66.7,Matches
46,Bernardo,br BRA,DF,Bochum,28,1995,32.5,9,0,0,54,28,2,30,55,58,0,2,0,197,145,81,64.2,Matches
47,Matúš Bero,sk SVK,"MF,FW",Bochum,27,1995,18.5,6,0,0,38,20,5,16,12,22,1,0,0,97,12,37,24.5,Matches
48,Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,24,1999,28.9,4,0,0,28,51,4,279,18,49,1,0,0,133,8,20,28.6,Matches
49,Pep Biel,es ESP,"MF,FW",Augsburg,26,1996,3.2,1,0,0,8,0,0,14,2,3,0,0,0,19,3,3,50.0,Matches
50,Tom Bischof,de GER,"MF,FW",Hoffenheim,18,2005,2.0,0,0,0,1,1,2,11,1,4,0,0,0,11,1,1,50.0,Matches
51,Leonardo Bittencourt,de GER,MF,Werder Bremen,29,1993,17.5,9,0,0,34,31,2,40,13,18,0,0,0,110,6,16,27.3,Matches
52,Hendry Blank,de GER,DF,Dortmund,18,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50.0,Matches
53,Janis Blaswich,de GER,GK,RB Leipzig,32,1991,21.0,0,0,0,0,2,0,0,0,1,0,0,0,42,7,2,77.8,Matches
54,Sacha Boey,fr FRA,DF,Bayern Munich,22,2000,1.2,1,0,0,6,3,0,0,1,0,0,0,0,6,1,2,33.3,Matches
55,Victor Boniface,ng NGA,FW,Leverkusen,22,2000,17.2,2,0,0,16,17,18,3,0,4,0,0,0,31,27,18,60.0,Matches
56,Leonardo Bonucci,it ITA,DF,Union Berlin,36,1987,5.1,0,0,0,2,1,0,6,7,5,0,1,0,32,5,7,41.7,Matches
57,Yvandro Borges Sanches,lu LUX,"MF,FW",Gladbach,19,2004,0.2,0,0,0,2,2,0,3,0,0,1,0,0,2,0,1,0.0,Matches
58,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24,1999,15.9,5,0,0,27,5,1,1,18,12,0,0,2,66,29,24,54.7,Matches
59,Rafael Borré,co COL,FW,Werder Bremen,27,1995,11.0,0,0,0,17,8,14,12,2,7,0,0,0,34,26,31,45.6,Matches
60,Julian Brandt,de GER,"MF,FW",Dortmund,27,1996,24.7,2,0,0,8,15,5,165,8,14,0,0,0,117,9,28,24.3,Matches
61,Fabian Bredlow,de GER,GK,Stuttgart,28,1995,4.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
62,Tim Breithaupt,de GER,MF,Augsburg,21,2002,7.0,3,0,0,12,4,0,2,8,11,0,0,0,48,11,7,61.1,Matches
63,Maximilian Breunig,de GER,FW,Freiburg,22,2000,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,25.0,Matches
64,Bennit Bröger,de GER,FW,Wolfsburg,17,2006,0.1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0.0,Matches
65,John Brooks,us USA,DF,Hoffenheim,30,1993,17.1,6,1,0,16,13,1,3,27,15,0,0,0,95,45,21,68.2,Matches
66,Moritz Broschinski,de GER,FW,Bochum,22,2000,13.9,4,0,0,32,13,11,12,0,7,0,0,0,40,34,102,25.0,Matches
67,Alexander Brunst,de GER,GK,Darmstadt 98,28,1995,3.0,2,0,0,0,2,0,0,0,0,0,0,0,7,0,0,,Matches
68,Marius Bülter,de GER,"DF,FW",Hoffenheim,30,1993,15.0,3,1,1,13,17,4,73,10,11,0,1,0,85,24,31,43.6,Matches
69,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,23,2000,17.1,2,0,0,19,36,3,33,3,8,0,0,0,65,13,73,15.1,Matches
70,Oliver Burke,sct SCO,FW,Werder Bremen,26,1997,0.4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,Matches
71,Marnon Busch,de GER,DF,Heidenheim,28,1994,6.6,1,0,0,9,4,0,26,10,9,0,0,0,33,8,15,34.8,Matches
72,Aurélio Buta,pt POR,"DF,MF",Eint Frankfurt,26,1997,19.4,5,0,0,23,23,1,46,15,25,0,0,0,94,29,20,59.2,Matches
73,Anthony Caci,fr FRA,DF,Mainz 05,26,1997,27.6,8,0,0,34,15,0,73,32,23,0,1,0,173,29,29,50.0,Matches
74,Emre Can,de GER,"MF,DF",Dortmund,29,1994,21.7,5,0,0,27,23,0,2,22,45,0,0,0,156,29,21,58.0,Matches
75,Irvin Cardona,mt MLT,"MF,DF",Augsburg,25,1997,0.6,1,0,0,1,0,0,6,0,1,0,0,0,1,1,2,33.3,Matches
76,Rasmus Carstensen,dk DEN,"DF,FW",Köln,22,2000,18.4,2,1,1,22,13,3,58,20,22,0,1,0,95,16,19,45.7,Matches
77,Fabio Carvalho,pt POR,MF,RB Leipzig,20,2002,1.8,0,0,0,0,3,0,6,0,1,0,0,0,12,2,3,40.0,Matches
78,Koen Casteels,be BEL,GK,Wolfsburg,31,1992,25.0,2,0,0,1,3,0,0,0,1,0,1,0,33,8,0,100.0,Matches
79,Václav Černý,cz CZE,"FW,MF",Wolfsburg,25,1997,10.2,2,0,0,9,0,4,33,8,3,0,0,0,58,1,6,14.3,Matches
80,Julian Chabot,de GER,DF,Köln,25,1998,30.0,9,1,1,28,42,4,4,45,42,0,0,0,149,101,38,72.7,Matches
81,El Chadaille Bitshiabu,fr FRA,"DF,MF",RB Leipzig,18,2005,0.4,0,0,0,0,0,0,2,1,0,0,0,0,6,0,3,0.0,Matches
82,Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,20,2002,21.2,2,0,0,14,11,9,176,5,17,0,0,0,66,10,56,15.2,Matches
83,Timothy Chandler,us USA,"MF,DF",Eint Frankfurt,33,1990,0.2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,66.7,Matches
84,Fabio Chiarodia,it ITA,DF,Gladbach,18,2005,1.7,0,0,0,1,0,0,1,3,5,0,1,0,4,5,3,62.5,Matches
85,Jacob Christensen,dk DEN,MF,Köln,22,2001,2.4,1,0,0,4,0,0,5,4,6,0,0,0,18,0,5,0.0,Matches
86,Nnamdi Collins,de GER,DF,Eint Frankfurt,19,2004,1.0,0,0,0,0,1,0,2,2,0,0,0,0,7,0,2,0.0,Matches
87,Kingsley Coman,fr FRA,FW,Bayern Munich,27,1996,12.4,1,0,0,6,19,1,60,2,7,0,0,0,50,6,5,54.5,Matches
88,Bambasé Conté,de GER,"MF,FW",Hoffenheim,20,2003,0.5,0,0,0,3,6,0,1,0,3,0,0,0,7,1,1,50.0,Matches
89,Danny da Costa,de GER,DF,Mainz 05,30,1993,9.2,1,0,0,7,4,0,40,16,9,0,1,0,60,10,20,33.3,Matches
90,Nicolas Cozza,fr FRA,DF,Wolfsburg,24,1999,3.1,1,0,0,1,0,0,4,4,6,0,0,0,12,3,9,25.0,Matches
91,Tomáš Čvančara,cz CZE,FW,Gladbach,22,2000,10.0,4,0,0,9,13,4,3,2,3,0,0,0,16,23,30,43.4,Matches
92,Finn Dahmen,de GER,GK,Augsburg,25,1998,31.0,4,0,0,2,4,0,0,0,0,0,2,1,64,6,3,66.7,Matches
93,Mahmoud Dahoud,de GER,MF,Stuttgart,27,1996,2.5,0,0,0,0,2,0,6,0,1,0,0,0,23,2,5,28.6,Matches
94,Lukas Daschner,de GER,"MF,FW",Bochum,24,1998,6.0,2,0,0,4,9,0,20,2,4,0,0,0,24,5,12,29.4,Matches
95,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,20,2002,7.6,0,0,0,8,12,4,11,0,7,0,0,0,25,10,17,37.0,Matches
96,Alphonso Davies,ca CAN,DF,Bayern Munich,22,2000,22.9,0,0,0,16,20,0,31,26,24,0,1,0,179,14,9,60.9,Matches
97,Olivier Deman,be BEL,DF,Werder Bremen,23,2000,15.2,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1,Matches
98,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,25,1998,31.9,7,0,0,60,35,16,10,11,14,1,0,0,107,51,89,36.4,Matches
99,Sepp van den Berg,nl NED,DF,Mainz 05,21,2001,31.5,9,0,0,31,18,0,2,43,23,0,0,1,176,171,78,68.7,Matches
100,Samuele Di Benedetto,de GER,MF,Stuttgart,18,2005,0.1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,,Matches
101,Justin Diehl,de GER,"FW,MF",Köln,18,2004,1.9,0,0,0,2,4,0,18,0,0,0,0,0,8,0,2,0.0,Matches
102,Eric Dier,eng ENG,DF,Bayern Munich,29,1994,13.0,1,0,0,12,9,1,7,10,8,0,0,0,66,34,15,69.4,Matches
103,Florian Dietz,de GER,"FW,MF",Köln,24,1998,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2,2,8,20.0,Matches
104,Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,22,2000,21.7,5,0,0,49,15,3,21,9,29,0,0,0,112,41,32,56.2,Matches
105,Eren Dinkçi,de GER,"FW,MF",Heidenheim,21,2001,29.4,8,0,0,28,22,2,79,12,18,0,0,0,155,11,24,31.4,Matches
106,Ritsu Doan,jp JPN,"DF,MF",Freiburg,25,1998,25.0,2,0,0,26,35,2,61,9,27,1,0,0,97,21,28,42.9,Matches
107,Danilho Doekhi,nl NED,DF,Union Berlin,25,1998,24.0,2,0,0,13,20,0,4,38,23,1,0,0,68,53,42,55.8,Matches
108,Niklas Dorsch,de GER,MF,Augsburg,25,1998,15.4,5,0,0,19,27,0,3,16,24,0,2,0,113,9,18,33.3,Matches
109,Nikola Dovedan,at AUT,"MF,FW",Heidenheim,29,1994,7.3,0,1,0,10,24,0,8,1,9,0,0,0,43,6,25,19.4,Matches
110,Damion Downs,us USA,"FW,MF",Köln,19,2004,2.0,0,0,0,1,0,0,1,0,1,0,0,0,4,1,6,14.3,Matches
111,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,21,2002,6.5,2,0,0,9,7,6,3,1,0,0,0,0,12,18,15,54.5,Matches
112,Tim Drexler,de GER,DF,Hoffenheim,18,2005,6.4,1,0,0,4,5,0,0,8,9,0,0,0,24,3,14,17.6,Matches
113,Marvin Ducksch,de GER,FW,Werder Bremen,29,1994,30.0,9,0,0,6,18,18,159,4,3,1,0,0,83,21,42,33.3,Matches
114,Julien Duranville,be BEL,"FW,MF",Dortmund,17,2006,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
115,Maximilian Eggestein,de GER,MF,Freiburg,26,1996,32.4,6,0,0,32,24,2,9,28,24,0,1,0,167,51,43,54.3,Matches
116,Lilian Egloff,de GER,"MF,DF",Stuttgart,20,2002,1.2,1,0,0,2,2,0,0,1,1,0,0,0,8,0,0,,Matches
117,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,21,2002,8.0,3,0,0,12,12,6,9,2,7,0,0,0,21,14,27,34.1,Matches
118,Elif Elmas,mk MKD,"MF,FW",RB Leipzig,23,1999,3.0,0,0,0,4,4,0,0,1,6,0,0,0,9,0,2,0.0,Matches
119,Nico Elvedi,ch SUI,DF,Gladbach,26,1996,27.6,5,0,0,13,18,1,3,43,18,0,0,0,137,72,46,61.0,Matches
120,Arne Engels,be BEL,"MF,DF",Augsburg,19,2003,15.6,1,1,0,24,15,1,80,15,18,2,0,0,61,12,19,38.7,Matches
121,Ohis Felix Uduokhai,de GER,DF,Augsburg,25,1997,32.5,5,1,1,29,23,0,3,46,21,1,0,1,150,111,68,62.0,Matches
122,Edimilson Fernandes,ch SUI,DF,Mainz 05,27,1996,14.3,4,0,0,10,8,2,53,22,16,0,0,0,88,19,19,50.0,Matches
123,Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,18,2004,0.8,0,0,0,1,2,0,0,0,3,0,0,0,2,9,9,50.0,Matches
124,Max Finkgräfe,de GER,"DF,FW",Köln,19,2004,19.5,4,0,0,19,21,0,61,22,39,0,0,0,104,23,27,46.0,Matches
125,Kilian Fischer,de GER,"DF,MF",Wolfsburg,22,2000,3.2,1,0,0,4,3,0,11,1,6,0,0,0,10,0,5,0.0,Matches
126,Jonas Föhrenbach,de GER,DF,Heidenheim,27,1996,31.0,2,0,0,15,17,2,73,31,24,0,0,1,148,37,22,62.7,Matches
127,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,31,1991,5.2,0,0,0,4,9,0,8,0,3,0,0,0,19,2,3,40.0,Matches
128,Philipp Förster,de GER,"MF,FW",Bochum,28,1995,4.3,1,0,0,6,9,0,28,7,5,0,0,0,27,2,7,22.2,Matches
129,Bartol Franjić,hr CRO,MF,Darmstadt 98,23,2000,13.7,5,0,0,20,2,0,4,30,12,0,0,0,63,17,19,47.2,Matches
130,Marco Friedl,at AUT,DF,Werder Bremen,25,1998,24.4,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4,Matches
131,Marvin Friedrich,de GER,DF,Gladbach,27,1995,17.4,1,0,0,10,10,0,2,17,15,0,0,0,68,37,19,66.1,Matches
132,Jeremie Frimpong,nl NED,DF,Leverkusen,22,2000,25.0,6,0,0,21,34,12,93,7,17,1,0,0,94,13,13,50.0,Matches
133,Chris Führich,de GER,"FW,MF",Stuttgart,25,1998,28.5,2,0,0,6,10,3,100,7,19,0,0,0,119,4,14,22.2,Matches
134,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,19,2004,0.4,0,0,0,1,0,0,0,1,0,0,0,0,2,3,4,42.9,Matches
135,Niclas Füllkrug,de GER,FW,Werder Bremen,30,1993,2.0,0,0,0,2,7,3,0,0,1,0,0,0,3,12,11,52.2,Matches
