Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
Aventis Aventisian,ARM,"MF,DF",Go Ahead Eag,19,2002,0.1,9,0,2,6,1,0,9,0,0,,0,,4,9,7,0,0,0,0,0,6,1
Maxime Awoudja,GER,DF,Excelsior,24,1998,2.8,148,33,87,49,13,5,148,2,0,0.0,2,100.0,67,231,67,0,0,0,2,0,70,4
Yassin Ayoub,NED,MF,Excelsior,28,1994,8.0,489,18,94,296,106,13,489,14,8,57.1,2,14.3,270,1297,529,11,10,6,21,16,292,16
Marouan Azarkan,NED,"FW,MF",Excelsior,20,2001,20.4,973,16,120,368,510,68,973,69,25,36.2,32,46.4,633,4276,2068,67,52,16,54,35,653,163
Julian Baas,NED,"MF,FW",Excelsior,20,2002,27.3,1208,83,307,578,338,23,1208,15,9,60.0,5,33.3,523,2530,925,14,16,2,31,18,601,52
Youri Baas,NED,DF,Ajax,19,2003,2.1,184,6,34,93,60,2,184,2,2,100.0,0,0.0,121,578,320,5,4,0,3,2,127,16
Nikolai Baden Frederiksen,DEN,FW,Vitesse,22,2000,5.8,164,4,12,68,87,17,164,10,5,50.0,4,40.0,79,315,128,3,3,1,15,2,88,27
Saïd Bakari,COM,"DF,MF",RKC Waalwijk,27,1994,8.4,550,30,169,200,194,29,550,47,24,51.1,21,44.7,308,2110,1088,32,21,9,18,14,321,66
Johan Bakayoko,BEL,FW,PSV Eindhoven,19,2003,15.3,897,10,84,282,548,91,897,76,45,59.2,26,34.2,592,4190,2589,102,47,46,42,27,672,240
Zakaria Bakkali,BEL,"FW,DF",RKC Waalwijk,26,1996,4.9,252,8,30,79,150,24,252,34,15,44.1,15,44.1,158,1269,640,31,25,7,12,8,176,48
Justin Bakker,NED,DF,Go Ahead Eag,24,1998,2.5,138,24,81,54,4,0,138,0,0,,0,,61,267,165,3,1,0,4,0,77,0
Remco Balk,NED,"FW,MF",Cambuur,21,2001,13.2,533,13,102,178,265,35,533,35,11,31.4,16,45.7,307,2177,959,27,21,8,26,13,331,114
Radinio Balker,SUR,DF,Groningen,23,1998,29.4,1923,246,966,887,82,21,1923,21,13,61.9,8,38.1,1159,7345,4319,41,16,0,27,15,1239,18
Alex Bangura,SLE,DF,Cambuur,23,1999,27.2,1531,80,547,667,346,39,1531,42,24,57.1,7,16.7,880,6198,3552,91,52,11,37,12,891,115
Yusuf Barasi,TUR,"FW,MF",AZ Alkmaar,19,2003,2.1,103,4,8,31,65,17,103,7,2,28.6,4,57.1,64,302,103,4,3,1,6,3,76,18
Vasilios Barkas,GRE,GK,Utrecht,28,1994,32.0,1094,968,1086,10,0,0,1094,0,0,,0,,600,3663,2338,0,0,0,0,0,453,0
Cole Bassett,USA,"MF,FW",Fortuna Sittard,21,2001,2.2,127,3,14,66,48,10,127,4,1,25.0,2,50.0,74,338,188,3,3,0,5,5,74,8
Cole Bassett,USA,FW,Feyenoord,21,2001,0.1,5,0,0,3,2,1,5,0,0,,0,,3,15,5,0,0,0,0,0,5,0
Calvin Bassey,NGA,DF,Ajax,22,1999,20.1,1753,104,605,895,267,27,1753,13,9,69.2,2,15.4,1147,6122,3317,41,30,2,23,6,1232,76
Riechedly Bazoer,CUW,"MF,DF",AZ Alkmaar,25,1996,3.7,294,10,46,162,88,13,294,7,4,57.1,3,42.9,175,789,368,4,4,0,9,4,203,23
Mads Bech Sørensen,DEN,DF,Groningen,23,1999,10.1,646,101,302,305,44,9,646,2,1,50.0,0,0.0,382,2315,1322,6,5,0,5,1,397,2
Sven van Beek,NED,DF,Heerenveen,28,1994,15.0,1084,146,574,438,78,18,1084,7,3,42.9,4,57.1,592,3531,2062,19,15,1,10,2,704,14
Mike van Beijnen,NED,DF,Fortuna Sittard,23,1999,0.1,9,0,4,2,3,0,9,1,0,0.0,1,100.0,3,21,0,0,0,0,0,0,4,1
Jan Bekkema,NED,GK,Heerenveen,26,1996,0.0,2,2,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Iliass Bel Hassani,MAR,"MF,FW",RKC Waalwijk,29,1992,14.9,782,17,103,315,373,43,782,49,29,59.2,17,34.7,472,3141,1732,59,32,14,32,21,531,104
Mimeirhel Benita,NED,DF,Feyenoord,18,2003,0.6,45,2,10,24,11,1,45,1,1,100.0,0,0.0,11,96,59,1,0,1,0,1,18,4
Walter Benítez,ARG,GK,PSV Eindhoven,29,1993,30.0,896,773,892,6,0,0,896,0,0,,0,,490,2400,1476,0,0,0,0,0,409,0
Martijn Berden,NED,"FW,MF",Go Ahead Eag,25,1997,0.9,45,2,9,11,26,6,45,4,1,25.0,3,75.0,19,135,67,3,4,0,4,2,23,5
Thom van Bergen,NED,"FW,DF",Groningen,18,2004,4.1,164,9,37,73,55,11,164,7,6,85.7,1,14.3,68,286,108,3,1,1,8,3,76,21
Steven Berghuis,NED,"MF,FW",Ajax,30,1991,23.3,1970,20,167,877,940,98,1969,38,17,44.7,20,52.6,1292,5777,2418,53,60,15,30,27,1528,165
Leon Bergsma,NED,DF,Cambuur,25,1997,20.4,1343,223,729,591,35,11,1343,5,5,100.0,0,0.0,781,5167,3318,20,12,0,6,2,870,2
Steven Bergwijn,NED,"FW,MF",Ajax,24,1997,26.0,1551,6,93,479,1003,200,1551,86,39,45.3,34,39.5,1114,7306,3916,142,103,61,49,41,1282,319
Lucas Bernadou,FRA,MF,Emmen,21,2000,21.0,1228,43,253,708,283,18,1228,40,20,50.0,19,47.5,672,3566,1659,30,25,5,30,18,810,44
Matúš Bero,SVK,"MF,FW",Vitesse,26,1995,30.5,1618,37,243,797,596,89,1617,72,22,30.6,43,59.7,796,3664,1572,43,29,18,74,42,1006,165
Vicente Besuijen,NED,"FW,MF",Excelsior,21,2001,0.7,37,1,6,12,20,2,37,2,1,50.0,1,50.0,20,153,70,2,0,0,3,0,21,8
Sam Beukema,NED,DF,AZ Alkmaar,23,1998,24.4,1909,257,847,986,88,29,1909,5,4,80.0,1,20.0,1242,7824,5231,44,11,2,8,3,1361,7
Bartosz Białek,POL,FW,Vitesse,20,2001,17.0,496,17,38,193,267,83,496,36,15,41.7,19,52.8,282,996,291,9,10,10,54,22,369,75
Mika Biereth,DEN,"FW,MF",RKC Waalwijk,19,2003,3.4,138,3,14,37,89,33,138,7,4,57.1,2,28.6,89,592,176,6,7,1,26,9,108,29
Justin Bijlow,NED,GK,Feyenoord,24,1998,25.0,867,738,860,7,0,0,867,0,0,,0,,580,3039,1783,0,0,0,0,0,453,0
Kristijan Bistrović,CRO,MF,Fortuna Sittard,24,1998,12.8,623,28,139,320,172,10,623,26,15,57.7,11,42.3,319,1586,692,17,8,4,14,4,371,22
Daley Blind,NED,DF,Ajax,32,1990,10.5,1212,53,283,683,253,26,1212,8,4,50.0,2,25.0,818,4025,2541,33,28,1,7,7,929,46
Thijmen Blokzijl,NED,DF,Groningen,17,2005,13.1,833,77,415,382,37,10,833,1,1,100.0,0,0.0,522,3287,1945,18,13,0,1,0,558,2
Jordi Blom,NED,FW,Volendam,20,2002,0.5,14,1,6,4,4,0,14,0,0,,0,,10,49,29,0,0,0,1,0,6,1
Xander Blomme,BEL,MF,Go Ahead Eag,20,2002,4.2,216,8,67,123,28,4,216,2,1,50.0,1,50.0,100,293,89,0,0,0,3,5,121,3
Paweł Bochniewicz,POL,DF,Heerenveen,26,1996,32.3,2227,308,1085,1046,105,40,2227,10,3,30.0,4,40.0,1238,6438,3777,20,25,1,21,5,1371,7
Jan de Boer,NED,GK,Groningen,22,2000,2.5,96,87,96,0,0,0,96,0,0,,0,,47,291,188,0,0,0,0,0,32,0
Tom Boere,NED,FW,Cambuur,29,1992,6.8,204,9,22,105,79,26,204,1,1,100.0,0,0.0,99,371,123,7,4,2,24,9,155,30
Taylor Booth,USA,"FW,MF",Utrecht,21,2001,17.3,891,16,131,388,391,29,891,74,25,33.8,35,47.3,547,3919,1639,56,53,11,52,22,615,105
Olivier Boscagli,FRA,DF,PSV Eindhoven,24,1997,2.4,183,8,66,109,8,2,183,0,0,,0,,109,475,288,2,1,0,1,0,132,0
Mohamed Bouchouari,BEL,DF,Emmen,21,2000,19.3,1256,75,370,463,436,34,1256,45,19,42.2,22,48.9,638,4110,2031,59,41,14,36,16,657,135
Othman Boussaid,BEL,"FW,MF",Utrecht,22,2000,23.2,1270,27,217,605,466,48,1270,88,25,28.4,51,58.0,813,5278,2461,76,56,21,36,23,876,121
Can Bozdogan,GER,MF,Utrecht,21,2001,17.3,1075,33,198,587,304,25,1075,64,30,46.9,23,35.9,544,2936,1364,30,29,3,43,23,667,40
Wout Brama,NED,MF,Twente,35,1986,2.3,176,7,44,99,34,2,176,2,0,0.0,2,100.0,69,252,104,2,3,0,2,2,100,2
Mattijs Branderhorst,NED,GK,NEC Nijmegen,28,1993,2.0,64,60,64,0,0,0,64,0,0,,0,,35,195,103,0,0,0,0,0,32,0
Jarrad Branthwaite,ENG,DF,PSV Eindhoven,20,2002,22.1,1515,169,679,798,50,24,1515,5,1,20.0,3,60.0,839,3757,1941,7,11,1,5,1,956,4
Myron van Brederode,NED,FW,AZ Alkmaar,19,2003,13.3,680,7,61,226,409,75,680,73,40,54.8,27,37.0,470,2838,1526,59,35,24,43,24,493,158
Michael Breij,NED,"FW,MF",Cambuur,25,1997,16.2,679,29,105,303,281,39,679,46,16,34.8,28,60.9,389,2323,1023,35,26,12,41,14,419,83
Joshua Brenet,CUW,DF,Twente,28,1994,27.9,1872,60,509,774,610,80,1872,81,41,50.6,35,43.2,991,5218,2592,70,45,16,67,23,1092,130
Brian Brobbey,NED,FW,Ajax,20,2002,18.3,542,10,23,184,338,180,542,22,8,36.4,13,59.1,316,1506,454,14,10,14,47,22,415,154
Ilias Bronkhorst,NED,"FW,DF",NEC Nijmegen,25,1997,0.6,26,2,5,10,11,2,26,0,0,,0,,16,58,7,0,0,0,1,2,18,3
Patrick Brouwer,NED,"FW,MF",Sparta R'dam,21,2001,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0
Luuk Brouwers,NED,MF,Utrecht,24,1998,18.0,992,50,255,594,153,18,992,12,3,25.0,5,41.7,448,2288,1048,18,19,5,11,6,608,26
Jordy Bruijn,NED,"MF,FW",NEC Nijmegen,26,1996,6.4,315,9,50,180,89,23,314,14,5,35.7,7,50.0,178,952,408,7,6,1,14,7,206,23
Jeffrey Bruma,NED,DF,Heerenveen,30,1991,7.3,446,70,228,206,14,6,446,2,2,100.0,0,0.0,285,1980,1032,3,2,0,6,3,293,0
Max Bruns,NED,"DF,MF",Twente,19,2002,4.8,317,26,150,153,15,3,317,3,1,33.3,2,66.7,181,1167,679,8,2,1,4,5,194,2
Charles-Andréas Brym,CAN,"FW,DF",Sparta R'dam,23,1998,0.1,8,0,1,3,4,0,8,1,0,0.0,1,100.0,8,34,12,1,1,0,1,3,7,1
Thomas Buitink,NED,"FW,DF",Vitesse,22,2000,1.4,42,3,9,15,19,2,42,4,2,50.0,2,50.0,25,129,42,2,2,0,6,3,29,10
Thomas Buitink,NED,"FW,MF",Fortuna Sittard,22,2000,4.1,152,5,28,66,59,14,152,18,9,50.0,7,38.9,87,386,144,6,1,3,13,6,102,13
Ezequiel Bullaude,ARG,"MF,FW",Feyenoord,21,2000,1.7,90,1,6,44,41,12,90,8,5,62.5,3,37.5,56,282,96,2,2,0,2,6,60,13
Lorenzo Burnet,NED,DF,Emmen,31,1991,14.7,831,71,271,384,188,6,831,17,7,41.2,8,47.1,387,1765,834,24,16,4,25,13,420,49
Oskar Buur,DEN,"DF,MF",Volendam,24,1998,9.1,371,25,114,151,113,16,371,14,6,42.9,7,50.0,159,990,393,8,2,1,14,6,148,32
Zico Buurmeester,NED,MF,AZ Alkmaar,20,2002,0.7,54,2,17,22,15,3,54,3,0,0.0,3,100.0,36,83,15,0,1,0,1,1,37,1
Gianmarco Cangiano,ITA,"MF,FW",Fortuna Sittard,20,2001,0.6,38,0,4,21,13,2,38,2,1,50.0,1,50.0,24,117,70,1,2,0,3,1,31,1
Joel Castro Pereira,POR,GK,RKC Waalwijk,26,1996,2.0,89,86,89,0,0,0,89,0,0,,0,,55,331,215,0,0,0,0,0,34,0
Václav Černý,CZE,FW,Twente,24,1997,26.5,1736,7,133,637,990,149,1736,126,64,50.8,48,38.1,1061,7939,4047,144,97,53,67,29,1205,290
Matěj Chaluš,CZE,DF,Groningen,24,1998,4.4,309,24,151,148,10,4,309,1,0,0.0,1,100.0,175,1004,543,2,0,0,1,2,194,1
Jasper Cillessen,NED,GK,NEC Nijmegen,33,1989,32.0,1211,1045,1203,8,0,0,1211,0,0,,0,,710,3891,2755,0,0,0,2,0,489,0
Ibrahim Cissoko,NED,FW,NEC Nijmegen,19,2003,9.5,434,5,42,150,246,67,434,68,25,36.8,27,39.7,325,2907,1788,65,43,34,29,9,337,101
Jordy Clasie,NED,MF,AZ Alkmaar,31,1991,32.2,2348,104,513,1454,400,9,2348,24,14,58.3,6,25.0,1348,5963,2778,32,49,1,20,21,1550,26
Pelle Clement,NED,MF,RKC Waalwijk,26,1996,26.3,1317,60,267,605,472,64,1317,68,28,41.2,36,52.9,721,4484,2446,57,42,12,53,35,855,112
Denilho Cleonise,NED,FW,Twente,20,2001,2.7,101,0,2,41,59,9,101,11,5,45.5,4,36.4,70,528,290,11,9,4,7,10,83,20
Antoine Colassin,BEL,"FW,MF",Heerenveen,21,2001,8.3,420,18,81,175,167,32,420,23,9,39.1,14,60.9,209,1067,417,13,11,4,17,11,260,53
Francisco Conceição,POR,"FW,MF",Ajax,19,2002,5.8,344,2,33,98,222,57,344,34,13,38.2,17,50.0,252,1964,1086,36,13,22,20,8,252,88
Iñigo Córdoba,ESP,"FW,MF",Fortuna Sittard,25,1997,25.4,1255,44,298,534,455,85,1255,88,39,44.3,38,43.2,727,5119,2615,93,60,19,50,38,767,134
Enzo Cornelisse,NED,DF,Vitesse,19,2003,14.9,814,80,320,446,53,13,814,7,3,42.9,1,14.3,436,2250,1421,14,8,0,12,2,508,7
George Cox,ENG,DF,Fortuna Sittard,24,1998,23.9,1282,92,482,515,303,23,1282,27,9,33.3,12,44.4,552,2866,1431,27,17,4,29,6,593,57
Vito van Crooij,NED,FW,Sparta R'dam,26,1996,31.7,1543,36,202,651,704,80,1538,49,16,32.7,27,55.1,745,4068,1593,36,25,16,45,27,957,176
Lennerd Daneels,BEL,FW,RKC Waalwijk,24,1998,2.0,76,0,5,34,37,4,76,7,1,14.3,5,71.4,40,205,76,3,3,4,10,5,60,12
Danilo,BRA,FW,Feyenoord,23,1999,14.8,545,10,45,208,299,106,544,27,12,44.4,14,51.9,278,1001,371,8,3,5,37,21,364,83
Damil Dankerlui,SUR,DF,Groningen,25,1996,8.7,523,30,167,223,137,11,523,17,6,35.3,9,52.9,254,1363,680,21,14,2,21,15,264,34
Oussama Darfalou,ALG,"FW,MF",Emmen,28,1993,1.9,86,0,1,30,55,10,86,6,2,33.3,4,66.7,49,256,30,1,4,0,13,1,58,11
Jeffrey De Lange,NED,GK,Go Ahead Eag,24,1998,34.0,1334,1177,1325,10,0,0,1334,2,2,100.0,0,0.0,796,3825,2182,0,1,0,0,0,652,0
Mats Deijl,NED,DF,Go Ahead Eag,25,1997,31.2,1882,135,607,777,507,46,1882,31,17,54.8,10,32.3,806,3687,1623,33,21,3,21,15,937,89
Maxim Dekker,NED,DF,AZ Alkmaar,18,2004,9.4,570,53,264,295,11,3,570,0,0,,0,,372,1950,1259,11,5,0,2,1,416,3
Mickey van der Hart,NED,GK,Emmen,28,1994,25.0,943,830,942,2,0,0,943,1,1,100.0,0,0.0,524,2363,1287,0,0,0,0,0,441,0
Mike van der Hoorn,NED,DF,Utrecht,29,1992,23.2,1586,211,774,746,72,46,1586,11,5,45.5,1,9.1,855,4053,2503,19,6,1,12,5,1051,6
Djevencio van der Kust,SUR,DF,Utrecht,21,2001,6.4,351,18,105,148,101,11,351,7,1,14.3,4,57.1,178,1055,517,11,12,0,10,6,198,33
Mark van der Maarel,NED,DF,Utrecht,32,1989,24.3,1464,131,649,646,175,22,1464,2,0,0.0,2,100.0,619,2260,978,5,5,0,8,1,820,39
Silvester van der Water,NED,"FW,MF",Cambuur,25,1996,13.2,551,13,80,239,244,26,551,44,13,29.5,23,52.3,322,1781,771,29,22,8,52,10,340,91
Anthony Descotte,BEL,"FW,MF",Utrecht,18,2003,1.2,34,0,2,13,19,5,34,3,2,66.7,1,33.3,25,184,70,3,1,2,5,3,27,8
Mark Diemers,NED,"MF,FW",Emmen,28,1993,30.2,1954,16,206,918,860,40,1954,89,34,38.2,31,34.8,1242,7481,3200,83,82,12,76,41,1356,133
Mitchell Dijks,NED,DF,Vitesse,29,1993,3.3,181,11,57,85,40,0,181,3,2,66.7,1,33.3,83,469,269,8,4,0,3,2,100,9
Javairô Dilrosun,NED,"FW,MF",Feyenoord,24,1998,20.9,1059,25,95,355,627,71,1059,99,48,48.5,36,36.4,695,5128,2723,101,54,36,46,19,770,218
Landry Dimata,BEL,FW,NEC Nijmegen,24,1997,24.4,673,22,44,320,313,107,670,38,15,39.5,20,52.6,440,2292,767,26,16,15,73,49,560,112
Julius Dirksen,NED,DF,Emmen,19,2003,15.6,1099,111,453,497,156,10,1099,10,5,50.0,4,40.0,529,2198,1025,8,5,1,15,5,571,19
Toni Domgjoni,KVX,MF,Vitesse,23,1998,3.3,132,6,23,75,35,8,132,5,1,20.0,3,60.0,66,460,262,6,3,1,6,3,74,7
Jacky Donkor,BEL,"FW,MF",Excelsior,23,1998,0.7,55,2,10,20,26,2,55,6,3,50.0,2,33.3,30,172,102,3,1,0,5,0,27,10
Bas Dost,NED,FW,Utrecht,33,1989,15.0,557,29,53,318,186,69,557,3,3,100.0,0,0.0,224,550,205,3,6,1,21,9,428,58
Achraf Douiri,NED,"DF,FW",Volendam,22,1999,4.2,230,11,75,107,49,1,230,13,8,61.5,5,38.5,92,572,261,7,5,1,7,6,102,6
Anastasios Douvikas,GRE,FW,Utrecht,22,1999,23.8,824,32,71,374,392,142,820,69,27,39.1,37,53.6,446,2175,732,35,19,15,101,52,597,152
Couhaib Driouech,MAR,"FW,MF",Excelsior,20,2002,26.0,1063,46,215,406,459,80,1063,74,33,44.6,37,50.0,593,4430,2131,86,55,35,62,41,599,173
Joel Drommel,NED,GK,PSV Eindhoven,25,1996,4.0,111,97,109,2,0,0,111,0,0,,0,,63,420,215,0,0,0,0,0,52,0
Deroy Duarte,CPV,MF,Fortuna Sittard,23,1999,15.9,648,53,209,348,98,9,648,15,9,60.0,5,33.3,269,1227,462,10,7,3,7,5,298,22
Laros Duarte,CPV,MF,Groningen,25,1997,20.0,960,47,203,528,243,9,960,35,16,45.7,17,48.6,512,2808,1374,20,34,3,21,13,590,26
Mikkel Duelund,DEN,"MF,FW",NEC Nijmegen,25,1997,10.3,451,13,79,206,171,28,451,28,14,50.0,13,46.4,291,1884,663,15,15,1,35,21,320,44
Billy van Duijl,NED,DF,Volendam,16,2005,1.7,96,15,60,37,1,0,96,1,1,100.0,0,0.0,54,376,266,3,1,0,0,0,65,0
Mike van Duinen,NED,"FW,MF",Excelsior,30,1991,11.1,329,26,55,141,139,42,329,19,4,21.1,14,73.7,147,621,180,8,10,2,43,14,183,42
Jorge Eduardo Sánchez,MEX,DF,Ajax,24,1997,12.3,908,41,250,366,303,45,908,33,11,33.3,18,54.5,497,2260,1126,21,14,6,25,8,526,67
Oliver Edvardsen,NOR,"FW,MF",Go Ahead Eag,23,1999,22.6,913,31,160,367,402,65,913,73,21,28.8,41,56.2,498,2472,1225,43,29,14,53,30,532,126
Mike Eerdhuijzen,NED,DF,Sparta R'dam,22,2000,13.1,1049,150,536,481,39,13,1049,8,4,50.0,1,12.5,639,3297,1933,9,9,1,5,2,694,5
Joshua Eijgenraam,NED,MF,Excelsior,21,2001,6.6,284,20,103,162,23,5,284,2,2,100.0,0,0.0,138,602,315,3,2,1,12,6,156,7
Carel Eiting,NED,MF,Volendam,24,1998,33.7,1559,84,302,723,550,44,1559,34,14,41.2,16,47.1,592,2837,1402,33,42,8,38,25,682,75
Úmaro Embaló,POR,"FW,MF",Fortuna Sittard,21,2001,16.3,579,16,115,192,283,59,579,56,24,42.9,26,46.4,353,2431,1165,45,17,20,47,29,366,126
Mario Engels,GER,"FW,DF",Sparta R'dam,28,1993,0.6,31,0,0,6,25,12,31,5,2,40.0,2,40.0,19,101,41,2,0,3,6,5,19,7
Doğan Erdoğan,TUR,"MF,DF",Fortuna Sittard,25,1996,18.8,969,65,303,532,143,3,969,25,17,68.0,6,24.0,465,2242,1103,10,5,0,20,17,529,23
Luca Everink,NED,"DF,FW",Twente,21,2001,0.6,51,2,23,11,17,0,51,1,0,0.0,1,100.0,20,39,10,0,0,0,1,1,21,3
Håkon Evjen,NOR,FW,AZ Alkmaar,22,2000,5.7,264,7,29,86,151,17,264,12,5,41.7,6,50.0,163,913,329,13,8,4,10,7,176,37
Milan van Ewijk,NED,DF,Heerenveen,21,2000,34.0,1953,126,666,783,539,53,1953,72,27,37.5,35,48.6,978,6462,3232,83,61,12,58,17,1021,170
Raphaël Eyongo,NED,"FW,MF",Excelsior,19,2003,0.9,30,2,3,14,14,5,30,3,3,100.0,0,0.0,15,67,23,1,0,1,7,1,19,6
Andri Fannar Baldursson,ISL,MF,NEC Nijmegen,20,2002,2.4,130,11,59,64,9,2,130,5,5,100.0,0,0.0,69,310,99,1,1,0,1,0,70,0
Adrian Fein,GER,MF,Excelsior,23,1999,8.1,351,13,71,208,75,2,351,2,1,50.0,1,50.0,179,809,408,4,5,0,4,1,217,4
Kevin Felida,CUW,MF,RKC Waalwijk,22,1999,0.8,47,2,11,20,17,2,47,2,1,50.0,1,50.0,25,140,47,0,0,0,1,0,34,1
Arianit Ferati,KVX,MF,Fortuna Sittard,24,1997,16.4,908,45,265,487,167,10,908,34,20,58.8,10,29.4,513,2680,1204,21,18,1,17,16,533,35
Derensili Fernandes,NED,"FW,DF",Utrecht,21,2001,0.5,36,0,2,6,28,0,36,2,0,0.0,2,100.0,23,196,114,3,2,0,0,2,29,8
Rashaan Fernandes,NED,"MF,FW",Go Ahead Eag,23,1998,8.0,382,5,55,142,192,18,382,20,7,35.0,8,40.0,226,1509,769,23,22,5,16,12,246,54
