Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Patrick van Aanholt,NED,DF,PSV Eindhoven,31,1990,13.1,705,598,107,12,0,1,23,95,0,0,0,0,582,0,19
Dirk Abels,NED,DF,Sparta R'dam,25,1997,14.7,688,589,99,15,0,0,22,83,1,1,0,0,556,0,13
Paulos Abraham,SWE,"FW,MF",Groningen,20,2002,5.4,134,133,1,0,0,0,7,1,0,0,0,0,99,0,4
Bobby Adekanye,NED,"FW,MF",Go Ahead Eag,23,1999,23.8,618,605,12,6,6,4,42,2,2,1,0,0,435,1,22
Shawn Adewoye,BEL,DF,RKC Waalwijk,22,2000,32.6,1331,1299,27,21,1,9,4,5,0,0,0,0,1148,5,7
Luuk Admiraal,NED,FW,Excelsior,20,2002,0.0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Nikolas Agrafiotis,NED,"FW,MF",Excelsior,22,2000,6.3,175,170,5,0,2,0,2,2,0,0,0,0,100,0,6
Joost van Aken,NED,DF,Heerenveen,28,1994,11.0,584,564,18,6,0,13,2,7,0,0,0,0,469,2,5
Norbert Alblas,NED,GK,Excelsior,27,1994,0.3,10,6,4,0,0,0,0,0,0,0,0,0,6,0,0
Pedro Alemañ,ESP,MF,Sparta R'dam,20,2002,0.5,38,36,2,1,0,0,1,0,0,0,0,0,34,0,1
Hussein Ali,IRQ,"DF,MF",Heerenveen,20,2002,0.3,16,13,3,0,0,0,1,3,0,0,0,0,9,0,1
Edson Álvarez,MEX,"MF,DF",Ajax,24,1997,28.7,2411,2365,42,32,6,13,2,9,0,0,0,0,2138,4,11
Ben Aissa Ben Amar,MAR,"DF,MF",Volendam,25,1997,22.8,990,920,60,40,1,17,8,20,0,0,0,0,777,10,8
Pelle van Amersfoort,NED,"MF,FW",Heerenveen,26,1996,13.2,365,357,6,1,2,0,8,2,0,0,0,0,242,2,16
Jamal Amofa,NED,DF,Go Ahead Eag,23,1998,26.8,1277,1204,70,33,2,6,9,32,0,0,0,0,1059,3,15
Fredrik André Bjørkan,NOR,DF,Feyenoord,23,1998,0.8,52,41,11,0,0,0,2,11,0,0,0,0,41,0,4
Vurnon Anita,CUW,MF,RKC Waalwijk,33,1989,30.8,1343,1288,51,42,3,5,9,7,0,0,0,0,1114,4,11
Oliver Antman,FIN,"FW,MF",Groningen,20,2001,7.4,219,213,6,1,1,2,15,5,0,0,0,0,164,0,6
Joey Antonioli,NED,MF,Volendam,18,2003,0.4,11,11,0,0,0,1,0,0,0,0,0,0,8,0,0
Jeremy Antonisse,CUW,"FW,MF",Emmen,20,2002,8.9,236,228,6,0,1,0,17,6,0,0,0,0,181,2,7
Francesco Antonucci,BEL,"MF,FW",Volendam,23,1999,10.0,330,319,9,1,3,10,13,3,3,3,0,0,245,2,8
Antony,BRA,FW,Ajax,22,2000,2.0,104,96,7,1,2,1,6,5,1,0,0,0,79,1,0
Miguel Araujo,PER,DF,Emmen,27,1994,29.9,1667,1604,62,56,1,22,2,5,0,0,0,0,1347,1,14
Carlens Arcus,HAI,DF,Vitesse,26,1996,28.0,1578,1320,256,18,1,15,96,238,0,0,0,0,1253,2,39
Jasin Assehnoun,FIN,FW,Emmen,23,1998,8.1,326,296,30,4,1,1,33,11,13,7,6,0,246,0,16
Adil Auassar,NED,DF,Sparta R'dam,35,1986,21.3,1182,1114,64,25,2,12,2,1,0,0,0,0,1010,4,10
Sebbe Augustijns,BEL,"MF,FW",RKC Waalwijk,22,1999,0.8,30,27,3,3,0,0,0,0,0,0,0,0,20,0,1
Fredrik Aursnes,NOR,MF,Feyenoord,26,1995,2.0,176,170,6,3,1,0,5,1,2,0,1,0,151,0,1
Aventis Aventisian,ARM,"MF,DF",Go Ahead Eag,19,2002,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
Maxime Awoudja,GER,DF,Excelsior,24,1998,2.8,97,95,2,2,0,2,1,0,0,0,0,0,73,0,0
Yassin Ayoub,NED,MF,Excelsior,28,1994,8.0,387,350,35,14,1,1,22,4,17,4,9,0,308,2,9
Marouan Azarkan,NED,"FW,MF",Excelsior,20,2001,20.4,700,598,99,30,6,1,125,20,35,27,7,0,459,3,21
Julian Baas,NED,"MF,FW",Excelsior,20,2002,27.3,912,798,110,38,0,6,91,5,66,36,23,0,663,4,26
Youri Baas,NED,DF,Ajax,19,2003,2.1,159,145,14,2,0,1,5,12,0,0,0,0,129,0,3
Nikolai Baden Frederiksen,DEN,FW,Vitesse,22,2000,5.8,97,77,19,3,1,1,6,2,0,0,0,0,64,1,4
Saïd Bakari,COM,"DF,MF",RKC Waalwijk,27,1994,8.4,422,373,49,2,1,2,10,46,1,0,0,0,334,0,18
Johan Bakayoko,BEL,FW,PSV Eindhoven,19,2003,15.3,674,654,19,0,0,2,62,13,5,2,0,0,523,1,21
Zakaria Bakkali,BEL,"FW,DF",RKC Waalwijk,26,1996,4.9,172,157,15,1,1,0,19,6,7,3,1,0,127,0,5
Justin Bakker,NED,DF,Go Ahead Eag,24,1998,2.5,119,109,10,2,0,3,1,0,1,1,0,0,85,0,0
Remco Balk,NED,"FW,MF",Cambuur,21,2001,13.2,373,346,25,1,0,1,52,24,0,0,0,0,236,2,24
Radinio Balker,SUR,DF,Groningen,23,1998,29.4,1583,1502,75,37,1,45,13,35,0,0,0,0,1342,6,13
Alex Bangura,SLE,DF,Cambuur,23,1999,27.2,1296,1066,228,30,1,1,58,198,0,0,0,0,1005,2,21
Yusuf Barasi,TUR,"FW,MF",AZ Alkmaar,19,2003,2.1,69,66,3,0,1,0,1,0,0,0,0,0,55,0,1
Vasilios Barkas,GRE,GK,Utrecht,28,1994,32.0,1044,747,295,51,0,0,0,0,0,0,0,0,765,2,2
Cole Bassett,USA,"MF,FW",Fortuna Sittard,21,2001,2.2,100,88,12,3,0,2,7,3,4,0,3,0,75,0,2
Cole Bassett,USA,FW,Feyenoord,21,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Calvin Bassey,NGA,DF,Ajax,22,1999,20.1,1559,1465,89,33,1,6,33,49,0,0,0,0,1364,5,16
Riechedly Bazoer,CUW,"MF,DF",AZ Alkmaar,25,1996,3.7,241,237,3,2,1,3,3,0,0,0,0,0,202,1,3
Mads Bech Sørensen,DEN,DF,Groningen,23,1999,10.1,551,511,38,9,0,11,2,29,0,0,0,0,434,2,7
Sven van Beek,NED,DF,Heerenveen,28,1994,15.0,910,871,37,22,0,18,14,14,0,0,0,0,761,2,8
Mike van Beijnen,NED,DF,Fortuna Sittard,23,1999,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
Jan Bekkema,NED,GK,Heerenveen,26,1996,0.0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Iliass Bel Hassani,MAR,"MF,FW",RKC Waalwijk,29,1992,14.9,619,541,74,22,10,3,82,8,27,14,8,0,407,4,21
Mimeirhel Benita,NED,DF,Feyenoord,18,2003,0.6,40,32,8,0,0,0,2,8,0,0,0,0,29,0,2
Walter Benítez,ARG,GK,PSV Eindhoven,29,1993,30.0,850,621,229,32,0,1,0,0,0,0,0,0,622,0,0
Martijn Berden,NED,"FW,MF",Go Ahead Eag,25,1997,0.9,24,23,1,0,0,0,0,1,0,0,0,0,18,0,1
Thom van Bergen,NED,"FW,DF",Groningen,18,2004,4.1,102,97,5,0,0,0,4,5,0,0,0,0,60,0,7
Steven Berghuis,NED,"MF,FW",Ajax,30,1991,23.3,1738,1589,141,20,20,33,158,46,75,49,7,0,1360,8,24
Leon Bergsma,NED,DF,Cambuur,25,1997,20.4,1141,1101,40,34,2,9,2,3,1,1,0,0,951,0,10
Steven Bergwijn,NED,"FW,MF",Ajax,24,1997,26.0,1270,1213,52,10,4,4,45,23,17,0,0,0,1092,5,32
Lucas Bernadou,FRA,MF,Emmen,21,2000,21.0,1008,988,18,10,2,4,15,8,0,0,0,0,858,2,22
Matúš Bero,SVK,"MF,FW",Vitesse,26,1995,30.5,1208,1098,104,18,9,8,22,59,0,0,0,0,871,6,26
Vicente Besuijen,NED,"FW,MF",Excelsior,21,2001,0.7,25,24,1,0,0,1,2,1,0,0,0,0,18,0,2
Sam Beukema,NED,DF,AZ Alkmaar,23,1998,24.4,1677,1641,34,20,3,10,4,2,0,0,0,0,1472,2,6
Bartosz Białek,POL,FW,Vitesse,20,2001,17.0,298,283,14,0,2,5,3,2,0,0,0,0,194,1,9
