Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
1,Patrick van Aanholt,nl NED,DF,PSV Eindhoven,31,1990,15,13,1177,13.1,1,2,3,1,0,0,1,0,0.4,0.4,2.9,3.4,26,57,69,0.08,0.15,0.23,0.08,0.23,0.03,0.22,0.26,0.03,0.26,Matches
2,Dirk Abels,nl NED,DF,Sparta R'dam,25,1997,26,12,1326,14.7,1,2,3,1,0,0,2,0,0.3,0.3,1.1,1.4,18,43,30,0.07,0.14,0.20,0.07,0.20,0.02,0.07,0.10,0.02,0.10,Matches
3,Paulos Abraham,se SWE,"FW,MF",Groningen,20,2002,8,5,489,5.4,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,19,18,39,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.25,0.20,0.25,Matches
4,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,23,1999,31,28,2146,23.8,6,4,10,6,0,0,8,0,4.0,4.0,3.4,7.4,64,78,167,0.25,0.17,0.42,0.25,0.42,0.17,0.14,0.31,0.17,0.31,Matches
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,22,2000,33,33,2931,32.6,1,1,2,1,0,0,7,0,1.7,1.7,0.7,2.4,25,88,7,0.03,0.03,0.06,0.03,0.06,0.05,0.02,0.07,0.05,0.07,Matches
6,Luuk Admiraal,nl NED,FW,Excelsior,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7,Nikolas Agrafiotis,nl NED,"FW,MF",Excelsior,22,2000,17,5,564,6.3,2,0,2,2,0,1,2,0,2.8,2.1,0.6,2.7,3,13,23,0.32,0.00,0.32,0.32,0.32,0.45,0.09,0.54,0.34,0.43,Matches
8,Joost van Aken,nl NED,DF,Heerenveen,28,1994,15,11,991,11.0,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.8,11,41,2,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
9,Norbert Alblas,nl NED,GK,Excelsior,27,1994,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
10,Pedro Alemañ,es ESP,MF,Sparta R'dam,20,2002,5,0,48,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,6,3,0.00,0.00,0.00,0.00,0.00,0.40,0.10,0.50,0.40,0.50,Matches
11,Hussein Ali,iq IRQ,"DF,MF",Heerenveen,20,2002,5,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
12,Edson Álvarez,mx MEX,"MF,DF",Ajax,24,1997,31,30,2586,28.7,3,3,6,3,0,0,10,0,3.4,3.4,4.2,7.6,73,223,22,0.10,0.10,0.21,0.10,0.21,0.12,0.15,0.26,0.12,0.26,Matches
13,Ben Aissa Ben Amar,ma MAR,"DF,MF",Volendam,25,1997,29,24,2055,22.8,2,1,3,2,0,0,5,0,0.9,0.9,0.9,1.8,6,75,13,0.09,0.04,0.13,0.09,0.13,0.04,0.04,0.08,0.04,0.08,Matches
14,Pelle van Amersfoort,nl NED,"MF,FW",Heerenveen,26,1996,19,13,1191,13.2,3,0,3,3,0,0,1,0,3.8,3.8,0.7,4.5,13,40,75,0.23,0.00,0.23,0.23,0.23,0.29,0.05,0.34,0.29,0.34,Matches
15,Jamal Amofa,nl NED,DF,Go Ahead Eag,23,1998,31,27,2413,26.8,0,1,1,0,0,0,8,0,0.4,0.4,0.9,1.2,25,99,9,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.05,0.01,0.05,Matches
16,Fredrik André Bjørkan,no NOR,DF,Feyenoord,23,1998,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,4,9,0.00,0.00,0.00,0.00,0.00,0.05,0.21,0.26,0.05,0.26,Matches
17,Vurnon Anita,cw CUW,MF,RKC Waalwijk,33,1989,34,30,2769,30.8,2,2,4,2,0,0,3,0,0.7,0.7,2.2,2.9,15,175,38,0.07,0.07,0.13,0.07,0.13,0.02,0.07,0.09,0.02,0.09,Matches
18,Oliver Antman,fi FIN,"FW,MF",Groningen,20,2001,11,8,670,7.4,2,1,3,2,0,0,0,0,1.3,1.3,1.2,2.5,18,23,55,0.27,0.13,0.40,0.27,0.40,0.18,0.17,0.34,0.18,0.34,Matches
19,Joey Antonioli,nl NED,MF,Volendam,18,2003,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
20,Jeremy Antonisse,cw CUW,"FW,MF",Emmen,20,2002,13,11,802,8.9,1,1,2,1,0,0,0,0,2.5,2.5,1.5,4.0,28,16,51,0.11,0.11,0.22,0.11,0.22,0.28,0.16,0.45,0.28,0.45,Matches
21,Francesco Antonucci,be BEL,"MF,FW",Volendam,23,1999,17,10,903,10.0,2,1,3,2,0,0,2,0,1.1,1.1,1.1,2.2,17,42,39,0.20,0.10,0.30,0.20,0.30,0.11,0.11,0.22,0.11,0.22,Matches
22,Antony,br BRA,FW,Ajax,22,2000,2,2,180,2.0,1,2,3,1,0,0,0,0,0.4,0.4,0.6,0.9,14,12,33,0.50,1.00,1.50,0.50,1.50,0.19,0.28,0.47,0.19,0.47,Matches
23,Miguel Araujo,pe PER,DF,Emmen,27,1994,31,30,2695,29.9,1,0,1,1,0,0,5,1,1.8,1.8,0.2,2.0,24,117,7,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches
24,Carlens Arcus,ht HAI,DF,Vitesse,26,1996,30,28,2518,28.0,1,3,4,1,0,0,4,2,1.0,1.0,2.5,3.6,55,126,148,0.04,0.11,0.14,0.04,0.14,0.04,0.09,0.13,0.04,0.13,Matches
25,Jasin Assehnoun,fi FIN,FW,Emmen,23,1998,29,4,731,8.1,1,1,2,1,0,0,4,0,1.5,1.5,1.4,2.9,29,10,65,0.12,0.12,0.25,0.12,0.25,0.18,0.17,0.36,0.18,0.36,Matches
26,Adil Auassar,nl NED,DF,Sparta R'dam,35,1986,29,22,1918,21.3,0,0,0,0,0,0,0,1,0.2,0.2,0.3,0.5,9,73,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
27,Sebbe Augustijns,be BEL,"MF,FW",RKC Waalwijk,22,1999,6,0,69,0.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,2,1,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
28,Fredrik Aursnes,no NOR,MF,Feyenoord,26,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,4,26,5,0.00,0.00,0.00,0.00,0.00,0.03,0.45,0.48,0.03,0.48,Matches
29,Aventis Aventisian,am ARM,"MF,DF",Go Ahead Eag,19,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
30,Maxime Awoudja,de GER,DF,Excelsior,24,1998,10,2,249,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,5,4,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
31,Yassin Ayoub,nl NED,MF,Excelsior,28,1994,15,9,720,8.0,0,0,0,0,0,0,3,0,0.3,0.3,0.7,1.1,11,46,16,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
32,Marouan Azarkan,nl NED,"FW,MF",Excelsior,20,2001,27,26,1832,20.4,3,8,11,3,0,0,4,0,3.5,3.5,4.8,8.3,67,102,163,0.15,0.39,0.54,0.15,0.54,0.17,0.24,0.41,0.17,0.41,Matches
33,Julian Baas,nl NED,"MF,FW",Excelsior,20,2002,33,27,2457,27.3,3,5,8,3,0,0,4,0,2.3,2.3,3.2,5.5,14,74,52,0.11,0.18,0.29,0.11,0.29,0.08,0.12,0.20,0.08,0.20,Matches
34,Youri Baas,nl NED,DF,Ajax,19,2003,6,2,188,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,16,16,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
35,Nikolai Baden Frederiksen,dk DEN,FW,Vitesse,22,2000,13,5,525,5.8,2,0,2,2,0,0,0,0,2.1,2.1,0.1,2.1,3,5,27,0.34,0.00,0.34,0.34,0.34,0.35,0.01,0.37,0.35,0.37,Matches
36,Saïd Bakari,km COM,"DF,MF",RKC Waalwijk,27,1994,26,2,757,8.4,0,2,2,0,0,0,0,0,0.7,0.7,1.2,1.9,32,43,66,0.00,0.24,0.24,0.00,0.24,0.08,0.15,0.23,0.08,0.23,Matches
37,Johan Bakayoko,be BEL,FW,PSV Eindhoven,19,2003,23,17,1373,15.3,5,5,10,5,0,0,4,0,3.8,3.8,3.5,7.3,102,45,240,0.33,0.33,0.66,0.33,0.66,0.25,0.23,0.48,0.25,0.48,Matches
38,Zakaria Bakkali,be BEL,"FW,DF",RKC Waalwijk,26,1996,18,1,445,4.9,3,0,3,3,0,0,0,0,1.4,1.4,1.1,2.5,31,17,48,0.61,0.00,0.61,0.61,0.61,0.28,0.21,0.49,0.28,0.49,Matches
39,Justin Bakker,nl NED,DF,Go Ahead Eag,24,1998,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
40,Remco Balk,nl NED,"FW,MF",Cambuur,21,2001,30,12,1185,13.2,1,0,1,1,0,0,5,0,1.6,1.6,0.6,2.2,27,24,114,0.08,0.00,0.08,0.08,0.08,0.12,0.04,0.17,0.12,0.17,Matches
41,Radinio Balker,sr SUR,DF,Groningen,23,1998,31,31,2650,29.4,1,0,1,1,0,0,2,1,0.8,0.8,0.5,1.3,41,112,18,0.03,0.00,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.04,Matches
42,Alex Bangura,sl SLE,DF,Cambuur,23,1999,29,28,2449,27.2,1,3,4,1,0,0,5,1,0.5,0.5,4.0,4.5,91,82,115,0.04,0.11,0.15,0.04,0.15,0.02,0.15,0.16,0.02,0.16,Matches
43,Yusuf Barasi,tr TUR,"FW,MF",AZ Alkmaar,19,2003,11,0,187,2.1,0,1,1,0,0,0,0,0,1.2,1.2,0.6,1.8,4,5,18,0.00,0.48,0.48,0.00,0.48,0.55,0.29,0.84,0.55,0.84,Matches
44,Vasilios Barkas,gr GRE,GK,Utrecht,28,1994,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
45,Cole Bassett,us USA,"MF,FW",Fortuna Sittard,21,2001,10,2,198,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,12,8,0.00,0.00,0.00,0.00,0.00,0.19,0.08,0.27,0.19,0.27,Matches
46,Cole Bassett,us USA,FW,Feyenoord,21,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.19,0.00,2.19,2.19,2.19,Matches
