Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Patrick van Aanholt,nl NED,DF,PSV Eindhoven,31,1990,13.1,1,11,4,36.4,0.84,0.31,0.09,0.25,21.9,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
2,Dirk Abels,nl NED,DF,Sparta R'dam,25,1997,14.7,1,10,2,20.0,0.68,0.14,0.10,0.50,27.2,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
3,Paulos Abraham,se SWE,"FW,MF",Groningen,20,2002,5.4,0,11,5,45.5,2.02,0.92,0.00,0.00,17.3,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches
4,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,23,1999,23.8,6,46,15,32.6,1.93,0.63,0.13,0.40,18.4,0,0,0,4.0,4.0,0.09,+2.0,+2.0,Matches
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,22,2000,32.6,1,11,2,18.2,0.34,0.06,0.09,0.50,9.2,0,0,0,1.7,1.7,0.16,-0.7,-0.7,Matches
6,Luuk Admiraal,nl NED,FW,Excelsior,20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
7,Nikolas Agrafiotis,nl NED,"FW,MF",Excelsior,22,2000,6.3,2,15,5,33.3,2.39,0.80,0.13,0.40,11.4,0,0,1,2.8,2.1,0.15,-0.8,-0.1,Matches
8,Joost van Aken,nl NED,DF,Heerenveen,28,1994,11.0,0,7,1,14.3,0.64,0.09,0.00,0.00,14.6,1,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
9,Norbert Alblas,nl NED,GK,Excelsior,27,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
10,Pedro Alemañ,es ESP,MF,Sparta R'dam,20,2002,0.5,0,2,1,50.0,3.75,1.87,0.00,0.00,16.6,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
11,Hussein Ali,iq IRQ,"DF,MF",Heerenveen,20,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
12,Edson Álvarez,mx MEX,"MF,DF",Ajax,24,1997,28.7,3,63,18,28.6,2.19,0.63,0.05,0.17,15.1,0,0,0,3.4,3.4,0.05,-0.4,-0.4,Matches
13,Ben Aissa Ben Amar,ma MAR,"DF,MF",Volendam,25,1997,22.8,2,9,3,33.3,0.39,0.13,0.22,0.67,16.1,0,0,0,0.9,0.9,0.10,+1.1,+1.1,Matches
14,Pelle van Amersfoort,nl NED,"MF,FW",Heerenveen,26,1996,13.2,3,35,12,34.3,2.64,0.91,0.09,0.25,13.1,0,0,0,3.8,3.8,0.11,-0.8,-0.8,Matches
15,Jamal Amofa,nl NED,DF,Go Ahead Eag,23,1998,26.8,0,4,0,0.0,0.15,0.00,0.00,,12.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
