Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Patrick van Aanholt,nl NED,DF,PSV Eindhoven,31,1990,13.1,705,598,107,12,0,1,23,95,0,0,0,0,582,0,19,Matches
2,Dirk Abels,nl NED,DF,Sparta R'dam,25,1997,14.7,688,589,99,15,0,0,22,83,1,1,0,0,556,0,13,Matches
3,Paulos Abraham,se SWE,"FW,MF",Groningen,20,2002,5.4,134,133,1,0,0,0,7,1,0,0,0,0,99,0,4,Matches
4,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,23,1999,23.8,618,605,12,6,6,4,42,2,2,1,0,0,435,1,22,Matches
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,22,2000,32.6,1331,1299,27,21,1,9,4,5,0,0,0,0,1148,5,7,Matches
6,Luuk Admiraal,nl NED,FW,Excelsior,20,2002,0.0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
7,Nikolas Agrafiotis,nl NED,"FW,MF",Excelsior,22,2000,6.3,175,170,5,0,2,0,2,2,0,0,0,0,100,0,6,Matches
8,Joost van Aken,nl NED,DF,Heerenveen,28,1994,11.0,584,564,18,6,0,13,2,7,0,0,0,0,469,2,5,Matches
9,Norbert Alblas,nl NED,GK,Excelsior,27,1994,0.3,10,6,4,0,0,0,0,0,0,0,0,0,6,0,0,Matches
10,Pedro Alemañ,es ESP,MF,Sparta R'dam,20,2002,0.5,38,36,2,1,0,0,1,0,0,0,0,0,34,0,1,Matches
11,Hussein Ali,iq IRQ,"DF,MF",Heerenveen,20,2002,0.3,16,13,3,0,0,0,1,3,0,0,0,0,9,0,1,Matches
12,Edson Álvarez,mx MEX,"MF,DF",Ajax,24,1997,28.7,2411,2365,42,32,6,13,2,9,0,0,0,0,2138,4,11,Matches
13,Ben Aissa Ben Amar,ma MAR,"DF,MF",Volendam,25,1997,22.8,990,920,60,40,1,17,8,20,0,0,0,0,777,10,8,Matches
14,Pelle van Amersfoort,nl NED,"MF,FW",Heerenveen,26,1996,13.2,365,357,6,1,2,0,8,2,0,0,0,0,242,2,16,Matches
15,Jamal Amofa,nl NED,DF,Go Ahead Eag,23,1998,26.8,1277,1204,70,33,2,6,9,32,0,0,0,0,1059,3,15,Matches
16,Fredrik André Bjørkan,no NOR,DF,Feyenoord,23,1998,0.8,52,41,11,0,0,0,2,11,0,0,0,0,41,0,4,Matches
