Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Patrick van Aanholt,nl NED,DF,PSV Eindhoven,31,1990,13.1,36,2.75,29,5,1,1,0,0,7,0.54,7,0,0,0,0,0,Matches
2,Dirk Abels,nl NED,DF,Sparta R'dam,25,1997,14.7,30,2.04,19,6,0,1,3,1,4,0.27,3,0,0,0,1,0,Matches
3,Paulos Abraham,se SWE,"FW,MF",Groningen,20,2002,5.4,15,2.76,12,0,1,2,0,0,1,0.18,1,0,0,0,0,0,Matches
4,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,23,1999,23.8,81,3.39,53,1,11,8,8,0,9,0.38,8,0,0,1,0,0,Matches
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,22,2000,32.6,18,0.55,14,0,2,1,0,1,2,0.06,2,0,0,0,0,0,Matches
6,Luuk Admiraal,nl NED,FW,Excelsior,20,2002,0.0,1,90.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
7,Nikolas Agrafiotis,nl NED,"FW,MF",Excelsior,22,2000,6.3,14,2.23,5,0,1,7,1,0,2,0.32,1,0,0,1,0,0,Matches
8,Joost van Aken,nl NED,DF,Heerenveen,28,1994,11.0,7,0.64,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
9,Norbert Alblas,nl NED,GK,Excelsior,27,1994,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
10,Pedro Alemañ,es ESP,MF,Sparta R'dam,20,2002,0.5,5,9.18,2,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
11,Hussein Ali,iq IRQ,"DF,MF",Heerenveen,20,2002,0.3,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
12,Edson Álvarez,mx MEX,"MF,DF",Ajax,24,1997,28.7,58,2.02,47,0,1,8,2,0,8,0.28,6,0,0,2,0,0,Matches
13,Ben Aissa Ben Amar,ma MAR,"DF,MF",Volendam,25,1997,22.8,21,0.92,18,0,1,0,0,2,3,0.13,3,0,0,0,0,0,Matches
