Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Patrick van Aanholt,NED,DF,PSV Eindhoven,31,1990,13.1,36,2.75,29,5,1,1,0,0,7,0.54,7,0,0,0,0,0
Dirk Abels,NED,DF,Sparta R'dam,25,1997,14.7,30,2.04,19,6,0,1,3,1,4,0.27,3,0,0,0,1,0
Paulos Abraham,SWE,"FW,MF",Groningen,20,2002,5.4,15,2.76,12,0,1,2,0,0,1,0.18,1,0,0,0,0,0
Bobby Adekanye,NED,"FW,MF",Go Ahead Eag,23,1999,23.8,81,3.39,53,1,11,8,8,0,9,0.38,8,0,0,1,0,0
Shawn Adewoye,BEL,DF,RKC Waalwijk,22,2000,32.6,18,0.55,14,0,2,1,0,1,2,0.06,2,0,0,0,0,0
Luuk Admiraal,NED,FW,Excelsior,20,2002,0.0,1,90.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Nikolas Agrafiotis,NED,"FW,MF",Excelsior,22,2000,6.3,14,2.23,5,0,1,7,1,0,2,0.32,1,0,0,1,0,0
Joost van Aken,NED,DF,Heerenveen,28,1994,11.0,7,0.64,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Norbert Alblas,NED,GK,Excelsior,27,1994,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pedro Alemañ,ESP,MF,Sparta R'dam,20,2002,0.5,5,9.18,2,0,2,1,0,0,0,0.0,0,0,0,0,0,0
Hussein Ali,IRQ,"DF,MF",Heerenveen,20,2002,0.3,1,3.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Edson Álvarez,MEX,"MF,DF",Ajax,24,1997,28.7,58,2.02,47,0,1,8,2,0,8,0.28,6,0,0,2,0,0
Ben Aissa Ben Amar,MAR,"DF,MF",Volendam,25,1997,22.8,21,0.92,18,0,1,0,0,2,3,0.13,3,0,0,0,0,0
Pelle van Amersfoort,NED,"MF,FW",Heerenveen,26,1996,13.2,26,1.97,21,0,0,3,2,0,4,0.3,1,0,0,2,1,0
Jamal Amofa,NED,DF,Go Ahead Eag,23,1998,26.8,22,0.82,20,1,0,0,0,1,2,0.07,2,0,0,0,0,0
Fredrik André Bjørkan,NOR,DF,Feyenoord,23,1998,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Vurnon Anita,CUW,MF,RKC Waalwijk,33,1989,30.8,44,1.43,42,0,1,1,0,0,7,0.23,6,0,0,1,0,0
Oliver Antman,FIN,"FW,MF",Groningen,20,2001,7.4,18,2.42,15,0,3,0,0,0,1,0.13,1,0,0,0,0,0
Joey Antonioli,NED,MF,Volendam,18,2003,0.4,1,2.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jeremy Antonisse,CUW,"FW,MF",Emmen,20,2002,8.9,26,2.92,13,0,6,4,2,1,1,0.11,1,0,0,0,0,0
Francesco Antonucci,BEL,"MF,FW",Volendam,23,1999,10.0,29,2.9,22,0,4,2,1,0,2,0.2,2,0,0,0,0,0
Antony,BRA,FW,Ajax,22,2000,2.0,10,5.0,5,0,3,1,1,0,2,1.0,2,0,0,0,0,0
Miguel Araujo,PER,DF,Emmen,27,1994,29.9,7,0.23,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Carlens Arcus,HAI,DF,Vitesse,26,1996,28.0,76,2.72,62,5,0,5,3,1,3,0.11,3,0,0,0,0,0
Jasin Assehnoun,FIN,FW,Emmen,23,1998,8.1,27,3.32,23,2,0,1,1,0,3,0.37,2,0,0,0,1,0
Adil Auassar,NED,DF,Sparta R'dam,35,1986,21.3,6,0.28,5,1,0,0,0,0,1,0.05,1,0,0,0,0,0
Sebbe Augustijns,BEL,"MF,FW",RKC Waalwijk,22,1999,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fredrik Aursnes,NOR,MF,Feyenoord,26,1995,2.0,10,5.0,10,0,0,0,0,0,2,1.0,2,0,0,0,0,0
Aventis Aventisian,ARM,"MF,DF",Go Ahead Eag,19,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Maxime Awoudja,GER,DF,Excelsior,24,1998,2.8,2,0.72,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Yassin Ayoub,NED,MF,Excelsior,28,1994,8.0,24,3.0,12,8,1,1,2,0,1,0.12,1,0,0,0,0,0
Marouan Azarkan,NED,"FW,MF",Excelsior,20,2001,20.4,78,3.83,49,13,7,4,4,1,10,0.49,7,2,1,0,0,0
Julian Baas,NED,"MF,FW",Excelsior,20,2002,27.3,57,2.09,23,30,0,0,4,0,5,0.18,1,4,0,0,0,0
Youri Baas,NED,DF,Ajax,19,2003,2.1,5,2.38,4,0,0,1,0,0,1,0.48,1,0,0,0,0,0
Nikolai Baden Frederiksen,DEN,FW,Vitesse,22,2000,5.8,13,2.23,6,0,0,4,3,0,2,0.34,1,0,0,0,1,0
Saïd Bakari,COM,"DF,MF",RKC Waalwijk,27,1994,8.4,16,1.9,13,0,2,1,0,0,2,0.24,2,0,0,0,0,0
Johan Bakayoko,BEL,FW,PSV Eindhoven,19,2003,15.3,74,4.85,57,3,8,4,1,1,13,0.85,10,0,1,2,0,0
