Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
324,Gerrit Nauber,de GER,DF,Go Ahead Eag,30,1992,12.5,469,564,83.2,9521,4132,150,165,90.9,251,278,90.3,62,109,56.9,0,0.0,0.2,0.0,0,36,1,0,31,Matches
325,Noah Naujoks,nl NED,"MF,FW",Excelsior,20,2002,4.4,79,109,72.5,1067,432,46,58,79.3,23,31,74.2,4,7,57.1,0,0.3,0.3,-0.3,5,6,3,2,15,Matches
326,Noah Naujoks,nl NED,"FW,MF",Feyenoord,20,2002,0.2,3,4,75.0,69,13,1,2,50.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
327,Ximo Navarro,es ESP,DF,Fortuna Sittard,32,1990,13.4,520,605,86.0,10026,3591,170,193,88.1,296,314,94.3,51,83,61.4,0,0.1,0.2,-0.1,1,29,1,0,28,Matches
328,Imran Nazih,ma MAR,MF,Volendam,16,2006,0.6,19,24,79.2,305,73,9,12,75.0,8,9,88.9,1,1,100.0,0,0.1,0.0,-0.1,2,3,0,0,1,Matches
329,Cyril Ngonge,be BEL,FW,Groningen,22,2000,7.3,99,184,53.8,1847,614,38,57,66.7,40,67,59.7,16,37,43.2,2,2.0,1.7,0.0,10,18,5,1,25,Matches
330,Lars Nieuwpoort,nl NED,DF,RKC Waalwijk,27,1994,5.4,189,227,83.3,3990,1171,51,58,87.9,106,120,88.3,29,41,70.7,0,0.2,0.1,-0.2,1,8,1,0,7,Matches
331,Sven Nieuwpoort,nl NED,DF,Excelsior,29,1993,18.8,516,584,88.4,9924,3254,174,187,93.0,295,316,93.4,44,74,59.5,0,0.4,0.1,-0.4,1,16,2,0,26,Matches
332,Andries Noppert,nl NED,GK,Heerenveen,28,1994,18.0,486,685,70.9,14000,10216,75,76,98.7,229,234,97.9,178,371,48.0,1,0.6,0.0,+0.4,1,3,0,0,0,Matches
333,Tijjani Noslin,nl NED,"FW,MF",Fortuna Sittard,23,1999,17.9,334,485,68.9,5026,1444,170,220,77.3,121,163,74.2,21,47,44.7,2,3.3,3.2,-1.3,27,21,17,9,30,Matches
334,Ché Nunnely,nl NED,"FW,MF",Heerenveen,23,1999,6.0,140,176,79.5,1911,398,85,93,91.4,45,58,77.6,3,9,33.3,0,0.8,0.6,-0.8,10,12,5,2,18,Matches
335,Armando Obispo,cw CUW,DF,PSV Eindhoven,23,1999,19.1,1146,1344,85.3,22974,8505,385,438,87.9,604,653,92.5,142,219,64.8,1,0.5,0.6,+0.5,5,150,5,0,123,Matches
336,Lucas Ocampos,ar ARG,FW,Ajax,28,1994,1.1,58,67,86.6,826,120,37,40,92.5,17,21,81.0,2,4,50.0,0,0.0,0.5,0.0,1,2,2,0,6,Matches
337,Jens Odgaard,dk DEN,FW,AZ Alkmaar,23,1999,24.1,439,646,68.0,6717,1434,230,291,79.0,160,215,74.4,22,52,42.3,4,2.4,2.6,+1.6,25,26,25,3,62,Matches
338,Eric Oelschlägel,de GER,GK,Emmen,26,1995,9.0,259,370,70.0,6790,4664,48,48,100.0,133,134,99.3,78,188,41.5,0,0.0,0.0,0.0,0,4,0,0,1,Matches
339,Nick Olij,nl NED,GK,Sparta R'dam,26,1995,32.0,923,1292,71.4,31409,23652,103,104,99.0,395,401,98.5,424,783,54.2,1,0.2,0.5,+0.8,2,62,1,0,0,Matches
340,Simon Olsson,se SWE,"MF,FW",Heerenveen,24,1997,24.0,619,801,77.3,8903,2590,369,435,84.8,186,237,78.5,32,61,52.5,2,2.1,2.0,-0.1,24,52,13,1,84,Matches
341,Fredrik Oppegard,no NOR,DF,PSV Eindhoven,19,2002,1.7,94,113,83.2,1289,290,57,62,91.9,29,35,82.9,3,7,42.9,0,0.1,0.1,-0.1,1,1,1,1,3,Matches
342,Fredrik Oppegard,no NOR,DF,Go Ahead Eag,19,2002,4.4,142,187,75.9,2565,1073,69,80,86.3,49,71,69.0,21,26,80.8,0,0.2,0.2,-0.2,2,10,3,2,12,Matches
343,Ragnar Oratmangoen,id IDN,"MF,FW",Groningen,24,1998,12.3,537,630,85.2,8500,2237,283,319,88.7,199,217,91.7,36,55,65.5,1,0.7,1.6,+0.3,7,55,9,4,51,Matches
344,Gaetano Oristanio,it ITA,"MF,FW",Volendam,19,2002,21.6,284,428,66.4,4164,1374,162,207,78.3,81,125,64.8,18,37,48.6,3,2.7,2.3,+0.3,20,27,16,3,54,Matches
345,Alois Oroz,hr CRO,DF,Vitesse,21,2000,11.3,390,490,79.6,8109,2805,121,141,85.8,213,237,89.9,54,108,50.0,0,0.0,0.1,0.0,0,27,0,0,19,Matches
346,Yanick van Osch,nl NED,GK,Fortuna Sittard,25,1997,3.0,74,118,62.7,2858,2366,13,13,100.0,20,20,100.0,41,82,50.0,0,0.0,0.0,0.0,0,5,0,0,0,Matches
347,Yassin Oukili,nl NED,MF,RKC Waalwijk,21,2001,20.5,538,701,76.7,7817,2336,304,357,85.2,182,222,82.0,23,60,38.3,2,0.8,1.0,+1.2,10,43,7,0,61,Matches
348,Bilal Ould-Chikh,ma MAR,"FW,MF",Volendam,25,1997,10.5,186,287,64.8,3296,612,99,123,80.5,56,76,73.7,25,57,43.9,0,1.2,1.3,-1.2,12,7,13,9,17,Matches
349,Walid Ould-Chikh,ma MAR,"MF,FW",Volendam,22,1999,7.7,157,245,64.1,2753,1002,72,95,75.8,62,90,68.9,17,40,42.5,1,0.6,0.6,+0.4,4,24,7,0,31,Matches
350,Sékou Oumar Sylla,gn GUI,DF,Cambuur,23,1999,2.5,98,129,76.0,2038,726,36,40,90.0,47,56,83.9,15,27,55.6,0,0.4,1.0,-0.4,3,7,4,3,11,Matches
351,Oğuzhan Özyakup,tr TUR,MF,Fortuna Sittard,29,1992,17.5,566,732,77.3,8778,2600,300,355,84.5,172,211,81.5,51,93,54.8,0,2.1,2.3,-2.1,26,60,19,5,89,Matches
352,Fernando Pacheco Rivas,pe PER,"FW,MF",Emmen,23,1999,0.9,25,34,73.5,387,123,16,17,94.1,6,7,85.7,3,4,75.0,0,0.3,0.6,-0.3,3,0,4,2,3,Matches
353,Igor Paixão,br BRA,FW,Feyenoord,22,2000,14.0,343,465,73.8,5324,1010,188,217,86.6,117,161,72.7,23,48,47.9,5,4.2,4.9,+0.8,32,12,23,10,36,Matches
354,Ivor Pandur,hr CRO,GK,Fortuna Sittard,22,2000,31.0,832,1210,68.8,27593,21557,113,113,100.0,334,343,97.4,385,747,51.5,0,0.0,0.1,0.0,1,29,0,0,0,Matches
355,Remko Pasveer,nl NED,GK,Ajax,38,1983,15.0,470,588,79.9,11746,8792,97,98,99.0,253,256,98.8,119,230,51.7,0,0.0,0.0,0.0,0,14,1,0,1,Matches
356,Mitchell Paulissen,nl NED,MF,Cambuur,29,1993,21.7,534,745,71.7,9363,3165,258,322,80.1,194,252,77.0,67,120,55.8,1,2.6,3.4,-1.6,31,70,15,3,94,Matches
357,Vangelis Pavlidis,gr GRE,FW,AZ Alkmaar,23,1998,20.8,434,628,69.1,6589,1146,215,301,71.4,164,206,79.6,22,37,59.5,8,5.3,2.5,+2.7,35,29,13,0,56,Matches
358,Deron Payne,tt TRI,DF,Volendam,19,2002,1.2,37,49,75.5,661,237,17,20,85.0,16,22,72.7,4,7,57.1,0,0.0,0.0,0.0,0,1,0,0,3,Matches
