Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Yunis Abdelhamid,MAR,DF,Reims,34,1987,37.0,2031,1882,142,116,0,30,5,10,0,0,0,0,1679,7,20
Himad Abdelli,ALG,"MF,FW",Angers,22,1999,23.7,1257,1193,60,20,8,6,35,16,10,3,1,0,1043,4,22
Salis Abdul Samed,GHA,MF,Lens,22,2000,32.2,1981,1927,45,43,5,5,10,2,0,0,0,0,1819,9,15
Laurent Abergel,FRA,MF,Lorient,29,1993,26.0,1483,1431,49,47,10,8,6,1,1,0,0,0,1308,3,14
Matthis Abline,FRA,"FW,MF",Auxerre,19,2003,9.0,105,91,13,0,0,2,6,0,0,0,0,0,69,1,3
Matthis Abline,FRA,"FW,MF",Rennes,19,2003,1.2,15,15,0,0,1,0,2,0,0,0,0,0,7,0,1
Zakaria Aboukhlal,MAR,"FW,MF",Toulouse,22,2000,27.5,777,744,28,1,1,1,29,22,1,0,0,0,576,5,46
Mohamed Achi,FRA,FW,Nantes,20,2002,0.4,21,20,1,0,0,0,1,0,1,0,1,0,18,0,0
Martin Adeline,FRA,"MF,FW",Reims,18,2003,1.2,41,38,3,1,0,0,0,1,1,0,0,0,29,0,1
Emmanuel Agbadou,CIV,DF,Reims,25,1997,26.5,1493,1433,56,50,7,18,2,4,0,0,0,0,1281,4,11
Lucien Agoume,FRA,MF,Troyes,20,2002,12.2,744,720,21,15,3,8,9,2,4,3,0,0,619,3,12
Ruben Aguilar,FRA,DF,Monaco,29,1993,13.0,847,696,149,18,0,3,39,131,0,0,0,0,696,2,22
Amar Ahmed,SWE,FW,Troyes,18,2004,0.2,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
Jean-Eudes Aholou,CIV,MF,Strasbourg,28,1994,14.4,592,576,16,13,3,6,5,1,0,0,0,0,447,0,11
Ludovic Ajorque,FRA,FW,Strasbourg,28,1994,8.6,255,242,10,1,3,3,0,0,0,0,0,0,178,3,1
Maghnes Akliouche,FRA,"MF,FW",Monaco,20,2002,4.5,168,161,5,1,0,0,10,3,1,1,0,0,130,2,6
Doğan Alemdar,TUR,GK,Rennes,19,2002,4.5,145,96,48,13,0,0,0,0,0,0,0,0,95,1,0
Jim Allevinah,GAB,"DF,FW",Clermont Foot,27,1995,24.9,848,789,58,7,0,3,65,50,0,0,0,0,658,1,32
Mickaël Alphonse,GLP,DF,Ajaccio,33,1989,15.1,686,527,157,8,0,0,27,149,0,0,0,0,448,2,21
Ibrahim Amadou,FRA,"DF,MF",Angers,29,1993,4.7,190,186,4,4,0,0,1,0,0,0,0,0,161,0,5
Ayoub Amraoui,MAR,"DF,FW",Nice,18,2004,3.3,185,174,11,0,0,1,14,11,0,0,0,0,155,0,5
Benjamin André,FRA,MF,Lille,31,1990,32.4,2324,2262,54,49,8,23,14,5,0,0,0,0,1942,8,31
Komnen Andrić,SRB,FW,Clermont Foot,27,1995,16.1,428,391,35,0,0,4,1,0,0,0,0,0,320,2,16
Houssem Aouar,ALG,MF,Lyon,24,1998,5.8,370,361,9,4,1,3,6,1,3,0,0,0,299,0,9
Adil Aouchiche,FRA,MF,Lorient,20,2002,2.8,154,133,21,8,0,4,17,3,8,2,4,0,115,0,4
Dennis Appiah,FRA,"DF,MF",Nantes,30,1992,8.8,468,393,74,5,0,0,21,69,0,0,0,0,339,1,8
Stredair Appuah,FRA,"DF,MF",Nantes,18,2004,0.7,27,26,1,1,0,1,2,0,0,0,0,0,19,0,2
