Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Patrick van Aanholt,NED,DF,Sparta R'dam,35-116,1990.0,7.3,17,2.33,14,1,0,2,0,0,4,0.55,2,1,0,1,0,0
Aske Adelgaard,DEN,DF,Go Ahead Eag,22-043,2003.0,4.5,10,2.22,7,3,0,0,0,0,1,0.22,0,1,0,0,0,0
Shawn Adewoye,BEL,DF,Fortuna Sittard,25-177,2000.0,14.1,13,0.92,12,0,0,1,0,0,2,0.14,1,0,0,1,0,0
Olivier Aertssen,NED,DF,Zwolle,21-138,2004.0,12.4,13,1.05,9,1,2,0,0,1,2,0.16,2,0,0,0,0,0
Isaiah Ahmed,CUW,MF,Heerenveen,19-360,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Anel Ahmedhodžić,BIH,DF,Feyenoord,26-272,1999.0,15.1,18,1.19,17,0,0,1,0,0,1,0.07,1,0,0,0,0,0
Makan Aiko,FRA,FW,Fortuna Sittard,24-350,2001.0,5.1,10,1.96,9,0,1,0,0,0,2,0.39,2,0,0,0,0,0
Gerald Alders,NED,DF,Ajax,20-230,2005.0,2.0,2,1.01,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mawouna Amevor,TOG,DF,Volendam,34-007,1991.0,13.6,12,0.88,10,0,0,2,0,0,2,0.15,1,0,0,1,0,0
Julian Baas,NED,MF,Sparta R'dam,23-251,2002.0,8.2,31,3.79,11,15,0,3,2,0,2,0.24,2,0,0,0,0,0
Youri Baas,NED,DF,Ajax,22-281,2003.0,14.7,16,1.09,13,3,0,0,0,0,3,0.2,2,1,0,0,0,0
Thibo Baeten,BEL,"FW,MF",Go Ahead Eag,23-202,2002.0,3.7,10,2.7,7,0,1,2,0,0,1,0.27,1,0,0,0,0,0
Esmir Bajraktarevic,BIH,"FW,MF",PSV Eindhoven,20-288,2005.0,4.5,23,5.15,15,2,2,2,2,0,3,0.67,3,0,0,0,0,0
Saïd Bakari,COM,DF,Sparta R'dam,31-092,1994.0,3.7,8,2.15,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Danny Bakker,NED,DF,Telstar,30-341,1995.0,12.3,23,1.87,18,1,1,2,1,0,2,0.16,2,0,0,0,0,0
Max Balard,AUS,MF,NAC Breda,25-033,2000.0,15.4,34,2.21,29,0,0,0,3,2,1,0.07,1,0,0,0,0,0
Vasilios Barkas,GRE,GK,Utrecht,31-207,1994.0,15.5,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Samuel Bastien,COD,"MF,DF",Fortuna Sittard,29-088,1996.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mimeirhel Benita,NED,DF,Heracles Almelo,22-036,2003.0,5.4,13,2.41,9,2,0,0,1,1,1,0.19,1,0,0,0,0,0
Mitchell van Bergen,NED,FW,Sparta R'dam,26-118,1999.0,12.6,39,3.1,32,0,4,2,1,0,2,0.16,2,0,0,0,0,0
Mitchell van Bergen,NED,FW,Twente,26-118,1999.0,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thom van Bergen,NED,"FW,MF",Groningen,21-351,2004.0,16.0,48,2.99,31,0,2,5,9,1,7,0.44,4,0,0,1,2,0
Steven Berghuis,NED,"MF,FW",Ajax,34-004,1991.0,5.1,34,6.64,22,9,0,2,0,1,2,0.39,1,1,0,0,0,0
Jerolldino Bergraaf,NED,FW,Excelsior,19-171,2006.0,4.9,11,2.23,7,0,1,1,2,0,1,0.2,0,0,0,0,1,0
Daniel Bielica,POL,GK,NAC Breda,26-237,1999.0,16.0,2,0.12,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Adrian Blake,ENG,"FW,MF",Utrecht,20-161,2005.0,9.5,33,3.48,24,0,5,3,1,0,5,0.53,3,0,1,1,0,0
Sil Blokhuis,NED,MF,Heracles Almelo,17-280,2008.0,0.1,2,25.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thijmen Blokzijl,NED,DF,Groningen,20-301,2005.0,17.0,13,0.76,11,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Myron Boadu,NED,FW,PSV Eindhoven,24-343,2001.0,0.6,4,6.55,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Paweł Bochniewicz,POL,FW,Heerenveen,29-327,1996.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ruben van Bommel,NED,FW,PSV Eindhoven,21-142,2004.0,4.2,18,4.31,12,1,3,2,0,0,2,0.48,1,0,1,0,0,0
Kasper Boogaard,NED,MF,AZ Alkmaar,19-328,2006.0,0.7,3,4.03,2,0,0,0,0,1,2,2.69,1,0,0,0,0,1
