Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Patrick van Aanholt,NED,DF,Sparta R'dam,35-116,1990.0,11,8,657,7.3,1,2,3,1,0,0,1,0,1.0,1.0,1.4,2.4,10,23,26,0.14,0.27,0.41,0.14,0.41,0.13,0.2,0.33,0.13,0.33
Aske Adelgaard,DEN,DF,Go Ahead Eag,22-043,2003.0,12,3,406,4.5,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,12,18,27,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.19,0.02,0.19
Shawn Adewoye,BEL,DF,Fortuna Sittard,25-177,2000.0,16,16,1267,14.1,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.4,5,33,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
Olivier Aertssen,NED,DF,Zwolle,21-138,2004.0,15,13,1112,12.4,0,2,2,0,0,0,2,0,0.2,0.2,1.4,1.6,16,32,21,0.0,0.16,0.16,0.0,0.16,0.01,0.11,0.13,0.01,0.13
Isaiah Ahmed,CUW,MF,Heerenveen,19-360,2005.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anel Ahmedhodžić,BIH,DF,Feyenoord,26-272,1999.0,16,16,1356,15.1,0,1,1,0,0,0,5,1,0.9,0.9,0.3,1.2,35,78,9,0.0,0.07,0.07,0.0,0.07,0.06,0.02,0.08,0.06,0.08
Makan Aiko,FRA,FW,Fortuna Sittard,24-350,2001.0,13,3,460,5.1,2,2,4,2,0,0,2,0,1.4,1.4,0.8,2.2,20,8,36,0.39,0.39,0.78,0.39,0.78,0.27,0.15,0.43,0.27,0.43
Gerald Alders,NED,DF,Ajax,20-230,2005.0,3,2,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Mawouna Amevor,TOG,DF,Volendam,34-007,1991.0,15,15,1227,13.6,1,1,2,1,0,0,0,1,0.6,0.6,0.9,1.5,7,30,0,0.07,0.07,0.15,0.07,0.15,0.04,0.06,0.11,0.04,0.11
Julian Baas,NED,MF,Sparta R'dam,23-251,2002.0,12,8,736,8.2,0,0,0,0,0,0,2,0,1.2,1.2,0.8,2.0,3,39,4,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.25,0.15,0.25
Youri Baas,NED,DF,Ajax,22-281,2003.0,15,15,1319,14.7,1,0,1,1,0,0,3,1,0.9,0.9,0.6,1.5,30,96,13,0.07,0.0,0.07,0.07,0.07,0.06,0.04,0.1,0.06,0.1
Thibo Baeten,BEL,"FW,MF",Go Ahead Eag,23-202,2002.0,7,2,333,3.7,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,12,6,38,0.0,0.27,0.27,0.0,0.27,0.03,0.13,0.16,0.03,0.16
Esmir Bajraktarevic,BIH,"FW,MF",PSV Eindhoven,20-288,2005.0,13,1,402,4.5,2,2,4,2,0,0,0,0,0.9,0.9,1.3,2.2,25,17,54,0.45,0.45,0.9,0.45,0.9,0.2,0.3,0.5,0.2,0.5
Saïd Bakari,COM,DF,Sparta R'dam,31-092,1994.0,9,3,335,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,7,20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
Danny Bakker,NED,DF,Telstar,30-341,1995.0,13,12,1106,12.3,0,1,1,0,0,1,0,0,1.5,0.7,0.4,1.1,21,69,6,0.0,0.08,0.08,0.0,0.08,0.12,0.03,0.15,0.06,0.09
Max Balard,AUS,MF,NAC Breda,25-033,2000.0,16,16,1382,15.4,0,1,1,0,0,0,2,1,0.4,0.4,1.2,1.7,17,91,26,0.0,0.07,0.07,0.0,0.07,0.03,0.08,0.11,0.03,0.11
Vasilios Barkas,GRE,GK,Utrecht,31-207,1994.0,16,16,1395,15.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Bastien,COD,"MF,DF",Fortuna Sittard,29-088,1996.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mimeirhel Benita,NED,DF,Heracles Almelo,22-036,2003.0,10,5,486,5.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,8,20,27,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
Mitchell van Bergen,NED,FW,Sparta R'dam,26-118,1999.0,14,14,1131,12.6,1,1,2,1,0,0,0,0,1.9,1.9,2.9,4.8,63,26,143,0.08,0.08,0.16,0.08,0.16,0.15,0.23,0.38,0.15,0.38
Mitchell van Bergen,NED,FW,Twente,26-118,1999.0,1,1,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19
Thom van Bergen,NED,"FW,MF",Groningen,21-351,2004.0,17,17,1444,16.0,4,2,6,4,0,0,2,0,8.0,8.0,2.5,10.6,44,37,95,0.25,0.12,0.37,0.25,0.37,0.5,0.16,0.66,0.5,0.66
Steven Berghuis,NED,"MF,FW",Ajax,34-004,1991.0,8,5,461,5.1,1,2,3,1,0,0,0,0,1.6,1.6,1.2,2.8,15,42,35,0.2,0.39,0.59,0.2,0.59,0.31,0.24,0.55,0.31,0.55
Jerolldino Bergraaf,NED,FW,Excelsior,19-171,2006.0,10,4,444,4.9,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,6,6,21,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
Daniel Bielica,POL,GK,NAC Breda,26-237,1999.0,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Blake,ENG,"FW,MF",Utrecht,20-161,2005.0,15,10,852,9.5,1,2,3,1,0,0,2,0,1.5,1.5,1.0,2.6,41,20,70,0.11,0.21,0.32,0.11,0.32,0.16,0.11,0.27,0.16,0.27
Sil Blokhuis,NED,MF,Heracles Almelo,17-280,2008.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19
Thijmen Blokzijl,NED,DF,Groningen,20-301,2005.0,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,19,92,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Myron Boadu,NED,FW,PSV Eindhoven,24-343,2001.0,2,0,55,0.6,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,1,0,1,1.64,0.0,1.64,1.64,1.64,1.06,0.04,1.1,1.06,1.1
Paweł Bochniewicz,POL,FW,Heerenveen,29-327,1996.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben van Bommel,NED,FW,PSV Eindhoven,21-142,2004.0,6,6,376,4.2,3,0,3,3,0,0,1,0,2.3,2.3,0.9,3.2,12,11,52,0.72,0.0,0.72,0.72,0.72,0.55,0.22,0.76,0.55,0.76
Kasper Boogaard,NED,MF,AZ Alkmaar,19-328,2006.0,1,1,67,0.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.0,1.34,1.34,0.0,1.34,0.0,0.06,0.06,0.0,0.06
Taylor Booth,USA,FW,Twente,24-206,2001.0,9,4,348,3.9,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.4,13,9,31,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.35,0.14,0.35
Zach Booth,USA,MF,Excelsior,21-309,2004.0,3,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Gonçalo Borges,POR,FW,Feyenoord,24-269,2001.0,5,2,212,2.4,2,1,3,2,0,0,0,0,1.1,1.1,0.5,1.7,10,7,27,0.85,0.42,1.27,0.85,1.27,0.48,0.23,0.7,0.48,0.7
Yvandro Borges Sanches,LUX,"FW,MF",Heracles Almelo,21-213,2004.0,11,5,518,5.8,2,0,2,2,0,0,0,0,0.3,0.3,0.0,0.4,14,9,27,0.35,0.0,0.35,0.35,0.35,0.06,0.01,0.06,0.06,0.06
Jordy Bos,AUS,DF,Feyenoord,23-055,2002.0,12,8,727,8.1,2,2,4,2,0,0,0,0,0.7,0.7,1.4,2.2,27,64,34,0.25,0.25,0.5,0.25,0.5,0.09,0.18,0.27,0.09,0.27
