Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Patrick van Aanholt,NED,DF,Sparta R'dam,35-116,1990.0,7.3,327,273,53,8,1,2,14,45,0,0,0,0,254,1,5
Aske Adelgaard,DEN,DF,Go Ahead Eag,22-043,2003.0,4.5,245,186,57,10,1,1,23,40,7,5,0,0,188,2,4
Shawn Adewoye,BEL,DF,Fortuna Sittard,25-177,2000.0,14.1,601,566,31,24,0,1,1,6,0,0,0,0,512,4,8
Olivier Aertssen,NED,DF,Zwolle,21-138,2004.0,12.4,464,340,117,23,1,5,17,94,0,0,0,0,325,7,14
Isaiah Ahmed,CUW,MF,Heerenveen,19-360,2005.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Anel Ahmedhodžić,BIH,DF,Feyenoord,26-272,1999.0,15.1,886,859,27,23,3,2,1,2,0,0,0,0,810,0,8
Makan Aiko,FRA,FW,Fortuna Sittard,24-350,2001.0,5.1,119,115,4,0,0,0,24,1,2,2,0,0,75,0,9
Gerald Alders,NED,DF,Ajax,20-230,2005.0,2.0,119,103,16,3,0,0,0,13,0,0,0,0,104,0,5
Mawouna Amevor,TOG,DF,Volendam,34-007,1991.0,13.6,598,578,20,15,0,2,2,1,0,0,0,0,532,0,4
Julian Baas,NED,MF,Sparta R'dam,23-251,2002.0,8.2,368,299,68,28,4,5,40,0,40,18,13,0,274,1,6
Youri Baas,NED,DF,Ajax,22-281,2003.0,14.7,1234,1167,63,30,1,6,2,11,0,0,0,0,1144,4,4
Thibo Baeten,BEL,"FW,MF",Go Ahead Eag,23-202,2002.0,3.7,75,69,5,0,2,1,16,5,0,0,0,0,46,1,3
Esmir Bajraktarevic,BIH,"FW,MF",PSV Eindhoven,20-288,2005.0,4.5,196,186,10,3,3,0,21,3,4,2,0,0,156,0,5
Saïd Bakari,COM,DF,Sparta R'dam,31-092,1994.0,3.7,210,181,29,3,1,0,7,26,0,0,0,0,177,0,4
Danny Bakker,NED,DF,Telstar,30-341,1995.0,12.3,689,631,57,27,1,3,4,2,0,0,0,0,581,1,3
Max Balard,AUS,MF,NAC Breda,25-033,2000.0,15.4,702,677,23,18,2,2,0,2,0,0,0,0,605,2,13
Vasilios Barkas,GRE,GK,Utrecht,31-207,1994.0,15.5,576,437,139,33,0,1,0,0,0,0,0,0,419,0,2
