Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Patrick van Aanholt,NED,DF,Sparta R'dam,35-116,1990.0,7.3,1,8,3,37.5,1.1,0.41,0.13,0.33,23.6,1,0,0,1.0,1.0,0.12,0.0,0.0
Aske Adelgaard,DEN,DF,Go Ahead Eag,22-043,2003.0,4.5,0,4,2,50.0,0.89,0.44,0.0,0.0,23.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Shawn Adewoye,BEL,DF,Fortuna Sittard,25-177,2000.0,14.1,0,2,1,50.0,0.14,0.07,0.0,0.0,10.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Olivier Aertssen,NED,DF,Zwolle,21-138,2004.0,12.4,0,3,0,0.0,0.24,0.0,0.0,,17.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Isaiah Ahmed,CUW,MF,Heerenveen,19-360,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Anel Ahmedhodžić,BIH,DF,Feyenoord,26-272,1999.0,15.1,0,10,0,0.0,0.66,0.0,0.0,,11.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Makan Aiko,FRA,FW,Fortuna Sittard,24-350,2001.0,5.1,2,12,3,25.0,2.35,0.59,0.17,0.67,17.5,0,0,0,1.4,1.4,0.12,0.6,0.6
Gerald Alders,NED,DF,Ajax,20-230,2005.0,2.0,0,1,0,0.0,0.51,0.0,0.0,,22.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Mawouna Amevor,TOG,DF,Volendam,34-007,1991.0,13.6,1,5,2,40.0,0.37,0.15,0.2,0.5,10.1,0,0,0,0.6,0.6,0.12,0.4,0.4
Julian Baas,NED,MF,Sparta R'dam,23-251,2002.0,8.2,0,12,4,33.3,1.47,0.49,0.0,0.0,24.2,4,0,0,1.2,1.2,0.1,-1.2,-1.2
Youri Baas,NED,DF,Ajax,22-281,2003.0,14.7,1,9,4,44.4,0.61,0.27,0.11,0.25,11.0,0,0,0,0.9,0.9,0.1,0.1,0.1
Thibo Baeten,BEL,"FW,MF",Go Ahead Eag,23-202,2002.0,3.7,0,3,2,66.7,0.81,0.54,0.0,0.0,19.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Esmir Bajraktarevic,BIH,"FW,MF",PSV Eindhoven,20-288,2005.0,4.5,2,17,6,35.3,3.81,1.34,0.12,0.33,19.2,0,0,0,0.9,0.9,0.05,1.1,1.1
Saïd Bakari,COM,DF,Sparta R'dam,31-092,1994.0,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Danny Bakker,NED,DF,Telstar,30-341,1995.0,12.3,0,10,1,10.0,0.81,0.08,0.0,0.0,14.0,0,0,1,1.5,0.7,0.07,-1.5,-0.7
Max Balard,AUS,MF,NAC Breda,25-033,2000.0,15.4,0,6,0,0.0,0.39,0.0,0.0,,22.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Vasilios Barkas,GRE,GK,Utrecht,31-207,1994.0,15.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
