Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Patrick van Aanholt,nl NED,DF,Sparta R'dam,35-116,1990,7.3,18,11,12,4,2,11,21,52.4,10,15,6,9,5,23,19,0,Matches
2,Aske Adelgaard,dk DEN,DF,Go Ahead Eag,22-043,2003,4.5,8,4,4,4,0,3,6,50.0,3,3,2,1,4,12,13,0,Matches
3,Shawn Adewoye,be BEL,DF,Fortuna Sittard,25-177,2000,14.1,30,20,21,5,4,15,20,75.0,5,20,12,8,18,48,67,1,Matches
4,Olivier Aertssen,nl NED,DF,Zwolle,21-138,2004,12.4,31,20,18,12,1,18,27,66.7,9,20,9,11,17,48,74,1,Matches
5,Isaiah Ahmed,cw CUW,MF,Heerenveen,19-360,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
6,Anel Ahmedhodžić,ba BIH,DF,Feyenoord,26-272,1999,15.1,19,9,9,7,3,8,9,88.9,1,12,9,3,19,38,86,1,Matches
7,Makan Aiko,fr FRA,FW,Fortuna Sittard,24-350,2001,5.1,5,4,1,4,0,0,1,0.0,1,6,0,6,3,8,3,0,Matches
8,Gerald Alders,nl NED,DF,Ajax,20-230,2005,2.0,11,4,4,6,1,6,6,100.0,0,1,1,0,0,11,6,1,Matches
9,Mawouna Amevor,tg TOG,DF,Volendam,34-007,1991,13.6,13,4,12,1,0,9,13,69.2,4,21,14,7,10,23,76,1,Matches
10,Julian Baas,nl NED,MF,Sparta R'dam,23-251,2002,8.2,15,10,6,9,0,7,18,38.9,11,15,6,9,12,27,26,0,Matches
11,Youri Baas,nl NED,DF,Ajax,22-281,2003,14.7,31,20,21,7,3,11,19,57.9,8,22,14,8,18,49,63,0,Matches
12,Thibo Baeten,be BEL,"FW,MF",Go Ahead Eag,23-202,2002,3.7,10,3,2,4,4,3,10,30.0,7,7,1,6,1,11,7,0,Matches
13,Esmir Bajraktarevic,ba BIH,"FW,MF",PSV Eindhoven,20-288,2005,4.5,6,3,0,4,2,3,8,37.5,5,6,0,6,0,6,3,0,Matches
14,Saïd Bakari,km COM,DF,Sparta R'dam,31-092,1994,3.7,9,5,4,3,2,5,10,50.0,5,10,2,8,8,17,14,0,Matches
15,Danny Bakker,nl NED,DF,Telstar,30-341,1995,12.3,16,10,8,7,1,7,16,43.8,9,24,8,16,15,31,70,2,Matches
16,Max Balard,au AUS,MF,NAC Breda,25-033,2000,15.4,31,14,19,7,5,15,20,75.0,5,11,4,7,14,45,31,1,Matches
17,Vasilios Barkas,gr GRE,GK,Utrecht,31-207,1994,15.5,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,10,1,Matches
18,Samuel Bastien,cd COD,"MF,DF",Fortuna Sittard,29-088,1996,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
19,Mimeirhel Benita,nl NED,DF,Heracles Almelo,22-036,2003,5.4,15,12,10,3,2,9,16,56.3,7,14,6,8,5,20,27,0,Matches
20,Mitchell van Bergen,nl NED,FW,Sparta R'dam,26-118,1999,12.6,6,2,1,4,1,3,9,33.3,6,7,0,7,3,9,15,0,Matches
21,Mitchell van Bergen,nl NED,FW,Twente,26-118,1999,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
22,Thom van Bergen,nl NED,"FW,MF",Groningen,21-351,2004,16.0,30,16,6,14,10,9,20,45.0,11,18,0,18,3,33,4,0,Matches
23,Steven Berghuis,nl NED,"MF,FW",Ajax,34-004,1991,5.1,5,2,0,3,2,3,3,100.0,0,3,2,1,4,9,2,0,Matches
24,Jerolldino Bergraaf,nl NED,FW,Excelsior,19-171,2006,4.9,2,2,0,2,0,1,6,16.7,5,5,0,5,2,4,4,0,Matches
25,Daniel Bielica,pl POL,GK,NAC Breda,26-237,1999,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,1,Matches
26,Adrian Blake,eng ENG,"FW,MF",Utrecht,20-161,2005,9.5,3,2,2,0,1,1,6,16.7,5,2,0,2,2,5,4,0,Matches
27,Sil Blokhuis,nl NED,MF,Heracles Almelo,17-280,2008,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
28,Thijmen Blokzijl,nl NED,DF,Groningen,20-301,2005,17.0,18,11,9,9,0,8,12,66.7,4,18,14,4,17,35,72,1,Matches
29,Myron Boadu,nl NED,FW,PSV Eindhoven,24-343,2001,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
30,Paweł Bochniewicz,pl POL,FW,Heerenveen,29-327,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
31,Ruben van Bommel,nl NED,FW,PSV Eindhoven,21-142,2004,4.2,10,8,4,3,3,5,6,83.3,1,1,0,1,6,16,9,0,Matches
32,Kasper Boogaard,nl NED,MF,AZ Alkmaar,19-328,2006,0.7,0,0,0,0,0,0,0,,0,2,0,2,2,2,1,1,Matches
33,Taylor Booth,us USA,FW,Twente,24-206,2001,3.9,11,7,4,7,0,7,10,70.0,3,8,1,7,1,12,3,0,Matches
34,Zach Booth,us USA,MF,Excelsior,21-309,2004,1.2,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
35,Gonçalo Borges,pt POR,FW,Feyenoord,24-269,2001,2.4,1,1,0,1,0,1,6,16.7,5,2,0,2,1,2,2,0,Matches
36,Yvandro Borges Sanches,lu LUX,"FW,MF",Heracles Almelo,21-213,2004,5.8,13,8,9,4,0,10,15,66.7,5,3,0,3,0,13,7,0,Matches
37,Jordy Bos,au AUS,DF,Feyenoord,23-055,2002,8.1,33,23,15,13,5,13,19,68.4,6,17,3,14,8,41,25,1,Matches
38,Rayane Bounida,be BEL,"FW,MF",Ajax,19-295,2006,1.5,4,1,2,0,2,2,5,40.0,3,1,1,0,0,4,0,1,Matches
39,Aaron Bouwman,nl NED,DF,Ajax,18-117,2007,4.0,5,3,3,2,0,2,4,50.0,2,6,4,2,3,8,24,1,Matches
40,Wassim Bouziane,nl NED,"DF,FW",AZ Alkmaar,19-001,2006,0.7,2,0,1,0,1,1,2,50.0,1,0,0,0,0,2,1,0,Matches
41,Can Bozdogan,de GER,MF,Utrecht,24-262,2001,1.9,4,0,2,1,1,2,3,66.7,1,2,1,1,0,4,3,1,Matches
42,Mattijs Branderhorst,nl NED,GK,Fortuna Sittard,31-357,1993,17.0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,8,2,Matches
43,Oliver Braude,no NOR,DF,Heerenveen,21-305,2004,15.5,32,20,14,15,3,13,30,43.3,17,17,5,12,11,43,47,1,Matches
44,Jakob Breum,dk DEN,MF,Go Ahead Eag,22-036,2003,7.3,2,2,0,1,1,2,4,50.0,2,7,3,4,3,5,4,0,Matches
45,Philip Brittijn,nl NED,"MF,DF",Fortuna Sittard,21-258,2004,13.6,42,27,26,11,5,21,37,56.8,16,20,9,11,15,57,26,1,Matches
46,Ilias Bronkhorst,nl NED,DF,Excelsior,28-227,1997,13.4,23,14,16,5,2,11,21,52.4,10,10,4,6,13,36,53,1,Matches
47,Michael Brouwer,nl NED,GK,Utrecht,32-336,1993,1.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
48,Patrick Brouwer,nl NED,MF,Telstar,24-279,2001,14.8,21,13,13,5,3,11,26,42.3,15,13,2,11,9,30,13,0,Matches
49,Luuk Brouwers,nl NED,MF,Heerenveen,27-234,1998,14.6,30,17,8,14,8,10,24,41.7,14,7,0,7,9,39,23,1,Matches
50,Max Bruns,nl NED,DF,Twente,23-047,2002,7.5,10,7,4,6,0,4,5,80.0,1,12,7,5,6,16,32,0,Matches
51,Thomas Bruns,nl NED,MF,Heracles Almelo,33-350,1992,8.0,16,6,5,6,5,9,16,56.3,7,8,0,8,6,22,14,0,Matches
52,Charles-Andréas Brym,ca CAN,FW,NAC Breda,27-137,1998,4.8,3,0,0,2,1,2,8,25.0,6,4,1,3,5,8,3,0,Matches
53,Thomas Buitink,nl NED,FW,Zwolle,25-192,2000,0.8,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
