Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Emirhan Demircan,TUR,"FW,MF",Utrecht,20-337,2005.0,1.1,2,2,1,1,0,1,1,100.0,0,1,0,1,1,3,0,0
Thomas van den Belt,NED,MF,Twente,24-188,2001.0,11.7,23,15,9,11,3,14,19,73.7,5,12,1,11,13,36,19,0
Joël van den Berg,NED,MF,PSV Eindhoven,18-315,2007.0,0.2,3,2,2,1,0,1,2,50.0,1,0,0,0,1,4,0,0
Damian van der Haar,NED,DF,Zwolle,21-341,2004.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Mike van der Hoorn,NED,DF,Utrecht,33-069,1992.0,10.9,11,5,6,5,0,8,13,61.5,5,13,11,2,17,28,70,1
Djevencio van der Kust,SUR,DF,Heracles Almelo,24-237,2001.0,6.2,14,10,11,2,1,7,15,46.7,8,10,5,5,5,19,27,0
David van der Werff,NED,"FW,MF",Groningen,21-114,2004.0,8.9,20,10,6,7,7,9,17,52.9,8,8,0,8,6,26,8,0
Anthony Descotte,BEL,"FW,MF",Volendam,22-142,2003.0,3.5,4,2,3,1,0,3,4,75.0,1,0,0,0,0,4,0,0
Sergiño Dest,USA,DF,PSV Eindhoven,25-050,2000.0,15.5,36,22,14,18,4,22,33,66.7,11,14,5,9,10,46,22,1
Gaoussou Diarra,MLI,"FW,MF",Feyenoord,23-032,2002.0,1.8,3,3,1,2,0,2,2,100.0,0,2,0,2,1,4,2,0
Matisse Didden,BEL,DF,Utrecht,24-076,2001.0,7.6,6,2,4,2,0,2,6,33.3,4,12,8,4,7,13,51,2
Elijah Dijkstra,NED,DF,AZ Alkmaar,19-140,2006.0,3.2,5,2,3,2,0,3,8,37.5,5,3,0,3,3,8,9,1
Julius Dirksen,NED,"DF,MF",Go Ahead Eag,22-324,2003.0,0.6,0,0,0,0,0,0,0,,0,3,2,1,3,3,5,0
Kasper Dolberg,DEN,FW,Ajax,28-078,1997.0,3.6,1,1,1,0,0,0,1,0.0,1,2,0,2,2,3,2,0
Yoon Doyong,KOR,FW,Excelsior,19-056,2006.0,1.1,2,1,2,0,0,1,3,33.3,2,2,0,2,2,4,2,0
Couhaib Driouech,MAR,"FW,MF",PSV Eindhoven,23-250,2002.0,3.9,7,5,5,0,2,4,7,57.1,3,2,0,2,1,8,3,2
Joel Drommel,NED,GK,Sparta R'dam,29-037,1996.0,17.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,11,2
Lance Duijvestijn,NED,MF,Sparta R'dam,26-342,1999.0,7.7,19,15,7,7,5,5,20,25.0,15,6,2,4,3,22,17,2
Mike van Duinen,NED,FW,Excelsior,34-047,1991.0,4.5,6,5,1,5,0,4,6,66.7,2,6,1,5,1,7,7,0
Kiano Dyer,ENG,"MF,FW",Volendam,19-032,2006.0,0.3,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0
Oliver Edvardsen,NOR,FW,Ajax,26-279,1999.0,5.6,6,5,3,2,1,2,7,28.6,5,6,0,6,3,9,7,0
Victor Edvardsen,SWE,"FW,MF",Go Ahead Eag,29-343,1996.0,7.8,5,3,0,2,3,4,5,80.0,1,2,1,1,0,5,2,0
Lushendry Edward Martes,NED,DF,Sparta R'dam,17-231,2008.0,0.5,2,1,0,2,0,1,1,100.0,0,1,1,0,0,2,3,0
Espen van Ee,NED,MF,Heerenveen,22-171,2003.0,0.6,3,0,0,3,0,2,2,100.0,0,1,0,1,0,3,2,0
Mike Eerdhuijzen,NED,DF,Utrecht,25-163,2000.0,1.6,3,2,1,2,0,1,1,100.0,0,3,3,0,1,4,8,0
Mats Egbring,NED,"DF,MF",Heerenveen,19-097,2006.0,0.4,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,3,0
Nils Eggens,NED,"MF,FW",Groningen,20-259,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Remi van Ekeris,NED,MF,Telstar,23-091,2002.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Noam Emeran,FRA,"DF,MF",Groningen,23-090,2002.0,0.3,2,1,2,0,0,1,1,100.0,0,1,0,1,1,3,0,0
Mario Engels,GER,"MF,FW",Heracles Almelo,32-062,1993.0,4.7,3,2,2,1,0,1,3,33.3,2,0,0,0,1,4,0,0
Alonzo Engwanda,BEL,MF,Utrecht,22-330,2003.0,16.0,46,25,18,25,3,16,26,61.5,10,22,8,14,22,68,46,2
Silvinho Esajas,SUR,MF,Volendam,23-168,2002.0,0.8,0,0,0,0,0,0,1,0.0,1,2,2,0,0,0,3,0
Jan Faberski,POL,FW,Zwolle,19-245,2006.0,4.4,5,2,3,1,1,2,6,33.3,4,8,0,8,1,6,2,0
Derensili Fernandes,NED,FW,Excelsior,24-209,2001.0,12.7,11,9,4,4,3,8,17,47.1,9,7,0,7,5,16,10,0
Noah Fernandez,BEL,"MF,FW",PSV Eindhoven,17-348,2008.0,0.2,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0
Nick Fichtinger,NED,MF,Zwolle,21-261,2004.0,3.3,16,12,5,10,1,7,13,53.8,6,7,3,4,8,24,13,0
Kian Fitz-Jim,NED,MF,Ajax,22-171,2003.0,3.3,9,7,5,4,0,4,9,44.4,5,3,0,3,13,22,5,1
Ryan Flamingo,NED,DF,PSV Eindhoven,22-357,2002.0,8.4,11,7,8,3,0,9,14,64.3,5,13,10,3,6,17,61,1
Sherel Floranus,CUW,DF,Zwolle,27-122,1998.0,16.4,14,5,8,4,2,11,27,40.7,16,15,3,12,28,42,64,0
Deveron Fonville,CUW,DF,NEC Nijmegen,22-221,2003.0,4.1,8,5,4,3,1,5,7,71.4,2,3,1,2,6,14,22,0
Ryan Fosso,SUI,MF,Fortuna Sittard,23-189,2002.0,16.8,38,23,16,17,5,18,31,58.1,13,21,6,15,26,64,27,1
Anton Gaaei,DEN,DF,Ajax,23-034,2002.0,7.8,6,6,5,0,1,5,8,62.5,3,7,2,5,8,14,18,0
Jadiel Pereira da Gama,NED,MF,Zwolle,16-008,2009.0,1.1,1,0,0,1,0,0,2,0.0,2,2,1,1,4,5,3,0
Anselmo García MacNulty,IRL,DF,Zwolle,22-307,2003.0,15.8,22,11,17,5,0,13,18,72.2,5,20,11,9,13,35,89,0
Yarek Gasiorowski,ESP,DF,PSV Eindhoven,20-345,2005.0,14.0,14,8,7,6,1,8,10,80.0,2,28,14,14,23,37,74,2
Stijn van Gassel,NED,GK,Excelsior,29-066,1996.0,13.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,10,0
Moussa Gbemou,BEL,MF,Fortuna Sittard,18-105,2007.0,0.1,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,2,0
Brahim Ghalidi,BEL,"FW,MF",NAC Breda,20-326,2005.0,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Tristan van Gilst,NED,"FW,MF",Heracles Almelo,22-308,2003.0,7.5,4,4,1,3,0,2,4,50.0,2,10,1,9,4,8,14,0
Paul Gladon,NED,"FW,MF",Fortuna Sittard,33-280,1992.0,6.1,2,2,0,2,0,1,5,20.0,4,2,0,2,0,2,8,0
Oscar Gloukh,ISR,"MF,FW",Ajax,21-266,2004.0,12.1,20,10,6,11,3,9,19,47.4,10,3,0,3,1,21,3,0
Mika Godts,BEL,"FW,MF",Ajax,20-199,2005.0,13.1,11,4,4,5,2,4,10,40.0,6,17,2,15,6,17,4,0
Wouter Goes,NED,DF,AZ Alkmaar,21-196,2004.0,14.4,18,10,12,6,0,7,12,58.3,5,24,15,9,20,38,52,0
Roberto González,ESP,MF,NEC Nijmegen,24-351,2001.0,0.9,2,2,1,1,0,0,2,0.0,2,1,0,1,0,2,0,0
Tristan Gooijer,NED,DF,Zwolle,21-112,2004.0,5.2,7,3,3,3,1,3,3,100.0,0,11,6,5,5,12,28,0
Kenzo Goudmijn,NED,"MF,FW",Go Ahead Eag,24-005,2001.0,6.8,10,5,8,2,0,3,14,21.4,11,9,1,8,2,12,3,0
Tom de Graaff,NED,GK,Zwolle,21-013,2004.0,15.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,8,3
Simon Graves Jensen,DEN,DF,Zwolle,26-215,1999.0,16.4,13,9,11,2,0,7,12,58.3,5,27,21,6,18,31,139,4
Leo Greiml,AUT,DF,NAC Breda,24-173,2001.0,6.5,14,10,10,4,0,7,7,100.0,0,13,10,3,4,18,44,0
Nesto Groen,NED,FW,Excelsior,21-154,2004.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Eser Gürbüz,NED,FW,Heerenveen,18-292,2007.0,2.8,4,2,2,0,2,2,2,100.0,0,2,0,2,0,4,1,0
Jonathan de Guzmán,NED,"MF,FW",Sparta R'dam,38-101,1987.0,0.9,4,2,0,3,1,2,2,100.0,0,0,0,0,0,4,3,0
Milan de Haan,NED,"MF,FW",Volendam,22-033,2003.0,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Anis Hadj Moussa,ALG,FW,Feyenoord,23-315,2002.0,13.9,14,9,4,5,5,9,22,40.9,13,6,0,6,3,17,9,0
Sebastiaan Hagedoorn,NED,"MF,FW",Telstar,21-023,2004.0,0.9,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0
Sébastien Haller,CIV,FW,Utrecht,31-184,1994.0,7.5,7,3,1,4,2,2,7,28.6,5,5,1,4,4,11,4,0
Mo Hamdaoui,NED,"MF,DF",Telstar,32-196,1993.0,0.7,3,1,2,1,0,1,3,33.3,2,0,0,0,0,3,2,0
Noa El Hamdaoui,,MF,Excelsior,,,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jeff Hardeveld,NED,DF,Telstar,30-299,1995.0,16.1,37,21,27,8,2,16,31,51.6,15,22,10,12,14,51,70,1
Lennard Hartjes,NED,MF,Excelsior,22-260,2003.0,2.5,4,2,2,2,0,2,3,66.7,1,2,0,2,6,10,4,0
Stan Henderikx,NED,DF,Excelsior,22-168,2003.0,4.6,8,5,5,3,0,4,7,57.1,3,3,1,2,12,20,19,0
Lucas Vennegoor of Hesselink,NED,FW,Twente,19-284,2006.0,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Soufiane Hetli,NED,"FW,MF",Telstar,24-207,2001.0,11.3,15,12,6,5,4,11,20,55.0,9,5,0,5,5,20,7,2
Rio Hillen,NED,DF,NAC Breda,22-293,2003.0,14.3,29,18,17,12,0,15,20,75.0,5,25,9,16,17,46,78,1
Mark Hoekstra,NED,"MF,FW",Groningen,19-316,2006.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Tijmen Holla,,GK,Excelsior,,,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lewis Holtby,GER,"MF,FW",NAC Breda,35-096,1990.0,11.9,29,18,12,15,2,11,21,52.4,10,17,3,14,4,33,23,2
Sydney van Hooijdonk,NED,FW,NAC Breda,25-320,2000.0,11.6,13,6,3,7,3,5,5,100.0,0,4,0,4,1,14,4,0
Nikolai Hopland,NOR,DF,Heerenveen,21-152,2004.0,4.5,4,2,3,1,0,1,6,16.7,5,3,0,3,5,9,27,1
Siebe Horemans,BEL,DF,Utrecht,27-204,1998.0,15.6,31,15,19,11,1,19,38,50.0,19,13,3,10,17,48,56,1
Jizz Hornkamp,NED,FW,Heracles Almelo,27-291,1998.0,12.3,15,10,4,7,4,6,10,60.0,4,8,1,7,4,19,11,0
Ajdin Hrustic,AUS,MF,Heracles Almelo,29-171,1996.0,14.1,26,15,7,11,8,17,28,60.7,11,12,6,6,7,33,12,4
Justin Hubner,IDN,DF,Fortuna Sittard,22-100,2003.0,4.5,10,9,5,3,2,8,9,88.9,1,9,4,5,9,19,28,0
Joël Ideho,NED,"FW,MF",Volendam,22-159,2003.0,5.8,9,5,3,5,1,3,9,33.3,6,10,0,10,2,11,5,1
Younes Taha El Idrissi,MAR,"MF,FW",Groningen,23-026,2002.0,15.3,30,19,11,8,11,13,30,43.3,17,17,0,17,5,35,5,0
Mohammed Ihattaren,NED,"FW,MF",Fortuna Sittard,23-314,2002.0,11.8,6,2,2,2,2,4,9,44.4,5,12,0,12,3,9,5,0
Hwang In-beom,KOR,MF,Feyenoord,29-094,1996.0,2.8,8,4,2,5,1,2,5,40.0,3,4,0,4,4,12,8,2
Zidane Iqbal,IRQ,MF,Utrecht,22-240,2003.0,2.8,9,3,1,6,2,3,5,60.0,2,2,1,1,4,13,1,0
Ko Itakura,JPN,DF,Ajax,28-330,1997.0,9.8,9,7,6,3,0,6,10,60.0,4,21,12,9,12,21,70,1
Dean James,IDN,DF,Go Ahead Eag,25-237,2000.0,12.5,18,12,9,7,2,10,20,50.0,10,3,1,2,12,30,42,0
Dies Janse,NED,DF,Groningen,19-340,2006.0,15.0,16,11,10,3,3,7,9,77.8,2,14,8,6,8,24,63,0
Timo Jansink,NED,GK,Heracles Almelo,22-282,2003.0,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2
Simon Janssen,NED,DF,Excelsior,25-089,2000.0,1.4,1,1,1,0,0,0,2,0.0,2,2,0,2,1,2,2,0
Vitezslav Jaros,CZE,GK,Ajax,24-153,2001.0,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1
Malcolm Jeng,SWE,DF,Feyenoord,20-289,2005.0,0.5,1,0,1,0,0,0,0,,0,1,0,1,2,3,2,0
Isak Jensen,DEN,FW,AZ Alkmaar,22-000,2003.0,9.2,8,5,1,6,1,5,10,50.0,5,11,0,11,5,13,13,0
Victor Jensen,DEN,"MF,FW",Utrecht,25-318,2000.0,5.3,12,6,4,7,1,5,8,62.5,3,3,0,3,3,15,2,0
Miliano Jonathans,IDN,"FW,MF",Utrecht,21-262,2004.0,3.0,2,1,0,2,0,1,3,33.3,2,2,0,2,0,2,5,0
Tika de Jonge,NED,MF,Groningen,22-287,2003.0,14.5,37,15,10,23,4,22,45,48.9,23,15,1,14,13,50,21,3
Mauro Júnior,BRA,"MF,DF",PSV Eindhoven,26-231,1999.0,11.1,26,19,14,8,4,10,24,41.7,14,21,4,17,18,44,24,4
Hidde Jurjus,NED,GK,Groningen,31-317,1994.0,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Youssef El Kachati,NED,"FW,MF",NEC Nijmegen,26-023,1999.0,3.1,2,1,0,1,1,0,0,,0,1,0,1,0,2,3,0
Jochem van de Kamp,NED,"MF,DF",Telstar,22-051,2003.0,13.1,25,13,8,13,4,12,25,48.0,13,11,4,7,14,39,25,0
Ahmetcan Kaplan,TUR,DF,NEC Nijmegen,22-341,2003.0,11.8,32,19,17,13,2,19,31,61.3,12,14,8,6,10,42,73,0
Souffian El Karouani,MAR,DF,Utrecht,25-065,2000.0,16.0,42,25,26,11,5,23,38,60.5,15,20,4,16,14,56,33,2
Denso Kasius,NED,DF,AZ Alkmaar,23-078,2002.0,10.8,13,6,9,4,0,5,11,45.5,6,12,5,7,6,19,27,1
Fabian de Keijzer,NED,GK,Heracles Almelo,25-227,2000.0,8.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,7,2
Boy Kemper,NED,DF,NAC Breda,26-185,1999.0,16.8,29,14,14,12,3,16,25,64.0,9,24,8,16,10,39,44,0
Marko Kerkez,SRB,"FW,MF",Fortuna Sittard,25-180,2000.0,0.1,1,0,1,0,0,1,2,50.0,1,1,1,0,0,1,3,0
Sam Kersten,NED,DF,Heerenveen,27-327,1998.0,12.4,12,9,6,4,2,4,7,57.1,3,19,5,14,17,29,78,3
Joshua Kitolano,NOR,MF,Sparta R'dam,24-142,2001.0,13.6,23,10,10,11,2,5,12,41.7,7,18,7,11,8,31,23,2
Mathias Kjølø,NOR,MF,Twente,24-179,2001.0,2.4,5,4,1,1,3,2,4,50.0,2,4,0,4,3,8,10,0
Davy Klaassen,NED,MF,Ajax,32-305,1993.0,10.2,25,17,9,11,5,12,19,63.2,7,9,4,5,7,32,10,0
Bernt Klaverboer,NED,GK,Heerenveen,20-088,2005.0,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,4
Mike Kleijn,NED,DF,Sparta R'dam,20-317,2005.0,3.1,13,8,8,3,2,6,6,100.0,0,1,0,1,6,19,9,0
Ronald Koeman Jr.,NED,GK,Telstar,30-214,1995.0,17.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,10,2
Ozan Kökcü,AZE,"FW,MF",Volendam,27-127,1998.0,8.3,7,2,5,1,1,6,6,100.0,0,4,2,2,5,12,11,0
Don-Angelo Konadu,NED,"FW,DF",Ajax,19-234,2006.0,0.7,2,2,1,1,0,1,1,100.0,0,1,0,1,0,2,4,0
Terence Kongolo,NED,DF,NAC Breda,31-312,1994.0,2.1,5,3,5,0,0,5,6,83.3,1,1,0,1,1,6,11,0
