Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP
Danny Bakker,NED,DF,Telstar,30-341,1995.0,12.3,581,689,84.3,10808,4057,225,258,87.2,294,330,89.1,53,82,64.6,1,0.4,0.7,0.6,9,75,6,0,69
Max Balard,AUS,MF,NAC Breda,25-033,2000.0,15.4,605,702,86.2,10002,3451,283,315,89.8,271,301,90.0,39,53,73.6,1,1.2,1.0,-0.2,14,79,6,0,91
Vasilios Barkas,GRE,GK,Utrecht,31-207,1994.0,15.5,419,576,72.7,12102,8289,68,70,97.1,204,208,98.1,145,295,49.2,0,0.0,0.0,0.0,0,6,0,0,0
Samuel Bastien,COD,"MF,DF",Fortuna Sittard,29-088,1996.0,0.1,2,2,100.0,25,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Mimeirhel Benita,NED,DF,Heracles Almelo,22-036,2003.0,5.4,160,217,73.7,2887,1193,69,79,87.3,67,84,79.8,17,32,53.1,0,0.5,0.3,-0.5,6,15,4,1,20
Mitchell van Bergen,NED,FW,Sparta R'dam,26-118,1999.0,12.6,270,406,66.5,4656,1139,128,156,82.1,114,174,65.5,25,51,49.0,1,2.9,3.2,-1.9,23,11,23,17,26
Mitchell van Bergen,NED,FW,Twente,26-118,1999.0,0.7,8,15,53.3,107,13,4,6,66.7,3,6,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Thom van Bergen,NED,"FW,MF",Groningen,21-351,2004.0,16.0,279,369,75.6,4058,774,155,196,79.1,86,105,81.9,19,20,95.0,2,2.5,1.1,-0.5,17,21,15,0,37
Steven Berghuis,NED,"MF,FW",Ajax,34-004,1991.0,5.1,301,367,82.0,5501,1669,142,155,91.6,113,130,86.9,40,60,66.7,2,1.2,2.4,0.8,18,39,19,3,42
Jerolldino Bergraaf,NED,FW,Excelsior,19-171,2006.0,4.9,55,83,66.3,669,137,34,47,72.3,12,21,57.1,2,4,50.0,0,0.4,0.1,-0.4,4,3,1,0,6
Daniel Bielica,POL,GK,NAC Breda,26-237,1999.0,16.0,373,552,67.6,10728,8020,84,86,97.7,153,156,98.1,136,309,44.0,0,0.0,0.0,0.0,0,4,0,0,3
Adrian Blake,ENG,"FW,MF",Utrecht,20-161,2005.0,9.5,182,252,72.2,2926,726,90,112,80.4,70,89,78.7,14,30,46.7,2,1.0,1.7,1.0,10,12,13,3,20
Sil Blokhuis,NED,MF,Heracles Almelo,17-280,2008.0,0.1,2,2,100.0,20,3,2,2,100.0,0,0,,0,0,,0,0.0,0.2,0.0,1,0,0,0,0
Thijmen Blokzijl,NED,DF,Groningen,20-301,2005.0,17.0,937,1060,88.4,18029,5898,305,334,91.3,530,580,91.4,96,131,73.3,0,0.1,0.4,-0.1,2,80,5,2,92
Myron Boadu,NED,FW,PSV Eindhoven,24-343,2001.0,0.6,9,11,81.8,113,0,4,4,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,0
Paweł Bochniewicz,POL,FW,Heerenveen,29-327,1996.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Ruben van Bommel,NED,FW,PSV Eindhoven,21-142,2004.0,4.2,116,164,70.7,1624,350,71,80,88.8,38,51,74.5,4,16,25.0,0,0.9,1.1,-0.9,8,7,11,2,11
Kasper Boogaard,NED,MF,AZ Alkmaar,19-328,2006.0,0.7,40,48,83.3,694,156,15,16,93.8,24,26,92.3,1,3,33.3,1,0.0,0.0,1.0,1,2,0,0,3
Taylor Booth,USA,FW,Twente,24-206,2001.0,3.9,105,140,75.0,1829,525,48,58,82.8,37,47,78.7,14,24,58.3,0,0.8,1.0,-0.8,5,9,7,5,9
Zach Booth,USA,MF,Excelsior,21-309,2004.0,1.2,22,29,75.9,324,25,15,17,88.2,5,8,62.5,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,4
Gonçalo Borges,POR,FW,Feyenoord,24-269,2001.0,2.4,47,62,75.8,689,163,33,36,91.7,10,14,71.4,4,4,100.0,1,0.5,0.5,0.5,4,2,3,3,7
Yvandro Borges Sanches,LUX,"FW,MF",Heracles Almelo,21-213,2004.0,5.8,100,126,79.4,1581,218,53,63,84.1,36,45,80.0,8,11,72.7,0,0.0,0.3,0.0,1,2,2,1,9
Jordy Bos,AUS,DF,Feyenoord,23-055,2002.0,8.1,455,542,83.9,7196,2877,248,271,91.5,184,221,83.3,19,31,61.3,2,1.4,1.3,0.6,13,43,16,6,64
Rayane Bounida,BEL,"FW,MF",Ajax,19-295,2006.0,1.5,64,93,68.8,1154,246,31,37,83.8,27,33,81.8,6,16,37.5,0,0.5,0.3,-0.5,7,7,0,0,8
Aaron Bouwman,NED,DF,Ajax,18-117,2007.0,4.0,221,239,92.5,4143,1164,68,70,97.1,138,145,95.2,13,21,61.9,0,0.0,0.0,0.0,0,9,0,0,9
Wassim Bouziane,NED,"DF,FW",AZ Alkmaar,19-001,2006.0,0.7,19,25,76.0,232,64,11,12,91.7,6,8,75.0,0,2,0.0,1,0.4,0.3,0.6,3,2,2,0,2
Can Bozdogan,GER,MF,Utrecht,24-262,2001.0,1.9,80,101,79.2,1475,404,34,40,85.0,31,36,86.1,11,14,78.6,0,0.0,0.2,0.0,2,10,2,2,7
Mattijs Branderhorst,NED,GK,Fortuna Sittard,31-357,1993.0,17.0,288,599,48.1,11225,10122,40,41,97.6,89,90,98.9,156,462,33.8,0,0.0,0.1,0.0,1,28,2,0,0
Oliver Braude,NOR,DF,Heerenveen,21-305,2004.0,15.5,620,834,74.3,11803,4032,265,305,86.9,259,339,76.4,89,164,54.3,3,2.6,2.5,0.4,12,49,19,7,62
Jakob Breum,DEN,MF,Go Ahead Eag,22-036,2003.0,7.3,273,344,79.4,5004,1393,119,133,89.5,110,126,87.3,38,66,57.6,2,1.6,1.4,0.4,15,29,14,1,45
Philip Brittijn,NED,"MF,DF",Fortuna Sittard,21-258,2004.0,13.6,366,457,80.1,6081,1748,146,174,83.9,164,178,92.1,31,59,52.5,1,0.3,0.3,0.7,9,33,3,0,41
Ilias Bronkhorst,NED,DF,Excelsior,28-227,1997.0,13.4,507,742,68.3,9654,3985,198,235,84.3,233,326,71.5,68,136,50.0,0,1.4,1.0,-1.4,16,45,13,6,62
Michael Brouwer,NED,GK,Utrecht,32-336,1993.0,1.5,42,60,70.0,1348,1063,10,10,100.0,9,9,100.0,23,40,57.5,0,0.0,0.0,0.0,0,3,0,0,0
Patrick Brouwer,NED,MF,Telstar,24-279,2001.0,14.8,224,338,66.3,3709,1189,109,148,73.6,97,134,72.4,18,30,60.0,2,1.9,1.8,0.1,17,26,15,0,52
Luuk Brouwers,NED,MF,Heerenveen,27-234,1998.0,14.6,491,600,81.8,8176,2384,217,263,82.5,225,254,88.6,31,42,73.8,4,3.1,2.2,0.9,21,48,11,0,72
Max Bruns,NED,DF,Twente,23-047,2002.0,7.5,364,432,84.3,7231,2387,115,133,86.5,202,219,92.2,42,67,62.7,0,0.1,0.2,-0.1,2,50,3,0,44
Thomas Bruns,NED,MF,Heracles Almelo,33-350,1992.0,8.0,193,265,72.8,3738,955,68,82,82.9,93,103,90.3,27,52,51.9,0,0.2,0.6,-0.2,5,21,7,1,32
Charles-Andréas Brym,CAN,FW,NAC Breda,27-137,1998.0,4.8,121,156,77.6,1714,398,69,85,81.2,34,40,85.0,9,12,75.0,3,0.8,1.3,2.2,9,8,8,3,16
Thomas Buitink,NED,FW,Zwolle,25-192,2000.0,0.8,13,18,72.2,221,66,5,7,71.4,7,8,87.5,0,2,0.0,0,0.1,0.1,-0.1,1,2,1,0,2
Nordin Bukala,NED,MF,Volendam,20-096,2005.0,14.8,316,387,81.7,4992,1221,163,187,87.2,113,132,85.6,24,36,66.7,1,0.1,0.4,0.9,5,25,3,1,34
Zico Buurmeester,NED,MF,AZ Alkmaar,23-199,2002.0,0.4,13,16,81.3,150,53,9,10,90.0,4,5,80.0,0,1,0.0,0,0.0,0.2,0.0,0,2,0,0,2
Zico Buurmeester,NED,MF,Zwolle,23-199,2002.0,4.1,100,132,75.8,1462,524,52,58,89.7,29,38,76.3,8,19,42.1,0,0.5,0.5,-0.5,6,12,0,0,15
Jayden Candelaria,CUW,"DF,FW",NAC Breda,21-296,2004.0,0.3,8,14,57.1,150,66,3,3,100.0,4,9,44.4,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,2
Adam Carlén,SWE,MF,Excelsior,25-179,2000.0,12.1,322,409,78.7,5906,1466,122,155,78.7,169,192,88.0,27,42,64.3,1,0.3,0.2,0.7,6,32,1,0,34
Yoann Cathline,FRA,"FW,MF",Utrecht,23-154,2002.0,6.2,92,133,69.2,1572,436,42,56,75.0,34,45,75.6,12,17,70.6,2,0.7,0.8,1.3,8,7,7,4,13
Mateo Chávez,MEX,DF,AZ Alkmaar,21-225,2004.0,4.0,191,247,77.3,3057,1446,91,108,84.3,80,95,84.2,12,30,40.0,1,0.4,0.4,0.6,4,15,8,1,26
Tjaronn Chery,SUR,"MF,FW",NEC Nijmegen,37-202,1988.0,14.9,470,611,76.9,8055,2136,226,258,87.6,179,222,80.6,47,93,50.5,3,1.9,2.2,1.1,18,52,22,1,79
Jordy Clasie,NED,MF,AZ Alkmaar,34-179,1991.0,5.9,321,363,88.4,5329,1820,152,167,91.0,139,146,95.2,27,41,65.9,0,0.6,0.5,-0.6,10,48,6,0,38
Pelle Clement,NED,MF,Sparta R'dam,29-218,1996.0,9.4,199,257,77.4,3202,962,101,116,87.1,74,90,82.2,14,27,51.9,0,0.6,0.6,-0.6,3,16,5,0,29
Gonzalo Crettaz,ARG,GK,NEC Nijmegen,25-298,2000.0,17.0,563,898,62.7,16093,12557,122,125,97.6,253,259,97.7,186,510,36.5,0,0.4,0.2,-0.4,1,43,2,0,1
Vito van Crooij,NED,"MF,FW",NEC Nijmegen,29-328,1996.0,2.8,65,101,64.4,1101,430,34,42,81.0,21,35,60.0,8,15,53.3,0,0.7,0.2,-0.7,5,4,2,0,6
Robin van Cruijsen,,MF,Volendam,,,6.4,149,218,68.3,2510,658,74,87,85.1,54,77,70.1,16,42,38.1,2,2.8,2.1,-0.8,21,13,9,2,20
Ro-Zangelo Daal,NED,FW,AZ Alkmaar,21-316,2004.0,5.6,155,199,77.9,2573,572,86,102,84.3,50,66,75.8,15,18,83.3,0,1.3,1.0,-1.3,11,7,17,1,22
Jasper Dahlhaus,NED,DF,Fortuna Sittard,24-026,2001.0,14.1,487,636,76.6,7794,2527,260,291,89.3,189,236,80.1,26,69,37.7,1,0.9,0.6,0.1,10,36,5,5,41
Brynjolfur Darri Willumsson,ISL,FW,Groningen,25-133,2000.0,8.5,98,135,72.6,1322,194,52,68,76.5,34,41,82.9,4,8,50.0,0,0.9,0.3,-0.9,11,4,3,0,8
Eli Dasa,ISR,DF,NEC Nijmegen,33-020,1992.0,9.2,393,482,81.5,6938,2410,163,188,86.7,192,217,88.5,30,56,53.6,0,1.2,1.0,-1.2,10,35,13,5,46
Jari De Busser,BEL,GK,Go Ahead Eag,26-063,1999.0,17.0,530,792,66.9,14565,10536,98,99,99.0,275,279,98.6,154,410,37.6,0,0.0,0.1,0.0,1,18,1,0,1
Mats Deijl,NED,DF,Go Ahead Eag,28-161,1997.0,16.5,686,842,81.5,12559,4145,293,323,90.7,302,347,87.0,75,136,55.1,2,1.7,1.7,0.3,12,57,16,9,68
Maxim Dekker,NED,DF,AZ Alkmaar,21-246,2004.0,0.9,45,47,95.7,779,177,21,21,100.0,22,22,100.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,1
Emirhan Demircan,TUR,"FW,MF",Utrecht,20-337,2005.0,1.1,27,32,84.4,351,68,16,17,94.1,10,12,83.3,0,2,0.0,0,0.1,0.1,-0.1,3,1,1,0,3
Thomas van den Belt,NED,MF,Twente,24-188,2001.0,11.7,442,549,80.5,6630,1891,242,275,88.0,162,200,81.0,22,37,59.5,1,0.8,1.4,0.2,13,38,9,1,50
Joël van den Berg,NED,MF,PSV Eindhoven,18-315,2007.0,0.2,6,6,100.0,78,4,3,3,100.0,3,3,100.0,0,0,,0,0.1,0.1,-0.1,1,0,0,0,0
Damian van der Haar,NED,DF,Zwolle,21-341,2004.0,0.2,1,2,50.0,12,12,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Mike van der Hoorn,NED,DF,Utrecht,33-069,1992.0,10.9,562,671,83.8,12310,5085,156,169,92.3,321,358,89.7,84,130,64.6,0,0.5,0.8,-0.5,5,58,5,0,47
Djevencio van der Kust,SUR,DF,Heracles Almelo,24-237,2001.0,6.2,150,202,74.3,2670,646,68,79,86.1,68,92,73.9,13,24,54.2,0,0.1,0.2,-0.1,2,3,3,2,8
David van der Werff,NED,"FW,MF",Groningen,21-114,2004.0,8.9,211,291,72.5,3595,1351,96,119,80.7,88,114,77.2,19,37,51.4,0,1.6,2.4,-1.6,15,28,12,1,35
Anthony Descotte,BEL,"FW,MF",Volendam,22-142,2003.0,3.5,56,81,69.1,878,174,26,34,76.5,24,33,72.7,4,4,100.0,1,0.4,0.5,0.6,4,5,2,0,9
Sergiño Dest,USA,DF,PSV Eindhoven,25-050,2000.0,15.5,863,990,87.2,12801,4485,507,535,94.8,297,350,84.9,37,57,64.9,4,2.8,3.0,1.2,20,85,22,4,104
Gaoussou Diarra,MLI,"FW,MF",Feyenoord,23-032,2002.0,1.8,38,56,67.9,512,93,26,32,81.3,10,16,62.5,1,4,25.0,0,0.0,0.2,0.0,0,1,1,0,3
Matisse Didden,BEL,DF,Utrecht,24-076,2001.0,7.6,362,435,83.2,7501,2514,96,109,88.1,216,237,91.1,49,79,62.0,0,0.1,0.2,-0.1,3,25,2,0,26
Elijah Dijkstra,NED,DF,AZ Alkmaar,19-140,2006.0,3.2,138,171,80.7,2225,462,67,79,84.8,63,73,86.3,6,10,60.0,0,0.6,0.4,-0.6,1,4,2,0,9
Julius Dirksen,NED,"DF,MF",Go Ahead Eag,22-324,2003.0,0.6,17,19,89.5,303,153,8,8,100.0,8,8,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,2
Kasper Dolberg,DEN,FW,Ajax,28-078,1997.0,3.6,34,56,60.7,450,81,21,32,65.6,7,11,63.6,2,3,66.7,0,0.3,0.2,-0.3,2,1,2,0,2
Yoon Doyong,KOR,FW,Excelsior,19-056,2006.0,1.1,16,22,72.7,227,71,11,12,91.7,5,8,62.5,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Couhaib Driouech,MAR,"FW,MF",PSV Eindhoven,23-250,2002.0,3.9,105,146,71.9,1668,330,55,62,88.7,41,55,74.5,6,14,42.9,2,0.9,1.1,1.1,6,5,3,2,7
Joel Drommel,NED,GK,Sparta R'dam,29-037,1996.0,17.0,561,798,70.3,18697,14527,77,77,100.0,247,249,99.2,237,469,50.5,0,0.0,0.1,0.0,0,31,0,0,0
Lance Duijvestijn,NED,MF,Sparta R'dam,26-342,1999.0,7.7,224,302,74.2,3868,1141,99,127,78.0,83,102,81.4,26,44,59.1,0,0.8,1.6,-0.8,9,21,15,0,43
Mike van Duinen,NED,FW,Excelsior,34-047,1991.0,4.5,46,81,56.8,738,209,22,38,57.9,16,27,59.3,6,9,66.7,0,0.5,0.3,-0.5,3,5,1,0,10
Kiano Dyer,ENG,"MF,FW",Volendam,19-032,2006.0,0.3,10,12,83.3,160,26,4,5,80.0,6,7,85.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Oliver Edvardsen,NOR,FW,Ajax,26-279,1999.0,5.6,157,200,78.5,2256,546,92,98,93.9,52,69,75.4,7,11,63.6,0,0.3,0.5,-0.3,4,6,10,1,16
Victor Edvardsen,SWE,"FW,MF",Go Ahead Eag,29-343,1996.0,7.8,136,220,61.8,2089,563,82,107,76.6,41,65,63.1,10,29,34.5,2,1.8,2.0,0.2,12,10,8,0,20
Lushendry Edward Martes,NED,DF,Sparta R'dam,17-231,2008.0,0.5,15,16,93.8,312,36,4,4,100.0,9,10,90.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,2
Espen van Ee,NED,MF,Heerenveen,22-171,2003.0,0.6,16,18,88.9,240,39,9,10,90.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,2
Mike Eerdhuijzen,NED,DF,Utrecht,25-163,2000.0,1.6,66,76,86.8,1491,318,10,11,90.9,46,47,97.9,9,17,52.9,0,0.0,0.1,0.0,0,2,0,0,4
Mats Egbring,NED,"DF,MF",Heerenveen,19-097,2006.0,0.4,13,17,76.5,194,85,7,7,100.0,4,7,57.1,1,2,50.0,0,0.1,0.2,-0.1,1,1,1,1,0
Nils Eggens,NED,"MF,FW",Groningen,20-259,2005.0,0.1,5,5,100.0,105,8,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Remi van Ekeris,NED,MF,Telstar,23-091,2002.0,0.1,6,9,66.7,151,46,2,2,100.0,2,2,100.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,1
Noam Emeran,FRA,"DF,MF",Groningen,23-090,2002.0,0.3,10,17,58.8,174,27,4,4,100.0,4,7,57.1,1,3,33.3,0,0.0,0.0,0.0,0,1,1,0,1
Mario Engels,GER,"MF,FW",Heracles Almelo,32-062,1993.0,4.7,67,95,70.5,973,248,34,41,82.9,26,36,72.2,2,6,33.3,2,1.4,1.4,0.6,5,5,4,1,7
Alonzo Engwanda,BEL,MF,Utrecht,22-330,2003.0,16.0,535,618,86.6,8801,2462,239,267,89.5,236,259,91.1,40,53,75.5,1,0.2,0.5,0.8,4,48,5,1,59
Silvinho Esajas,SUR,MF,Volendam,23-168,2002.0,0.8,26,27,96.3,360,98,18,18,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
Jan Faberski,POL,FW,Zwolle,19-245,2006.0,4.4,69,99,69.7,954,265,46,52,88.5,16,20,80.0,3,14,21.4,1,0.5,0.4,0.5,6,7,4,2,7
Derensili Fernandes,NED,FW,Excelsior,24-209,2001.0,12.7,331,423,78.3,5683,1288,156,194,80.4,137,164,83.5,30,43,69.8,2,1.6,1.8,0.4,10,21,13,4,44
Noah Fernandez,BEL,"MF,FW",PSV Eindhoven,17-348,2008.0,0.2,7,11,63.6,143,10,3,4,75.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,1
Nick Fichtinger,NED,MF,Zwolle,21-261,2004.0,3.3,69,102,67.6,1105,352,31,44,70.5,34,43,79.1,3,9,33.3,1,0.2,0.1,0.8,2,4,2,0,9
Kian Fitz-Jim,NED,MF,Ajax,22-171,2003.0,3.3,209,226,92.5,3344,983,103,105,98.1,96,102,94.1,6,12,50.0,0,0.0,1.2,0.0,0,22,3,0,24
Ryan Flamingo,NED,DF,PSV Eindhoven,22-357,2002.0,8.4,502,555,90.5,10251,3394,133,143,93.0,315,333,94.6,51,71,71.8,1,1.7,0.3,-0.7,4,58,5,0,47
Sherel Floranus,CUW,DF,Zwolle,27-122,1998.0,16.4,582,726,80.2,9751,3302,280,310,90.3,236,285,82.8,51,95,53.7,2,1.6,1.4,0.4,8,26,11,4,47
Deveron Fonville,CUW,DF,NEC Nijmegen,22-221,2003.0,4.1,184,238,77.3,3364,1068,65,73,89.0,102,122,83.6,14,30,46.7,2,0.3,0.5,1.7,3,15,6,4,22
Ryan Fosso,SUI,MF,Fortuna Sittard,23-189,2002.0,16.8,613,697,87.9,9875,2548,289,310,93.2,276,304,90.8,29,50,58.0,1,0.6,0.7,0.4,10,44,5,1,49
Anton Gaaei,DEN,DF,Ajax,23-034,2002.0,7.8,339,444,76.4,5894,1975,154,174,88.5,150,194,77.3,30,58,51.7,2,2.6,2.3,-0.6,15,30,18,10,39
Jadiel Pereira da Gama,NED,MF,Zwolle,16-008,2009.0,1.1,23,33,69.7,350,62,14,16,87.5,8,11,72.7,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,2
Anselmo García MacNulty,IRL,DF,Zwolle,22-307,2003.0,15.8,666,780,85.4,13502,5219,202,220,91.8,383,413,92.7,74,135,54.8,0,0.1,0.7,-0.1,3,63,7,0,59
Yarek Gasiorowski,ESP,DF,PSV Eindhoven,20-345,2005.0,14.0,856,930,92.0,15566,5261,296,316,93.7,492,519,94.8,54,72,75.0,1,0.1,0.3,0.9,2,67,2,0,53
Stijn van Gassel,NED,GK,Excelsior,29-066,1996.0,13.3,415,685,60.6,15820,12624,27,27,100.0,156,158,98.7,231,496,46.6,0,0.1,0.1,-0.1,1,39,1,0,3
Moussa Gbemou,BEL,MF,Fortuna Sittard,18-105,2007.0,0.1,3,5,60.0,32,1,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Brahim Ghalidi,BEL,"FW,MF",NAC Breda,20-326,2005.0,0.8,39,48,81.3,575,184,25,27,92.6,10,14,71.4,3,4,75.0,0,0.0,0.1,0.0,0,4,4,1,5
Tristan van Gilst,NED,"FW,MF",Heracles Almelo,22-308,2003.0,7.5,66,102,64.7,941,192,37,47,78.7,22,29,75.9,3,5,60.0,0,0.1,0.3,-0.1,2,7,2,0,9
Paul Gladon,NED,"FW,MF",Fortuna Sittard,33-280,1992.0,6.1,55,114,48.2,699,248,36,61,59.0,12,30,40.0,2,5,40.0,1,0.4,0.3,0.6,6,7,1,0,10
Oscar Gloukh,ISR,"MF,FW",Ajax,21-266,2004.0,12.1,482,599,80.5,7278,2192,286,319,89.7,150,176,85.2,29,58,50.0,5,1.9,2.9,3.1,22,47,16,0,70
Mika Godts,BEL,"FW,MF",Ajax,20-199,2005.0,13.1,348,467,74.5,5926,1681,175,213,82.2,132,162,81.5,34,61,55.7,6,4.6,4.8,1.4,34,30,37,2,73
Wouter Goes,NED,DF,AZ Alkmaar,21-196,2004.0,14.4,772,867,89.0,14261,4791,290,306,94.8,404,432,93.5,73,116,62.9,0,0.1,0.6,-0.1,5,82,7,0,85
Roberto González,ESP,MF,NEC Nijmegen,24-351,2001.0,0.9,18,25,72.0,202,74,13,15,86.7,4,6,66.7,0,0,,0,0.1,0.2,-0.1,1,0,3,0,5
Tristan Gooijer,NED,DF,Zwolle,21-112,2004.0,5.2,177,199,88.9,3084,657,74,78,94.9,82,89,92.1,16,25,64.0,0,0.0,0.1,0.0,0,6,1,0,11
Kenzo Goudmijn,NED,"MF,FW",Go Ahead Eag,24-005,2001.0,6.8,217,310,70.0,3762,1222,104,131,79.4,89,120,74.2,20,41,48.8,0,1.1,1.1,-1.1,10,36,8,3,48
Tom de Graaff,NED,GK,Zwolle,21-013,2004.0,15.0,353,576,61.3,9865,7167,70,71,98.6,173,179,96.6,110,323,34.1,0,0.0,0.0,0.0,0,5,0,0,0
Simon Graves Jensen,DEN,DF,Zwolle,26-215,1999.0,16.4,744,891,83.5,14426,5364,252,270,93.3,394,434,90.8,84,161,52.2,0,0.1,0.4,-0.1,2,50,6,0,61
Leo Greiml,AUT,DF,NAC Breda,24-173,2001.0,6.5,318,374,85.0,6054,2097,93,105,88.6,206,226,91.2,17,36,47.2,0,0.6,0.7,-0.6,4,19,0,0,13
Nesto Groen,NED,FW,Excelsior,21-154,2004.0,0.2,2,5,40.0,14,2,1,1,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Eser Gürbüz,NED,FW,Heerenveen,18-292,2007.0,2.8,44,80,55.0,582,186,28,37,75.7,13,19,68.4,1,16,6.3,0,0.1,0.5,-0.1,3,0,2,1,2
Jonathan de Guzmán,NED,"MF,FW",Sparta R'dam,38-101,1987.0,0.9,40,56,71.4,715,128,21,26,80.8,14,18,77.8,4,10,40.0,0,0.0,0.0,0.0,0,5,0,0,5
Milan de Haan,NED,"MF,FW",Volendam,22-033,2003.0,0.3,10,13,76.9,143,27,5,5,100.0,5,6,83.3,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1
Anis Hadj Moussa,ALG,FW,Feyenoord,23-315,2002.0,13.9,323,508,63.6,5201,1691,183,223,82.1,93,158,58.9,36,94,38.3,3,4.5,5.2,-1.5,32,19,32,8,59
Sebastiaan Hagedoorn,NED,"MF,FW",Telstar,21-023,2004.0,0.9,18,29,62.1,272,32,10,16,62.5,6,9,66.7,1,1,100.0,0,0.1,0.1,-0.1,1,2,1,0,2
