Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
James Abankwah,IRL,DF,Watford,21-341,2004.0,9.1,0,1,0,0.0,0.11,0.0,0.0,,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Ebou Adams,GAM,MF,Derby County,29-342,1996.0,14.3,1,9,1,11.1,0.63,0.07,0.11,1.0,23.7,0,0,0,0.3,0.3,0.03,0.7,0.7
Kealey Adamson,AUS,DF,QPR,22-289,2003.0,0.5,0,3,0,0.0,5.63,0.0,0.0,,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Patrick Agyemang,USA,"FW,MF",Derby County,25-046,2000.0,14.5,5,38,14,36.8,2.63,0.97,0.13,0.36,12.8,0,0,0,3.8,3.8,0.1,1.2,1.2
Semi Ajayi,NGA,DF,Hull City,32-044,1993.0,9.7,1,5,4,80.0,0.52,0.41,0.2,0.25,9.3,0,0,0,1.0,1.0,0.2,0.0,0.0
Babajide Akintola,NGA,"FW,MF",Hull City,29-344,1996.0,4.7,1,9,4,44.4,1.92,0.85,0.11,0.25,15.5,0,0,0,0.6,0.6,0.07,0.4,0.4
Chuba Akpom,ENG,"MF,FW",Ipswich Town,30-075,1995.0,7.3,1,15,4,26.7,2.07,0.55,0.07,0.25,12.5,0,0,0,3.3,3.3,0.24,-2.3,-2.3
Yisa Alao,,DF,Sheffield Weds,,,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ryan Alebiosu,NGA,DF,Blackburn,24-006,2001.0,19.1,1,10,1,10.0,0.52,0.05,0.1,1.0,26.1,0,0,0,0.3,0.3,0.03,0.7,0.7
Jamie Allen,ENG,MF,Coventry City,30-328,1995.0,5.1,1,3,1,33.3,0.59,0.2,0.33,1.0,18.9,0,0,0,0.1,0.1,0.05,0.9,0.9
Max Alleyne,ENG,DF,Watford,20-155,2005.0,11.0,0,3,0,0.0,0.27,0.0,0.0,,6.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Ryan Allsop,ENG,GK,Birmingham City,33-189,1992.0,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Olabade Aluko,,"DF,FW",Leicester City,,,0.6,0,2,0,0.0,3.16,0.0,0.0,,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Papa Amadou Diallo,SEN,"DF,FW",Norwich City,21-181,2004.0,4.3,0,5,2,40.0,1.16,0.46,0.0,0.0,14.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Harry Amass,ENG,DF,Sheffield Weds,18-282,2007.0,16.7,1,12,3,25.0,0.72,0.18,0.08,0.33,23.9,0,0,0,0.4,0.4,0.04,0.6,0.6
Karoy Anderson,JAM,MF,Charlton Ath,21-083,2004.0,2.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Keshi Anderson,ENG,"FW,MF",Birmingham City,30-261,1995.0,7.2,1,10,4,40.0,1.38,0.55,0.1,0.25,15.3,0,0,0,0.6,0.6,0.06,0.4,0.4
Kai Andrews,WAL,"FW,MF",Coventry City,19-139,2006.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ryan Andrews,ENG,DF,Watford,21-119,2004.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Robert Apter,SCO,"FW,MF",Charlton Ath,22-244,2003.0,6.2,1,12,5,41.7,1.92,0.8,0.08,0.2,17.3,0,0,0,0.5,0.5,0.04,0.5,0.5
Oliver Arblaster,ENG,MF,Sheffield Utd,21-232,2004.0,1.8,0,4,0,0.0,2.26,0.0,0.0,,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Cameron Archer,ENG,"FW,MF",Southampton,24-155,2001.0,5.6,1,16,6,37.5,2.85,1.07,0.06,0.17,13.4,0,0,0,3.5,3.5,0.22,-2.5,-2.5
Joe Aribo,NGA,"MF,FW",Southampton,29-155,1996.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Adam Armstrong,ENG,"FW,MF",Southampton,28-316,1997.0,17.6,11,69,29,42.0,3.91,1.64,0.14,0.34,15.9,1,1,3,12.6,10.2,0.15,-1.6,-0.2
Harrison Armstrong,ENG,MF,Preston,18-338,2007.0,10.9,1,7,2,28.6,0.64,0.18,0.14,0.5,16.5,0,0,0,0.4,0.4,0.06,0.6,0.6
Sinclair Armstrong,IRL,FW,Bristol City,22-184,2003.0,9.0,1,22,12,54.5,2.44,1.33,0.05,0.08,15.5,0,0,0,3.7,3.7,0.17,-2.7,-2.7
Tom Atcheson,NIR,DF,Blackburn,19-092,2006.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Robert Atkinson,ENG,DF,Bristol City,27-163,1998.0,11.8,2,5,4,80.0,0.42,0.34,0.4,0.5,8.8,0,0,0,0.6,0.6,0.11,1.4,1.4
Jordan Ayew,GHA,"FW,MF",Leicester City,34-103,1991.0,15.4,4,29,10,34.5,1.88,0.65,0.07,0.2,20.5,3,2,2,3.8,2.2,0.08,0.2,-0.2
Luke Ayling,ENG,DF,Middlesbrough,34-120,1991.0,16.7,1,8,3,37.5,0.48,0.18,0.13,0.33,19.7,0,0,0,0.3,0.3,0.04,0.7,0.7
Finn Azaz,IRL,"MF,FW",Southampton,25-107,2000.0,12.8,6,30,12,40.0,2.35,0.94,0.2,0.5,19.4,0,0,0,4.2,4.2,0.14,1.8,1.8
Finn Azaz,IRL,MF,Middlesbrough,25-107,2000.0,1.0,1,3,1,33.3,2.9,0.97,0.33,1.0,15.1,0,0,0,0.2,0.2,0.06,0.8,0.8
Femi Azeez,ENG,"FW,MF",Millwall,24-201,2001.0,10.1,6,31,12,38.7,3.08,1.19,0.19,0.5,17.1,0,0,0,4.1,4.1,0.14,1.9,1.9
Ivan Azón,ESP,FW,Ipswich Town,22-364,2002.0,6.3,2,31,10,32.3,4.89,1.58,0.06,0.2,12.7,0,0,0,4.9,4.9,0.16,-2.9,-2.9
Kwadwo Baah,ENG,"FW,MF",Watford,22-330,2003.0,6.6,1,18,7,38.9,2.72,1.06,0.06,0.14,19.2,0,0,0,0.8,0.8,0.04,0.2,0.2
Lewis Baker,ENG,MF,Stoke City,30-242,1995.0,11.1,4,13,4,30.8,1.18,0.36,0.31,1.0,17.8,0,0,0,2.0,2.0,0.16,2.0,2.0
Thierno Ballo,AUT,"FW,MF",Millwall,23-355,2002.0,12.3,1,18,7,38.9,1.46,0.57,0.06,0.14,15.6,0,0,0,2.5,2.5,0.15,-1.5,-1.5
Patrick Bamford,ENG,FW,Sheffield Utd,32-109,1993.0,3.8,3,13,6,46.2,3.46,1.6,0.23,0.5,12.2,0,0,0,3.1,3.1,0.27,-0.1,-0.1
Alex Bangura,SLE,DF,Middlesbrough,26-163,1999.0,2.6,0,1,1,100.0,0.38,0.38,0.0,0.0,13.9,0,0,0,0.0,0.0,0.05,0.0,0.0
Raees Bangura-Williams,,MF,Millwall,,,4.3,1,11,4,36.4,2.54,0.93,0.09,0.25,23.7,0,0,0,0.5,0.5,0.05,0.5,0.5
Tamer Bani Odeh,JOR,MF,West Brom,22-065,2003.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Barry Bannan,SCO,MF,Sheffield Weds,36-022,1989.0,20.3,3,23,10,43.5,1.13,0.49,0.13,0.3,25.7,3,0,0,1.3,1.3,0.06,1.7,1.7
Moussa Baradji,FRA,MF,Blackburn,25-033,2000.0,1.1,0,3,1,33.3,2.84,0.95,0.0,0.0,24.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Ryan Barnett,ENG,DF,Wrexham,26-091,1999.0,4.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Louie Barry,ENG,"FW,MF",Sheffield Utd,22-185,2003.0,4.9,0,6,2,33.3,1.21,0.4,0.0,0.0,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Danny Batth,ENG,DF,Derby County,35-093,1990.0,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Nathan Baxter,ENG,GK,Watford,27-045,1998.0,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Gavin Bazunu,IRL,GK,Southampton,23-306,2002.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
James Beadle,ENG,GK,Birmingham City,21-160,2004.0,12.0,0,1,0,0.0,0.08,0.0,0.0,,3.3,0,0,0,0.3,0.3,0.26,-0.3,-0.3
Asmir Begović,BIH,GK,Leicester City,38-186,1987.0,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Amari'i Bell,JAM,DF,Charlton Ath,31-232,1994.0,12.0,0,2,0,0.0,0.17,0.0,0.0,,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Sam Bell,ENG,MF,Bristol City,23-214,2002.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Bachir Belloumi,ALG,"FW,MF",Hull City,23-205,2002.0,5.0,0,15,6,40.0,3.01,1.21,0.0,0.0,24.5,1,0,0,0.7,0.7,0.05,-0.7,-0.7
Anis Ben Slimane,TUN,MF,Norwich City,24-282,2001.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Steven Benda,GER,GK,Millwall,27-083,1998.0,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Victor Bernth Kristiansen,DEN,DF,Leicester City,23-007,2002.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Luke Berry,ENG,MF,Charlton Ath,33-164,1992.0,2.2,1,7,3,42.9,3.17,1.36,0.14,0.33,17.5,0,0,0,1.2,1.2,0.18,-0.2,-0.2
Florian Bianchini,FRA,FW,Portsmouth,24-181,2001.0,5.7,0,13,5,38.5,2.29,0.88,0.0,0.0,16.1,0,0,0,1.7,1.7,0.13,-1.7,-1.7
Jake Bidwell,ENG,DF,Coventry City,32-277,1993.0,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Krystian Bielik,POL,DF,West Brom,27-353,1998.0,5.6,0,4,4,100.0,0.72,0.72,0.0,0.0,10.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Tyler Bindon,NZL,DF,Sheffield Utd,20-330,2005.0,6.4,1,6,1,16.7,0.94,0.16,0.17,1.0,11.4,0,0,0,0.6,0.6,0.1,0.4,0.4
Max Bird,ENG,MF,Bristol City,25-096,2000.0,1.1,1,2,1,50.0,1.76,0.88,0.5,1.0,20.6,0,0,0,0.3,0.3,0.14,0.7,0.7
Colby Bishop,ENG,FW,Portsmouth,29-049,1996.0,18.6,1,25,8,32.0,1.34,0.43,0.04,0.13,10.1,0,0,1,4.7,4.0,0.16,-3.7,-3.0
Corey Blackett-Taylor,ENG,"MF,DF",Derby County,28-091,1997.0,1.5,0,2,0,0.0,1.35,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Harvey Blair,ENG,FW,Portsmouth,22-100,2003.0,1.1,0,1,0,0.0,0.9,0.0,0.0,,15.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Eric Bocat,FRA,DF,Stoke City,26-160,1999.0,6.0,0,5,0,0.0,0.84,0.0,0.0,,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Marc Bola,ENG,DF,Watford,28-014,1997.0,16.9,1,17,3,17.6,1.0,0.18,0.06,0.33,19.0,0,0,0,1.0,1.0,0.06,0.0,0.0
Neto Borges,BRA,DF,Middlesbrough,29-101,1996.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Neto Borges,BRA,DF,Bristol City,29-101,1996.0,10.8,0,11,1,9.1,1.02,0.09,0.0,0.0,19.8,2,0,0,0.6,0.6,0.05,-0.6,-0.6
Raphael Borges Rodrigues,AUS,FW,Coventry City,22-103,2003.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Oliver Bostock,WAL,MF,West Brom,18-306,2007.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ibane Bowat,SCO,DF,Portsmouth,23-099,2002.0,4.5,1,3,2,66.7,0.67,0.45,0.33,0.5,8.6,0,0,0,0.4,0.4,0.14,0.6,0.6
Róbert Boženík,SVK,FW,Stoke City,26-035,1999.0,5.9,0,15,4,26.7,2.56,0.68,0.0,0.0,17.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2
Tom Bradshaw,WAL,FW,Oxford United,33-149,1992.0,0.8,0,1,0,0.0,1.3,0.0,0.0,,9.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1
Cameron Bragg,ENG,MF,Southampton,20-257,2005.0,2.1,0,1,1,100.0,0.47,0.47,0.0,0.0,26.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Cameron Brannagan,ENG,MF,Oxford United,29-228,1996.0,14.9,4,32,13,40.6,2.14,0.87,0.13,0.31,28.1,10,0,0,1.1,1.1,0.03,2.9,2.9
Brau,ESP,"DF,FW",Coventry City,23-361,2001.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
James Bree,ENG,"DF,FW",Charlton Ath,28-073,1997.0,14.1,2,11,4,36.4,0.78,0.28,0.18,0.5,20.7,1,0,0,0.7,0.7,0.07,1.3,1.3
