Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Keshi Anderson,ENG,"FW,MF",Birmingham City,30-261,1995.0,7.2,18,9,6,9,3,7,15,46.7,8,11,2,9,2,20,13,1
Kai Andrews,WAL,"FW,MF",Coventry City,19-139,2006.0,0.6,1,1,0,0,1,0,0,,0,4,1,3,0,1,0,0
Ryan Andrews,ENG,DF,Watford,21-119,2004.0,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,2,0
Robert Apter,SCO,"FW,MF",Charlton Ath,22-244,2003.0,6.2,14,7,9,2,3,9,16,56.3,7,7,0,7,1,15,6,0
Oliver Arblaster,ENG,MF,Sheffield Utd,21-232,2004.0,1.8,1,1,0,0,1,0,0,,0,1,0,1,2,3,3,0
Cameron Archer,ENG,"FW,MF",Southampton,24-155,2001.0,5.6,4,2,0,3,1,3,3,100.0,0,5,0,5,0,4,4,0
Joe Aribo,NGA,"MF,FW",Southampton,29-155,1996.0,1.3,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,4,0
Adam Armstrong,ENG,"FW,MF",Southampton,28-316,1997.0,17.6,19,9,3,9,7,8,9,88.9,1,9,0,9,4,23,5,1
Harrison Armstrong,ENG,MF,Preston,18-338,2007.0,10.9,17,9,6,10,1,8,14,57.1,6,21,7,14,12,29,21,0
Sinclair Armstrong,IRL,FW,Bristol City,22-184,2003.0,9.0,8,5,2,2,4,4,4,100.0,0,8,1,7,1,9,5,0
Tom Atcheson,NIR,DF,Blackburn,19-092,2006.0,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Robert Atkinson,ENG,DF,Bristol City,27-163,1998.0,11.8,24,18,15,8,1,10,15,66.7,5,19,11,8,13,37,85,1
Jordan Ayew,GHA,"FW,MF",Leicester City,34-103,1991.0,15.4,21,16,8,6,7,5,15,33.3,10,11,1,10,8,29,27,0
Luke Ayling,ENG,DF,Middlesbrough,34-120,1991.0,16.7,34,26,18,12,4,21,29,72.4,8,18,13,5,16,50,45,0
Finn Azaz,IRL,"MF,FW",Southampton,25-107,2000.0,12.8,28,12,15,8,5,15,27,55.6,12,12,0,12,3,31,15,0
Finn Azaz,IRL,MF,Middlesbrough,25-107,2000.0,1.0,1,1,1,0,0,1,1,100.0,0,5,0,5,2,3,1,0
Femi Azeez,ENG,"FW,MF",Millwall,24-201,2001.0,10.1,20,13,9,7,4,9,15,60.0,6,13,1,12,6,26,10,0
Ivan Azón,ESP,FW,Ipswich Town,22-364,2002.0,6.3,1,0,0,0,1,0,1,0.0,1,4,2,2,0,1,6,0
Kwadwo Baah,ENG,"FW,MF",Watford,22-330,2003.0,6.6,3,2,1,1,1,0,3,0.0,3,5,1,4,1,4,5,0
Lewis Baker,ENG,MF,Stoke City,30-242,1995.0,11.1,11,7,3,7,1,0,11,0.0,11,7,1,6,7,18,16,1
Thierno Ballo,AUT,"FW,MF",Millwall,23-355,2002.0,12.3,21,13,7,13,1,8,23,34.8,15,10,0,10,7,28,12,0
Patrick Bamford,ENG,FW,Sheffield Utd,32-109,1993.0,3.8,5,4,0,2,3,2,6,33.3,4,0,0,0,1,6,2,0
Alex Bangura,SLE,DF,Middlesbrough,26-163,1999.0,2.6,1,0,1,0,0,0,0,,0,2,0,2,2,3,3,0
Raees Bangura-Williams,,MF,Millwall,,,4.3,4,4,3,1,0,2,5,40.0,3,7,2,5,3,7,5,0
Tamer Bani Odeh,JOR,MF,West Brom,22-065,2003.0,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Barry Bannan,SCO,MF,Sheffield Weds,36-022,1989.0,20.3,26,16,13,10,3,14,33,42.4,19,19,11,8,19,45,16,0
Moussa Baradji,FRA,MF,Blackburn,25-033,2000.0,1.1,6,4,3,3,0,1,1,100.0,0,1,0,1,2,8,6,0
Ryan Barnett,ENG,DF,Wrexham,26-091,1999.0,4.4,4,2,1,1,2,2,4,50.0,2,2,0,2,2,6,16,0
Louie Barry,ENG,"FW,MF",Sheffield Utd,22-185,2003.0,4.9,7,7,4,0,3,0,7,0.0,7,3,0,3,0,7,3,0
Danny Batth,ENG,DF,Derby County,35-093,1990.0,3.7,2,0,1,1,0,0,0,,0,5,4,1,4,6,34,1
Nathan Baxter,ENG,GK,Watford,27-045,1998.0,6.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Gavin Bazunu,IRL,GK,Southampton,23-306,2002.0,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,2
James Beadle,ENG,GK,Birmingham City,21-160,2004.0,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2
Asmir Begović,BIH,GK,Leicester City,38-186,1987.0,4.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
Amari'i Bell,JAM,DF,Charlton Ath,31-232,1994.0,12.0,14,10,9,5,0,6,13,46.2,7,21,13,8,16,30,42,2
Sam Bell,ENG,MF,Bristol City,23-214,2002.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
Bachir Belloumi,ALG,"FW,MF",Hull City,23-205,2002.0,5.0,10,7,5,4,1,6,12,50.0,6,6,0,6,10,20,2,0
Anis Ben Slimane,TUN,MF,Norwich City,24-282,2001.0,0.2,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Steven Benda,GER,GK,Millwall,27-083,1998.0,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2
Victor Bernth Kristiansen,DEN,DF,Leicester City,23-007,2002.0,1.4,6,4,4,1,1,3,9,33.3,6,0,0,0,0,6,7,0
Luke Berry,ENG,MF,Charlton Ath,33-164,1992.0,2.2,3,1,1,1,1,1,3,33.3,2,2,0,2,0,3,0,0
Florian Bianchini,FRA,FW,Portsmouth,24-181,2001.0,5.7,13,11,4,4,5,5,13,38.5,8,11,1,10,1,14,7,0
Jake Bidwell,ENG,DF,Coventry City,32-277,1993.0,1.9,1,1,0,1,0,1,2,50.0,1,4,3,1,1,2,12,0
Krystian Bielik,POL,DF,West Brom,27-353,1998.0,5.6,11,6,6,3,2,6,9,66.7,3,9,3,6,12,23,35,0
Tyler Bindon,NZL,DF,Sheffield Utd,20-330,2005.0,6.4,6,5,3,3,0,3,8,37.5,5,7,3,4,3,9,45,0
Max Bird,ENG,MF,Bristol City,25-096,2000.0,1.1,2,1,1,1,0,2,3,66.7,1,1,1,0,1,3,3,0
Colby Bishop,ENG,FW,Portsmouth,29-049,1996.0,18.6,11,6,5,4,2,1,6,16.7,5,6,4,2,1,12,31,0
Corey Blackett-Taylor,ENG,"MF,DF",Derby County,28-091,1997.0,1.5,0,0,0,0,0,0,0,,0,0,0,0,4,4,0,1
Harvey Blair,ENG,FW,Portsmouth,22-100,2003.0,1.1,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,0,0
Eric Bocat,FRA,DF,Stoke City,26-160,1999.0,6.0,14,7,9,4,1,8,12,66.7,4,4,3,1,16,30,20,1
Marc Bola,ENG,DF,Watford,28-014,1997.0,16.9,14,9,10,4,0,12,17,70.6,5,20,4,16,25,39,94,1
Neto Borges,BRA,DF,Middlesbrough,29-101,1996.0,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Neto Borges,BRA,DF,Bristol City,29-101,1996.0,10.8,23,16,13,9,1,17,24,70.8,7,16,5,11,24,47,40,1
Raphael Borges Rodrigues,AUS,FW,Coventry City,22-103,2003.0,0.4,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0
Oliver Bostock,WAL,MF,West Brom,18-306,2007.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ibane Bowat,SCO,DF,Portsmouth,23-099,2002.0,4.5,6,4,3,2,1,1,2,50.0,1,4,2,2,11,17,18,0
Róbert Boženík,SVK,FW,Stoke City,26-035,1999.0,5.9,6,3,1,5,0,1,8,12.5,7,4,1,3,2,8,9,0
Tom Bradshaw,WAL,FW,Oxford United,33-149,1992.0,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Cameron Bragg,ENG,MF,Southampton,20-257,2005.0,2.1,10,5,4,4,2,4,8,50.0,4,3,2,1,1,11,5,1
Cameron Brannagan,ENG,MF,Oxford United,29-228,1996.0,14.9,27,15,12,13,2,14,35,40.0,21,9,4,5,12,39,14,4
Brau,ESP,"DF,FW",Coventry City,23-361,2001.0,0.9,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0
James Bree,ENG,"DF,FW",Charlton Ath,28-073,1997.0,14.1,21,11,8,10,3,15,21,71.4,6,13,2,11,11,32,34,0
Ben Brereton,CHI,"MF,FW",Derby County,26-249,1999.0,14.0,6,2,1,4,1,4,16,25.0,12,6,0,6,2,8,11,0
Rhian Brewster,ENG,"MF,FW",Derby County,25-266,2000.0,5.5,3,2,2,1,0,3,4,75.0,1,3,0,3,2,5,10,0
Callum Brittain,ENG,DF,Middlesbrough,27-286,1998.0,20.6,31,19,15,12,4,18,29,62.1,11,17,2,15,24,55,70,0
Nathan Broadhead,WAL,MF,Ipswich Town,27-262,1998.0,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Nathan Broadhead,WAL,"FW,MF",Wrexham,27-262,1998.0,8.7,6,4,3,1,2,3,6,50.0,3,8,0,8,3,9,7,0
Andre Brooks,ENG,"MF,FW",Sheffield Utd,22-125,2003.0,10.7,22,16,7,10,5,17,32,53.1,15,28,1,27,3,25,18,0
Ciaron Brown,NIR,DF,Oxford United,27-343,1998.0,12.9,9,7,7,2,0,3,6,50.0,3,15,10,5,21,30,127,0
Dajaune Brown,JAM,FW,Derby County,20-068,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
George Brown,,FW,Sheffield Weds,,,3.4,1,0,1,0,0,1,1,100.0,0,2,1,1,2,3,3,0
Alan Browne,IRL,"MF,DF",Middlesbrough,30-252,1995.0,10.4,20,10,8,10,2,11,22,50.0,11,12,5,7,20,40,40,2
Lewis Brunt,ENG,DF,Wrexham,25-047,2000.0,6.1,8,5,6,2,0,7,12,58.3,5,20,10,10,8,16,42,0
Joe Bryan,ENG,DF,Millwall,32-097,1993.0,6.3,12,9,8,4,0,6,12,50.0,6,11,1,10,14,26,25,0
Solomon Brynn,ENG,GK,Middlesbrough,25-054,2000.0,22.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1
Cameron Burgess,AUS,DF,Swansea City,30-063,1995.0,22.0,23,14,19,3,1,13,16,81.3,3,32,20,12,25,48,196,3
Delano Burgzorg,SUR,"FW,MF",Middlesbrough,27-046,1998.0,8.7,7,6,3,3,1,1,2,50.0,1,6,0,6,3,10,4,0
Reece Burke,ENG,DF,Charlton Ath,29-112,1996.0,4.6,6,4,4,1,1,2,3,66.7,1,4,3,1,8,14,37,0
Rumarn Burrell,JAM,"FW,MF",QPR,25-007,2000.0,18.1,7,5,2,4,1,4,8,50.0,4,14,0,14,4,11,15,0
Harrison Burrows,ENG,DF,Sheffield Utd,23-345,2002.0,13.3,27,13,17,5,5,14,23,60.9,9,15,3,12,8,35,49,1
Josef Bursik,ENG,GK,Portsmouth,25-164,2000.0,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
Ben Cabango,WAL,DF,Swansea City,25-207,2000.0,20.8,45,25,31,14,0,24,38,63.2,14,29,16,13,22,67,145,4
Liberato Cacace,NZL,"DF,FW",Wrexham,25-087,2000.0,5.4,3,1,2,1,0,2,6,33.3,4,8,4,4,4,7,13,1
Bailey-Tye Cadamarteri,JAM,FW,Sheffield Weds,20-228,2005.0,15.4,14,6,1,9,4,3,9,33.3,6,16,2,14,5,19,18,0
Jens Cajuste,SWE,MF,Ipswich Town,26-135,1999.0,9.1,16,12,3,10,3,6,13,46.2,7,15,2,13,6,22,16,1
George Campbell,USA,DF,West Brom,24-184,2001.0,15.6,35,24,19,14,2,23,30,76.7,7,14,8,6,11,46,74,1
Tyreece Campbell,JAM,"FW,MF",Charlton Ath,22-100,2003.0,16.7,10,8,1,5,4,4,10,40.0,6,9,3,6,5,15,22,0
Tyrese Campbell,ENG,FW,Sheffield Utd,25-360,1999.0,15.4,12,8,2,6,4,3,6,50.0,3,7,3,4,0,12,14,0
Thomas Cannon,IRL,"FW,MF",Sheffield Utd,22-360,2002.0,7.9,2,2,1,0,1,1,3,33.3,2,3,0,3,1,3,6,0
Todd Cantwell,ENG,MF,Blackburn,27-299,1998.0,9.4,19,16,8,10,1,9,24,37.5,15,11,0,11,6,25,6,0
Sonny Carey,ENG,MF,Charlton Ath,24-337,2001.0,18.3,20,12,4,8,8,6,28,21.4,22,16,4,12,10,30,24,1
Julián Carranza,ARG,"FW,MF",Leicester City,25-215,2000.0,3.5,5,5,1,3,1,1,3,33.3,2,2,0,2,2,7,2,0
Hayden Carter,ENG,DF,Blackburn,26-006,1999.0,1.0,2,2,2,0,0,2,4,50.0,2,1,1,0,0,2,7,0
Kaelan Casey,ENG,DF,Swansea City,21-056,2004.0,3.2,0,0,0,0,0,0,1,0.0,1,6,5,1,2,2,26,0
Eiran Cashin,IRL,DF,Birmingham City,24-044,2001.0,2.4,8,6,7,1,0,7,9,77.8,2,1,1,0,3,11,29,1
Žan Celar,SVN,FW,QPR,26-284,1999.0,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Ilias Chair,MAR,"FW,MF",QPR,28-054,1997.0,8.9,12,6,6,5,1,8,23,34.8,15,8,0,8,3,15,6,0
Giorgi Chakvetadze,GEO,"MF,FW",Watford,26-116,1999.0,2.7,5,2,1,3,1,5,6,83.3,1,1,1,0,2,7,2,0
Nathaniel Chalobah,ENG,"MF,FW",Sheffield Weds,31-011,1994.0,0.8,1,1,0,0,1,1,1,100.0,0,1,1,0,2,3,1,1
Archie Chaplin,ENG,"DF,FW",Middlesbrough,20-056,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Conor Chaplin,ENG,"MF,FW",Portsmouth,28-310,1997.0,11.2,11,8,3,4,4,7,18,38.9,11,11,4,7,3,14,8,0
Conor Chaplin,ENG,"FW,MF",Ipswich Town,28-310,1997.0,1.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Pierce Charles,NIR,GK,Sheffield Weds,20-155,2005.0,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
Shea Charles,NIR,MF,Southampton,22-048,2003.0,11.3,30,20,10,16,4,12,19,63.2,7,15,4,11,13,43,21,1
Tahith Chong,CUW,"MF,FW",Sheffield Utd,26-019,1999.0,2.6,3,3,0,2,1,2,4,50.0,2,5,1,4,2,5,0,0
Hamza Choudhury,BAN,"DF,MF",Leicester City,28-083,1997.0,8.1,22,10,13,5,4,10,13,76.9,3,16,8,8,5,27,29,1
Benjamin Chrisene,ENG,DF,Norwich City,21-345,2004.0,3.7,6,3,6,0,0,4,8,50.0,4,4,2,2,0,6,10,0
Lamine Cissé,FRA,FW,Stoke City,22-311,2003.0,3.3,6,3,2,4,0,1,8,12.5,7,4,0,4,4,10,4,0
Bobby Clark,ENG,"MF,FW",Derby County,20-319,2005.0,16.3,36,19,18,12,6,17,33,51.5,16,22,2,20,13,49,17,1
Jack Clarke,ENG,FW,Ipswich Town,25-030,2000.0,10.6,19,12,6,9,4,4,12,33.3,8,9,0,9,6,25,10,0
Matthew Clarke,ENG,DF,Derby County,29-092,1996.0,22.0,40,26,27,13,0,17,29,58.6,12,38,24,14,28,68,188,0
Jake Clarke-Salter,ENG,DF,QPR,28-092,1997.0,2.7,0,0,0,0,0,0,1,0.0,1,0,0,0,4,4,21,0
Max Cleworth,WAL,DF,Wrexham,23-136,2002.0,22.0,39,29,26,12,1,23,34,67.6,11,32,20,12,21,60,128,0
Conor Coady,ENG,DF,Wrexham,32-301,1993.0,4.9,9,4,7,2,0,5,5,100.0,0,8,7,1,2,11,30,0
Josh Coburn,ENG,"FW,MF",Millwall,23-017,2002.0,7.1,6,4,3,2,1,2,4,50.0,2,8,1,7,2,8,11,0
Alex Cochrane,ENG,DF,Birmingham City,25-246,2000.0,16.3,18,9,9,5,4,14,26,53.8,12,7,2,5,19,37,56,0
Toby Collyer,ENG,MF,West Brom,21-354,2004.0,2.9,9,5,3,4,2,7,7,100.0,0,0,0,0,4,13,8,0
Tommy Conway,SCO,"FW,MF",Middlesbrough,23-139,2002.0,18.2,19,11,5,7,7,9,17,52.9,8,15,0,15,3,22,10,1
Steve Cook,ENG,DF,QPR,34-248,1991.0,13.3,8,5,5,3,0,3,5,60.0,2,15,14,1,11,19,96,2
Jake Cooper,ENG,DF,Millwall,30-323,1995.0,21.0,16,11,11,5,0,6,11,54.5,5,22,15,7,16,32,175,1
Liam Cooper,SCO,DF,Sheffield Weds,34-115,1991.0,4.4,6,2,1,5,0,1,4,25.0,3,8,6,2,9,15,34,1
Michael Cooper,ENG,GK,Sheffield Utd,26-076,1999.0,21.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,12,1
José Cordoba,PAN,DF,Norwich City,24-292,2001.0,6.4,11,9,5,5,1,6,9,66.7,3,7,6,1,8,19,35,0
Harry Cornick,ENG,MF,Bristol City,30-258,1995.0,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Conor Coventry,IRL,MF,Charlton Ath,25-273,2000.0,18.9,30,19,12,16,2,20,29,69.0,9,19,5,14,22,52,40,2
Lewie Coyle,ENG,DF,Hull City,30-069,1995.0,14.9,20,16,13,5,2,17,25,68.0,8,16,6,10,9,29,57,0
Tristan Crama,FRA,DF,Millwall,24-045,2001.0,21.7,36,21,18,15,3,16,26,61.5,10,33,17,16,32,68,151,1
Aaron Cresswell,ENG,DF,Stoke City,36-008,1989.0,16.5,19,11,7,10,2,16,20,80.0,4,12,2,10,16,35,39,0
Ante Crnac,CRO,"FW,MF",Norwich City,22-006,2003.0,8.4,11,4,4,5,2,3,10,30.0,7,12,4,8,1,12,10,0
Max Crocombe,NZL,GK,Millwall,32-133,1993.0,13.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,7,1
Matt Crooks,ENG,MF,Hull City,31-337,1994.0,13.5,37,19,10,25,2,23,37,62.2,14,22,5,17,12,49,19,1
Liam Cullen,WAL,"MF,FW",Swansea City,26-244,1999.0,9.7,11,7,3,6,2,2,5,40.0,3,11,1,10,4,15,18,0
Jamie Cumming,ENG,GK,Oxford United,26-110,1999.0,22.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,2
Luke Cundle,ENG,MF,Millwall,23-241,2002.0,8.6,15,8,7,4,4,6,6,100.0,0,8,1,7,5,20,13,0
Jack Currie,ENG,DF,Oxford United,23-059,2002.0,12.2,40,28,32,7,1,21,34,61.8,13,13,3,10,25,65,55,1
Patson Daka,ZAM,FW,Leicester City,27-075,1998.0,9.1,4,3,3,1,0,0,4,0.0,4,7,2,5,0,4,11,0
Harry Darling,ENG,DF,Norwich City,26-137,1999.0,21.0,22,11,17,5,0,7,11,63.6,4,25,21,4,21,43,103,2
Jay Dasilva,WAL,DF,Coventry City,27-245,1998.0,19.8,39,25,23,12,4,19,29,65.5,10,17,2,15,23,62,36,2
Adam Davies,WAL,GK,Sheffield Utd,33-159,1992.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Ben Davies,ENG,DF,Oxford United,30-134,1995.0,5.1,4,3,2,2,0,1,5,20.0,4,5,3,2,5,9,23,0
Tom Davies,ENG,MF,Sheffield Utd,27-176,1998.0,2.0,2,1,1,1,0,2,5,40.0,3,2,0,2,4,6,4,0
Leif Davis,ENG,DF,Ipswich Town,25-345,2000.0,20.5,14,10,9,2,3,9,17,52.9,8,7,1,6,17,31,63,1
Bobby De Cordova-Reid,JAM,MF,Leicester City,32-324,1993.0,7.1,8,7,4,3,1,1,7,14.3,6,5,0,5,4,12,6,0
Brian De Keersmaecker,BEL,MF,Oxford United,25-231,2000.0,19.7,44,21,15,21,8,28,41,68.3,13,33,7,26,23,67,39,0
Dion De Neve,BEL,"DF,FW",Blackburn,23-194,2002.0,6.4,18,11,13,3,2,8,15,53.3,7,11,0,11,2,20,9,0
Tom Dele-Bashiru,NGA,MF,Watford,26-097,1999.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Karamoko Dembélé,ENG,"FW,MF",QPR,22-304,2003.0,12.1,16,13,2,11,3,6,21,28.6,15,8,1,7,3,19,5,0
Siriki Dembélé,CIV,"MF,FW",Oxford United,29-107,1996.0,5.9,8,6,3,2,3,1,4,25.0,3,8,2,6,5,13,4,0
Enis Destan,TUR,FW,Hull City,23-191,2002.0,4.6,4,0,1,1,2,1,4,25.0,3,4,2,2,1,5,7,0
Alfie Devine,ENG,MF,Preston,21-144,2004.0,14.9,33,22,11,17,5,16,25,64.0,9,22,2,20,9,42,18,0
Terry Devlin,NIR,DF,Portsmouth,22-047,2003.0,7.7,26,16,10,10,6,15,23,65.2,8,10,5,5,13,39,39,0
Ousmane Diakité,MLI,MF,West Brom,25-151,2000.0,9.7,19,14,11,6,2,8,18,44.4,10,8,4,4,14,33,23,2
Tyler Dibling,ENG,FW,Southampton,19-286,2006.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Robert Dickie,ENG,DF,Bristol City,29-295,1996.0,19.7,20,14,12,8,0,12,24,50.0,12,27,22,5,28,48,180,1
Daryl Dike,USA,"MF,FW",West Brom,25-203,2000.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nathan Dlamini,,FW,Blackburn,,,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lewis Dobbin,ENG,FW,Preston,22-354,2003.0,11.8,9,3,2,5,2,1,5,20.0,4,10,0,10,1,10,2,0
George Dobson,ENG,MF,Wrexham,28-038,1997.0,19.1,65,42,29,29,7,34,53,64.2,19,33,11,22,17,82,42,1
Greg Docherty,SCO,MF,Charlton Ath,29-104,1996.0,16.5,30,16,11,14,5,15,33,45.5,18,27,15,12,12,42,42,0
Jamie Donley,NIR,MF,Stoke City,20-354,2005.0,0.9,4,1,3,0,1,1,2,50.0,1,4,0,4,0,4,2,0
Alfie Doughty,ENG,"DF,MF",Millwall,26-002,1999.0,6.5,12,8,6,4,2,6,11,54.5,5,5,2,3,8,20,16,1
Mamadou Doumbia,MLI,FW,Watford,19-308,2006.0,10.7,6,3,1,3,2,2,5,40.0,3,12,3,9,2,8,16,0
Flynn Downes,ENG,MF,Southampton,26-337,1999.0,11.2,19,14,4,13,2,8,15,53.3,7,9,5,4,19,38,22,0
Damion Downs,USA,"FW,MF",Southampton,21-170,2004.0,3.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,4,0
Callum Doyle,ENG,DF,Wrexham,22-081,2003.0,7.9,17,9,12,5,0,13,21,61.9,8,15,7,8,13,30,46,0
Tommy Doyle,ENG,"MF,FW",Birmingham City,24-067,2001.0,12.9,20,10,5,11,4,8,13,61.5,5,19,4,15,13,33,18,2
Andre Dozzell,ENG,MF,Portsmouth,26-235,1999.0,19.2,22,14,7,10,5,6,13,46.2,7,20,8,12,11,33,23,1
Cody Drameh,ENG,"DF,FW",Hull City,24-015,2001.0,8.6,20,14,10,6,4,9,16,56.3,7,17,3,14,7,27,32,0
Marvin Ducksch,GER,FW,Birmingham City,31-291,1994.0,7.5,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,7,1
Shane Duffy,IRL,DF,Norwich City,33-356,1992.0,2.9,3,3,3,0,0,1,2,50.0,1,3,1,2,0,3,18,1
Jimmy Dunne,IRL,DF,QPR,28-065,1997.0,19.7,34,26,21,12,1,11,24,45.8,13,25,15,10,19,53,122,0
Pierre Dwomoh,BEL,MF,Watford,21-185,2004.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lyndon Dykes,SCO,"FW,MF",Birmingham City,30-077,1995.0,4.2,7,3,1,5,1,2,5,40.0,3,3,0,3,3,10,8,0
Josh Eccles,ENG,"MF,FW",Coventry City,25-261,2000.0,6.5,8,5,2,5,1,2,7,28.6,5,9,0,9,5,13,5,0
George Edmundson,ENG,DF,Middlesbrough,28-114,1997.0,2.1,3,3,3,0,0,3,4,75.0,1,2,2,0,5,8,18,0
Joshua Edwards,ENG,DF,Charlton Ath,25-210,2000.0,6.1,12,6,9,2,1,9,14,64.3,5,6,1,5,2,14,29,0
Ronnie Edwards,ENG,DF,Southampton,22-270,2003.0,7.4,8,5,8,0,0,4,8,50.0,4,7,2,5,4,12,46,0
John Egan,IRL,DF,Hull City,33-064,1992.0,17.1,23,16,14,9,0,9,15,60.0,6,25,17,8,18,41,123,2
Sindre Egeli,NOR,FW,Ipswich Town,19-185,2006.0,10.1,12,5,4,7,1,7,17,41.2,10,11,0,11,3,15,5,0
Callum Elder,AUS,DF,Derby County,30-330,1995.0,15.5,32,24,15,13,4,18,29,62.1,11,31,4,27,19,51,69,0
Aidomo Emakhu,IRL,"FW,MF",Millwall,22-058,2003.0,10.7,22,11,9,10,3,5,10,50.0,5,19,0,19,4,26,11,0
