Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,James Abankwah,ie IRL,DF,Watford,21-341,2004,9.1,482,441,40,11,0,3,3,20,0,0,0,0,394,1,7,Matches
2,Ebou Adams,gm GAM,MF,Derby County,29-342,1996,14.3,441,429,11,4,1,4,8,3,1,1,0,0,348,1,6,Matches
3,Kealey Adamson,au AUS,DF,QPR,22-289,2003,0.5,22,15,6,0,0,0,0,6,0,0,0,0,19,1,0,Matches
4,Patrick Agyemang,us USA,"FW,MF",Derby County,25-046,2000,14.5,234,228,6,1,0,0,5,0,0,0,0,0,165,0,15,Matches
5,Semi Ajayi,ng NGA,DF,Hull City,32-044,1993,9.7,390,382,7,5,0,4,5,1,0,0,0,0,287,1,1,Matches
6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-344,1996,4.7,108,104,3,0,1,0,4,3,0,0,0,0,78,1,0,Matches
7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-075,1995,7.3,176,166,10,3,1,1,0,0,0,0,0,0,144,0,8,Matches
8,Yisa Alao,,DF,Sheffield Weds,,,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
9,Ryan Alebiosu,ng NGA,DF,Blackburn,24-006,2001,19.1,659,603,54,3,0,1,100,51,0,0,0,0,474,2,20,Matches
10,Jamie Allen,eng ENG,MF,Coventry City,30-328,1995,5.1,245,244,0,0,0,3,0,0,0,0,0,0,219,1,3,Matches
11,Max Alleyne,eng ENG,DF,Watford,20-155,2005,11.0,587,560,25,10,0,3,3,15,0,0,0,0,470,2,3,Matches
12,Ryan Allsop,eng ENG,GK,Birmingham City,33-189,1992,10.0,451,344,104,40,0,4,0,0,0,0,0,0,305,3,0,Matches
13,Olabade Aluko,,"DF,FW",Leicester City,,,0.6,17,14,3,1,0,0,0,2,0,0,0,0,15,0,0,Matches
14,Papa Amadou Diallo,sn SEN,"DF,FW",Norwich City,21-181,2004,4.3,135,131,3,0,0,0,9,3,0,0,0,0,97,1,1,Matches
15,Harry Amass,eng ENG,DF,Sheffield Weds,18-282,2007,16.7,631,609,20,1,0,1,29,19,0,0,0,0,474,2,24,Matches
16,Karoy Anderson,jm JAM,MF,Charlton Ath,21-083,2004,2.6,98,97,1,0,0,0,2,0,0,0,0,0,78,0,1,Matches
17,Keshi Anderson,eng ENG,"FW,MF",Birmingham City,30-261,1995,7.2,301,277,21,3,0,2,30,15,0,0,0,0,223,3,8,Matches
18,Kai Andrews,wls WAL,"FW,MF",Coventry City,19-139,2006,0.6,27,27,0,0,0,0,0,0,0,0,0,0,24,0,0,Matches
19,Ryan Andrews,eng ENG,DF,Watford,21-119,2004,0.3,8,6,2,0,0,0,0,2,0,0,0,0,4,0,0,Matches
20,Robert Apter,sct SCO,"FW,MF",Charlton Ath,22-244,2003,6.2,170,152,18,5,0,0,47,7,6,5,0,0,99,0,14,Matches
21,Oliver Arblaster,eng ENG,MF,Sheffield Utd,21-232,2004,1.8,116,113,3,0,0,0,1,1,1,0,0,0,105,0,1,Matches
22,Cameron Archer,eng ENG,"FW,MF",Southampton,24-155,2001,5.6,89,87,2,0,1,0,1,0,0,0,0,0,68,0,0,Matches
23,Joe Aribo,ng NGA,"MF,FW",Southampton,29-155,1996,1.3,36,33,3,0,0,0,1,0,0,0,0,0,32,0,0,Matches
24,Adam Armstrong,eng ENG,"FW,MF",Southampton,28-316,1997,17.6,314,292,19,0,3,1,7,4,0,0,0,0,247,3,11,Matches
25,Harrison Armstrong,eng ENG,MF,Preston,18-338,2007,10.9,382,376,4,2,0,0,5,0,0,0,0,0,303,2,10,Matches
26,Sinclair Armstrong,ie IRL,FW,Bristol City,22-184,2003,9.0,148,136,12,0,0,0,3,3,1,0,0,0,121,0,5,Matches
27,Tom Atcheson,nir NIR,DF,Blackburn,19-092,2006,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
28,Robert Atkinson,eng ENG,DF,Bristol City,27-163,1998,11.8,485,418,66,20,1,1,2,45,0,0,0,0,377,1,3,Matches
29,Jordan Ayew,gh GHA,"FW,MF",Leicester City,34-103,1991,15.4,376,327,48,10,1,0,39,3,28,14,8,0,294,1,7,Matches
30,Luke Ayling,eng ENG,DF,Middlesbrough,34-120,1991,16.7,1226,1112,110,36,3,17,20,72,1,0,0,0,1030,4,15,Matches
31,Finn Azaz,ie IRL,"MF,FW",Southampton,25-107,2000,12.8,465,450,7,1,10,2,18,1,1,1,0,0,335,8,21,Matches
32,Finn Azaz,ie IRL,MF,Middlesbrough,25-107,2000,1.0,34,34,0,0,1,0,3,0,0,0,0,0,19,0,1,Matches
33,Femi Azeez,eng ENG,"FW,MF",Millwall,24-201,2001,10.1,286,270,15,4,0,0,60,7,4,3,1,0,156,1,8,Matches
34,Ivan Azón,es ESP,FW,Ipswich Town,22-364,2002,6.3,118,114,4,0,0,0,2,0,0,0,0,0,79,0,2,Matches
35,Kwadwo Baah,eng ENG,"FW,MF",Watford,22-330,2003,6.6,142,135,7,1,0,1,21,5,0,0,0,0,97,0,8,Matches
36,Lewis Baker,eng ENG,MF,Stoke City,30-242,1995,11.1,435,400,30,19,2,4,12,2,4,1,2,1,363,5,6,Matches
37,Thierno Ballo,at AUT,"FW,MF",Millwall,23-355,2002,12.3,315,307,6,0,2,1,19,4,0,0,0,0,211,2,20,Matches
38,Patrick Bamford,eng ENG,FW,Sheffield Utd,32-109,1993,3.8,58,57,1,0,0,0,0,0,0,0,0,0,37,0,3,Matches
39,Alex Bangura,sl SLE,DF,Middlesbrough,26-163,1999,2.6,145,117,28,6,0,0,6,22,0,0,0,0,130,0,4,Matches
40,Raees Bangura-Williams,,MF,Millwall,,,4.3,98,93,5,1,0,1,3,0,1,0,1,0,74,0,3,Matches
41,Tamer Bani Odeh,jo JOR,MF,West Brom,22-065,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
42,Barry Bannan,sct SCO,MF,Sheffield Weds,36-022,1989,20.3,1429,1232,194,89,6,4,121,13,90,38,26,4,1088,3,15,Matches
43,Moussa Baradji,fr FRA,MF,Blackburn,25-033,2000,1.1,55,55,0,0,0,0,3,0,0,0,0,0,36,0,3,Matches
44,Ryan Barnett,eng ENG,DF,Wrexham,26-091,1999,4.4,148,137,11,0,0,0,36,11,0,0,0,0,93,0,8,Matches
45,Louie Barry,eng ENG,"FW,MF",Sheffield Utd,22-185,2003,4.9,137,126,11,1,0,1,24,3,7,1,5,0,101,0,4,Matches
46,Danny Batth,eng ENG,DF,Derby County,35-093,1990,3.7,126,121,4,4,0,0,0,0,0,0,0,0,105,1,0,Matches
47,Nathan Baxter,eng ENG,GK,Watford,27-045,1998,6.5,216,150,66,13,0,0,0,0,0,0,0,0,157,0,0,Matches
48,Gavin Bazunu,ie IRL,GK,Southampton,23-306,2002,15.0,555,399,154,41,0,0,0,1,0,0,0,0,423,2,0,Matches
49,James Beadle,eng ENG,GK,Birmingham City,21-160,2004,12.0,520,391,126,33,0,0,0,0,0,0,0,0,316,3,1,Matches
50,Asmir Begović,ba BIH,GK,Leicester City,38-186,1987,4.5,136,83,52,18,0,0,0,0,0,0,0,0,91,1,0,Matches
51,Amari'i Bell,jm JAM,DF,Charlton Ath,31-232,1994,12.0,495,429,63,10,1,2,5,53,0,0,0,0,351,3,8,Matches
52,Sam Bell,eng ENG,MF,Bristol City,23-214,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
53,Bachir Belloumi,dz ALG,"FW,MF",Hull City,23-205,2002,5.0,147,134,12,2,0,0,10,8,2,1,0,0,94,1,7,Matches
54,Anis Ben Slimane,tn TUN,MF,Norwich City,24-282,2001,0.2,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
55,Steven Benda,de GER,GK,Millwall,27-083,1998,9.0,259,156,100,29,0,0,0,0,0,0,0,0,146,3,1,Matches
56,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,23-007,2002,1.4,86,74,12,3,0,0,4,9,0,0,0,0,70,0,2,Matches
57,Luke Berry,eng ENG,MF,Charlton Ath,33-164,1992,2.2,29,27,1,0,0,0,1,0,0,0,0,0,18,1,0,Matches
58,Florian Bianchini,fr FRA,FW,Portsmouth,24-181,2001,5.7,149,146,3,2,0,0,27,1,0,0,0,0,99,0,7,Matches
59,Jake Bidwell,eng ENG,DF,Coventry City,32-277,1993,1.9,71,63,8,0,0,0,2,8,0,0,0,0,54,0,2,Matches
60,Krystian Bielik,pl POL,DF,West Brom,27-353,1998,5.6,339,319,20,4,0,2,1,16,0,0,0,0,291,0,0,Matches
61,Tyler Bindon,nz NZL,DF,Sheffield Utd,20-330,2005,6.4,380,365,15,14,0,1,0,1,0,0,0,0,332,0,2,Matches
62,Max Bird,eng ENG,MF,Bristol City,25-096,2000,1.1,57,50,7,4,0,0,6,0,3,2,1,0,44,0,1,Matches
63,Colby Bishop,eng ENG,FW,Portsmouth,29-049,1996,18.6,349,339,7,0,0,0,3,0,0,0,0,0,203,3,9,Matches
64,Corey Blackett-Taylor,eng ENG,"MF,DF",Derby County,28-091,1997,1.5,22,22,0,0,0,0,5,0,0,0,0,0,15,0,2,Matches
65,Harvey Blair,eng ENG,FW,Portsmouth,22-100,2003,1.1,25,25,0,0,0,0,7,0,0,0,0,0,15,0,5,Matches
66,Eric Bocat,fr FRA,DF,Stoke City,26-160,1999,6.0,307,244,62,4,0,1,12,58,0,0,0,0,226,1,12,Matches
67,Marc Bola,eng ENG,DF,Watford,28-014,1997,16.9,876,719,153,8,2,2,78,145,0,0,0,0,649,4,17,Matches
68,Neto Borges,br BRA,DF,Middlesbrough,29-101,1996,0.1,14,10,4,1,0,0,0,3,0,0,0,0,12,0,0,Matches
69,Neto Borges,br BRA,DF,Bristol City,29-101,1996,10.8,453,357,94,11,1,1,45,63,20,9,1,0,336,2,7,Matches
