Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
James Abankwah,IRL,DF,Watford,21-341,2004.0,9.1,482,441,40,11,0,3,3,20,0,0,0,0,394,1,7
Ebou Adams,GAM,MF,Derby County,29-342,1996.0,14.3,441,429,11,4,1,4,8,3,1,1,0,0,348,1,6
Kealey Adamson,AUS,DF,QPR,22-289,2003.0,0.5,22,15,6,0,0,0,0,6,0,0,0,0,19,1,0
Patrick Agyemang,USA,"FW,MF",Derby County,25-046,2000.0,14.5,234,228,6,1,0,0,5,0,0,0,0,0,165,0,15
Semi Ajayi,NGA,DF,Hull City,32-044,1993.0,9.7,390,382,7,5,0,4,5,1,0,0,0,0,287,1,1
Babajide Akintola,NGA,"FW,MF",Hull City,29-344,1996.0,4.7,108,104,3,0,1,0,4,3,0,0,0,0,78,1,0
Chuba Akpom,ENG,"MF,FW",Ipswich Town,30-075,1995.0,7.3,176,166,10,3,1,1,0,0,0,0,0,0,144,0,8
Yisa Alao,,DF,Sheffield Weds,,,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Ryan Alebiosu,NGA,DF,Blackburn,24-006,2001.0,19.1,659,603,54,3,0,1,100,51,0,0,0,0,474,2,20
Jamie Allen,ENG,MF,Coventry City,30-328,1995.0,5.1,245,244,0,0,0,3,0,0,0,0,0,0,219,1,3
Max Alleyne,ENG,DF,Watford,20-155,2005.0,11.0,587,560,25,10,0,3,3,15,0,0,0,0,470,2,3
Ryan Allsop,ENG,GK,Birmingham City,33-189,1992.0,10.0,451,344,104,40,0,4,0,0,0,0,0,0,305,3,0
Olabade Aluko,,"DF,FW",Leicester City,,,0.6,17,14,3,1,0,0,0,2,0,0,0,0,15,0,0
Papa Amadou Diallo,SEN,"DF,FW",Norwich City,21-181,2004.0,4.3,135,131,3,0,0,0,9,3,0,0,0,0,97,1,1
Harry Amass,ENG,DF,Sheffield Weds,18-282,2007.0,16.7,631,609,20,1,0,1,29,19,0,0,0,0,474,2,24
Karoy Anderson,JAM,MF,Charlton Ath,21-083,2004.0,2.6,98,97,1,0,0,0,2,0,0,0,0,0,78,0,1
Keshi Anderson,ENG,"FW,MF",Birmingham City,30-261,1995.0,7.2,301,277,21,3,0,2,30,15,0,0,0,0,223,3,8
Kai Andrews,WAL,"FW,MF",Coventry City,19-139,2006.0,0.6,27,27,0,0,0,0,0,0,0,0,0,0,24,0,0
Ryan Andrews,ENG,DF,Watford,21-119,2004.0,0.3,8,6,2,0,0,0,0,2,0,0,0,0,4,0,0
Robert Apter,SCO,"FW,MF",Charlton Ath,22-244,2003.0,6.2,170,152,18,5,0,0,47,7,6,5,0,0,99,0,14
Oliver Arblaster,ENG,MF,Sheffield Utd,21-232,2004.0,1.8,116,113,3,0,0,0,1,1,1,0,0,0,105,0,1
Cameron Archer,ENG,"FW,MF",Southampton,24-155,2001.0,5.6,89,87,2,0,1,0,1,0,0,0,0,0,68,0,0
Joe Aribo,NGA,"MF,FW",Southampton,29-155,1996.0,1.3,36,33,3,0,0,0,1,0,0,0,0,0,32,0,0
Adam Armstrong,ENG,"FW,MF",Southampton,28-316,1997.0,17.6,314,292,19,0,3,1,7,4,0,0,0,0,247,3,11
Harrison Armstrong,ENG,MF,Preston,18-338,2007.0,10.9,382,376,4,2,0,0,5,0,0,0,0,0,303,2,10
Sinclair Armstrong,IRL,FW,Bristol City,22-184,2003.0,9.0,148,136,12,0,0,0,3,3,1,0,0,0,121,0,5
Tom Atcheson,NIR,DF,Blackburn,19-092,2006.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Atkinson,ENG,DF,Bristol City,27-163,1998.0,11.8,485,418,66,20,1,1,2,45,0,0,0,0,377,1,3
Jordan Ayew,GHA,"FW,MF",Leicester City,34-103,1991.0,15.4,376,327,48,10,1,0,39,3,28,14,8,0,294,1,7
Luke Ayling,ENG,DF,Middlesbrough,34-120,1991.0,16.7,1226,1112,110,36,3,17,20,72,1,0,0,0,1030,4,15
Finn Azaz,IRL,"MF,FW",Southampton,25-107,2000.0,12.8,465,450,7,1,10,2,18,1,1,1,0,0,335,8,21
Finn Azaz,IRL,MF,Middlesbrough,25-107,2000.0,1.0,34,34,0,0,1,0,3,0,0,0,0,0,19,0,1
Femi Azeez,ENG,"FW,MF",Millwall,24-201,2001.0,10.1,286,270,15,4,0,0,60,7,4,3,1,0,156,1,8
Ivan Azón,ESP,FW,Ipswich Town,22-364,2002.0,6.3,118,114,4,0,0,0,2,0,0,0,0,0,79,0,2
Kwadwo Baah,ENG,"FW,MF",Watford,22-330,2003.0,6.6,142,135,7,1,0,1,21,5,0,0,0,0,97,0,8
Lewis Baker,ENG,MF,Stoke City,30-242,1995.0,11.1,435,400,30,19,2,4,12,2,4,1,2,1,363,5,6
Thierno Ballo,AUT,"FW,MF",Millwall,23-355,2002.0,12.3,315,307,6,0,2,1,19,4,0,0,0,0,211,2,20
Patrick Bamford,ENG,FW,Sheffield Utd,32-109,1993.0,3.8,58,57,1,0,0,0,0,0,0,0,0,0,37,0,3
Alex Bangura,SLE,DF,Middlesbrough,26-163,1999.0,2.6,145,117,28,6,0,0,6,22,0,0,0,0,130,0,4
Raees Bangura-Williams,,MF,Millwall,,,4.3,98,93,5,1,0,1,3,0,1,0,1,0,74,0,3
Tamer Bani Odeh,JOR,MF,West Brom,22-065,2003.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Bannan,SCO,MF,Sheffield Weds,36-022,1989.0,20.3,1429,1232,194,89,6,4,121,13,90,38,26,4,1088,3,15
Moussa Baradji,FRA,MF,Blackburn,25-033,2000.0,1.1,55,55,0,0,0,0,3,0,0,0,0,0,36,0,3
Ryan Barnett,ENG,DF,Wrexham,26-091,1999.0,4.4,148,137,11,0,0,0,36,11,0,0,0,0,93,0,8
Louie Barry,ENG,"FW,MF",Sheffield Utd,22-185,2003.0,4.9,137,126,11,1,0,1,24,3,7,1,5,0,101,0,4
Danny Batth,ENG,DF,Derby County,35-093,1990.0,3.7,126,121,4,4,0,0,0,0,0,0,0,0,105,1,0
Nathan Baxter,ENG,GK,Watford,27-045,1998.0,6.5,216,150,66,13,0,0,0,0,0,0,0,0,157,0,0
Gavin Bazunu,IRL,GK,Southampton,23-306,2002.0,15.0,555,399,154,41,0,0,0,1,0,0,0,0,423,2,0
James Beadle,ENG,GK,Birmingham City,21-160,2004.0,12.0,520,391,126,33,0,0,0,0,0,0,0,0,316,3,1
Asmir Begović,BIH,GK,Leicester City,38-186,1987.0,4.5,136,83,52,18,0,0,0,0,0,0,0,0,91,1,0
