Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches
1,James Abankwah,ie IRL,DF,Watford,21-341,2004,9.1,590,72,316,244,36,4,590,6,4,66.7,1,16.7,321,1699,830,10,8,0,5,4,371,6,Matches
2,Ebou Adams,gm GAM,MF,Derby County,29-342,1996,14.3,624,49,188,337,109,6,624,8,2,25.0,5,62.5,243,1241,446,10,7,2,17,14,288,19,Matches
3,Kealey Adamson,au AUS,DF,QPR,22-289,2003,0.5,31,2,7,16,9,0,31,2,1,50.0,1,50.0,14,79,26,1,0,0,1,0,16,0,Matches
4,Patrick Agyemang,us USA,"FW,MF",Derby County,25-046,2000,14.5,452,14,41,153,269,98,452,65,21,32.3,39,60.0,267,2128,885,43,23,29,52,45,338,93,Matches
5,Semi Ajayi,ng NGA,DF,Hull City,32-044,1993,9.7,504,60,286,202,18,8,504,5,2,40.0,2,40.0,277,1325,677,2,4,0,5,4,302,4,Matches
6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-344,1996,4.7,180,7,40,69,75,23,180,12,2,16.7,10,83.3,98,511,210,6,2,4,18,3,106,21,Matches
7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-075,1995,7.3,251,4,26,130,101,28,251,14,5,35.7,6,42.9,155,1111,555,19,16,4,15,9,174,41,Matches
8,Yisa Alao,,DF,Sheffield Weds,,,0.0,3,0,0,2,1,0,3,0,0,,0,,1,9,8,0,0,0,1,0,3,0,Matches
9,Ryan Alebiosu,ng NGA,DF,Blackburn,24-006,2001,19.1,874,43,213,367,302,26,874,35,14,40.0,20,57.1,462,3596,1812,71,43,15,31,10,505,111,Matches
10,Jamie Allen,eng ENG,MF,Coventry City,30-328,1995,5.1,298,15,52,189,57,7,298,1,0,0.0,1,100.0,145,646,311,5,4,0,9,0,197,10,Matches
11,Max Alleyne,eng ENG,DF,Watford,20-155,2005,11.0,722,66,319,367,42,8,722,11,7,63.6,4,36.4,393,2329,1354,16,7,0,8,1,449,3,Matches
12,Ryan Allsop,eng ENG,GK,Birmingham City,33-189,1992,10.0,468,295,461,7,0,0,468,0,0,,0,,276,1318,844,0,0,0,0,0,294,0,Matches
13,Olabade Aluko,,"DF,FW",Leicester City,,,0.6,29,4,11,9,9,4,29,1,0,0.0,0,0.0,13,66,23,1,1,0,0,1,14,1,Matches
14,Papa Amadou Diallo,sn SEN,"DF,FW",Norwich City,21-181,2004,4.3,190,4,30,80,82,10,190,10,3,30.0,6,60.0,100,774,376,8,7,3,12,3,116,36,Matches
15,Harry Amass,eng ENG,DF,Sheffield Weds,18-282,2007,16.7,915,57,273,392,265,29,915,55,22,40.0,28,50.9,506,3061,1492,44,24,11,55,33,523,74,Matches
16,Karoy Anderson,jm JAM,MF,Charlton Ath,21-083,2004,2.6,141,7,37,77,28,3,141,3,0,0.0,3,100.0,65,253,52,1,0,1,6,6,76,4,Matches
17,Keshi Anderson,eng ENG,"FW,MF",Birmingham City,30-261,1995,7.2,409,13,61,163,191,26,409,19,5,26.3,11,57.9,239,1561,788,25,13,6,25,11,275,77,Matches
18,Kai Andrews,wls WAL,"FW,MF",Coventry City,19-139,2006,0.6,40,2,7,21,15,1,40,5,4,80.0,1,20.0,29,172,69,1,1,0,3,2,31,5,Matches
19,Ryan Andrews,eng ENG,DF,Watford,21-119,2004,0.3,12,1,6,5,2,0,12,1,1,100.0,0,0.0,7,38,12,0,0,0,1,0,5,0,Matches
20,Robert Apter,sct SCO,"FW,MF",Charlton Ath,22-244,2003,6.2,234,7,37,63,140,17,234,18,4,22.2,12,66.7,130,829,368,17,7,8,4,10,129,45,Matches
21,Oliver Arblaster,eng ENG,MF,Sheffield Utd,21-232,2004,1.8,131,3,14,78,39,5,131,1,0,0.0,1,100.0,72,315,152,6,4,2,2,1,96,1,Matches
22,Cameron Archer,eng ENG,"FW,MF",Southampton,24-155,2001,5.6,166,6,14,71,87,23,166,18,7,38.9,11,61.1,91,620,283,8,8,6,17,9,108,34,Matches
23,Joe Aribo,ng NGA,"MF,FW",Southampton,29-155,1996,1.3,51,4,10,23,19,6,51,3,1,33.3,2,66.7,31,136,24,1,0,2,3,2,31,4,Matches
24,Adam Armstrong,eng ENG,"FW,MF",Southampton,28-316,1997,17.6,495,6,30,218,250,98,492,29,13,44.8,15,51.7,276,1468,650,25,11,18,35,18,356,105,Matches
25,Harrison Armstrong,eng ENG,MF,Preston,18-338,2007,10.9,507,25,106,241,164,16,507,22,6,27.3,13,59.1,281,1595,759,22,16,1,14,9,314,33,Matches
26,Sinclair Armstrong,ie IRL,FW,Bristol City,22-184,2003,9.0,263,6,18,111,142,42,263,28,9,32.1,18,64.3,169,1305,514,26,11,18,25,21,195,62,Matches
27,Tom Atcheson,nir NIR,DF,Blackburn,19-092,2006,0.2,4,1,3,1,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
28,Robert Atkinson,eng ENG,DF,Bristol City,27-163,1998,11.8,649,65,288,330,38,12,649,6,2,33.3,4,66.7,262,1304,795,16,14,0,5,2,294,6,Matches
29,Jordan Ayew,gh GHA,"FW,MF",Leicester City,34-103,1991,15.4,577,29,73,248,265,43,575,36,19,52.8,15,41.7,299,1904,775,33,21,7,49,43,390,96,Matches
30,Luke Ayling,eng ENG,DF,Middlesbrough,34-120,1991,16.7,1384,100,544,705,148,19,1384,13,9,69.2,3,23.1,814,4517,2831,37,29,1,19,8,937,16,Matches
31,Finn Azaz,ie IRL,"MF,FW",Southampton,25-107,2000,12.8,635,18,110,303,232,44,635,39,16,41.0,20,51.3,350,1689,790,22,18,5,27,14,431,59,Matches
32,Finn Azaz,ie IRL,MF,Middlesbrough,25-107,2000,1.0,49,0,10,16,24,6,49,2,0,0.0,2,100.0,31,164,101,5,5,1,1,4,34,8,Matches
33,Femi Azeez,eng ENG,"FW,MF",Millwall,24-201,2001,10.1,441,11,44,159,250,41,441,41,16,39.0,24,58.5,252,1612,916,33,23,11,32,10,276,94,Matches
