Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
James Abankwah,IRL,DF,Watford,21-341,2004.0,10,10,820,9.1,0,0,0,0,0,0,1,1,0.0,0.0,0.3,0.4,10,26,6,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Ebou Adams,GAM,MF,Derby County,29-342,1996.0,20,14,1283,14.3,1,0,1,1,0,0,7,0,0.3,0.3,0.2,0.4,10,38,19,0.07,0.0,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03
Kealey Adamson,AUS,DF,QPR,22-289,2003.0,2,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
Patrick Agyemang,USA,"FW,MF",Derby County,25-046,2000.0,18,15,1302,14.5,5,3,8,5,0,0,1,0,3.8,3.8,1.7,5.4,43,23,93,0.35,0.21,0.55,0.35,0.55,0.26,0.11,0.37,0.26,0.37
Semi Ajayi,NGA,DF,Hull City,32-044,1993.0,12,9,869,9.7,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2,24,4,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1
Babajide Akintola,NGA,"FW,MF",Hull City,29-344,1996.0,15,4,422,4.7,1,1,2,1,0,0,3,0,0.6,0.6,1.0,1.6,6,5,21,0.21,0.21,0.43,0.21,0.43,0.13,0.21,0.34,0.13,0.34
Chuba Akpom,ENG,"MF,FW",Ipswich Town,30-075,1995.0,17,6,653,7.3,1,0,1,1,0,0,0,0,3.3,3.3,0.6,3.9,19,19,41,0.14,0.0,0.14,0.14,0.14,0.45,0.08,0.54,0.45,0.54
Yisa Alao,,DF,Sheffield Weds,,,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Alebiosu,NGA,DF,Blackburn,24-006,2001.0,20,20,1716,19.1,1,2,3,1,0,0,2,0,0.3,0.3,3.5,3.8,71,73,111,0.05,0.1,0.16,0.05,0.16,0.01,0.18,0.19,0.01,0.19
Jamie Allen,ENG,MF,Coventry City,30-328,1995.0,19,3,455,5.1,1,1,2,1,0,0,0,0,0.1,0.1,0.2,0.4,5,16,10,0.2,0.2,0.4,0.2,0.4,0.03,0.05,0.08,0.03,0.08
Max Alleyne,ENG,DF,Watford,20-155,2005.0,13,11,994,11.0,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,16,56,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Ryan Allsop,ENG,GK,Birmingham City,33-189,1992.0,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olabade Aluko,,"DF,FW",Leicester City,,,3,1,57,0.6,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,1,3,1,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.31,0.19,0.31
Papa Amadou Diallo,SEN,"DF,FW",Norwich City,21-181,2004.0,5,5,388,4.3,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.1,8,14,36,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.25,0.1,0.25
Harry Amass,ENG,DF,Sheffield Weds,18-282,2007.0,17,17,1505,16.7,1,1,2,1,0,0,2,0,0.4,0.4,1.2,1.6,44,55,74,0.06,0.06,0.12,0.06,0.12,0.02,0.07,0.09,0.02,0.09
Karoy Anderson,JAM,MF,Charlton Ath,21-083,2004.0,6,2,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Keshi Anderson,ENG,"FW,MF",Birmingham City,30-261,1995.0,18,6,650,7.2,1,0,1,1,0,0,2,0,0.6,0.6,0.8,1.5,25,18,77,0.14,0.0,0.14,0.14,0.14,0.08,0.12,0.2,0.08,0.2
Kai Andrews,WAL,"FW,MF",Coventry City,19-139,2006.0,6,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
Ryan Andrews,ENG,DF,Watford,21-119,2004.0,3,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Apter,SCO,"FW,MF",Charlton Ath,22-244,2003.0,11,8,562,6.2,1,0,1,1,0,0,1,0,0.5,0.5,1.5,2.0,17,15,45,0.16,0.0,0.16,0.16,0.16,0.08,0.24,0.32,0.08,0.32
Oliver Arblaster,ENG,MF,Sheffield Utd,21-232,2004.0,3,2,159,1.8,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.1,6,11,1,0.0,0.57,0.57,0.0,0.57,0.11,0.53,0.64,0.11,0.64
Cameron Archer,ENG,"FW,MF",Southampton,24-155,2001.0,14,5,505,5.6,1,0,1,1,0,0,1,0,3.5,3.5,0.5,4.0,8,10,34,0.18,0.0,0.18,0.18,0.18,0.63,0.09,0.72,0.63,0.72
Joe Aribo,NGA,"MF,FW",Southampton,29-155,1996.0,7,0,118,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Armstrong,ENG,"FW,MF",Southampton,28-316,1997.0,22,19,1587,17.6,11,4,15,10,1,3,4,0,12.6,10.2,2.5,12.7,25,31,105,0.62,0.23,0.85,0.57,0.79,0.71,0.14,0.85,0.58,0.72
Harrison Armstrong,ENG,MF,Preston,18-338,2007.0,15,11,979,10.9,1,1,2,1,0,0,3,0,0.4,0.4,0.8,1.2,22,55,33,0.09,0.09,0.18,0.09,0.18,0.04,0.07,0.11,0.04,0.11
Sinclair Armstrong,IRL,FW,Bristol City,22-184,2003.0,21,6,813,9.0,1,0,1,1,0,0,3,0,3.7,3.7,0.3,4.0,26,9,62,0.11,0.0,0.11,0.11,0.11,0.41,0.03,0.44,0.41,0.44
Tom Atcheson,NIR,DF,Blackburn,19-092,2006.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
