Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,James Abankwah,ie IRL,DF,Watford,21-341,2004,9.1,0,1,0,0.0,0.11,0.00,0.00,,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2,Ebou Adams,gm GAM,MF,Derby County,29-342,1996,14.3,1,9,1,11.1,0.63,0.07,0.11,1.00,23.7,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
3,Kealey Adamson,au AUS,DF,QPR,22-289,2003,0.5,0,3,0,0.0,5.63,0.00,0.00,,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
4,Patrick Agyemang,us USA,"FW,MF",Derby County,25-046,2000,14.5,5,38,14,36.8,2.63,0.97,0.13,0.36,12.8,0,0,0,3.8,3.8,0.10,+1.2,+1.2,Matches
5,Semi Ajayi,ng NGA,DF,Hull City,32-044,1993,9.7,1,5,4,80.0,0.52,0.41,0.20,0.25,9.3,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches
6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-344,1996,4.7,1,9,4,44.4,1.92,0.85,0.11,0.25,15.5,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-075,1995,7.3,1,15,4,26.7,2.07,0.55,0.07,0.25,12.5,0,0,0,3.3,3.3,0.24,-2.3,-2.3,Matches
8,Yisa Alao,,DF,Sheffield Weds,,,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9,Ryan Alebiosu,ng NGA,DF,Blackburn,24-006,2001,19.1,1,10,1,10.0,0.52,0.05,0.10,1.00,26.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
10,Jamie Allen,eng ENG,MF,Coventry City,30-328,1995,5.1,1,3,1,33.3,0.59,0.20,0.33,1.00,18.9,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches
11,Max Alleyne,eng ENG,DF,Watford,20-155,2005,11.0,0,3,0,0.0,0.27,0.00,0.00,,6.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
12,Ryan Allsop,eng ENG,GK,Birmingham City,33-189,1992,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
13,Olabade Aluko,,"DF,FW",Leicester City,,,0.6,0,2,0,0.0,3.16,0.00,0.00,,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
14,Papa Amadou Diallo,sn SEN,"DF,FW",Norwich City,21-181,2004,4.3,0,5,2,40.0,1.16,0.46,0.00,0.00,14.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
15,Harry Amass,eng ENG,DF,Sheffield Weds,18-282,2007,16.7,1,12,3,25.0,0.72,0.18,0.08,0.33,23.9,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
16,Karoy Anderson,jm JAM,MF,Charlton Ath,21-083,2004,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
17,Keshi Anderson,eng ENG,"FW,MF",Birmingham City,30-261,1995,7.2,1,10,4,40.0,1.38,0.55,0.10,0.25,15.3,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
18,Kai Andrews,wls WAL,"FW,MF",Coventry City,19-139,2006,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
19,Ryan Andrews,eng ENG,DF,Watford,21-119,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
20,Robert Apter,sct SCO,"FW,MF",Charlton Ath,22-244,2003,6.2,1,12,5,41.7,1.92,0.80,0.08,0.20,17.3,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
21,Oliver Arblaster,eng ENG,MF,Sheffield Utd,21-232,2004,1.8,0,4,0,0.0,2.26,0.00,0.00,,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
22,Cameron Archer,eng ENG,"FW,MF",Southampton,24-155,2001,5.6,1,16,6,37.5,2.85,1.07,0.06,0.17,13.4,0,0,0,3.5,3.5,0.22,-2.5,-2.5,Matches
23,Joe Aribo,ng NGA,"MF,FW",Southampton,29-155,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
24,Adam Armstrong,eng ENG,"FW,MF",Southampton,28-316,1997,17.6,11,69,29,42.0,3.91,1.64,0.14,0.34,15.9,1,1,3,12.6,10.2,0.15,-1.6,-0.2,Matches
25,Harrison Armstrong,eng ENG,MF,Preston,18-338,2007,10.9,1,7,2,28.6,0.64,0.18,0.14,0.50,16.5,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
26,Sinclair Armstrong,ie IRL,FW,Bristol City,22-184,2003,9.0,1,22,12,54.5,2.44,1.33,0.05,0.08,15.5,0,0,0,3.7,3.7,0.17,-2.7,-2.7,Matches
27,Tom Atcheson,nir NIR,DF,Blackburn,19-092,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
28,Robert Atkinson,eng ENG,DF,Bristol City,27-163,1998,11.8,2,5,4,80.0,0.42,0.34,0.40,0.50,8.8,0,0,0,0.6,0.6,0.11,+1.4,+1.4,Matches
29,Jordan Ayew,gh GHA,"FW,MF",Leicester City,34-103,1991,15.4,4,29,10,34.5,1.88,0.65,0.07,0.20,20.5,3,2,2,3.8,2.2,0.08,+0.2,-0.2,Matches
30,Luke Ayling,eng ENG,DF,Middlesbrough,34-120,1991,16.7,1,8,3,37.5,0.48,0.18,0.13,0.33,19.7,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
31,Finn Azaz,ie IRL,"MF,FW",Southampton,25-107,2000,12.8,6,30,12,40.0,2.35,0.94,0.20,0.50,19.4,0,0,0,4.2,4.2,0.14,+1.8,+1.8,Matches
32,Finn Azaz,ie IRL,MF,Middlesbrough,25-107,2000,1.0,1,3,1,33.3,2.90,0.97,0.33,1.00,15.1,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
33,Femi Azeez,eng ENG,"FW,MF",Millwall,24-201,2001,10.1,6,31,12,38.7,3.08,1.19,0.19,0.50,17.1,0,0,0,4.1,4.1,0.14,+1.9,+1.9,Matches
34,Ivan Azón,es ESP,FW,Ipswich Town,22-364,2002,6.3,2,31,10,32.3,4.89,1.58,0.06,0.20,12.7,0,0,0,4.9,4.9,0.16,-2.9,-2.9,Matches
35,Kwadwo Baah,eng ENG,"FW,MF",Watford,22-330,2003,6.6,1,18,7,38.9,2.72,1.06,0.06,0.14,19.2,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
