Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
1,James Abankwah,ie IRL,DF,Watford,21-341,2004,9.1,394,482,81.7,7156,2525,149,163,91.4,204,227,89.9,34,73,46.6,0,0.3,0.1,-0.3,7,27,1,0,26,Matches
2,Ebou Adams,gm GAM,MF,Derby County,29-342,1996,14.3,348,441,78.9,6418,1407,146,171,85.4,154,182,84.6,44,72,61.1,0,0.2,0.6,-0.2,3,34,7,3,38,Matches
3,Kealey Adamson,au AUS,DF,QPR,22-289,2003,0.5,19,22,86.4,358,82,7,7,100.0,10,11,90.9,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
4,Patrick Agyemang,us USA,"FW,MF",Derby County,25-046,2000,14.5,165,234,70.5,2140,387,101,136,74.3,50,62,80.6,3,5,60.0,3,1.7,1.1,+1.3,17,9,7,0,23,Matches
5,Semi Ajayi,ng NGA,DF,Hull City,32-044,1993,9.7,287,390,73.6,5896,2222,83,95,87.4,170,203,83.7,32,85,37.6,0,0.0,0.0,0.0,0,28,0,0,24,Matches
6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-344,1996,4.7,78,108,72.2,1164,291,49,66,74.2,22,28,78.6,5,10,50.0,1,1.0,0.8,0.0,6,4,3,1,5,Matches
7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-075,1995,7.3,144,176,81.8,2074,406,81,96,84.4,55,61,90.2,3,6,50.0,0,0.6,0.2,-0.6,11,13,1,0,19,Matches
8,Yisa Alao,,DF,Sheffield Weds,,,0.0,2,2,100.0,28,5,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
9,Ryan Alebiosu,ng NGA,DF,Blackburn,24-006,2001,19.1,474,659,71.9,8005,2754,232,261,88.9,186,258,72.1,40,88,45.5,2,3.5,3.4,-1.5,24,48,25,17,73,Matches
10,Jamie Allen,eng ENG,MF,Coventry City,30-328,1995,5.1,219,245,89.4,3676,681,102,114,89.5,96,99,97.0,16,17,94.1,1,0.2,0.4,+0.8,3,17,1,0,16,Matches
11,Max Alleyne,eng ENG,DF,Watford,20-155,2005,11.0,470,587,80.1,9364,3671,157,180,87.2,253,279,90.7,54,114,47.4,0,0.3,0.2,-0.3,2,46,2,1,56,Matches
12,Ryan Allsop,eng ENG,GK,Birmingham City,33-189,1992,10.0,305,451,67.6,7156,4387,80,80,100.0,170,174,97.7,53,192,27.6,0,0.0,0.0,0.0,0,15,0,0,0,Matches
13,Olabade Aluko,,"DF,FW",Leicester City,,,0.6,15,17,88.2,197,27,8,10,80.0,6,6,100.0,0,0,,0,0.1,0.0,-0.1,1,2,0,0,3,Matches
14,Papa Amadou Diallo,sn SEN,"DF,FW",Norwich City,21-181,2004,4.3,97,135,71.9,1640,539,48,57,84.2,40,57,70.2,7,15,46.7,0,0.6,0.6,-0.6,5,7,4,1,14,Matches
15,Harry Amass,eng ENG,DF,Sheffield Weds,18-282,2007,16.7,474,631,75.1,6820,2118,295,335,88.1,145,184,78.8,22,69,31.9,1,1.2,2.3,-0.2,10,32,16,5,55,Matches
