Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
James Abankwah,IRL,DF,Udinese,18,2004,0.7,1,1,0,1,0,0,0,,0,4,2,2,0,1,5,0
Oliver Abildgaard,DEN,MF,Hellas Verona,26,1996,6.6,10,6,6,3,1,7,16,43.8,9,7,1,6,5,15,17,0
Tammy Abraham,ENG,FW,Roma,24,1997,24.3,17,10,4,8,5,3,16,18.8,13,10,4,6,3,20,14,0
Christian Acella,ITA,MF,Cremonese,20,2002,0.2,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0
Francesco Acerbi,ITA,DF,Inter,34,1988,26.9,33,19,22,7,4,20,27,74.1,7,25,18,7,41,74,85,2
Yacine Adli,FRA,"MF,FW",Milan,22,2000,1.6,6,3,2,4,0,2,2,100.0,0,2,0,2,1,7,1,0
Michel Aebischer,SUI,"FW,MF",Bologna,25,1997,17.1,12,6,3,6,3,2,18,11.1,16,14,2,12,7,19,9,0
Felix Afena-Gyan,GHA,"FW,MF",Cremonese,19,2003,9.1,7,3,4,1,2,2,10,20.0,8,5,1,4,1,8,6,0
Kevin Agudelo,COL,"MF,FW",Spezia,23,1998,23.7,71,38,22,30,19,25,59,42.4,34,39,5,34,10,81,6,0
Ola Aina,NGA,DF,Torino,25,1996,9.7,17,13,5,8,4,9,15,60.0,6,12,2,10,11,28,26,0
Emanuel Aiwum,AUT,DF,Cremonese,21,2000,18.4,55,34,36,17,2,33,47,70.2,14,28,16,12,25,80,52,3
Jean-Daniel Akpa-Akpro,CIV,"MF,FW",Empoli,29,1992,15.1,53,37,25,19,9,23,42,54.8,19,35,4,31,13,66,27,0
Luis Alberto,ESP,MF,Lazio,29,1992,27.1,49,29,18,20,11,23,72,31.9,49,35,6,29,9,58,4,0
Agustín Álvarez,URU,"FW,MF",Sassuolo,21,2001,4.1,6,3,0,5,1,1,4,25.0,3,5,1,4,3,9,3,0
Kelvin Amian,FRA,DF,Spezia,24,1998,26.4,54,32,33,12,9,24,31,77.4,7,34,12,22,22,76,87,1
Bruno Amione,ARG,DF,Hellas Verona,20,2002,0.6,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,0
Bruno Amione,ARG,DF,Sampdoria,20,2002,23.2,50,33,36,14,0,19,43,44.2,24,26,11,15,25,75,62,1
Ethan Ampadu,WAL,"DF,MF",Spezia,21,2000,29.3,66,37,33,28,5,17,41,41.5,24,48,23,25,36,102,98,0
Sofyan Amrabat,MAR,MF,Fiorentina,25,1996,22.2,39,24,15,17,7,16,29,55.2,13,23,5,18,21,60,18,2
Felipe Anderson,BRA,FW,Lazio,29,1993,32.9,80,50,31,41,8,31,88,35.2,57,58,6,52,31,111,27,0
Janis Antiste,FRA,FW,Sassuolo,19,2002,0.6,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Marcos Antônio,BRA,MF,Lazio,22,2000,6.6,9,6,4,5,0,9,20,45.0,11,7,2,5,11,20,18,0
Valentin Antov,BUL,DF,Monza,21,2000,3.4,6,5,3,3,0,1,5,20.0,4,5,4,1,4,10,14,1
Marko Arnautović,AUT,FW,Bologna,33,1989,17.0,9,6,2,5,2,1,6,16.7,5,11,1,10,2,11,10,0
Tolgay Arslan,GER,MF,Udinese,31,1990,13.5,29,18,13,15,1,14,39,35.9,25,19,0,19,12,41,9,1
Santiago Ascacíbar,ARG,MF,Cremonese,25,1997,8.1,29,14,17,10,2,14,35,40.0,21,14,2,12,13,42,11,0
Kristoffer Askildsen,NOR,MF,Lecce,21,2001,8.1,7,3,2,3,2,4,10,40.0,6,15,4,11,11,18,6,0
Kristjan Asllani,ALB,MF,Inter,20,2002,6.6,11,5,1,8,2,7,10,70.0,3,3,1,2,6,17,4,0
Emil Audero,IDN,GK,Sampdoria,25,1997,25.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,1
Tommaso Augello,ITA,DF,Sampdoria,27,1994,34.0,17,14,13,2,2,9,20,45.0,11,23,7,16,17,34,61,1
