Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
1,James Abankwah,ie IRL,"DF,MF",Udinese,20,2004,1.0,1,0,0,4,3,0,0,1,2,0,0,0,7,2,2,50.0,Matches
2,Saud Abdulhamid,sa KSA,DF,Roma,25,1999,2.3,0,0,0,2,5,0,7,2,2,0,1,0,3,0,1,0.0,Matches
3,Oliver Abildgaard,dk DEN,MF,Como,28,1996,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
4,Tammy Abraham,eng ENG,FW,Roma,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
5,Tammy Abraham,eng ENG,FW,Milan,26,1997,13.1,1,0,0,23,12,7,3,2,11,1,0,0,12,36,33,52.2,Matches
6,Federico Accornero,it ITA,MF,Genoa,20,2004,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches
7,Francesco Acerbi,it ITA,DF,Inter,36,1988,19.0,0,0,0,11,18,2,10,26,19,0,0,0,62,61,30,67.0,Matches
8,Che Adams,sct SCO,FW,Torino,28,1996,29.5,2,0,0,29,40,23,10,2,6,0,0,0,50,36,62,36.7,Matches
9,Yacine Adli,fr FRA,MF,Fiorentina,24,2000,13.7,3,1,1,9,20,0,63,6,19,0,0,0,77,5,16,23.8,Matches
10,Vasilije Adžić,me MNE,"MF,FW",Juventus,18,2006,0.5,0,0,0,1,1,0,0,0,2,0,0,0,3,2,3,40.0,Matches
11,Michel Aebischer,ch SUI,MF,Bologna,27,1997,8.0,2,0,0,16,16,0,14,7,13,0,0,0,35,5,9,35.7,Matches
12,Honest Ahanor,it ITA,"DF,MF",Genoa,16,2008,3.0,0,0,0,2,8,0,4,1,5,0,0,0,14,5,3,62.5,Matches
13,Junior Ajayi,ci CIV,FW,Hellas Verona,19,2004,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches
14,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,31,1992,10.7,4,0,0,24,18,0,6,13,18,0,0,0,54,11,15,42.3,Matches
15,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,22,2002,0.5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
16,Faride Alidou,de GER,"FW,MF",Hellas Verona,23,2001,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0,Matches
17,Dele Alli,eng ENG,MF,Como,28,1996,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
18,Pontus Almqvist,se SWE,"FW,MF",Parma,25,1999,12.4,5,0,0,15,15,2,11,19,13,1,0,0,40,9,15,37.5,Matches
19,Giorgio Altare,it ITA,DF,Venezia,25,1998,8.4,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8,Matches
20,Sofyan Amrabat,ma MAR,MF,Fiorentina,27,1996,2.0,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50.0,Matches
21,Angeliño,es ESP,DF,Roma,27,1997,35.3,1,0,0,32,33,5,116,28,24,1,0,0,101,30,27,52.6,Matches
22,Lorenzo Anghelè,it ITA,FW,Juventus,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
23,Faustino Anjorin,eng ENG,MF,Empoli,22,2001,12.4,3,0,0,24,19,0,17,13,13,0,1,0,65,9,15,37.5,Matches
24,Marko Arnautović,at AUT,FW,Inter,35,1989,6.1,1,0,0,4,6,8,5,1,6,0,0,0,10,12,7,63.2,Matches
25,Kristjan Asllani,al ALB,MF,Inter,22,2002,11.0,4,0,0,9,19,0,43,9,3,0,0,0,49,4,3,57.1,Matches
26,Arthur Atta,fr FRA,"MF,FW",Udinese,21,2003,13.9,5,0,0,16,14,1,24,7,12,0,0,0,57,14,20,41.2,Matches
27,Emil Audero,id IDN,GK,Como,27,1997,8.0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,1,66.7,Matches
28,Tommaso Augello,it ITA,DF,Cagliari,29,1994,30.1,3,0,0,15,11,3,207,16,28,0,0,0,135,49,22,69.0,Matches
29,Carlos Augusto,br BRA,DF,Inter,25,1999,18.8,1,0,0,10,12,3,20,9,14,0,0,0,70,57,35,62.0,Matches
30,Yann Aurel Bisseck,de GER,DF,Inter,23,2000,18.3,4,0,0,16,9,1,8,17,12,0,2,0,66,47,15,75.8,Matches
31,Paulo Azzi,br BRA,DF,Cagliari,30,1994,4.7,2,0,0,5,3,0,22,5,9,0,0,0,24,6,5,54.5,Matches
32,Oussama El Azzouzi,ma MAR,MF,Bologna,23,2001,0.2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,,Matches
33,Jacopo Bacci,it ITA,MF,Empoli,19,2005,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100.0,Matches
34,Milan Badelj,hr CRO,MF,Genoa,35,1989,16.4,2,0,0,18,19,0,5,20,16,0,0,0,74,10,6,62.5,Matches
35,Mitchel Bakker,nl NED,MF,Atalanta,24,2000,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0,Matches
36,Tommaso Baldanzi,it ITA,"MF,FW",Roma,21,2003,9.2,2,0,0,7,16,0,7,6,4,0,0,0,48,1,3,25.0,Matches
37,Keita Baldé,sn SEN,FW,Monza,29,1995,7.1,2,0,0,7,23,3,6,2,1,0,0,0,12,5,11,31.3,Matches
38,Botond Balogh,hu HUN,DF,Parma,22,2002,22.8,5,0,0,17,7,0,1,25,16,0,2,0,64,34,29,54.0,Matches
39,Mario Balotelli,it ITA,"FW,MF",Genoa,33,1990,0.7,2,0,0,2,2,0,3,0,0,0,0,0,1,2,2,50.0,Matches
40,Lameck Banda,zm ZAM,"FW,MF",Lecce,23,2001,6.8,1,0,0,10,20,2,26,2,5,0,0,0,30,2,13,13.3,Matches
41,Daniel Bandeira,pt POR,MF,Hellas Verona,24,2000,4.5,1,0,0,4,4,0,8,6,0,0,0,0,36,7,3,70.0,Matches
42,Mattia Bani,it ITA,DF,Genoa,30,1993,16.7,3,0,0,7,11,1,4,22,10,0,0,0,60,22,23,48.9,Matches
43,Antonín Barák,cz CZE,MF,Fiorentina,29,1994,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches
44,Federico Barba,it ITA,DF,Como,30,1993,4.8,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5,Matches
45,Nicolò Barella,it ITA,MF,Inter,27,1997,27.7,4,0,0,25,33,4,68,12,31,0,0,0,165,26,25,51.0,Matches
46,Davide Bartesaghi,it ITA,DF,Milan,18,2005,1.3,0,1,0,1,0,1,10,3,2,0,0,0,2,1,0,100.0,Matches
47,Federico Baschirotto,it ITA,DF,Lecce,27,1996,38.0,3,0,0,31,7,0,5,23,25,0,3,0,93,104,55,65.4,Matches
48,Daniele Baselli,it ITA,MF,Como,32,1992,0.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,Matches
49,Alessandro Bastoni,it ITA,DF,Inter,25,1999,26.7,6,1,1,44,39,1,64,22,24,0,0,0,96,44,24,64.7,Matches
50,Reda Belahyane,ma MAR,MF,Hellas Verona,20,2004,18.4,6,1,1,31,9,0,3,10,26,0,0,0,109,5,15,25.0,Matches
51,Reda Belahyane,ma MAR,MF,Lazio,20,2004,2.2,0,1,0,4,1,0,0,1,6,0,0,0,13,2,0,100.0,Matches
52,Raoul Bellanova,it ITA,DF,Torino,24,2000,1.0,0,0,0,1,1,0,5,0,0,0,0,0,4,1,0,100.0,Matches
53,Raoul Bellanova,it ITA,DF,Atalanta,24,2000,26.7,3,0,0,15,34,0,156,18,14,0,0,0,117,23,23,50.0,Matches
54,Andrea Belotti,it ITA,FW,Como,30,1993,6.6,1,0,0,9,19,5,5,1,5,0,0,0,17,18,26,40.9,Matches
55,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,23,2001,21.7,6,0,0,32,49,4,7,5,10,1,0,0,59,32,53,37.6,Matches
56,Adrian Benedyczak,pl POL,"FW,MF",Parma,23,2000,2.4,0,0,0,4,5,1,1,0,0,0,0,0,3,9,12,42.9,Matches
57,Ismaël Bennacer,dz ALG,MF,Milan,26,1997,3.3,2,0,0,5,5,0,6,3,4,0,0,0,17,3,1,75.0,Matches
58,Medon Berisha,al ALB,MF,Lecce,20,2003,8.0,5,0,0,16,11,0,29,11,8,0,0,0,36,7,7,50.0,Matches
59,Adrian Bernabe,es ESP,MF,Parma,23,2001,16.1,1,0,0,9,36,0,29,7,18,0,0,0,72,4,4,50.0,Matches
60,Antoine Bernede,fr FRA,MF,Hellas Verona,25,1999,6.6,2,0,0,16,4,0,13,5,8,0,0,0,38,6,8,42.9,Matches
61,Sam Beukema,nl NED,DF,Bologna,25,1998,33.5,1,0,0,28,36,2,8,30,29,0,1,0,135,93,71,56.7,Matches
62,Alessandro Bianco,it ITA,MF,Monza,21,2002,28.9,9,0,0,43,55,3,23,22,28,0,1,0,122,16,28,36.4,Matches
63,Alessandro Bianco,it ITA,MF,Fiorentina,21,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
64,Jaka Bijol,si SVN,DF,Udinese,25,1999,32.9,13,1,1,49,8,2,3,38,25,0,1,1,101,109,52,67.7,Matches
65,Philip Billing,dk DEN,MF,Napoli,28,1996,2.2,1,0,0,10,1,0,2,4,6,0,1,0,8,11,10,52.4,Matches
66,Cristiano Biraghi,it ITA,DF,Torino,31,1992,12.9,0,0,0,9,12,2,107,8,10,0,0,1,39,8,11,42.1,Matches
67,Cristiano Biraghi,it ITA,DF,Fiorentina,31,1992,4.8,1,0,0,4,7,0,30,4,4,0,0,0,10,2,3,40.0,Matches
68,Samuele Birindelli,it ITA,"DF,MF",Monza,25,1999,16.3,2,0,0,16,15,5,64,10,15,0,0,0,47,5,15,25.0,Matches
69,Bjarki Bjarkason,is ISL,"DF,MF",Venezia,24,2000,1.8,2,0,0,2,8,0,7,2,2,0,0,0,9,0,0,,Matches
70,Emil Bohinen,no NOR,MF,Genoa,25,1999,1.8,0,0,0,3,3,0,0,1,4,0,0,0,9,2,1,66.7,Matches
71,Warren Bondo,fr FRA,MF,Monza,20,2003,18.0,5,1,1,31,36,1,7,5,24,0,0,0,91,5,8,38.5,Matches
72,Warren Bondo,fr FRA,MF,Milan,20,2003,1.8,1,0,0,1,4,0,1,0,3,0,0,0,12,1,1,50.0,Matches
73,Kevin Bonifazi,it ITA,DF,Lecce,28,1996,0.7,0,0,0,0,0,0,0,2,1,0,0,0,7,1,1,50.0,Matches
74,Ange-Yoan Bonny,fr FRA,FW,Parma,20,2003,28.1,2,0,0,21,47,14,14,3,16,1,0,0,64,23,70,24.7,Matches
75,Edoardo Bove,it ITA,"MF,FW",Fiorentina,22,2002,9.5,3,0,0,16,21,0,2,6,17,1,0,0,45,11,15,42.3,Matches
76,Domagoj Bradarić,hr CRO,DF,Hellas Verona,24,1999,21.5,6,0,0,21,14,3,78,15,28,0,0,0,80,16,21,43.2,Matches
77,Matthias Braunöder,at AUT,MF,Como,22,2002,3.0,3,1,1,10,5,0,0,2,4,0,0,0,8,1,4,20.0,Matches
78,Iker Bravo,es ESP,"FW,MF",Udinese,19,2005,7.6,3,0,0,12,10,2,8,1,6,0,0,0,30,12,28,30.0,Matches
79,Gleison Bremer,br BRA,DF,Juventus,27,1997,6.0,2,0,0,9,5,0,0,6,7,0,0,0,23,11,7,61.1,Matches
80,Brenner,br BRA,"MF,FW",Udinese,24,2000,4.3,0,0,0,0,5,0,11,1,4,0,0,0,16,2,3,40.0,Matches
81,Marco Brescianini,it ITA,MF,Atalanta,24,2000,11.0,1,0,0,22,9,2,18,2,11,0,0,0,50,12,10,54.5,Matches
82,Arvid Brorsson,se SWE,DF,Monza,25,1999,4.0,0,0,0,1,4,0,0,2,3,0,0,0,14,7,6,53.8,Matches
83,Tajon Buchanan,ca CAN,"DF,FW",Inter,25,1999,1.1,0,0,0,2,4,0,3,0,0,0,0,0,6,1,0,100.0,Matches
84,Alessandro Buongiorno,it ITA,DF,Napoli,25,1999,21.4,2,0,0,17,21,1,1,35,23,0,0,0,84,43,21,67.2,Matches
85,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,20,2004,0.3,0,0,0,2,2,0,0,0,0,0,0,0,3,0,1,0.0,Matches
86,Gianluca Busio,us USA,MF,Venezia,22,2002,28.0,4,0,0,26,44,4,29,19,31,1,0,0,107,32,34,48.5,Matches
87,Jean Butez,fr FRA,GK,Como,29,1995,18.5,0,0,0,1,2,0,0,0,0,0,1,0,43,6,0,100.0,Matches
88,Liberato Cacace,nz NZL,"MF,DF",Empoli,23,2000,24.8,6,0,0,27,17,5,102,22,25,0,0,0,98,41,51,44.6,Matches
89,Alessio Cacciamani,it ITA,"MF,DF",Torino,17,2007,0.3,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,50.0,Matches
90,Davide Calabria,it ITA,DF,Bologna,27,1996,7.0,3,0,0,7,5,0,17,3,8,0,0,0,30,9,9,50.0,Matches
91,Davide Calabria,it ITA,DF,Milan,27,1996,3.5,0,0,0,3,4,0,16,8,7,0,0,0,16,2,0,100.0,Matches
92,Luca Caldirola,it ITA,DF,Monza,33,1991,9.7,5,0,0,18,16,1,1,11,7,0,0,0,19,13,13,50.0,Matches
93,Hakan Çalhanoğlu,tr TUR,MF,Inter,30,1994,21.6,5,0,0,22,13,0,122,18,23,0,1,0,110,16,18,47.1,Matches
94,Drissa Camara,ci CIV,"MF,FW",Parma,22,2002,5.0,3,0,0,17,17,1,5,3,7,1,0,0,29,3,9,25.0,Matches
95,Francesco Camarda,it ITA,"FW,MF",Milan,16,2008,2.3,0,0,0,8,1,2,1,0,2,0,0,0,6,6,6,50.0,Matches
96,Nicolò Cambiaghi,it ITA,FW,Bologna,23,2000,6.9,0,0,0,9,34,0,47,2,10,1,0,0,29,3,8,27.3,Matches
97,Andrea Cambiaso,it ITA,"DF,FW",Juventus,24,2000,24.7,4,0,0,28,23,6,66,16,30,0,0,0,116,6,11,35.3,Matches
98,Thomas Campaniello,it ITA,FW,Empoli,16,2008,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25.0,Matches
99,Matteo Cancellieri,it ITA,"FW,MF",Parma,22,2002,15.8,2,1,0,26,41,2,21,13,16,0,0,0,55,29,28,50.9,Matches
100,Fali Candé,gw GNB,DF,Venezia,26,1998,17.0,4,0,0,24,21,0,7,15,19,0,0,0,79,37,41,47.4,Matches
101,Antonio Candela,it ITA,DF,Venezia,24,2000,11.2,2,0,0,14,4,0,22,8,21,0,2,1,38,14,13,51.9,Matches
102,Gianluca Caprari,it ITA,"MF,FW",Monza,31,1993,18.3,3,0,0,18,42,5,80,8,11,0,0,0,57,4,14,22.2,Matches
103,Elia Caprile,it ITA,GK,Cagliari,22,2001,18.0,0,0,0,0,6,0,0,0,0,0,0,0,16,4,0,100.0,Matches
104,Elia Caprile,it ITA,GK,Napoli,22,2001,3.6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
105,Francesco Caputo,it ITA,FW,Empoli,36,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
106,Maxence Caqueret,fr FRA,MF,Como,24,2000,12.1,4,0,0,17,11,1,16,7,21,0,0,0,69,3,10,23.1,Matches
107,Andrea Carboni,it ITA,DF,Monza,23,2001,24.3,5,0,0,29,17,0,15,27,35,0,1,0,62,38,42,47.5,Matches
108,Franco Carboni,it ITA,DF,Venezia,21,2003,2.5,2,0,0,3,2,0,8,0,3,1,0,0,13,2,3,40.0,Matches
109,Marco Carnesecchi,it ITA,GK,Atalanta,24,2000,34.0,1,0,0,0,5,0,0,0,0,0,0,0,57,7,0,100.0,Matches
110,Cesare Casadei,it ITA,MF,Torino,21,2003,11.3,1,0,0,16,10,0,2,5,5,0,1,0,41,64,25,71.9,Matches
111,Nicolò Casale,it ITA,DF,Bologna,26,1998,10.0,1,0,0,23,8,0,0,17,5,0,0,1,43,32,23,58.2,Matches
112,Nicolò Casale,it ITA,DF,Lazio,26,1998,1.5,0,0,0,2,0,0,0,1,3,0,0,0,1,6,0,100.0,Matches
113,Federico Cassa,it ITA,"MF,FW",Atalanta,18,2006,0.2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,,Matches
114,Valentín Castellanos,ar ARG,FW,Lazio,25,1998,26.5,9,1,0,38,42,17,25,6,6,1,0,0,51,68,60,53.1,Matches
115,Santiago Castro,ar ARG,FW,Bologna,19,2004,25.5,7,0,0,49,52,9,8,3,10,0,0,1,69,37,68,35.2,Matches
116,Gaetano Castrovilli,it ITA,MF,Monza,27,1997,6.6,0,0,0,8,7,2,14,2,7,0,0,0,27,1,6,14.3,Matches
117,Gaetano Castrovilli,it ITA,"MF,FW",Lazio,27,1997,1.6,0,0,0,4,1,0,0,3,2,0,0,0,8,0,0,,Matches
118,Danilo Cataldi,it ITA,MF,Fiorentina,29,1994,19.2,1,0,0,15,22,0,21,22,16,0,0,0,114,6,5,54.5,Matches
119,Zeki Çelik,tr TUR,DF,Roma,27,1997,25.1,5,0,0,31,10,0,42,15,37,0,1,0,75,30,26,53.6,Matches
120,Alberto Cerri,it ITA,FW,Como,28,1996,1.0,0,0,0,3,1,2,0,0,0,0,0,0,3,4,4,50.0,Matches
121,Gabriel Charpentier,cg CGO,FW,Parma,25,1999,3.0,1,0,0,13,10,0,2,0,3,1,0,0,12,9,14,39.1,Matches
122,Walid Cheddira,ma MAR,FW,Napoli,26,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
123,Leandro Chichizola,ar ARG,GK,Parma,34,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
124,Samuel Chukwueze,ng NGA,"FW,MF",Milan,25,1999,10.3,0,0,0,3,10,3,50,2,11,0,0,0,38,6,10,37.5,Matches
125,Aaron Ciammaglichella,it ITA,MF,Torino,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
126,Giuseppe Ciocci,it ITA,GK,Cagliari,22,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
127,Alessandro Circati,au AUS,DF,Parma,20,2003,6.0,1,0,0,4,5,0,0,3,5,0,0,0,11,17,4,81.0,Matches
