Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
1,Paxten Aaronson,us USA,"MF,DF",Eint Frankfurt,18,2003,1.9,1,0,0,5,3,1,7,0,5,0,0,0,8,1,1,50.0,Matches
2,Sargis Adamyan,am ARM,"FW,MF",Köln,29,1993,7.2,3,0,0,17,6,4,13,4,7,0,0,0,40,12,25,32.4,Matches
3,Karim Adeyemi,de GER,"FW,MF",Dortmund,20,2002,15.4,9,0,0,21,30,1,25,7,11,0,0,0,66,10,4,71.4,Matches
4,Amine Adli,ma MAR,"FW,MF",Leverkusen,22,2000,15.9,2,2,0,39,47,4,18,6,10,2,1,0,61,29,41,41.4,Matches
5,Felix Agu,ng NGA,"DF,FW",Werder Bremen,22,1999,0.5,0,0,0,3,3,0,1,0,0,0,1,0,3,1,1,50.0,Matches
6,Naouirou Ahamada,fr FRA,MF,Stuttgart,20,2002,15.5,4,1,1,16,17,1,6,8,11,0,1,0,88,7,16,30.4,Matches
7,Ludovic Ajorque,fr FRA,"FW,MF",Mainz 05,28,1994,13.5,5,0,0,23,19,5,4,1,5,0,0,0,50,91,85,51.7,Matches
8,Kevin Akpoguma,ng NGA,DF,Hoffenheim,27,1995,21.7,11,0,0,33,19,0,8,24,44,0,0,0,131,57,45,55.9,Matches
9,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,29,1992,3.7,0,0,0,9,2,5,0,2,2,0,0,0,10,21,23,47.7,Matches
10,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,21,2001,2.0,0,0,0,8,1,2,7,1,5,0,0,0,16,2,7,22.2,Matches
11,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,29,1993,2.6,3,0,0,5,0,0,2,3,4,0,0,0,18,4,1,80.0,Matches
12,Lukáš Ambros,cz CZE,MF,Wolfsburg,18,2004,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
13,Nadiem Amiri,de GER,"MF,FW",Leverkusen,25,1996,10.9,6,0,0,14,25,4,16,6,6,0,0,0,75,1,10,9.1,Matches
14,Robert Andrich,de GER,MF,Leverkusen,27,1994,26.7,7,0,0,35,20,0,4,42,38,0,0,1,153,56,43,56.6,Matches
15,Angeliño,es ESP,DF,Hoffenheim,25,1997,29.1,2,0,0,12,29,7,179,25,24,0,0,0,148,15,27,35.7,Matches
16,Waldemar Anton,de GER,DF,Stuttgart,26,1996,32.6,4,0,0,31,31,1,31,38,27,0,0,0,231,55,50,52.4,Matches
17,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,28,1994,22.0,2,0,0,24,40,15,63,5,15,1,0,0,109,16,45,26.2,Matches
18,Charles Aránguiz,cl CHI,MF,Leverkusen,33,1989,5.5,1,0,0,7,10,0,12,7,7,0,0,0,33,2,7,22.2,Matches
19,Maximilian Arnold,de GER,MF,Wolfsburg,28,1994,30.7,5,0,0,33,64,0,154,26,31,0,0,1,225,30,30,50.0,Matches
20,Takuma Asano,jp JPN,"FW,MF",Bochum,27,1994,19.0,1,0,0,10,24,7,28,8,9,0,0,0,82,19,28,40.4,Matches
