Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Paxten Aaronson,USA,"MF,DF",Eint Frankfurt,18,2003,7,0,173,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,8,6,15,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11
Sargis Adamyan,ARM,"FW,MF",Köln,29,1993,24,4,644,7.2,1,2,3,1,0,0,3,0,3.4,3.4,0.8,4.1,12,24,58,0.14,0.28,0.42,0.14,0.42,0.47,0.11,0.58,0.47,0.58
Karim Adeyemi,GER,"FW,MF",Dortmund,20,2002,24,20,1386,15.4,6,5,11,6,0,1,9,0,5.0,4.3,3.7,8.0,49,47,131,0.39,0.32,0.71,0.39,0.71,0.33,0.24,0.57,0.28,0.52
Amine Adli,MAR,"FW,MF",Leverkusen,22,2000,26,16,1435,15.9,5,3,8,5,0,0,2,2,5.0,5.0,1.7,6.7,46,49,137,0.31,0.19,0.5,0.31,0.5,0.31,0.11,0.42,0.31,0.42
Felix Agu,NGA,"DF,FW",Werder Bremen,22,1999,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.22,0.07,0.22
Naouirou Ahamada,FRA,MF,Stuttgart,20,2002,17,17,1398,15.5,2,2,4,2,0,0,4,1,0.8,0.8,1.2,2.1,43,56,54,0.13,0.13,0.26,0.13,0.26,0.05,0.08,0.13,0.05,0.13
Ludovic Ajorque,FRA,"FW,MF",Mainz 05,28,1994,17,15,1211,13.5,6,1,7,6,0,0,5,0,4.6,4.6,1.7,6.4,5,31,85,0.45,0.07,0.52,0.45,0.52,0.34,0.13,0.47,0.34,0.47
Kevin Akpoguma,NGA,DF,Hoffenheim,27,1995,28,21,1950,21.7,0,0,0,0,0,0,11,0,0.6,0.6,0.5,1.2,17,85,23,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05
Lucas Alario,ARG,"FW,MF",Eint Frankfurt,29,1992,20,2,331,3.7,1,0,1,1,0,0,0,0,1.4,1.4,0.0,1.5,2,8,17,0.27,0.0,0.27,0.27,0.27,0.39,0.01,0.4,0.39,0.4
Faride Alidou,GER,"DF,MF",Eint Frankfurt,21,2001,15,0,182,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,8,16,24,0.0,0.49,0.49,0.0,0.49,0.05,0.24,0.28,0.05,0.28
Éder Álvarez Balanta,COL,"MF,FW",Schalke 04,29,1993,6,3,238,2.6,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,3,12,0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15
Lukáš Ambros,CZE,MF,Wolfsburg,18,2004,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nadiem Amiri,GER,"MF,FW",Leverkusen,25,1996,25,9,977,10.9,4,1,5,3,1,1,6,0,1.9,1.1,1.1,2.2,30,55,30,0.37,0.09,0.46,0.28,0.37,0.17,0.1,0.27,0.1,0.2
Robert Andrich,GER,MF,Leverkusen,27,1994,29,28,2406,26.7,2,2,4,2,0,0,7,0,1.6,1.6,1.2,2.8,12,99,8,0.07,0.07,0.15,0.07,0.15,0.06,0.04,0.11,0.06,0.11
Angeliño,ESP,DF,Hoffenheim,25,1997,33,30,2617,29.1,0,8,8,0,0,0,2,0,1.1,1.1,7.2,8.3,24,108,120,0.0,0.28,0.28,0.0,0.28,0.04,0.25,0.28,0.04,0.28
Waldemar Anton,GER,DF,Stuttgart,26,1996,34,34,2934,32.6,1,2,3,1,0,0,4,0,1.6,1.6,1.4,3.0,56,135,52,0.03,0.06,0.09,0.03,0.09,0.05,0.04,0.09,0.05,0.09
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,28,1994,29,22,1981,22.0,3,6,9,3,0,0,2,0,2.2,2.2,3.8,6.0,67,36,231,0.14,0.27,0.41,0.14,0.41,0.1,0.17,0.27,0.1,0.27
Charles Aránguiz,CHI,MF,Leverkusen,33,1989,10,4,493,5.5,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,3,32,7,0.18,0.0,0.18,0.18,0.18,0.06,0.04,0.1,0.06,0.1
Maximilian Arnold,GER,MF,Wolfsburg,28,1994,32,32,2767,30.7,5,3,8,2,3,5,5,0,5.0,1.0,4.9,5.9,29,150,19,0.16,0.1,0.26,0.07,0.16,0.16,0.16,0.32,0.03,0.19
Takuma Asano,JPN,"FW,MF",Bochum,27,1994,25,21,1713,19.0,3,3,6,3,0,0,1,0,5.6,5.6,2.1,7.7,32,34,119,0.16,0.16,0.32,0.16,0.32,0.29,0.11,0.41,0.29,0.41
Fisnik Asllani,KVX,FW,Hoffenheim,19,2002,8,0,167,1.9,0,0,0,0,0,0,0,0,1.7,1.7,0.2,1.8,4,1,19,0.0,0.0,0.0,0.0,0.0,0.88,0.1,0.98,0.88,0.98
Mehmet Aydin,GER,"DF,FW",Schalke 04,20,2002,16,3,567,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.0,9,15,21,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15
Ayman Azhil,MAR,MF,Leverkusen,21,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
