Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Zakaria Aboukhlal,ma MAR,"FW,MF",Torino,25-308,2000,1.9,2,1.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2,Francesco Acerbi,it ITA,DF,Inter,37-316,1988,9.6,8,0.83,7,0,0,1,0,0,1,0.10,1,0,0,0,0,0,Matches
3,Che Adams,sct SCO,"FW,MF",Torino,29-163,1996,9.1,23,2.52,18,0,1,3,1,0,1,0.11,1,0,0,0,0,0,Matches
4,Jayden Addai,nl NED,FW,Como,20-119,2005,6.9,13,1.89,8,1,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
5,Vasilije Adžić,me MNE,MF,Juventus,19-225,2006,1.4,5,3.60,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
6,Michel Aebischer,ch SUI,MF,Pisa,28-351,1997,13.9,34,2.45,27,5,1,0,0,1,2,0.14,2,0,0,0,0,0,Matches
7,Honest Ahanor,it ITA,DF,Atalanta,17-303,2008,6.1,2,0.33,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
8,Junior Ajayi,ci CIV,FW,Hellas Verona,21-073,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
9,Manuel Akanji,ch SUI,DF,Inter,30-157,1995,13.0,17,1.31,16,0,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
10,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,21-028,2004,9.5,25,2.63,19,0,2,2,2,0,2,0.21,1,0,0,1,0,0,Matches
11,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,33-073,1992,5.5,3,0.55,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
12,Raúl Albiol,es ESP,DF,Pisa,40-110,1985,3.4,2,0.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
