Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Zakaria Aboukhlal,MAR,"FW,MF",Torino,25-308,2000.0,1.9,2,1.05,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Francesco Acerbi,ITA,DF,Inter,37-316,1988.0,9.6,8,0.83,7,0,0,1,0,0,1,0.1,1,0,0,0,0,0
Che Adams,SCO,"FW,MF",Torino,29-163,1996.0,9.1,23,2.52,18,0,1,3,1,0,1,0.11,1,0,0,0,0,0
Jayden Addai,NED,FW,Como,20-119,2005.0,6.9,13,1.89,8,1,3,1,0,0,0,0.0,0,0,0,0,0,0
Vasilije Adžić,MNE,MF,Juventus,19-225,2006.0,1.4,5,3.6,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Michel Aebischer,SUI,MF,Pisa,28-351,1997.0,13.9,34,2.45,27,5,1,0,0,1,2,0.14,2,0,0,0,0,0
Honest Ahanor,ITA,DF,Atalanta,17-303,2008.0,6.1,2,0.33,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Junior Ajayi,CIV,FW,Hellas Verona,21-073,2004.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manuel Akanji,SUI,DF,Inter,30-157,1995.0,13.0,17,1.31,16,0,0,1,0,0,1,0.08,1,0,0,0,0,0
Ebenezer Akinsanmiro,NGA,MF,Pisa,21-028,2004.0,9.5,25,2.63,19,0,2,2,2,0,2,0.21,1,0,0,1,0,0
Jean-Daniel Akpa-Akpro,CIV,MF,Hellas Verona,33-073,1992.0,5.5,3,0.55,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Raúl Albiol,ESP,DF,Pisa,40-110,1985.0,3.4,2,0.59,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pontus Almqvist,SWE,"DF,MF",Parma,26-166,1999.0,3.9,13,3.34,9,1,1,0,2,0,0,0.0,0,0,0,0,0,0
Giuseppe Ambrosino,ITA,FW,Napoli,22-104,2003.0,0.4,1,2.73,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Angeliño,ESP,"DF,MF",Roma,28-353,1997.0,4.3,5,1.16,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Samuele Angori,ITA,DF,Pisa,22-077,2003.0,8.5,22,2.59,13,9,0,0,0,0,1,0.12,1,0,0,0,0,0
Faustino Anjorin,ENG,"MF,FW",Torino,24-030,2001.0,1.4,4,2.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kristjan Asllani,ALB,MF,Torino,23-289,2002.0,11.7,27,2.31,14,10,1,1,0,1,2,0.17,1,1,0,0,0,0
Zachary Athekame,SUI,"DF,FW",Milan,21-010,2004.0,1.3,2,1.59,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Arthur Atta,FRA,MF,Udinese,22-343,2003.0,12.3,44,3.59,21,8,7,4,4,0,6,0.49,3,0,1,2,0,0
Emil Audero,IDN,GK,Cremonese,28-339,1997.0,12.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Carlos Augusto,BRA,DF,Inter,26-350,1999.0,6.4,18,2.79,13,1,2,2,0,0,1,0.16,1,0,0,0,0,0
Yann Aurel Bisseck,GER,DF,Inter,25-024,2000.0,4.3,4,0.94,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Neil El Aynaoui,MAR,MF,Roma,24-174,2001.0,4.4,10,2.25,8,1,0,0,0,1,1,0.23,1,0,0,0,0,0
Leon Bailey,JAM,"MF,FW",Roma,28-136,1997.0,2.1,3,1.45,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Tommaso Baldanzi,ITA,"FW,MF",Roma,22-275,2003.0,4.3,14,3.27,11,2,0,1,0,0,0,0.0,0,0,0,0,0,0
Lameck Banda,ZAM,"FW,MF",Lecce,24-328,2001.0,6.1,9,1.48,7,0,1,0,1,0,2,0.33,1,0,0,0,1,0
Tommaso Barbieri,ITA,"DF,FW",Cremonese,23-119,2002.0,9.1,15,1.64,10,0,1,2,0,2,1,0.11,1,0,0,0,0,0
Nicolò Barella,ITA,MF,Inter,28-319,1997.0,13.2,71,5.37,56,9,1,1,3,1,9,0.68,7,1,1,0,0,0
Davide Bartesaghi,ITA,DF,Milan,19-359,2005.0,9.1,26,2.85,17,5,1,3,0,0,0,0.0,0,0,0,0,0,0
Federico Baschirotto,ITA,DF,Cremonese,29-094,1996.0,16.0,3,0.19,2,1,0,0,0,0,1,0.06,1,0,0,0,0,0
Toma Bašić,CRO,MF,Lazio,29-028,1996.0,9.2,23,2.5,15,5,0,1,0,2,2,0.22,2,0,0,0,0,0
Alessandro Bastoni,ITA,DF,Inter,26-254,1999.0,13.6,31,2.28,28,1,1,1,0,0,5,0.37,5,0,0,0,0,0
Martin Baturina,CRO,"FW,MF",Como,22-310,2003.0,2.8,8,2.9,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Vakoun Bayo,CIV,FW,Udinese,28-347,1997.0,3.2,6,1.87,6,0,0,0,0,0,1,0.31,1,0,0,0,0,0
Tjaš Begić,SVN,DF,Parma,22-176,2003.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Reda Belahyane,MAR,MF,Lazio,21-205,2004.0,2.0,9,4.45,8,0,1,0,0,0,2,0.99,2,0,0,0,0,0
Rafik Belghali,ALG,"DF,FW",Hellas Verona,23-199,2002.0,12.3,32,2.61,23,1,6,2,0,0,3,0.24,2,0,1,0,0,0
Armel Bella Kotchap,GER,DF,Hellas Verona,24-012,2001.0,7.6,4,0.53,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Raoul Bellanova,ITA,DF,Atalanta,25-220,2000.0,10.3,28,2.72,25,2,0,1,0,0,2,0.19,2,0,0,0,0,0
Andrea Belotti,ITA,FW,Cagliari,32-003,1993.0,2.1,3,1.44,1,0,0,1,1,0,2,0.96,0,0,0,1,1,0
Adrian Benedyczak,POL,"FW,MF",Parma,25-029,2000.0,4.1,14,3.44,9,1,0,1,1,2,1,0.25,1,0,0,0,0,0
Domenico Berardi,ITA,FW,Sassuolo,31-144,1994.0,9.9,31,3.12,24,3,1,2,0,1,5,0.5,3,1,1,0,0,0
Medon Berisha,ALB,MF,Lecce,22-063,2003.0,9.7,37,3.82,16,16,1,2,1,1,4,0.41,1,2,0,0,0,1
Adrian Bernabe,ESP,MF,Parma,24-211,2001.0,13.3,51,3.85,32,11,1,5,2,0,2,0.15,0,1,0,1,0,0
Federico Bernardeschi,ITA,"FW,MF",Bologna,31-310,1994.0,4.7,31,6.6,22,2,3,2,1,1,3,0.64,2,1,0,0,0,0
Lorenzo Bernasconi,ITA,DF,Atalanta,22-037,2003.0,4.3,13,3.01,5,7,0,1,0,0,0,0.0,0,0,0,0,0,0
Antoine Bernede,FRA,MF,Hellas Verona,26-211,1999.0,12.1,29,2.39,25,1,0,1,1,1,1,0.08,1,0,0,0,0,0
Nicolò Bertola,ITA,DF,Udinese,22-275,2003.0,9.7,10,1.03,9,0,0,1,0,0,1,0.1,1,0,0,0,0,0
Sam Beukema,NED,DF,Napoli,27-036,1998.0,7.7,5,0.65,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0
Matteo Bianchetti,ITA,DF,Cremonese,32-281,1993.0,12.6,9,0.71,6,1,0,2,0,0,2,0.16,1,0,0,1,0,0
