Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Zakaria Aboukhlal,ma MAR,"FW,MF",Torino,25-308,2000,1.9,0,2,2,100.0,1.05,1.05,0.00,0.00,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2,Francesco Acerbi,it ITA,DF,Inter,37-316,1988,9.6,0,3,1,33.3,0.31,0.10,0.00,0.00,8.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
3,Che Adams,sct SCO,"FW,MF",Torino,29-163,1996,9.1,3,27,10,37.0,2.95,1.09,0.11,0.30,20.1,0,0,0,2.5,2.5,0.09,+0.5,+0.5,Matches
4,Jayden Addai,nl NED,FW,Como,20-119,2005,6.9,3,12,6,50.0,1.75,0.87,0.25,0.50,18.0,0,0,0,1.4,1.4,0.12,+1.6,+1.6,Matches
5,Vasilije Adžić,me MNE,MF,Juventus,19-225,2006,1.4,1,5,4,80.0,3.57,2.86,0.20,0.25,26.3,1,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
6,Michel Aebischer,ch SUI,MF,Pisa,28-351,1997,13.9,0,7,0,0.0,0.50,0.00,0.00,,25.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
7,Honest Ahanor,it ITA,DF,Atalanta,17-303,2008,6.1,0,5,0,0.0,0.82,0.00,0.00,,9.3,0,0,0,1.0,1.0,0.21,-1.0,-1.0,Matches
8,Junior Ajayi,ci CIV,FW,Hellas Verona,21-073,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9,Manuel Akanji,ch SUI,DF,Inter,30-157,1995,13.0,0,8,0,0.0,0.62,0.00,0.00,,17.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
10,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,21-028,2004,9.5,0,10,3,30.0,1.05,0.32,0.00,0.00,24.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
11,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,33-073,1992,5.5,0,4,1,25.0,0.73,0.18,0.00,0.00,17.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
12,Raúl Albiol,es ESP,DF,Pisa,40-110,1985,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
13,Pontus Almqvist,se SWE,"DF,MF",Parma,26-166,1999,3.9,0,1,0,0.0,0.26,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
14,Giuseppe Ambrosino,it ITA,FW,Napoli,22-104,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
