Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Zakaria Aboukhlal,MAR,"FW,MF",Torino,25-308,2000.0,1.9,0,2,2,100.0,1.05,1.05,0.0,0.0,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Francesco Acerbi,ITA,DF,Inter,37-316,1988.0,9.6,0,3,1,33.3,0.31,0.1,0.0,0.0,8.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Che Adams,SCO,"FW,MF",Torino,29-163,1996.0,9.1,3,27,10,37.0,2.95,1.09,0.11,0.3,20.1,0,0,0,2.5,2.5,0.09,0.5,0.5
Jayden Addai,NED,FW,Como,20-119,2005.0,6.9,3,12,6,50.0,1.75,0.87,0.25,0.5,18.0,0,0,0,1.4,1.4,0.12,1.6,1.6
Vasilije Adžić,MNE,MF,Juventus,19-225,2006.0,1.4,1,5,4,80.0,3.57,2.86,0.2,0.25,26.3,1,0,0,0.2,0.2,0.04,0.8,0.8
Michel Aebischer,SUI,MF,Pisa,28-351,1997.0,13.9,0,7,0,0.0,0.5,0.0,0.0,,25.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Honest Ahanor,ITA,DF,Atalanta,17-303,2008.0,6.1,0,5,0,0.0,0.82,0.0,0.0,,9.3,0,0,0,1.0,1.0,0.21,-1.0,-1.0
Junior Ajayi,CIV,FW,Hellas Verona,21-073,2004.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Manuel Akanji,SUI,DF,Inter,30-157,1995.0,13.0,0,8,0,0.0,0.62,0.0,0.0,,17.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Ebenezer Akinsanmiro,NGA,MF,Pisa,21-028,2004.0,9.5,0,10,3,30.0,1.05,0.32,0.0,0.0,24.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Jean-Daniel Akpa-Akpro,CIV,MF,Hellas Verona,33-073,1992.0,5.5,0,4,1,25.0,0.73,0.18,0.0,0.0,17.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Raúl Albiol,ESP,DF,Pisa,40-110,1985.0,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Pontus Almqvist,SWE,"DF,MF",Parma,26-166,1999.0,3.9,0,1,0,0.0,0.26,0.0,0.0,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Giuseppe Ambrosino,ITA,FW,Napoli,22-104,2003.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Angeliño,ESP,"DF,MF",Roma,28-353,1997.0,4.3,0,4,2,50.0,0.93,0.47,0.0,0.0,13.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Samuele Angori,ITA,DF,Pisa,22-077,2003.0,8.5,0,1,0,0.0,0.12,0.0,0.0,,33.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Faustino Anjorin,ENG,"MF,FW",Torino,24-030,2001.0,1.4,0,1,0,0.0,0.73,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Kristjan Asllani,ALB,MF,Torino,23-289,2002.0,11.7,0,18,3,16.7,1.54,0.26,0.0,0.0,29.7,1,0,1,1.4,0.6,0.03,-1.4,-0.6
Zachary Athekame,SUI,"DF,FW",Milan,21-010,2004.0,1.3,1,2,1,50.0,1.59,0.8,0.5,1.0,27.7,0,0,0,0.0,0.0,0.02,1.0,1.0
Arthur Atta,FRA,MF,Udinese,22-343,2003.0,12.3,1,25,9,36.0,2.04,0.73,0.04,0.11,21.5,1,0,0,1.5,1.5,0.06,-0.5,-0.5
Emil Audero,IDN,GK,Cremonese,28-339,1997.0,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Carlos Augusto,BRA,DF,Inter,26-350,1999.0,6.4,1,10,4,40.0,1.55,0.62,0.1,0.25,14.7,0,0,0,0.7,0.7,0.07,0.3,0.3
Yann Aurel Bisseck,GER,DF,Inter,25-024,2000.0,4.3,1,9,3,33.3,2.11,0.7,0.11,0.33,13.7,0,0,0,0.5,0.5,0.06,0.5,0.5
Neil El Aynaoui,MAR,MF,Roma,24-174,2001.0,4.4,0,3,2,66.7,0.68,0.45,0.0,0.0,26.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Leon Bailey,JAM,"MF,FW",Roma,28-136,1997.0,2.1,0,3,1,33.3,1.45,0.48,0.0,0.0,17.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Tommaso Baldanzi,ITA,"FW,MF",Roma,22-275,2003.0,4.3,1,11,4,36.4,2.56,0.93,0.09,0.25,17.0,0,0,0,1.5,1.5,0.13,-0.5,-0.5
Lameck Banda,ZAM,"FW,MF",Lecce,24-328,2001.0,6.1,1,8,4,50.0,1.31,0.66,0.13,0.25,19.2,1,0,0,0.9,0.9,0.11,0.1,0.1
Tommaso Barbieri,ITA,"DF,FW",Cremonese,23-119,2002.0,9.1,0,7,1,14.3,0.77,0.11,0.0,0.0,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Nicolò Barella,ITA,MF,Inter,28-319,1997.0,13.2,1,15,2,13.3,1.14,0.15,0.07,0.5,19.1,1,0,0,1.5,1.5,0.1,-0.5,-0.5
Davide Bartesaghi,ITA,DF,Milan,19-359,2005.0,9.1,2,10,5,50.0,1.09,0.55,0.2,0.4,20.2,2,0,0,0.6,0.6,0.06,1.4,1.4
Federico Baschirotto,ITA,DF,Cremonese,29-094,1996.0,16.0,2,8,4,50.0,0.5,0.25,0.25,0.5,11.5,0,0,0,0.6,0.6,0.08,1.4,1.4
Toma Bašić,CRO,MF,Lazio,29-028,1996.0,9.2,1,19,8,42.1,2.07,0.87,0.05,0.13,25.0,2,0,0,0.8,0.8,0.04,0.2,0.2
Alessandro Bastoni,ITA,DF,Inter,26-254,1999.0,13.6,1,11,3,27.3,0.81,0.22,0.09,0.33,13.3,0,0,0,0.9,0.9,0.08,0.1,0.1
Martin Baturina,CRO,"FW,MF",Como,22-310,2003.0,2.8,1,2,1,50.0,0.73,0.36,0.5,1.0,17.4,0,0,0,0.2,0.2,0.11,0.8,0.8
Vakoun Bayo,CIV,FW,Udinese,28-347,1997.0,3.2,0,11,1,9.1,3.43,0.31,0.0,0.0,13.3,0,0,0,1.4,1.4,0.12,-1.4,-1.4
Tjaš Begić,SVN,DF,Parma,22-176,2003.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Reda Belahyane,MAR,MF,Lazio,21-205,2004.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rafik Belghali,ALG,"DF,FW",Hellas Verona,23-199,2002.0,12.3,2,10,4,40.0,0.81,0.33,0.2,0.5,14.1,0,0,0,1.5,1.5,0.15,0.5,0.5
Armel Bella Kotchap,GER,DF,Hellas Verona,24-012,2001.0,7.6,0,2,0,0.0,0.26,0.0,0.0,,16.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Raoul Bellanova,ITA,DF,Atalanta,25-220,2000.0,10.3,0,10,2,20.0,0.97,0.19,0.0,0.0,16.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Andrea Belotti,ITA,FW,Cagliari,32-003,1993.0,2.1,2,5,3,60.0,2.39,1.44,0.2,0.33,12.2,0,1,1,1.9,1.1,0.23,0.1,-0.1
Adrian Benedyczak,POL,"FW,MF",Parma,25-029,2000.0,4.1,1,6,1,16.7,1.48,0.25,0.0,0.0,15.2,0,1,1,1.3,0.5,0.09,-0.3,-0.5
Domenico Berardi,ITA,FW,Sassuolo,31-144,1994.0,9.9,4,16,8,50.0,1.61,0.81,0.13,0.25,20.0,1,2,2,2.9,1.3,0.08,1.1,0.7
Medon Berisha,ALB,MF,Lecce,22-063,2003.0,9.7,2,24,5,20.8,2.48,0.52,0.08,0.4,27.9,6,0,0,1.2,1.2,0.05,0.8,0.8
Adrian Bernabe,ESP,MF,Parma,24-211,2001.0,13.3,2,28,7,25.0,2.11,0.53,0.07,0.29,22.0,4,0,0,1.7,1.7,0.06,0.3,0.3
Federico Bernardeschi,ITA,"FW,MF",Bologna,31-310,1994.0,4.7,1,13,5,38.5,2.77,1.06,0.08,0.2,22.0,1,0,0,0.8,0.8,0.06,0.2,0.2
Lorenzo Bernasconi,ITA,DF,Atalanta,22-037,2003.0,4.3,0,4,0,0.0,0.93,0.0,0.0,,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Antoine Bernede,FRA,MF,Hellas Verona,26-211,1999.0,12.1,1,8,2,25.0,0.66,0.16,0.13,0.5,20.6,0,0,0,0.6,0.6,0.07,0.4,0.4
Nicolò Bertola,ITA,DF,Udinese,22-275,2003.0,9.7,0,8,3,37.5,0.83,0.31,0.0,0.0,18.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Sam Beukema,NED,DF,Napoli,27-036,1998.0,7.7,1,4,2,50.0,0.52,0.26,0.25,0.5,13.2,0,0,0,1.1,1.1,0.27,-0.1,-0.1
Matteo Bianchetti,ITA,DF,Cremonese,32-281,1993.0,12.6,0,4,0,0.0,0.32,0.0,0.0,,11.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Cristiano Biraghi,ITA,"DF,MF",Torino,33-113,1992.0,5.1,0,2,0,0.0,0.39,0.0,0.0,,21.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Daniel Boloca,ROU,MF,Sassuolo,27-001,1998.0,1.5,0,2,0,0.0,1.33,0.0,0.0,,21.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Federico Bonazzoli,ITA,FW,Cremonese,28-216,1997.0,9.5,5,23,10,43.5,2.41,1.05,0.17,0.4,19.9,0,1,1,3.2,2.4,0.1,1.8,1.6
Warren Bondo,FRA,MF,Cremonese,22-099,2003.0,12.5,0,4,0,0.0,0.32,0.0,0.0,,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Giovanni Bonfanti,ITA,DF,Pisa,22-340,2003.0,4.4,0,6,1,16.7,1.36,0.23,0.0,0.0,13.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Ange-Yoan Bonny,FRA,FW,Inter,22-059,2003.0,4.9,4,9,4,44.4,1.85,0.82,0.44,1.0,12.5,0,0,0,1.8,1.8,0.2,2.2,2.2
Gennaro Borrelli,ITA,FW,Cagliari,25-288,2000.0,8.8,3,16,5,31.3,1.81,0.57,0.19,0.6,13.6,0,0,0,1.6,1.6,0.1,1.4,1.4
Domagoj Bradarić,CRO,"DF,FW",Hellas Verona,26-013,1999.0,10.0,0,5,3,60.0,0.5,0.3,0.0,0.0,16.1,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Iker Bravo,ESP,FW,Udinese,20-344,2005.0,2.0,1,4,1,25.0,2.01,0.5,0.25,1.0,21.0,0,0,0,0.2,0.2,0.05,0.8,0.8
Gleison Bremer,BRA,DF,Juventus,28-280,1997.0,4.7,0,4,1,25.0,0.86,0.21,0.0,0.0,15.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Marco Brescianini,ITA,MF,Atalanta,25-337,2000.0,1.9,1,2,1,50.0,1.07,0.54,0.5,1.0,17.4,0,0,0,0.1,0.1,0.07,0.9,0.9
Sascha Britschgi,SUI,DF,Parma,19-118,2006.0,10.2,0,7,1,14.3,0.69,0.1,0.0,0.0,22.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Louis Buffon,CZE,"FW,MF",Pisa,17-360,2007.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Adam Buksa,POL,FW,Udinese,29-164,1996.0,5.4,1,7,3,42.9,1.29,0.55,0.14,0.33,13.8,0,0,0,0.7,0.7,0.1,0.3,0.3
Alessandro Buongiorno,ITA,DF,Napoli,26-200,1999.0,10.1,0,3,1,33.3,0.3,0.1,0.0,0.0,6.8,0,0,0,0.6,0.6,0.21,-0.6,-0.6
Jean Butez,FRA,GK,Como,30-198,1995.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Arturo Calabresi,ITA,DF,Pisa,29-281,1996.0,5.6,0,2,1,50.0,0.36,0.18,0.0,0.0,21.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Hakan Çalhanoğlu,TUR,MF,Inter,31-318,1994.0,10.6,6,27,7,25.9,2.56,0.66,0.15,0.57,27.9,3,2,3,3.5,1.2,0.04,2.5,2.8
Francesco Camarda,ITA,FW,Lecce,17-288,2008.0,5.4,1,11,2,18.2,2.03,0.37,0.09,0.5,14.7,0,0,1,1.7,0.9,0.08,-0.7,0.1
Nicolò Cambiaghi,ITA,FW,Bologna,24-360,2000.0,9.1,2,14,4,28.6,1.54,0.44,0.14,0.5,16.0,0,0,0,1.5,1.5,0.11,0.5,0.5
Andrea Cambiaso,ITA,"DF,FW",Juventus,25-306,2000.0,12.1,1,8,4,50.0,0.66,0.33,0.13,0.25,17.7,0,0,0,0.8,0.8,0.11,0.2,0.2
Matteo Cancellieri,ITA,FW,Lazio,23-314,2002.0,6.8,3,17,8,47.1,2.49,1.17,0.18,0.38,15.2,0,0,0,2.1,2.1,0.13,0.9,0.9
Fali Candé,GNB,DF,Sassuolo,27-333,1998.0,4.9,0,3,0,0.0,0.61,0.0,0.0,,23.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Simone Canestrelli,ITA,DF,Pisa,25-103,2000.0,16.0,0,7,1,14.3,0.44,0.06,0.0,0.0,10.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7
Elia Caprile,ITA,GK,Cagliari,24-120,2001.0,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Maxence Caqueret,FRA,"MF,FW",Como,25-311,2000.0,6.6,0,7,1,14.3,1.06,0.15,0.0,0.0,21.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Antonio Caracciolo,ITA,DF,Pisa,35-176,1990.0,15.9,0,11,2,18.2,0.69,0.13,0.0,0.0,16.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Valentin Carboni,ARG,"MF,FW",Genoa,20-293,2005.0,4.0,0,6,2,33.3,1.5,0.5,0.0,0.0,17.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Diego Carlos,BRA,DF,Como,32-283,1993.0,10.4,0,1,0,0.0,0.1,0.0,0.0,,36.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Marco Carnesecchi,ITA,GK,Atalanta,25-175,2000.0,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Cesare Casadei,ITA,MF,Torino,22-347,2003.0,12.6,0,19,7,36.8,1.51,0.56,0.0,0.0,16.0,0,0,0,2.0,1.8,0.1,-2.0,-1.8
Nicolò Casale,ITA,DF,Bologna,27-312,1998.0,2.6,0,2,0,0.0,0.77,0.0,0.0,,7.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Valentín Castellanos,ARG,FW,Lazio,27-081,1998.0,7.5,2,20,8,40.0,2.67,1.07,0.1,0.25,17.3,0,0,0,2.0,2.0,0.1,0.0,0.0
Santiago Castro,ARG,FW,Bologna,21-085,2004.0,9.8,4,23,10,43.5,2.36,1.03,0.17,0.4,14.7,0,0,0,2.8,2.8,0.13,1.2,1.2
Danilo Cataldi,ITA,MF,Lazio,31-139,1994.0,11.8,1,12,1,8.3,1.02,0.08,0.0,0.0,26.1,2,1,1,1.4,0.6,0.05,-0.4,-0.6
Nicolò Cavuoti,ITA,"MF,DF",Cagliari,22-263,2003.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Federico Ceccherini,ITA,DF,Cremonese,33-226,1992.0,2.5,0,4,2,50.0,1.63,0.81,0.0,0.0,21.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Zeki Çelik,TUR,DF,Roma,28-309,1997.0,11.6,1,13,2,15.4,1.12,0.17,0.08,0.5,18.0,0,0,0,0.8,0.8,0.06,0.2,0.2
Fallou Cham,GAM,DF,Hellas Verona,19-312,2006.0,2.4,0,5,2,40.0,2.1,0.84,0.0,0.0,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Walid Cheddira,MAR,FW,Sassuolo,27-335,1998.0,2.0,1,8,2,25.0,3.96,0.99,0.13,0.5,16.1,0,0,0,0.9,0.9,0.11,0.1,0.1
Samuel Chukwueze,NGA,FW,Milan,26-215,1999.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Alessandro Circati,AUS,DF,Parma,22-074,2003.0,9.4,1,1,1,100.0,0.11,0.11,1.0,1.0,7.7,0,0,0,0.5,0.5,0.5,0.5,0.5
Saúl Coco,EQG,DF,Torino,26-317,1999.0,14.0,1,9,3,33.3,0.64,0.21,0.11,0.33,12.0,1,0,0,0.6,0.6,0.07,0.4,0.4
Michele Collocolo,ITA,MF,Cremonese,26-045,1999.0,3.2,0,1,1,100.0,0.32,0.32,0.0,0.0,32.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Lorenzo Colombo,ITA,"FW,MF",Genoa,23-290,2002.0,9.6,2,24,9,37.5,2.5,0.94,0.08,0.22,15.0,0,0,1,4.5,3.7,0.15,-2.5,-1.7
Pietro Comuzzo,ITA,DF,Fiorentina,20-306,2005.0,7.2,0,3,0,0.0,0.42,0.0,0.0,,17.0,0,0,0,0.3,0.3,0.1,-0.3,-0.3
Francisco Conceição,POR,"MF,FW",Juventus,23-009,2002.0,9.9,2,28,9,32.1,2.83,0.91,0.07,0.22,17.0,0,0,0,2.8,2.8,0.1,-0.8,-0.8
Maxwel Cornet,CIV,"FW,DF",Genoa,29-087,1996.0,0.9,0,2,1,50.0,2.34,1.17,0.0,0.0,15.0,0,0,1,1.5,0.7,0.36,-1.5,-0.7
Edoardo Corvi,ITA,GK,Parma,24-275,2001.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lassana Coulibaly,MLI,MF,Lecce,29-257,1996.0,13.1,2,9,4,44.4,0.69,0.31,0.22,0.5,12.0,0,0,0,1.4,1.4,0.15,0.6,0.6
Woyo Coulibaly,MLI,DF,Sassuolo,26-217,1999.0,3.4,0,2,1,50.0,0.59,0.29,0.0,0.0,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Ben Cremaschi,USA,MF,Parma,20-296,2005.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Bryan Cristante,ITA,MF,Roma,30-295,1995.0,14.7,1,21,5,23.8,1.43,0.34,0.05,0.2,13.9,0,0,0,1.0,1.0,0.05,0.0,0.0
Juan Cuadrado,COL,"DF,MF",Pisa,37-211,1988.0,3.6,1,5,1,20.0,1.38,0.28,0.0,0.0,26.8,0,1,1,0.9,0.1,0.02,0.1,-0.1
Patrick Cutrone,ITA,FW,Parma,27-354,1998.0,9.0,1,23,7,30.4,2.54,0.77,0.04,0.14,15.5,0,0,0,2.4,2.4,0.11,-1.4,-1.4
Lucas Da Cunha,FRA,MF,Como,24-197,2001.0,10.7,0,12,5,41.7,1.12,0.47,0.0,0.0,23.1,0,0,0,1.2,1.2,0.1,-1.2,-1.2
Thijs Dallinga,NED,"FW,MF",Bologna,25-142,2000.0,5.1,1,13,2,15.4,2.53,0.39,0.08,0.5,14.3,0,0,0,1.3,1.3,0.1,-0.3,-0.3
Matteo Darmian,ITA,DF,Inter,36-021,1989.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Juan David Cabal,COL,DF,Juventus,24-349,2001.0,1.5,2,4,2,50.0,2.61,1.3,0.5,1.0,17.5,0,0,0,0.8,0.8,0.2,1.2,1.2
