Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
1,Zakaria Aboukhlal,ma MAR,"FW,MF",Torino,25-308,2000,1.9,1,0,0,4,6,3,4,0,5,0,0,0,9,1,5,16.7,Matches
2,Francesco Acerbi,it ITA,DF,Inter,37-316,1988,9.6,2,0,0,11,8,2,1,15,5,0,0,0,32,32,17,65.3,Matches
3,Che Adams,sct SCO,"FW,MF",Torino,29-163,1996,9.1,0,0,0,5,7,4,9,1,4,0,0,0,24,11,24,31.4,Matches
4,Jayden Addai,nl NED,FW,Como,20-119,2005,6.9,3,0,0,12,12,2,9,3,2,0,0,0,22,2,1,66.7,Matches
5,Vasilije Adžić,me MNE,MF,Juventus,19-225,2006,1.4,0,0,0,2,1,0,2,2,1,0,0,0,12,1,4,20.0,Matches
6,Michel Aebischer,ch SUI,MF,Pisa,28-351,1997,13.9,3,0,0,19,16,0,16,12,23,0,0,0,69,5,8,38.5,Matches
7,Honest Ahanor,it ITA,DF,Atalanta,17-303,2008,6.1,0,0,0,4,11,0,1,8,7,0,0,0,17,10,7,58.8,Matches
8,Junior Ajayi,ci CIV,FW,Hellas Verona,21-073,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
9,Manuel Akanji,ch SUI,DF,Inter,30-157,1995,13.0,3,0,0,11,6,1,3,9,9,0,0,0,50,21,14,60.0,Matches
10,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,21-028,2004,9.5,1,0,0,21,17,1,10,11,13,0,0,0,67,7,9,43.8,Matches
11,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,33-073,1992,5.5,4,0,0,19,1,0,3,12,12,0,0,0,27,15,15,50.0,Matches
12,Raúl Albiol,es ESP,DF,Pisa,40-110,1985,3.4,1,0,0,4,2,0,1,4,0,0,0,0,8,4,5,44.4,Matches
13,Pontus Almqvist,se SWE,"DF,MF",Parma,26-166,1999,3.9,0,0,0,6,12,0,4,3,5,0,0,0,17,5,4,55.6,Matches
14,Giuseppe Ambrosino,it ITA,FW,Napoli,22-104,2003,0.4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,50.0,Matches
15,Angeliño,es ESP,"DF,MF",Roma,28-353,1997,4.3,1,0,0,4,2,0,14,2,6,0,0,0,21,4,4,50.0,Matches
16,Samuele Angori,it ITA,DF,Pisa,22-077,2003,8.5,0,0,0,6,18,1,54,6,10,0,0,0,26,6,9,40.0,Matches
17,Faustino Anjorin,eng ENG,"MF,FW",Torino,24-030,2001,1.4,1,0,0,4,1,1,1,2,1,0,0,0,6,4,4,50.0,Matches
18,Kristjan Asllani,al ALB,MF,Torino,23-289,2002,11.7,3,0,0,7,12,0,50,11,14,0,0,0,58,1,9,10.0,Matches
