Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Zeki Çelik,TUR,DF,Roma,28-309,1997.0,11.6,645,546,98,10,2,2,29,87,0,0,0,0,521,1,21
Fallou Cham,GAM,DF,Hellas Verona,19-312,2006.0,2.4,87,57,29,1,0,0,9,28,0,0,0,0,56,1,3
Walid Cheddira,MAR,FW,Sassuolo,27-335,1998.0,2.0,56,53,3,1,0,0,3,0,0,0,0,0,35,0,6
Samuel Chukwueze,NGA,FW,Milan,26-215,1999.0,0.3,16,12,4,2,0,0,3,0,2,2,0,0,12,0,0
Alessandro Circati,AUS,DF,Parma,22-074,2003.0,9.4,439,423,15,15,0,1,0,0,0,0,0,0,372,1,4
Saúl Coco,EQG,DF,Torino,26-317,1999.0,14.0,563,533,29,16,0,3,1,1,0,0,0,0,499,1,6
Michele Collocolo,ITA,MF,Cremonese,26-045,1999.0,3.2,106,104,2,1,0,1,5,1,0,0,0,0,85,0,3
Lorenzo Colombo,ITA,"FW,MF",Genoa,23-290,2002.0,9.6,188,175,11,0,3,2,5,0,0,0,0,0,123,2,5
Pietro Comuzzo,ITA,DF,Fiorentina,20-306,2005.0,7.2,385,376,9,7,0,0,0,2,0,0,0,0,339,0,4
Francisco Conceição,POR,"MF,FW",Juventus,23-009,2002.0,9.9,377,365,12,1,1,1,34,5,5,3,0,0,315,0,8
Maxwel Cornet,CIV,"FW,DF",Genoa,29-087,1996.0,0.9,29,27,2,0,0,0,7,1,1,0,1,0,17,0,1
Edoardo Corvi,ITA,GK,Parma,24-275,2001.0,4.0,140,112,28,11,0,0,0,0,0,0,0,0,110,0,0
Lassana Coulibaly,MLI,MF,Lecce,29-257,1996.0,13.1,346,340,4,2,1,1,6,1,0,0,0,0,273,2,11
Woyo Coulibaly,MLI,DF,Sassuolo,26-217,1999.0,3.4,148,113,34,2,0,0,4,32,0,0,0,0,129,1,3
Ben Cremaschi,USA,MF,Parma,20-296,2005.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bryan Cristante,ITA,MF,Roma,30-295,1995.0,14.7,898,881,13,13,1,8,7,0,0,0,0,0,728,4,8
Juan Cuadrado,COL,"DF,MF",Pisa,37-211,1988.0,3.6,150,121,29,9,0,2,18,16,4,3,1,0,113,0,4
Patrick Cutrone,ITA,FW,Parma,27-354,1998.0,9.0,179,177,2,0,0,0,12,1,0,0,0,0,110,0,13
Lucas Da Cunha,FRA,MF,Como,24-197,2001.0,10.7,658,612,46,33,0,8,31,1,11,0,8,0,579,0,9
Thijs Dallinga,NED,"FW,MF",Bologna,25-142,2000.0,5.1,134,131,2,0,0,1,4,0,0,0,0,0,94,1,4
Matteo Darmian,ITA,DF,Inter,36-021,1989.0,0.2,4,2,2,0,0,0,1,2,0,0,0,0,1,0,0
Juan David Cabal,COL,DF,Juventus,24-349,2001.0,1.5,62,55,7,0,0,0,0,7,0,0,0,0,48,0,4
Jonathan David,CAN,FW,Juventus,25-343,2000.0,6.9,186,181,4,0,2,0,3,0,0,0,0,0,147,1,3
Keinan Davis,ENG,FW,Udinese,27-313,1998.0,10.1,170,154,15,1,0,0,2,0,0,0,0,0,129,1,2
Kevin De Bruyne,BEL,MF,Napoli,34-178,1991.0,6.3,415,375,39,12,8,3,25,4,20,11,1,0,342,1,7
Charles De Ketelaere,BEL,"MF,FW",Atalanta,24-288,2001.0,10.9,473,455,17,3,4,1,32,10,2,0,0,0,368,1,15
Manuel De Luca,ITA,FW,Cremonese,27-159,1998.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0
Lorenzo De Silvestri,ITA,DF,Bologna,37-214,1988.0,3.0,132,110,22,4,0,0,3,18,0,0,0,0,109,0,3
Koni De Winter,BEL,DF,Milan,23-194,2002.0,4.2,244,232,11,1,0,0,2,9,0,0,0,0,206,1,1
Alessandro Deiola,ITA,"MF,DF",Cagliari,30-144,1995.0,9.6,401,378,22,13,0,1,1,2,0,0,0,0,332,1,11
Enrico Del Prato,ITA,DF,Parma,26-043,1999.0,14.5,570,488,82,21,0,0,5,57,0,0,0,0,469,0,1
Fisayo Dele-Bashiru,NGA,MF,Lazio,24-320,2001.0,3.0,103,103,0,0,0,0,0,0,0,0,0,0,95,0,0
Ali Dembélé,FRA,DF,Torino,21-352,2004.0,0.1,7,3,4,0,0,0,0,4,0,0,0,0,3,0,0
Daniel Denoon,SUI,DF,Pisa,21-329,2004.0,1.4,40,31,9,1,0,0,0,8,0,0,0,0,33,0,0
Michele Di Gregorio,ITA,GK,Juventus,28-149,1997.0,14.0,441,370,69,18,0,0,0,0,0,0,0,0,350,2,1
Giovanni Di Lorenzo,ITA,"DF,MF",Napoli,32-141,1993.0,15.0,958,790,168,26,2,0,18,142,0,0,0,0,794,0,28
Alessandro Di Pardo,ITA,DF,Cagliari,26-158,1999.0,0.6,26,17,9,0,0,0,0,9,0,0,0,0,19,0,2
Boulaye Dia,SEN,"FW,MF",Lazio,29-037,1996.0,8.9,198,184,14,0,0,3,0,0,0,0,0,0,161,0,10
Assane Diao,SEN,FW,Como,20-107,2005.0,3.5,110,106,4,2,2,0,6,2,0,0,0,0,79,0,5
Federico Dimarco,ITA,DF,Inter,28-043,1997.0,11.6,623,532,86,8,0,10,116,38,40,10,26,0,452,5,21
Andy Diouf,FRA,"MF,FW",Inter,22-220,2003.0,0.8,43,42,1,0,0,0,2,1,0,0,0,0,35,0,2
Berat Djimsiti,ALB,DF,Atalanta,32-307,1993.0,12.3,771,727,43,20,0,0,2,16,0,0,0,0,682,1,9
Dodô,BRA,DF,Fiorentina,27-036,1998.0,15.0,642,535,105,9,0,4,66,96,0,0,0,0,470,2,15
Josh Doig,SCO,DF,Sassuolo,23-219,2002.0,11.7,529,414,113,10,1,1,19,102,1,0,0,0,415,2,8
Benjamín Domínguez,ARG,FW,Bologna,22-095,2003.0,2.7,56,56,0,0,0,1,2,0,0,0,0,0,44,0,2
Anastasios Douvikas,GRE,FW,Como,26-143,1999.0,7.5,126,115,11,0,1,1,0,0,0,0,0,0,98,0,4
Artem Dovbyk,UKR,FW,Roma,28-185,1997.0,3.6,68,67,1,0,1,0,0,0,0,0,0,0,48,0,4
Denzel Dumfries,NED,DF,Inter,29-249,1996.0,8.0,282,236,46,2,0,1,22,44,0,0,0,0,208,0,10
Paulo Dybala,ARG,"FW,MF",Roma,32-038,1993.0,6.2,273,222,48,12,4,2,43,0,29,11,16,0,204,3,10
Edin Džeko,BIH,FW,Fiorentina,39-281,1986.0,2.7,82,78,4,0,0,0,1,0,0,0,0,0,61,0,2
Enzo Ebosse,CMR,DF,Hellas Verona,26-287,1999.0,0.6,30,29,1,1,0,0,0,0,0,0,0,0,26,0,0
Éderson,BRA,MF,Atalanta,26-169,1999.0,9.6,650,632,18,12,1,10,6,4,0,0,0,0,585,0,6
Kingsley Ehizibue,NED,DF,Udinese,30-212,1995.0,6.2,214,161,52,2,0,0,19,50,0,0,0,0,150,1,8
Jeff Ekhator,ITA,FW,Genoa,19-042,2006.0,3.7,68,65,2,0,0,0,3,1,0,0,0,0,37,1,3
Jurgen Ekkelenkamp,NED,MF,Udinese,25-262,2000.0,8.0,232,211,19,4,1,0,18,8,7,7,0,0,164,2,10
Caleb Ekuban,GHA,FW,Genoa,31-275,1994.0,4.9,77,71,5,0,0,0,4,0,1,0,0,0,51,1,1
Mikael Ellertsson,ISL,"DF,FW",Genoa,23-287,2002.0,12.0,286,240,46,7,0,0,13,35,3,1,1,0,206,0,4
Elif Elmas,MKD,"MF,FW",Napoli,26-090,1999.0,5.8,229,209,20,5,1,0,12,2,8,6,1,0,185,0,5
Francesco Esposito,ITA,FW,Inter,20-178,2005.0,5.0,117,116,1,0,1,1,0,0,0,0,0,0,81,0,3
Sebastiano Esposito,ITA,"FW,MF",Cagliari,23-174,2002.0,12.6,411,346,59,17,7,12,47,5,24,8,10,0,277,6,15
Nahuel Estévez,ARG,MF,Parma,30-039,1995.0,6.0,246,216,29,21,0,2,17,1,7,4,3,0,170,1,2
Pervis Estupiñán,ECU,DF,Milan,27-336,1998.0,4.9,250,206,44,4,1,1,6,40,0,0,0,0,206,0,5
Giovanni Fabbian,ITA,MF,Bologna,22-343,2003.0,4.8,106,103,3,2,0,2,3,1,0,0,0,0,85,0,5
Alieu Fadera,GAM,FW,Sassuolo,24-050,2001.0,5.9,150,143,6,1,1,0,16,1,4,4,0,0,114,1,11
Nicolò Fagioli,ITA,MF,Fiorentina,24-314,2001.0,9.2,575,515,58,30,2,4,35,2,14,8,3,0,496,2,5
Wladimiro Falcone,ITA,GK,Lecce,30-255,1995.0,15.0,466,326,137,71,0,0,0,0,0,0,0,0,230,3,0
Jacopo Fazzini,ITA,"MF,FW",Fiorentina,22-282,2003.0,4.3,127,122,3,1,1,0,5,0,2,2,0,0,95,2,3
Mattia Felici,ITA,"FW,DF",Cagliari,24-250,2001.0,4.6,138,115,22,3,1,0,23,9,10,4,4,0,86,1,7
Evan Ferguson,IRL,FW,Roma,21-065,2004.0,5.9,124,116,8,0,0,1,2,0,0,0,0,0,93,0,4
Lewis Ferguson,SCO,MF,Bologna,26-121,1999.0,7.0,478,437,41,26,0,3,9,3,7,0,5,0,424,0,5
Romano Floriani,ITA,"DF,FW",Cremonese,22-330,2003.0,6.6,181,170,11,0,0,0,17,11,0,0,0,0,122,0,10
Youssouf Fofana,FRA,MF,Milan,26-347,1999.0,11.6,398,392,5,1,6,2,5,3,0,0,0,0,336,1,3
Francesco Folino,ITA,DF,Cremonese,23-334,2002.0,1.2,67,53,13,2,0,0,0,11,0,0,0,0,50,1,0
Michael Folorunsho,ITA,"MF,FW",Cagliari,27-319,1998.0,14.5,356,340,11,1,0,1,17,10,0,0,0,0,233,5,15
Niccolò Fortini,ITA,"DF,MF",Fiorentina,19-313,2006.0,5.0,219,194,25,0,0,0,25,25,0,0,0,0,172,0,3
Davide Frattesi,ITA,"MF,FW",Inter,26-062,1999.0,2.3,41,40,1,1,0,0,0,0,0,0,0,0,30,0,1
Morten Frendrup,DEN,MF,Genoa,24-260,2001.0,13.6,440,412,26,14,1,1,3,7,0,0,0,0,360,2,10
Martin Frese,DEN,DF,Hellas Verona,27-353,1998.0,11.9,484,376,104,6,0,0,34,80,18,4,13,0,315,4,8
Remo Freuler,SUI,MF,Bologna,33-252,1992.0,7.6,420,393,26,21,0,3,4,4,0,0,0,0,354,1,4
Matteo Gabbia,ITA,DF,Milan,26-063,1999.0,14.7,762,740,22,16,0,4,1,2,0,0,0,0,707,0,3
Tiago Gabriel,POR,DF,Lecce,20-362,2004.0,14.1,593,522,69,17,0,4,1,1,0,0,0,0,527,2,2
Gianluca Gaetano,ITA,"MF,FW",Cagliari,25-232,2000.0,6.1,281,251,29,14,0,2,14,3,6,2,3,0,207,1,2
Roberto Gagliardini,ITA,MF,Hellas Verona,31-260,1994.0,8.9,428,412,13,11,0,3,5,2,0,0,0,0,327,3,5
Antonino Gallo,ITA,DF,Lecce,25-352,2000.0,13.4,680,519,159,24,0,6,48,130,5,1,2,0,454,2,8
Federico Gatti,ITA,DF,Juventus,27-182,1998.0,8.6,478,465,12,7,0,3,1,2,0,0,0,0,433,1,3
David de Gea,ESP,GK,Fiorentina,35-046,1990.0,16.0,523,404,116,41,0,0,0,0,0,0,0,0,365,3,0
Daniele Ghilardi,ITA,DF,Roma,22-351,2003.0,0.3,9,8,1,0,0,0,1,1,0,0,0,0,5,0,1
Andrea Ghion,ITA,"FW,MF",Sassuolo,25-303,2000.0,0.1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0
Mario Gila,ESP,DF,Lazio,25-116,2000.0,14.4,914,879,33,28,0,6,1,3,0,0,0,0,828,2,6
Billy Gilmour,SCO,MF,Napoli,24-195,2001.0,4.6,354,342,12,10,3,4,2,0,0,0,0,0,314,0,2
Santiago Giménez,MEX,FW,Milan,24-249,2001.0,6.9,90,82,8,0,0,0,1,1,0,0,0,0,71,0,2
Gvidas Gineitis,LTU,MF,Torino,21-252,2004.0,4.5,123,116,7,4,2,0,15,1,2,1,1,0,81,0,6
Giovane,BRA,FW,Hellas Verona,22-029,2003.0,13.1,329,288,38,6,5,1,34,4,20,14,5,0,204,3,10
Saba Goglichidze,GEO,DF,Udinese,21-181,2004.0,4.7,188,173,14,12,0,2,2,2,0,0,0,0,152,1,2
Edoardo Goldaniga,ITA,DF,Como,32-051,1993.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Nicolás González,ARG,"MF,DF",Juventus,27-261,1998.0,0.2,9,5,4,0,0,0,0,4,0,0,0,0,4,0,0
Robin Gosens,GER,DF,Fiorentina,31-171,1994.0,8.0,299,243,53,1,0,0,17,52,0,0,0,0,207,3,10
Alberto Grassi,ITA,MF,Cremonese,30-291,1995.0,5.6,248,234,14,12,0,1,0,0,0,0,0,0,206,0,3
Albert Grønbaek,DEN,"FW,MF",Genoa,24-214,2001.0,1.1,20,18,2,0,0,0,1,2,0,0,0,0,15,0,0
Mattéo Guendouzi,FRA,MF,Lazio,26-253,1999.0,13.9,680,666,14,9,3,3,16,5,0,0,0,0,592,0,18
Idrissa Guèye,SEN,"MF,FW",Udinese,19-098,2006.0,0.5,5,4,0,0,0,0,1,0,0,0,0,0,2,1,0
Miguel Gutiérrez,ESP,"DF,MF",Napoli,24-149,2001.0,3.4,189,161,28,4,0,0,11,24,0,0,0,0,155,0,9
Albert Guðmundsson,ISL,"FW,MF",Fiorentina,28-191,1997.0,9.9,320,300,19,4,1,0,16,5,3,1,2,0,271,1,5
Abdou Harroui,NED,"MF,FW",Hellas Verona,27-344,1998.0,1.6,54,44,9,4,0,1,5,1,2,0,1,0,38,1,3
Torbjørn Heggem,NOR,DF,Bologna,26-345,1999.0,12.2,622,611,11,8,0,6,1,0,0,0,0,0,566,0,5
Luis Henrique,BRA,DF,Inter,24-009,2001.0,5.0,224,207,16,0,0,3,7,15,1,0,0,0,192,1,5
Mario Hermoso,ESP,DF,Roma,30-188,1995.0,10.3,612,582,30,20,0,2,6,10,0,0,0,0,517,0,3
Hernani,BRA,"MF,DF",Parma,31-271,1994.0,0.8,26,22,4,3,0,2,2,0,1,0,1,0,17,0,1
Isak Hien,SWE,DF,Atalanta,26-344,1999.0,13.2,742,721,20,14,0,1,0,0,0,0,0,0,677,1,4
Malthe Hojholt,DEN,MF,Pisa,24-251,2001.0,2.0,61,55,6,0,0,0,1,0,0,0,0,0,51,0,0
Emil Holm,SWE,DF,Bologna,25-224,2000.0,5.1,267,207,54,1,0,2,15,52,1,0,1,0,204,6,4
Elseid Hysaj,ALB,DF,Lazio,31-306,1994.0,1.7,83,67,16,2,0,1,2,14,0,0,0,0,65,0,3
Rasmus Højlund,DEN,FW,Napoli,22-322,2003.0,9.3,169,160,9,0,5,0,2,1,0,0,0,0,126,0,5
Edoardo Iannoni,ITA,MF,Sassuolo,24-256,2001.0,0.9,42,42,0,0,0,0,0,0,0,0,0,0,35,0,1
Riyad Idrissi,ITA,DF,Cagliari,20-193,2005.0,4.4,206,161,44,4,0,0,15,39,1,0,1,0,153,1,7
Jay Idzes,IDN,DF,Sassuolo,25-204,2000.0,15.0,614,584,30,22,0,1,1,1,0,0,0,0,556,0,7
Ivan Ilić,SRB,MF,Torino,24-281,2001.0,4.4,188,181,7,7,0,0,1,0,0,0,0,0,155,0,1
Emirhan İlkhan,TUR,MF,Torino,21-205,2004.0,0.6,35,31,4,4,0,0,0,0,0,0,0,0,32,0,0
Ciro Immobile,ITA,FW,Bologna,35-306,1990.0,0.3,9,8,1,0,0,0,0,0,0,0,0,0,4,0,0
