Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Zakaria Aboukhlal,ma MAR,"FW,MF",Torino,25-308,2000,1.9,9,5,4,3,2,7,8,87.5,1,2,0,2,0,9,0,0,Matches
2,Francesco Acerbi,it ITA,DF,Inter,37-316,1988,9.6,7,5,4,2,1,1,2,50.0,1,14,11,3,15,22,59,0,Matches
3,Che Adams,sct SCO,"FW,MF",Torino,29-163,1996,9.1,6,4,3,2,1,2,5,40.0,3,1,0,1,1,7,7,0,Matches
4,Jayden Addai,nl NED,FW,Como,20-119,2005,6.9,6,2,2,3,1,0,3,0.0,3,5,1,4,3,9,4,0,Matches
5,Vasilije Adžić,me MNE,MF,Juventus,19-225,2006,1.4,3,1,2,1,0,0,1,0.0,1,1,0,1,2,5,3,2,Matches
6,Michel Aebischer,ch SUI,MF,Pisa,28-351,1997,13.9,34,23,12,19,3,19,32,59.4,13,13,4,9,12,46,13,3,Matches
7,Honest Ahanor,it ITA,DF,Atalanta,17-303,2008,6.1,13,7,7,4,2,9,13,69.2,4,14,4,10,8,21,18,1,Matches
8,Junior Ajayi,ci CIV,FW,Hellas Verona,21-073,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
9,Manuel Akanji,ch SUI,DF,Inter,30-157,1995,13.0,20,9,11,6,3,9,15,60.0,6,12,5,7,9,29,42,0,Matches
10,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,21-028,2004,9.5,20,13,9,8,3,5,10,50.0,5,7,2,5,11,31,9,0,Matches
11,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,33-073,1992,5.5,19,12,6,12,1,6,12,50.0,6,11,2,9,12,31,9,0,Matches
12,Raúl Albiol,es ESP,DF,Pisa,40-110,1985,3.4,2,0,1,1,0,2,3,66.7,1,5,5,0,4,6,42,0,Matches
13,Pontus Almqvist,se SWE,"DF,MF",Parma,26-166,1999,3.9,7,5,4,3,0,2,7,28.6,5,7,0,7,3,10,2,0,Matches
14,Giuseppe Ambrosino,it ITA,FW,Napoli,22-104,2003,0.4,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
15,Angeliño,es ESP,"DF,MF",Roma,28-353,1997,4.3,8,6,5,2,1,5,10,50.0,5,4,0,4,2,10,6,0,Matches
16,Samuele Angori,it ITA,DF,Pisa,22-077,2003,8.5,17,10,5,11,1,10,15,66.7,5,6,3,3,6,23,23,0,Matches
17,Faustino Anjorin,eng ENG,"MF,FW",Torino,24-030,2001,1.4,1,1,0,1,0,0,0,,0,1,1,0,2,3,2,0,Matches
18,Kristjan Asllani,al ALB,MF,Torino,23-289,2002,11.7,21,14,12,5,4,9,18,50.0,9,5,0,5,11,32,10,2,Matches
19,Zachary Athekame,ch SUI,"DF,FW",Milan,21-010,2004,1.3,2,1,1,1,0,1,3,33.3,2,0,0,0,1,3,2,0,Matches
20,Arthur Atta,fr FRA,MF,Udinese,22-343,2003,12.3,13,6,1,10,2,5,16,31.3,11,10,1,9,6,19,15,0,Matches
21,Emil Audero,id IDN,GK,Cremonese,28-339,1997,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1,Matches
22,Carlos Augusto,br BRA,DF,Inter,26-350,1999,6.4,13,9,5,5,3,9,9,100.0,0,5,2,3,2,15,15,0,Matches
23,Yann Aurel Bisseck,de GER,DF,Inter,25-024,2000,4.3,5,3,3,2,0,2,3,66.7,1,3,1,2,6,11,24,0,Matches
24,Neil El Aynaoui,ma MAR,MF,Roma,24-174,2001,4.4,7,4,5,1,1,4,6,66.7,2,3,1,2,6,13,5,0,Matches
25,Leon Bailey,jm JAM,"MF,FW",Roma,28-136,1997,2.1,2,0,1,0,1,1,2,50.0,1,1,0,1,0,2,0,0,Matches
26,Tommaso Baldanzi,it ITA,"FW,MF",Roma,22-275,2003,4.3,5,1,1,2,2,0,1,0.0,1,1,0,1,3,8,1,0,Matches
27,Lameck Banda,zm ZAM,"FW,MF",Lecce,24-328,2001,6.1,9,4,3,5,1,3,9,33.3,6,4,0,4,3,12,6,0,Matches
28,Tommaso Barbieri,it ITA,"DF,FW",Cremonese,23-119,2002,9.1,29,17,14,11,4,12,22,54.5,10,15,6,9,10,39,16,0,Matches
29,Nicolò Barella,it ITA,MF,Inter,28-319,1997,13.2,23,13,9,10,4,10,24,41.7,14,15,1,14,3,26,6,0,Matches
30,Davide Bartesaghi,it ITA,DF,Milan,19-359,2005,9.1,15,11,8,4,3,11,16,68.8,5,11,3,8,4,19,21,1,Matches
31,Federico Baschirotto,it ITA,DF,Cremonese,29-094,1996,16.0,14,5,10,4,0,5,11,45.5,6,22,16,6,14,28,121,2,Matches
32,Toma Bašić,hr CRO,MF,Lazio,29-028,1996,9.2,12,7,3,8,1,4,9,44.4,5,7,4,3,6,18,15,1,Matches
33,Alessandro Bastoni,it ITA,DF,Inter,26-254,1999,13.6,31,25,15,10,6,19,23,82.6,4,10,1,9,13,44,43,0,Matches
34,Martin Baturina,hr CRO,"FW,MF",Como,22-310,2003,2.8,4,2,0,2,2,2,7,28.6,5,5,1,4,0,4,1,0,Matches
35,Vakoun Bayo,ci CIV,FW,Udinese,28-347,1997,3.2,2,1,2,0,0,1,1,100.0,0,3,0,3,0,2,1,0,Matches
36,Tjaš Begić,si SVN,DF,Parma,22-176,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
37,Reda Belahyane,ma MAR,MF,Lazio,21-205,2004,2.0,6,5,1,3,2,2,2,100.0,0,2,0,2,2,8,4,0,Matches
38,Rafik Belghali,dz ALG,"DF,FW",Hellas Verona,23-199,2002,12.3,15,9,8,5,2,7,13,53.8,6,15,4,11,12,27,21,0,Matches
39,Armel Bella Kotchap,de GER,DF,Hellas Verona,24-012,2001,7.6,8,4,3,5,0,4,4,100.0,0,14,9,5,17,25,47,0,Matches
40,Raoul Bellanova,it ITA,DF,Atalanta,25-220,2000,10.3,13,5,7,4,2,7,10,70.0,3,7,2,5,6,19,21,0,Matches
41,Andrea Belotti,it ITA,FW,Cagliari,32-003,1993,2.1,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,1,0,Matches
42,Adrian Benedyczak,pl POL,"FW,MF",Parma,25-029,2000,4.1,5,5,2,1,2,3,5,60.0,2,0,0,0,0,5,5,0,Matches
43,Domenico Berardi,it ITA,FW,Sassuolo,31-144,1994,9.9,14,10,7,4,3,10,19,52.6,9,9,0,9,12,26,12,0,Matches
44,Medon Berisha,al ALB,MF,Lecce,22-063,2003,9.7,21,12,8,10,3,7,9,77.8,2,9,2,7,5,26,4,1,Matches
45,Adrian Bernabe,es ESP,MF,Parma,24-211,2001,13.3,17,11,9,7,1,16,32,50.0,16,12,4,8,6,23,9,0,Matches
46,Federico Bernardeschi,it ITA,"FW,MF",Bologna,31-310,1994,4.7,4,3,1,0,3,2,3,66.7,1,3,1,2,2,6,2,1,Matches
47,Lorenzo Bernasconi,it ITA,DF,Atalanta,22-037,2003,4.3,11,4,2,7,2,3,8,37.5,5,2,2,0,5,16,8,0,Matches
48,Antoine Bernede,fr FRA,MF,Hellas Verona,26-211,1999,12.1,37,18,15,19,3,16,33,48.5,17,26,4,22,8,45,5,0,Matches
49,Nicolò Bertola,it ITA,DF,Udinese,22-275,2003,9.7,22,13,14,7,1,11,18,61.1,7,16,8,8,12,34,49,2,Matches
50,Sam Beukema,nl NED,DF,Napoli,27-036,1998,7.7,9,7,4,5,0,5,7,71.4,2,9,8,1,8,17,29,1,Matches
51,Matteo Bianchetti,it ITA,DF,Cremonese,32-281,1993,12.6,26,17,15,8,3,15,22,68.2,7,17,10,7,6,32,74,2,Matches
52,Cristiano Biraghi,it ITA,"DF,MF",Torino,33-113,1992,5.1,9,7,4,3,2,6,10,60.0,4,2,0,2,2,11,16,0,Matches
53,Daniel Boloca,ro ROU,MF,Sassuolo,27-001,1998,1.5,2,2,1,0,1,1,2,50.0,1,0,0,0,2,4,3,0,Matches
54,Federico Bonazzoli,it ITA,FW,Cremonese,28-216,1997,9.5,8,6,4,3,1,2,5,40.0,3,4,0,4,3,11,3,0,Matches
55,Warren Bondo,fr FRA,MF,Cremonese,22-099,2003,12.5,23,10,11,8,4,10,15,66.7,5,10,3,7,4,27,5,1,Matches
56,Giovanni Bonfanti,it ITA,DF,Pisa,22-340,2003,4.4,10,4,5,4,1,1,3,33.3,2,3,2,1,5,15,20,0,Matches
57,Ange-Yoan Bonny,fr FRA,FW,Inter,22-059,2003,4.9,4,2,2,1,1,0,0,,0,0,0,0,0,4,4,0,Matches
58,Gennaro Borrelli,it ITA,FW,Cagliari,25-288,2000,8.8,12,5,9,3,0,4,7,57.1,3,7,1,6,2,14,12,0,Matches
59,Domagoj Bradarić,hr CRO,"DF,FW",Hellas Verona,26-013,1999,10.0,17,9,11,5,1,8,11,72.7,3,12,2,10,4,21,16,1,Matches
60,Iker Bravo,es ESP,FW,Udinese,20-344,2005,2.0,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,0,0,Matches
61,Gleison Bremer,br BRA,DF,Juventus,28-280,1997,4.7,4,2,3,1,0,2,2,100.0,0,5,4,1,3,7,30,0,Matches
62,Marco Brescianini,it ITA,MF,Atalanta,25-337,2000,1.9,7,6,2,4,1,3,5,60.0,2,3,1,2,2,9,4,0,Matches
63,Sascha Britschgi,ch SUI,DF,Parma,19-118,2006,10.2,22,11,12,7,3,15,28,53.6,13,8,3,5,4,26,19,1,Matches
64,Louis Buffon,cz CZE,"FW,MF",Pisa,17-360,2007,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
65,Adam Buksa,pl POL,FW,Udinese,29-164,1996,5.4,4,3,1,3,0,1,4,25.0,3,4,0,4,2,6,10,0,Matches
66,Alessandro Buongiorno,it ITA,DF,Napoli,26-200,1999,10.1,9,8,5,2,2,3,8,37.5,5,7,3,4,14,23,44,0,Matches
67,Jean Butez,fr FRA,GK,Como,30-198,1995,15.0,1,1,1,0,0,0,0,,0,0,0,0,1,2,12,1,Matches
68,Arturo Calabresi,it ITA,DF,Pisa,29-281,1996,5.6,7,4,2,2,3,4,15,26.7,11,5,1,4,4,11,28,0,Matches
69,Hakan Çalhanoğlu,tr TUR,MF,Inter,31-318,1994,10.6,17,11,8,7,2,9,18,50.0,9,6,1,5,7,24,10,0,Matches
70,Francesco Camarda,it ITA,FW,Lecce,17-288,2008,5.4,1,0,0,0,1,0,4,0.0,4,3,1,2,0,1,1,0,Matches
71,Nicolò Cambiaghi,it ITA,FW,Bologna,24-360,2000,9.1,10,6,5,4,1,5,19,26.3,14,9,0,9,4,14,3,0,Matches
72,Andrea Cambiaso,it ITA,"DF,FW",Juventus,25-306,2000,12.1,21,17,12,8,1,10,18,55.6,8,12,5,7,8,29,10,0,Matches
73,Matteo Cancellieri,it ITA,FW,Lazio,23-314,2002,6.8,15,9,7,6,2,4,13,30.8,9,7,1,6,10,25,3,0,Matches
74,Fali Candé,gw GNB,DF,Sassuolo,27-333,1998,4.9,5,5,4,1,0,2,3,66.7,1,6,2,4,2,7,27,0,Matches
75,Simone Canestrelli,it ITA,DF,Pisa,25-103,2000,16.0,19,9,16,3,0,9,14,64.3,5,25,13,12,8,27,98,2,Matches
76,Elia Caprile,it ITA,GK,Cagliari,24-120,2001,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,Matches
77,Maxence Caqueret,fr FRA,"MF,FW",Como,25-311,2000,6.6,18,13,5,10,3,11,21,52.4,10,7,3,4,7,25,3,1,Matches
78,Antonio Caracciolo,it ITA,DF,Pisa,35-176,1990,15.9,33,20,20,13,0,12,26,46.2,14,29,16,13,24,57,98,1,Matches
79,Valentin Carboni,ar ARG,"MF,FW",Genoa,20-293,2005,4.0,14,8,8,4,2,5,9,55.6,4,8,0,8,2,16,6,0,Matches
80,Diego Carlos,br BRA,DF,Como,32-283,1993,10.4,17,7,11,5,1,6,6,100.0,0,9,8,1,7,24,71,0,Matches
81,Marco Carnesecchi,it ITA,GK,Atalanta,25-175,2000,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,Matches
82,Cesare Casadei,it ITA,MF,Torino,22-347,2003,12.6,22,11,11,9,2,9,19,47.4,10,10,2,8,6,28,17,0,Matches
83,Nicolò Casale,it ITA,DF,Bologna,27-312,1998,2.6,1,1,0,1,0,1,2,50.0,1,2,2,0,3,4,18,2,Matches
