Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Zakaria Aboukhlal,MAR,"FW,MF",Torino,25-308,2000.0,8,1,172,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,8,4,9,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
Francesco Acerbi,ITA,DF,Inter,37-316,1988.0,10,10,863,9.6,0,1,1,0,0,0,2,0,0.4,0.4,0.4,0.8,6,34,0,0.0,0.1,0.1,0.0,0.1,0.04,0.04,0.08,0.04,0.08
Che Adams,SCO,"FW,MF",Torino,29-163,1996.0,15,8,823,9.1,3,0,3,3,0,0,0,0,2.5,2.5,0.7,3.2,10,19,59,0.33,0.0,0.33,0.33,0.33,0.27,0.07,0.35,0.27,0.35
Jayden Addai,NED,FW,Como,20-119,2005.0,10,7,618,6.9,3,0,3,3,0,0,3,0,1.4,1.4,0.5,1.9,24,14,54,0.44,0.0,0.44,0.44,0.44,0.21,0.07,0.28,0.21,0.28
Vasilije Adžić,MNE,MF,Juventus,19-225,2006.0,5,1,126,1.4,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,1,9,7,0.71,0.0,0.71,0.71,0.71,0.15,0.11,0.26,0.15,0.26
Michel Aebischer,SUI,MF,Pisa,28-351,1997.0,15,14,1249,13.9,0,0,0,0,0,0,3,0,0.2,0.2,0.8,0.9,21,76,15,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07
Honest Ahanor,ITA,DF,Atalanta,17-303,2008.0,8,6,552,6.1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,6,15,6,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Junior Ajayi,CIV,FW,Hellas Verona,21-073,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Akanji,SUI,DF,Inter,30-157,1995.0,13,13,1170,13.0,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,14,61,11,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
Ebenezer Akinsanmiro,NGA,MF,Pisa,21-028,2004.0,12,9,854,9.5,0,1,1,0,0,0,1,0,0.6,0.6,1.3,1.8,19,46,27,0.0,0.11,0.11,0.0,0.11,0.06,0.13,0.19,0.06,0.19
Jean-Daniel Akpa-Akpro,CIV,MF,Hellas Verona,33-073,1992.0,9,6,494,5.5,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,4,10,3,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
Raúl Albiol,ESP,DF,Pisa,40-110,1985.0,5,3,304,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Pontus Almqvist,SWE,"DF,MF",Parma,26-166,1999.0,7,4,350,3.9,0,0,0,0,0,0,0,0,0.1,0.1,1.0,1.1,10,3,23,0.0,0.0,0.0,0.0,0.0,0.02,0.26,0.27,0.02,0.27
