Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP
Daniel Ballard,NIR,DF,Sunderland,24.0,1999.0,12.5,665,759,87.6,13323,4401,167,190,87.9,443,469,94.5,51,84,60.7,1,0.3,0.3,0.7,6,41,1,0,51
Patrick Bamford,ENG,FW,Leeds United,30.0,1993.0,2.8,36,59,61.0,403,103,23,34,67.6,6,11,54.5,1,2,50.0,0,0.2,0.1,-0.2,2,4,3,0,7
Raees Bangura-Williams,,"FW,MF",Millwall,,,6.8,99,143,69.2,1403,403,50,63,79.4,28,36,77.8,8,21,38.1,3,0.4,0.4,2.6,4,10,2,1,17
Tamer Bani Odeh,JOR,"MF,FW",West Brom,20.0,2003.0,0.6,18,25,72.0,325,78,9,9,100.0,7,9,77.8,2,3,66.7,1,0.9,0.0,0.1,2,4,1,0,6
Barry Bannan,SCO,MF,Sheffield Weds,34.0,1989.0,38.5,1742,2237,77.9,32110,12531,769,854,90.0,667,797,83.7,249,479,52.0,5,6.5,7.4,-1.5,73,204,80,13,324
Jamal Baptiste,ENG,DF,Sheffield Utd,20.0,2003.0,0.1,2,3,66.7,20,20,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Shandon Baptiste,GRN,MF,Luton Town,26.0,1998.0,8.0,275,350,78.6,4782,1367,113,134,84.3,120,139,86.3,27,52,51.9,0,1.5,1.5,-1.5,14,28,12,1,34
Tom Barkhuizen,ENG,"FW,MF",Derby County,31.0,1993.0,4.5,118,165,71.5,1694,311,73,82,89.0,34,48,70.8,5,16,31.3,0,0.2,0.2,-0.2,5,5,3,1,8
Daniel Barlaser,TUR,MF,Middlesbrough,27.0,1997.0,12.8,876,1035,84.6,15200,4623,418,449,93.1,362,413,87.7,82,139,59.0,1,2.4,2.5,-1.4,24,81,14,1,83
Ashley Barnes,ENG,"FW,MF",Norwich City,34.0,1989.0,1.9,25,35,71.4,355,150,18,21,85.7,3,5,60.0,3,4,75.0,0,0.0,0.1,0.0,0,2,1,0,8
Ashley Barnes,ENG,"FW,MF",Burnley,34.0,1989.0,1.5,17,32,53.1,311,75,4,8,50.0,9,11,81.8,1,3,33.3,1,0.3,0.0,0.7,1,3,0,0,3
Louie Barry,ENG,"FW,MF",Hull City,21.0,2003.0,1.8,36,60,60.0,505,92,21,25,84.0,14,19,73.7,0,12,0.0,0,0.1,0.1,-0.1,2,2,1,0,3
Kyle Bartley,ENG,DF,West Brom,33.0,1991.0,29.0,1503,1692,88.8,28047,10961,550,576,95.5,810,881,91.9,121,191,63.4,0,1.0,0.9,-1.0,11,76,0,0,66
Norman Bassette,BEL,FW,Coventry City,19.0,2004.0,10.1,50,83,60.2,740,131,33,48,68.8,10,20,50.0,4,5,80.0,0,0.2,0.6,-0.2,3,3,5,2,6
Danny Batth,ENG,DF,Blackburn,33.0,1990.0,33.4,1237,1549,79.9,25559,8604,352,414,85.0,722,802,90.0,148,290,51.0,0,0.8,0.9,-0.8,4,49,2,0,59
Patrick Bauer,GER,DF,Preston,31.0,1992.0,0.1,0,2,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Vakoun Bayo,CIV,FW,Watford,27.0,1997.0,24.9,284,387,73.4,3785,625,175,225,77.8,72,86,83.7,15,22,68.2,0,0.8,0.6,-0.8,15,13,6,1,22
James Beadle,ENG,GK,Sheffield Weds,20.0,2004.0,38.0,958,1364,70.2,26364,18347,183,184,99.5,506,509,99.4,266,662,40.2,0,0.0,0.3,0.0,0,27,2,0,0
Owen Beck,WAL,"DF,FW",Blackburn,21.0,2002.0,20.8,670,926,72.4,10402,3962,370,413,89.6,235,323,72.8,44,136,32.4,0,1.4,2.6,-1.4,19,35,12,4,37
Chris Bedia,CIV,FW,Hull City,28.0,1996.0,10.2,78,92,84.8,1040,183,47,51,92.2,25,29,86.2,3,3,100.0,0,0.7,0.7,-0.7,6,3,4,0,9
Amari'i Bell,JAM,DF,Luton Town,30.0,1994.0,30.1,920,1230,74.8,15394,7032,449,512,87.7,366,473,77.4,82,184,44.6,0,0.8,1.5,-0.8,14,87,24,5,141
Sam Bell,ENG,"FW,DF",Bristol City,22.0,2002.0,4.9,102,149,68.5,1391,261,61,77,79.2,30,44,68.2,5,9,55.6,0,0.5,0.3,-0.5,8,4,4,2,6
Jobe Bellingham,ENG,MF,Sunderland,18.0,2005.0,39.0,1362,1590,85.7,24417,4980,548,639,85.8,653,721,90.6,127,160,79.4,3,2.9,2.5,0.1,47,148,24,2,193
Bachir Belloumi,ALG,"FW,MF",Hull City,22.0,2002.0,9.1,216,342,63.2,3619,1252,117,146,80.1,70,111,63.1,23,60,38.3,2,2.3,2.5,-0.3,23,15,26,9,42
Anis Ben Slimane,TUN,MF,Norwich City,23.0,2001.0,23.2,1007,1191,84.6,15533,3454,535,595,89.9,397,457,86.9,45,70,64.3,2,2.7,2.6,-0.7,20,64,28,2,90
Anis Ben Slimane,TUN,MF,Sheffield Utd,23.0,2001.0,0.5,22,27,81.5,274,54,16,19,84.2,6,7,85.7,0,0,,0,0.1,0.1,-0.1,1,1,1,0,2
Joe Bennett,ENG,DF,Oxford United,34.0,1990.0,8.3,305,384,79.4,5033,1727,136,149,91.3,152,178,85.4,13,44,29.5,0,0.1,0.2,-0.1,1,12,2,0,21
Daniel Bennie,AUS,"FW,MF",QPR,18.0,2006.0,2.4,45,73,61.6,809,249,18,29,62.1,20,29,69.0,5,8,62.5,0,0.1,0.1,-0.1,1,5,1,0,9
Jóhann Berg Guðmundsson,ISL,MF,Burnley,33.0,1990.0,0.2,5,10,50.0,77,23,3,3,100.0,2,6,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
Di'Shon Bernard,JAM,DF,Sheffield Weds,23.0,2000.0,24.8,1018,1174,86.7,18171,6129,374,413,90.6,571,629,90.8,59,103,57.3,0,0.4,0.7,-0.4,7,29,3,0,57
Kian Best,ENG,DF,Preston,18.0,2005.0,0.0,2,4,50.0,35,13,1,1,100.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,1
Florian Bianchini,FRA,FW,Swansea City,23.0,2001.0,12.3,171,240,71.3,2793,554,91,119,76.5,58,78,74.4,17,27,63.0,0,1.1,1.2,-1.1,9,13,5,3,17
Jake Bidwell,ENG,DF,Coventry City,31.0,1993.0,22.9,807,1111,72.6,12464,5423,444,517,85.9,294,411,71.5,51,118,43.2,1,2.0,2.5,-1.0,22,75,33,17,120
Luis Binks,ENG,DF,Coventry City,22.0,2001.0,20.6,1162,1398,83.1,22127,7591,433,465,93.1,601,663,90.6,117,244,48.0,1,1.1,0.8,-0.1,6,86,3,0,102
Max Bird,ENG,MF,Bristol City,23.0,2000.0,38.7,1315,1719,76.5,22860,7354,592,702,84.3,543,656,82.8,134,250,53.6,8,8.3,8.7,-0.3,75,189,60,12,234
Colby Bishop,ENG,FW,Portsmouth,27.0,1996.0,29.2,349,701,49.8,4745,912,220,402,54.7,98,193,50.8,13,30,43.3,3,1.9,1.7,1.1,24,31,11,0,49
Billy Blacker,ENG,MF,Sheffield Utd,18.0,2006.0,0.0,1,2,50.0,8,8,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Corey Blackett-Taylor,ENG,"FW,MF",Derby County,26.0,1997.0,4.5,62,96,64.6,1041,248,29,37,78.4,23,31,74.2,6,12,50.0,0,0.7,0.5,-0.7,7,3,6,4,6
Harvey Blair,ENG,FW,Portsmouth,20.0,2003.0,3.3,19,30,63.3,264,26,12,16,75.0,6,7,85.7,0,2,0.0,0,0.0,0.0,0.0,1,2,1,1,1
Malachi Boateng,ENG,MF,Plymouth Argyle,22.0,2002.0,2.2,75,106,70.8,1078,347,42,58,72.4,27,33,81.8,2,5,40.0,0,0.0,0.0,0.0,0,6,0,0,6
Eric Bocat,FRA,DF,Stoke City,25.0,1999.0,22.7,808,1099,73.5,12885,4076,409,468,87.4,335,451,74.3,41,126,32.5,1,1.1,2.0,-0.1,14,58,20,6,90
Jayden Bogle,ENG,DF,Leeds United,24.0,2000.0,42.5,1788,2333,76.6,27842,9521,936,1057,88.6,725,921,78.7,85,217,39.2,4,6.9,5.9,-2.9,37,150,46,10,193
Jonathan Bond,ENG,GK,Watford,31.0,1993.0,8.9,205,269,76.2,4685,3367,70,70,100.0,90,90,100.0,44,108,40.7,0,0.0,0.0,0.0,0,1,0,0,0
Neto Borges,BRA,DF,Middlesbrough,27.0,1996.0,32.1,1387,1654,83.9,22067,6188,702,760,92.4,602,709,84.9,59,114,51.8,3,2.2,2.5,0.8,22,73,19,9,71
Raphael Borges Rodrigues,AUS,"MF,FW",Coventry City,20.0,2003.0,0.1,2,3,66.7,22,2,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Josh Bowler,ENG,"FW,DF",Preston,25.0,1999.0,5.1,126,166,75.9,2040,642,66,75,88.0,55,73,75.3,4,9,44.4,0,0.4,0.6,-0.4,4,10,10,3,22
Josh Bowler,ENG,"MF,FW",Luton Town,25.0,1999.0,1.7,44,56,78.6,682,172,26,29,89.7,14,19,73.7,2,5,40.0,0,0.0,0.3,0.0,1,3,3,1,8
Sonny Bradley,ENG,DF,Derby County,32.0,1991.0,3.4,82,106,77.4,1678,558,18,27,66.7,54,64,84.4,8,11,72.7,0,0.0,0.1,0.0,0,1,1,0,5
Tom Bradshaw,WAL,FW,Oxford United,32.0,1992.0,4.0,42,64,65.6,452,83,32,44,72.7,5,11,45.5,1,2,50.0,0,0.1,0.0,-0.1,3,1,0,0,4
Tom Bradshaw,WAL,FW,Millwall,32.0,1992.0,5.0,37,55,67.3,432,57,22,30,73.3,10,16,62.5,0,0,,0,0.0,0.1,0.0,0,1,1,0,2
Robbie Brady,IRL,"DF,FW",Preston,32.0,1992.0,18.2,598,935,64.0,10692,4632,290,358,81.0,210,299,70.2,78,211,37.0,4,5.7,4.7,-1.7,39,80,31,15,95
Cohen Bramall,ENG,"DF,FW",Portsmouth,28.0,1996.0,5.1,147,220,66.8,2192,763,84,98,85.7,53,84,63.1,5,24,20.8,0,0.5,0.6,-0.5,4,16,6,4,16
Cameron Brannagan,ENG,MF,Oxford United,28.0,1996.0,32.2,1086,1335,81.3,21286,5535,428,469,91.3,480,535,89.7,152,273,55.7,4,2.3,2.2,1.7,31,127,15,4,100
Ben Brereton,CHI,"FW,MF",Sheffield Utd,25.0,1999.0,10.9,208,293,71.0,3167,1000,115,148,77.7,75,94,79.8,14,26,53.8,3,1.4,1.1,1.6,14,13,10,2,36
Rhian Brewster,ENG,"MF,FW",Sheffield Utd,24.0,2000.0,17.3,313,413,75.8,5965,1942,121,157,77.1,135,159,84.9,49,68,72.1,3,3.0,1.9,0.0,22,37,13,0,59
Callum Brittain,ENG,DF,Blackburn,26.0,1998.0,29.5,1209,1561,77.5,20746,7069,581,655,88.7,505,611,82.7,109,220,49.5,5,4.5,4.6,0.5,45,64,44,21,90
Andre Brooks,ENG,"FW,MF",Sheffield Utd,20.0,2003.0,10.6,245,303,80.9,3798,776,135,158,85.4,84,104,80.8,17,25,68.0,2,2.6,2.6,-0.6,13,7,10,5,18
Ciaron Brown,NIR,DF,Oxford United,26.0,1998.0,40.1,1497,1972,75.9,28723,10378,477,552,86.4,876,1001,87.5,127,349,36.4,3,1.6,0.8,1.4,12,89,7,2,90
Dajaune Brown,JAM,FW,Derby County,18.0,2005.0,4.3,37,56,66.1,473,31,23,31,74.2,11,18,61.1,0,2,0.0,0,0.1,0.2,-0.1,1,1,0,0,1
Jacob Brown,SCO,"FW,MF",Luton Town,26.0,1998.0,13.5,143,223,64.1,1881,372,90,117,76.9,42,65,64.6,3,9,33.3,1,1.2,0.7,-0.2,11,2,7,1,17
Alan Browne,IRL,"MF,DF",Sunderland,29.0,1995.0,13.5,383,495,77.4,5941,1365,197,229,86.0,133,158,84.2,28,61,45.9,0,0.4,0.7,-0.4,8,30,8,2,29
Josh Brownhill,ENG,"MF,FW",Burnley,28.0,1995.0,38.6,1372,1726,79.5,20943,4572,716,829,86.4,529,630,84.0,69,132,52.3,6,4.4,4.9,1.6,49,91,40,11,165
Joe Bryan,ENG,DF,Millwall,30.0,1993.0,36.4,1306,1818,71.8,24071,11062,599,692,86.6,501,649,77.2,173,372,46.5,1,3.8,4.3,-2.8,50,123,26,10,165
Solomon Brynn,ENG,GK,Middlesbrough,23.0,2000.0,5.7,140,171,81.9,2936,1944,52,52,100.0,70,70,100.0,18,47,38.3,0,0.0,0.0,0.0,0,2,0,0,0
John Buckley,ENG,MF,Blackburn,24.0,1999.0,9.5,439,575,76.3,7997,2490,195,225,86.7,177,215,82.3,56,103,54.4,0,0.3,1.0,-0.3,6,50,7,1,49
Mustapha Bundu,SLE,"FW,MF",Plymouth Argyle,27.0,1997.0,25.6,387,588,65.8,5904,1392,221,297,74.4,118,184,64.1,28,44,63.6,6,5.8,3.6,0.2,35,24,23,9,50
Wouter Burger,NED,MF,Stoke City,23.0,2001.0,33.4,1038,1394,74.5,17511,5518,471,574,82.1,448,556,80.6,81,175,46.3,1,2.5,2.4,-1.5,18,103,19,3,147
Delano Burgzorg,SUR,"FW,MF",Middlesbrough,25.0,1998.0,24.3,402,506,79.4,5585,1132,244,287,85.0,122,143,85.3,16,26,61.5,2,2.0,2.3,0.0,25,20,27,0,60
Reece Burke,ENG,DF,Luton Town,27.0,1996.0,9.5,240,360,66.7,4353,1915,105,123,85.4,96,138,69.6,29,71,40.8,0,0.2,0.3,-0.2,5,24,6,1,32
Finley Burns,ENG,"DF,MF",Hull City,21.0,2003.0,3.5,100,122,82.0,1882,668,40,46,87.0,48,56,85.7,11,15,73.3,0,0.0,0.0,0.0,0,7,0,0,5
Harrison Burrows,ENG,DF,Sheffield Utd,22.0,2002.0,38.4,1402,1970,71.2,23765,8617,730,814,89.7,493,665,74.1,143,377,37.9,3,5.8,7.1,-2.8,52,92,31,17,105
Mason Burstow,ENG,"FW,MF",Hull City,20.0,2003.0,10.6,214,303,70.6,3314,1004,119,143,83.2,67,85,78.8,19,34,55.9,1,1.2,0.9,-0.2,12,15,12,4,28
Sam Byram,ENG,DF,Leeds United,30.0,1993.0,15.7,765,943,81.1,11208,3006,425,468,90.8,296,367,80.7,22,54,40.7,1,1.0,1.5,0.0,7,48,13,1,75
Ben Cabango,WAL,DF,Swansea City,24.0,2000.0,44.8,2853,3315,86.1,55205,20583,964,1040,92.7,1602,1710,93.7,274,513,53.4,1,0.7,1.2,0.3,14,223,8,0,214
Tyrese Campbell,ENG,FW,Sheffield Utd,24.0,1999.0,17.6,211,290,72.8,2931,583,125,157,79.6,56,71,78.9,13,22,59.1,1,2.7,1.8,-1.7,20,7,10,1,24
Thomas Cannon,IRL,FW,Stoke City,21.0,2002.0,20.6,161,274,58.8,2306,386,84,138,60.9,58,90,64.4,8,11,72.7,1,0.9,0.8,0.1,12,12,6,0,18
Thomas Cannon,IRL,FW,Sheffield Utd,21.0,2002.0,7.6,62,88,70.5,810,113,40,52,76.9,11,17,64.7,3,4,75.0,1,1.1,0.7,-0.1,5,4,3,1,3
Todd Cantwell,ENG,"MF,FW",Blackburn,26.0,1998.0,27.5,1016,1350,75.3,17192,4822,542,617,87.8,308,402,76.6,129,247,52.2,7,7.0,5.7,0.0,57,86,42,10,135
Theo Carroll,ENG,MF,Preston,17.0,2007.0,0.0,4,6,66.7,76,43,0,1,0.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Hayden Carter,ENG,DF,Blackburn,24.0,1999.0,15.1,686,848,80.9,13114,4492,253,290,87.2,335,383,87.5,84,143,58.7,1,0.8,0.9,0.2,5,37,7,2,42
Eiran Cashin,IRL,DF,Derby County,22.0,2001.0,19.8,857,1086,78.9,19296,7831,231,258,89.5,460,525,87.6,162,280,57.9,0,0.4,0.5,-0.4,4,58,4,1,57
Žan Celar,SVN,FW,QPR,25.0,1999.0,10.5,88,124,71.0,1321,183,51,73,69.9,30,35,85.7,4,7,57.1,0,0.3,0.2,-0.3,7,3,2,0,8
Ilias Chair,MAR,"MF,FW",QPR,26.0,1997.0,18.9,618,843,73.3,10756,3115,309,354,87.3,222,292,76.0,69,152,45.4,6,4.5,4.5,1.5,44,59,32,11,82
Giorgi Chakvetadze,GEO,"MF,FW",Watford,24.0,1999.0,36.5,1221,1563,78.1,19329,4719,644,699,92.1,402,503,79.9,107,231,46.3,6,8.0,7.2,-2.0,73,131,51,7,205
Nathaniel Chalobah,ENG,MF,Sheffield Weds,29.0,1994.0,4.9,189,237,79.7,3007,811,90,103,87.4,77,93,82.8,14,22,63.6,0,0.0,0.2,0.0,0,11,1,0,23
Calum Chambers,ENG,"DF,MF",Cardiff City,29.0,1995.0,39.0,1707,2110,80.9,31410,11489,670,768,87.2,862,988,87.2,156,282,55.3,1,1.4,1.8,-0.4,24,146,18,7,162
Samuel Chambers,ENG,FW,Leeds United,16.0,2007.0,0.2,2,2,100.0,28,1,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Pierce Charles,NIR,GK,Sheffield Weds,19.0,2005.0,8.0,265,337,78.6,7278,5074,44,44,100.0,135,138,97.8,85,152,55.9,0,0.0,0.0,0.0,0,2,0,0,0
Shea Charles,NIR,"MF,DF",Sheffield Weds,20.0,2003.0,40.3,1559,1975,78.9,26879,8835,711,814,87.3,641,763,84.0,151,286,52.8,5,4.0,4.4,1.0,54,145,35,4,207
Tawanda Chirewa,ZIM,MF,Derby County,20.0,2003.0,1.7,38,49,77.6,525,147,27,28,96.4,7,11,63.6,2,5,40.0,0,0.0,0.0,0.0,0,3,0,0,7
Tahith Chong,CUW,"MF,DF",Luton Town,24.0,1999.0,22.5,469,627,74.8,7257,1935,230,260,88.5,189,238,79.4,22,59,37.3,1,1.8,1.8,-0.8,22,39,22,13,56
Hamza Choudhury,BAN,"MF,DF",Sheffield Utd,26.0,1997.0,12.3,490,609,80.5,8184,2884,215,241,89.2,229,276,83.0,34,60,56.7,0,0.0,0.1,0.0,1,24,1,0,43
