Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Brenden Aaronson,USA,MF,Leeds United,23.0,2000.0,39.5,1293,1249,31,10,12,1,61,4,16,7,6,0,1028,13,37
Thelo Aasgaard,NOR,"MF,FW",Luton Town,22.0,2002.0,16.8,455,423,31,1,2,2,27,5,6,4,1,0,328,1,11
James Abankwah,IRL,DF,Watford,20.0,2004.0,15.4,925,862,62,23,1,4,4,29,0,0,0,0,780,1,9
Salis Abdul Samed,GHA,MF,Sunderland,24.0,2000.0,3.1,162,157,4,2,0,0,0,0,0,0,0,0,145,1,4
Azeem Abdulai,SCO,"FW,MF",Swansea City,21.0,2002.0,3.9,143,140,3,0,0,1,18,2,1,0,0,0,102,0,7
Ebou Adams,GAM,MF,Derby County,28.0,1996.0,42.1,1296,1253,35,4,0,8,30,22,0,0,0,0,914,8,45
Elijah Adebayo,ENG,FW,Luton Town,26.0,1998.0,26.9,313,295,17,0,0,0,10,5,0,0,0,0,219,1,12
Michael Adu-Poku,ENG,FW,Watford,18.0,2005.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enock Agyei,BEL,"FW,MF",Burnley,19.0,2005.0,0.6,29,28,1,0,1,1,3,0,1,1,0,0,22,0,1
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,25.0,1999.0,34.8,1801,1724,77,44,2,3,7,7,0,0,0,0,1617,0,12
Semi Ajayi,NGA,DF,West Brom,30.0,1993.0,13.6,822,795,23,21,1,7,3,1,0,0,0,0,707,4,5
Milan Aleksić,SRB,"MF,FW",Sunderland,18.0,2005.0,3.2,106,103,1,0,1,2,6,1,0,0,0,0,69,2,4
Ajibola Alese,ENG,DF,Sunderland,23.0,2001.0,7.8,349,292,56,11,0,0,10,42,0,0,0,0,278,1,6
Jamie Allen,ENG,MF,Coventry City,29.0,1995.0,11.2,419,412,6,4,1,2,0,1,0,0,0,0,364,1,5
Joe Allen,WAL,MF,Swansea City,34.0,1990.0,7.9,400,375,25,15,2,0,13,0,6,0,6,0,343,0,5
Millenic Alli,IRL,"FW,DF",Luton Town,24.0,2000.0,8.5,220,212,5,0,0,1,31,3,0,0,0,0,133,3,11
Jak Alnwick,ENG,GK,Cardiff City,31.0,1993.0,29.0,908,587,313,131,0,0,0,0,0,0,0,0,571,8,1
Will Alves,ENG,"FW,MF",Cardiff City,19.0,2005.0,7.4,159,155,2,0,0,0,24,2,0,0,0,0,121,2,8
Steven Alzate,COL,MF,Hull City,25.0,1998.0,21.6,1093,1040,48,35,1,7,24,6,3,1,1,0,915,5,15
Zeki Amdouni,SUI,MF,Burnley,23.0,2000.0,0.4,19,18,1,1,0,0,0,0,0,0,0,0,16,0,0
Ethan Ampadu,WAL,"DF,MF",Leeds United,23.0,2000.0,25.4,2239,2128,100,54,11,11,5,27,0,0,0,0,1997,11,9
Nordin Amrabat,MAR,"FW,MF",Hull City,37.0,1987.0,3.2,123,107,15,2,2,3,30,4,9,6,2,0,76,1,7
Lucas Andersen,DEN,"MF,FW",QPR,29.0,1994.0,12.9,490,389,98,26,0,6,74,20,43,26,12,2,348,3,7
Joe Anderson,ENG,DF,Sunderland,23.0,2001.0,1.1,82,75,6,1,0,1,4,5,0,0,0,0,61,1,1
Ryan Andrews,ENG,"DF,MF",Watford,19.0,2004.0,23.2,959,797,159,5,1,8,56,154,0,0,0,0,614,3,35
Jaidon Anthony,ENG,"FW,MF",Burnley,24.0,1999.0,40.7,1646,1446,194,42,3,24,251,33,117,42,32,1,1171,6,46
Adil Aouchiche,FRA,"MF,FW",Portsmouth,22.0,2002.0,7.6,239,230,8,2,1,5,24,1,4,3,0,0,161,1,6
Adil Aouchiche,FRA,"FW,MF",Sunderland,22.0,2002.0,3.3,142,120,22,6,0,0,32,2,14,8,5,0,90,0,2
Oliver Arblaster,ENG,MF,Sheffield Utd,20.0,2004.0,10.9,599,581,17,9,1,0,18,0,8,5,1,0,510,1,14
Jordan Archer,SCO,GK,Portsmouth,31.0,1993.0,1.7,57,40,17,10,0,0,0,0,0,0,0,0,35,0,0
Adam Armstrong,ENG,FW,West Brom,27.0,1997.0,11.2,194,178,16,1,0,0,9,0,0,0,0,0,151,0,6
Harrison Armstrong,ENG,MF,Derby County,17.0,2007.0,12.3,332,324,4,4,1,2,2,0,0,0,0,0,222,4,8
Sinclair Armstrong,IRL,FW,Bristol City,21.0,2003.0,17.3,242,223,18,0,0,0,4,3,0,0,0,0,187,1,5
Stuart Armstrong,SCO,"MF,FW",Sheffield Weds,32.0,1992.0,6.0,254,241,12,5,0,0,10,1,3,1,1,1,206,1,3
Harrison Ashby,SCO,"DF,FW",QPR,22.0,2001.0,17.6,673,539,128,19,1,3,26,109,0,0,0,0,490,6,14
Cian Ashford,WAL,"FW,MF",Cardiff City,19.0,2004.0,16.9,383,377,6,1,0,0,38,4,0,0,0,0,285,0,19
Robert Atkinson,ENG,DF,Portsmouth,26.0,1998.0,12.2,475,448,26,10,0,0,0,0,0,0,0,0,364,1,2
