Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Brenden Aaronson,us USA,MF,Leeds United,23,2000,39.5,145,3.67,108,5,12,12,7,1,13,0.33,10,0,0,3,0,0,Matches
2,Thelo Aasgaard,no NOR,"MF,FW",Luton Town,22,2002,16.8,39,2.32,28,1,2,5,3,0,1,0.06,1,0,0,0,0,0,Matches
3,James Abankwah,ie IRL,DF,Watford,20,2004,15.4,16,1.04,14,0,1,1,0,0,1,0.07,1,0,0,0,0,0,Matches
4,Salis Abdul Samed,gh GHA,MF,Sunderland,24,2000,3.1,5,1.59,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
5,Azeem Abdulai,sct SCO,"FW,MF",Swansea City,21,2002,3.9,4,1.03,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
6,Ebou Adams,gm GAM,MF,Derby County,28,1996,42.1,58,1.38,39,0,0,5,13,1,4,0.10,2,0,0,1,1,0,Matches
7,Elijah Adebayo,eng ENG,FW,Luton Town,26,1998,26.9,53,1.97,30,1,6,12,4,0,5,0.19,2,0,2,1,0,0,Matches
8,Michael Adu-Poku,eng ENG,FW,Watford,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
9,Enock Agyei,be BEL,"FW,MF",Burnley,19,2005,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
10,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,25,1999,34.8,23,0.66,19,0,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
11,Semi Ajayi,ng NGA,DF,West Brom,30,1993,13.6,11,0.81,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
12,Milan Aleksić,rs SRB,"MF,FW",Sunderland,18,2005,3.2,7,2.18,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
13,Ajibola Alese,eng ENG,DF,Sunderland,23,2001,7.8,7,0.90,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
14,Jamie Allen,eng ENG,MF,Coventry City,29,1995,11.2,14,1.25,10,0,0,2,1,1,2,0.18,2,0,0,0,0,0,Matches
15,Joe Allen,wls WAL,MF,Swansea City,34,1990,7.9,26,3.28,20,2,1,1,2,0,5,0.63,4,0,1,0,0,0,Matches
16,Millenic Alli,ie IRL,"FW,DF",Luton Town,24,2000,8.5,22,2.59,8,0,6,5,3,0,3,0.35,0,0,2,1,0,0,Matches
17,Jak Alnwick,eng ENG,GK,Cardiff City,31,1993,29.0,5,0.17,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
18,Will Alves,eng ENG,"FW,MF",Cardiff City,19,2005,7.4,28,3.77,20,0,4,3,1,0,4,0.54,4,0,0,0,0,0,Matches
19,Steven Alzate,co COL,MF,Hull City,25,1998,21.6,42,1.95,32,2,3,1,1,3,4,0.19,4,0,0,0,0,0,Matches
20,Zeki Amdouni,ch SUI,MF,Burnley,23,2000,0.4,1,2.57,0,0,1,0,0,0,1,2.57,0,0,1,0,0,0,Matches
21,Ethan Ampadu,wls WAL,"DF,MF",Leeds United,23,2000,25.4,44,1.73,39,1,0,1,2,1,4,0.16,3,0,0,0,0,1,Matches
22,Nordin Amrabat,ma MAR,"FW,MF",Hull City,37,1987,3.2,14,4.36,8,2,2,0,2,0,1,0.31,1,0,0,0,0,0,Matches
23,Lucas Andersen,dk DEN,"MF,FW",QPR,29,1994,12.9,37,2.86,23,11,0,2,0,1,3,0.23,2,1,0,0,0,0,Matches
24,Joe Anderson,eng ENG,DF,Sunderland,23,2001,1.1,3,2.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
25,Ryan Andrews,eng ENG,"DF,MF",Watford,19,2004,23.2,36,1.55,27,3,3,3,0,0,6,0.26,3,1,0,2,0,0,Matches
26,Jaidon Anthony,eng ENG,"FW,MF",Burnley,24,1999,40.7,175,4.30,106,33,18,12,4,2,19,0.47,12,1,4,2,0,0,Matches
27,Adil Aouchiche,fr FRA,"MF,FW",Portsmouth,22,2002,7.6,22,2.90,17,0,0,4,0,1,2,0.26,1,0,0,1,0,0,Matches
28,Adil Aouchiche,fr FRA,"FW,MF",Sunderland,22,2002,3.3,13,3.94,10,2,0,1,0,0,1,0.30,1,0,0,0,0,0,Matches
29,Oliver Arblaster,eng ENG,MF,Sheffield Utd,20,2004,10.9,36,3.31,25,5,3,0,2,1,2,0.18,2,0,0,0,0,0,Matches
30,Jordan Archer,sct SCO,GK,Portsmouth,31,1993,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
31,Adam Armstrong,eng ENG,FW,West Brom,27,1997,11.2,17,1.52,10,0,3,1,2,1,1,0.09,0,0,0,0,1,0,Matches
32,Harrison Armstrong,eng ENG,MF,Derby County,17,2007,12.3,12,0.98,8,0,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches
33,Sinclair Armstrong,ie IRL,FW,Bristol City,21,2003,17.3,33,1.91,22,0,3,1,7,0,5,0.29,0,0,0,0,5,0,Matches
34,Stuart Armstrong,sct SCO,"MF,FW",Sheffield Weds,32,1992,6.0,25,4.20,22,0,0,3,0,0,1,0.17,0,0,0,1,0,0,Matches
35,Harrison Ashby,sct SCO,"DF,FW",QPR,22,2001,17.6,22,1.25,19,2,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches
36,Cian Ashford,wls WAL,"FW,MF",Cardiff City,19,2004,16.9,31,1.83,19,0,3,4,3,2,5,0.30,5,0,0,0,0,0,Matches
37,Robert Atkinson,eng ENG,DF,Portsmouth,26,1998,12.2,13,1.07,13,0,0,0,0,0,3,0.25,3,0,0,0,0,0,Matches
38,Luke Ayling,eng ENG,DF,Middlesbrough,32,1991,21.7,53,2.45,47,2,0,3,0,1,6,0.28,6,0,0,0,0,0,Matches
39,Finn Azaz,ie IRL,"MF,FW",Middlesbrough,23,2000,39.4,180,4.57,129,26,9,8,7,1,20,0.51,14,4,0,1,1,0,Matches
40,Femi Azeez,eng ENG,FW,Millwall,23,2001,21.2,66,3.12,44,0,5,13,3,1,9,0.43,7,0,1,1,0,0,Matches
41,Kwadwo Baah,eng ENG,"MF,FW",Watford,21,2003,16.2,33,2.03,17,0,8,0,6,2,10,0.62,5,0,3,0,2,0,Matches
42,Daniel Bachmann,at AUT,GK,Watford,30,1994,21.1,3,0.14,2,1,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
43,Joel Bagan,ie IRL,DF,Cardiff City,24,2000,17.9,16,0.89,13,1,1,1,0,0,1,0.06,1,0,0,0,0,0,Matches
44,Michael Baidoo,gh GHA,"MF,FW",Plymouth Argyle,25,1999,5.0,8,1.59,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
45,Lewis Baker,eng ENG,MF,Stoke City,29,1995,16.4,38,2.32,19,15,0,1,1,2,3,0.18,2,1,0,0,0,0,Matches
