Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Brenden Aaronson,USA,MF,Leeds United,23.0,2000.0,46,43,3551,39.5,9,2,11,9,0,0,1,0,11.3,11.3,5.7,17.1,84,160,243,0.23,0.05,0.28,0.23,0.28,0.29,0.14,0.43,0.29,0.43
Thelo Aasgaard,NOR,"MF,FW",Luton Town,22.0,2002.0,17,17,1513,16.8,2,1,3,2,0,0,1,0,3.2,3.2,1.1,4.3,27,46,71,0.12,0.06,0.18,0.12,0.18,0.19,0.07,0.25,0.19,0.25
James Abankwah,IRL,DF,Watford,20.0,2004.0,19,17,1384,15.4,0,0,0,0,0,0,4,1,0.1,0.1,0.3,0.3,21,55,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02
Salis Abdul Samed,GHA,MF,Sunderland,24.0,2000.0,10,3,283,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Azeem Abdulai,SCO,"FW,MF",Swansea City,21.0,2002.0,17,2,348,3.9,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,8,10,53,0.26,0.0,0.26,0.26,0.26,0.11,0.05,0.16,0.11,0.16
Ebou Adams,GAM,MF,Derby County,28.0,1996.0,44,42,3789,42.1,6,1,7,6,0,0,12,0,5.2,5.2,1.9,7.1,27,131,77,0.14,0.02,0.17,0.14,0.17,0.12,0.05,0.17,0.12,0.17
Elijah Adebayo,ENG,FW,Luton Town,26.0,1998.0,39,31,2425,26.9,5,0,5,5,0,0,1,0,12.8,12.8,1.1,13.9,31,20,144,0.19,0.0,0.19,0.19,0.19,0.48,0.04,0.52,0.48,0.52
Michael Adu-Poku,ENG,FW,Watford,18.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enock Agyei,BEL,"FW,MF",Burnley,19.0,2005.0,3,0,58,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,8,5,12,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,25.0,1999.0,38,35,3136,34.8,3,1,4,3,0,0,11,1,2.3,2.3,1.2,3.6,39,88,8,0.09,0.03,0.11,0.09,0.11,0.07,0.04,0.1,0.07,0.1
Semi Ajayi,NGA,DF,West Brom,30.0,1993.0,15,14,1228,13.6,0,0,0,0,0,0,4,0,0.4,0.4,0.0,0.5,9,51,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Milan Aleksić,SRB,"MF,FW",Sunderland,18.0,2005.0,8,3,290,3.2,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.1,11,7,29,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.34,0.25,0.34
Ajibola Alese,ENG,DF,Sunderland,23.0,2001.0,12,8,703,7.8,0,0,0,0,0,0,2,0,0.5,0.5,0.5,1.0,3,29,19,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12
Jamie Allen,ENG,MF,Coventry City,29.0,1995.0,21,12,1004,11.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,2,37,6,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Joe Allen,WAL,MF,Swansea City,34.0,1990.0,25,8,709,7.9,1,1,2,1,0,0,2,0,0.9,0.9,0.4,1.3,7,40,19,0.13,0.13,0.25,0.13,0.25,0.12,0.05,0.16,0.12,0.16
Millenic Alli,IRL,"FW,DF",Luton Town,24.0,2000.0,16,6,766,8.5,4,0,4,4,0,0,1,0,1.3,1.3,0.3,1.7,41,14,53,0.47,0.0,0.47,0.47,0.47,0.16,0.04,0.2,0.16,0.2
Jak Alnwick,ENG,GK,Cardiff City,31.0,1993.0,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Alves,ENG,"FW,MF",Cardiff City,19.0,2005.0,14,8,667,7.4,1,3,4,1,0,0,0,0,0.8,0.8,0.9,1.7,29,14,54,0.13,0.4,0.54,0.13,0.54,0.1,0.12,0.23,0.1,0.23
Steven Alzate,COL,MF,Hull City,25.0,1998.0,28,21,1941,21.6,0,1,1,0,0,0,2,0,0.5,0.5,0.7,1.2,18,77,14,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.06,0.02,0.06
Zeki Amdouni,SUI,MF,Burnley,23.0,2000.0,2,0,35,0.4,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,2.57,0.0,2.57,2.57,2.57,0.09,0.0,0.09,0.09,0.09
Ethan Ampadu,WAL,"DF,MF",Leeds United,23.0,2000.0,29,26,2285,25.4,0,0,0,0,0,0,7,0,0.6,0.6,1.5,2.0,26,106,9,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
Nordin Amrabat,MAR,"FW,MF",Hull City,37.0,1987.0,10,2,288,3.2,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.5,14,14,30,0.0,0.31,0.31,0.0,0.31,0.08,0.09,0.17,0.08,0.17
Lucas Andersen,DEN,"MF,FW",QPR,29.0,1994.0,33,13,1165,12.9,2,0,2,2,0,0,1,0,1.8,1.8,1.8,3.7,17,38,80,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.28,0.14,0.28
Joe Anderson,ENG,DF,Sunderland,23.0,2001.0,2,1,99,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Andrews,ENG,"DF,MF",Watford,19.0,2004.0,38,21,2086,23.2,3,2,5,3,0,0,3,0,1.1,1.1,2.2,3.2,51,56,112,0.13,0.09,0.22,0.13,0.22,0.05,0.09,0.14,0.05,0.14
Jaidon Anthony,ENG,"FW,MF",Burnley,24.0,1999.0,43,42,3661,40.7,8,7,15,8,0,0,4,0,9.4,9.4,8.1,17.5,184,159,375,0.2,0.17,0.37,0.2,0.37,0.23,0.2,0.43,0.23,0.43
Adil Aouchiche,FRA,"MF,FW",Portsmouth,22.0,2002.0,12,9,683,7.6,1,1,2,1,0,0,2,0,1.2,1.2,0.4,1.6,14,18,41,0.13,0.13,0.26,0.13,0.26,0.16,0.05,0.21,0.16,0.21
Adil Aouchiche,FRA,"FW,MF",Sunderland,22.0,2002.0,8,3,296,3.3,0,1,1,0,0,0,0,0,0.5,0.5,1.6,2.1,14,14,56,0.0,0.3,0.3,0.0,0.3,0.16,0.48,0.64,0.16,0.64
Oliver Arblaster,ENG,MF,Sheffield Utd,20.0,2004.0,12,11,978,10.9,2,1,3,2,0,0,3,0,0.7,0.7,1.3,2.0,14,84,19,0.18,0.09,0.28,0.18,0.28,0.07,0.12,0.19,0.07,0.19
Jordan Archer,SCO,GK,Portsmouth,31.0,1993.0,2,1,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Armstrong,ENG,FW,West Brom,27.0,1997.0,16,12,1008,11.2,3,0,3,2,1,1,0,0,3.8,3.0,0.4,3.4,14,11,46,0.27,0.0,0.27,0.18,0.18,0.34,0.04,0.37,0.27,0.3
Harrison Armstrong,ENG,MF,Derby County,17.0,2007.0,15,12,1105,12.3,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.7,10,39,12,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.05,0.04,0.05
Sinclair Armstrong,IRL,FW,Bristol City,21.0,2003.0,36,17,1555,17.3,3,0,3,3,0,0,1,0,5.1,5.1,0.8,6.0,33,16,121,0.17,0.0,0.17,0.17,0.17,0.3,0.05,0.35,0.3,0.35
Stuart Armstrong,SCO,"MF,FW",Sheffield Weds,32.0,1992.0,11,6,536,6.0,0,1,1,0,0,0,0,0,1.1,1.1,1.0,2.1,14,25,31,0.0,0.17,0.17,0.0,0.17,0.19,0.17,0.36,0.19,0.36
Harrison Ashby,SCO,"DF,FW",QPR,22.0,2001.0,29,17,1583,17.6,0,1,1,0,0,0,6,0,1.4,1.4,1.1,2.5,19,38,45,0.0,0.06,0.06,0.0,0.06,0.08,0.06,0.14,0.08,0.14
Cian Ashford,WAL,"FW,MF",Cardiff City,19.0,2004.0,28,17,1522,16.9,2,3,5,2,0,0,0,0,1.6,1.6,2.8,4.4,41,35,96,0.12,0.18,0.3,0.12,0.3,0.1,0.17,0.26,0.1,0.26
Robert Atkinson,ENG,DF,Portsmouth,26.0,1998.0,14,13,1098,12.2,2,1,3,2,0,0,4,0,0.5,0.5,1.0,1.6,9,39,1,0.16,0.08,0.25,0.16,0.25,0.05,0.08,0.13,0.05,0.13
Luke Ayling,ENG,DF,Middlesbrough,32.0,1991.0,26,23,1951,21.7,0,2,2,0,0,0,4,0,0.7,0.7,2.5,3.2,34,143,65,0.0,0.09,0.09,0.0,0.09,0.03,0.12,0.15,0.03,0.15
