Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Brenden Aaronson,us USA,MF,Leeds United,23,2000,39.5,57,33,18,24,15,17,50,34.0,33,40,1,39,8,65,8,1,Matches
2,Thelo Aasgaard,no NOR,"MF,FW",Luton Town,22,2002,16.8,20,10,4,10,6,10,20,50.0,10,26,6,20,9,29,30,0,Matches
3,James Abankwah,ie IRL,DF,Watford,20,2004,15.4,25,22,19,5,1,11,13,84.6,2,30,13,17,9,34,88,5,Matches
4,Salis Abdul Samed,gh GHA,MF,Sunderland,24,2000,3.1,2,0,1,1,0,1,1,100.0,0,1,0,1,2,4,6,0,Matches
5,Azeem Abdulai,sct SCO,"FW,MF",Swansea City,21,2002,3.9,9,5,3,3,3,4,8,50.0,4,4,0,4,2,11,3,0,Matches
6,Ebou Adams,gm GAM,MF,Derby County,28,1996,42.1,151,99,53,77,21,54,93,58.1,39,76,17,59,56,207,74,1,Matches
7,Elijah Adebayo,eng ENG,FW,Luton Town,26,1998,26.9,14,11,8,2,4,6,22,27.3,16,34,9,25,7,21,44,0,Matches
8,Michael Adu-Poku,eng ENG,FW,Watford,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
9,Enock Agyei,be BEL,"FW,MF",Burnley,19,2005,0.6,4,0,3,1,0,1,2,50.0,1,1,0,1,0,4,0,0,Matches
10,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,25,1999,34.8,53,43,36,16,1,27,41,65.9,14,25,14,11,40,93,176,1,Matches
11,Semi Ajayi,ng NGA,DF,West Brom,30,1993,13.6,12,6,9,3,0,5,8,62.5,3,5,3,2,11,23,54,0,Matches
12,Milan Aleksić,rs SRB,"MF,FW",Sunderland,18,2005,3.2,6,4,3,2,1,2,4,50.0,2,2,0,2,4,10,6,0,Matches
13,Ajibola Alese,eng ENG,DF,Sunderland,23,2001,7.8,10,4,5,2,3,6,8,75.0,2,11,4,7,6,16,42,0,Matches
14,Jamie Allen,eng ENG,MF,Coventry City,29,1995,11.2,30,16,15,10,5,19,37,51.4,18,17,3,14,9,39,11,1,Matches
15,Joe Allen,wls WAL,MF,Swansea City,34,1990,7.9,15,8,6,4,5,6,13,46.2,7,4,1,3,7,22,8,0,Matches
16,Millenic Alli,ie IRL,"FW,DF",Luton Town,24,2000,8.5,10,5,5,2,3,4,8,50.0,4,8,1,7,1,11,13,1,Matches
17,Jak Alnwick,eng ENG,GK,Cardiff City,31,1993,29.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,19,2,Matches
18,Will Alves,eng ENG,"FW,MF",Cardiff City,19,2005,7.4,16,11,9,5,2,6,10,60.0,4,4,0,4,3,19,3,0,Matches
19,Steven Alzate,co COL,MF,Hull City,25,1998,21.6,74,50,34,37,3,25,38,65.8,13,31,18,13,27,101,58,1,Matches
20,Zeki Amdouni,ch SUI,MF,Burnley,23,2000,0.4,1,1,0,0,1,0,0,,0,3,0,3,0,1,1,0,Matches
