Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Brenden Aaronson,USA,MF,Leeds United,23.0,2000.0,39.5,145,3.67,108,5,12,12,7,1,13,0.33,10,0,0,3,0,0
Thelo Aasgaard,NOR,"MF,FW",Luton Town,22.0,2002.0,16.8,39,2.32,28,1,2,5,3,0,1,0.06,1,0,0,0,0,0
James Abankwah,IRL,DF,Watford,20.0,2004.0,15.4,16,1.04,14,0,1,1,0,0,1,0.07,1,0,0,0,0,0
Salis Abdul Samed,GHA,MF,Sunderland,24.0,2000.0,3.1,5,1.59,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Azeem Abdulai,SCO,"FW,MF",Swansea City,21.0,2002.0,3.9,4,1.03,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Ebou Adams,GAM,MF,Derby County,28.0,1996.0,42.1,58,1.38,39,0,0,5,13,1,4,0.1,2,0,0,1,1,0
Elijah Adebayo,ENG,FW,Luton Town,26.0,1998.0,26.9,53,1.97,30,1,6,12,4,0,5,0.19,2,0,2,1,0,0
Michael Adu-Poku,ENG,FW,Watford,18.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Enock Agyei,BEL,"FW,MF",Burnley,19.0,2005.0,0.6,1,1.55,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,25.0,1999.0,34.8,23,0.66,19,0,1,2,0,1,0,0.0,0,0,0,0,0,0
Semi Ajayi,NGA,DF,West Brom,30.0,1993.0,13.6,11,0.81,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Milan Aleksić,SRB,"MF,FW",Sunderland,18.0,2005.0,3.2,7,2.18,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ajibola Alese,ENG,DF,Sunderland,23.0,2001.0,7.8,7,0.9,5,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Jamie Allen,ENG,MF,Coventry City,29.0,1995.0,11.2,14,1.25,10,0,0,2,1,1,2,0.18,2,0,0,0,0,0
Joe Allen,WAL,MF,Swansea City,34.0,1990.0,7.9,26,3.28,20,2,1,1,2,0,5,0.63,4,0,1,0,0,0
Millenic Alli,IRL,"FW,DF",Luton Town,24.0,2000.0,8.5,22,2.59,8,0,6,5,3,0,3,0.35,0,0,2,1,0,0
Jak Alnwick,ENG,GK,Cardiff City,31.0,1993.0,29.0,5,0.17,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Will Alves,ENG,"FW,MF",Cardiff City,19.0,2005.0,7.4,28,3.77,20,0,4,3,1,0,4,0.54,4,0,0,0,0,0
Steven Alzate,COL,MF,Hull City,25.0,1998.0,21.6,42,1.95,32,2,3,1,1,3,4,0.19,4,0,0,0,0,0
Zeki Amdouni,SUI,MF,Burnley,23.0,2000.0,0.4,1,2.57,0,0,1,0,0,0,1,2.57,0,0,1,0,0,0
Ethan Ampadu,WAL,"DF,MF",Leeds United,23.0,2000.0,25.4,44,1.73,39,1,0,1,2,1,4,0.16,3,0,0,0,0,1
Nordin Amrabat,MAR,"FW,MF",Hull City,37.0,1987.0,3.2,14,4.36,8,2,2,0,2,0,1,0.31,1,0,0,0,0,0
Lucas Andersen,DEN,"MF,FW",QPR,29.0,1994.0,12.9,37,2.86,23,11,0,2,0,1,3,0.23,2,1,0,0,0,0
Joe Anderson,ENG,DF,Sunderland,23.0,2001.0,1.1,3,2.73,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ryan Andrews,ENG,"DF,MF",Watford,19.0,2004.0,23.2,36,1.55,27,3,3,3,0,0,6,0.26,3,1,0,2,0,0
Jaidon Anthony,ENG,"FW,MF",Burnley,24.0,1999.0,40.7,175,4.3,106,33,18,12,4,2,19,0.47,12,1,4,2,0,0
Adil Aouchiche,FRA,"MF,FW",Portsmouth,22.0,2002.0,7.6,22,2.9,17,0,0,4,0,1,2,0.26,1,0,0,1,0,0
Adil Aouchiche,FRA,"FW,MF",Sunderland,22.0,2002.0,3.3,13,3.94,10,2,0,1,0,0,1,0.3,1,0,0,0,0,0
Oliver Arblaster,ENG,MF,Sheffield Utd,20.0,2004.0,10.9,36,3.31,25,5,3,0,2,1,2,0.18,2,0,0,0,0,0
Jordan Archer,SCO,GK,Portsmouth,31.0,1993.0,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adam Armstrong,ENG,FW,West Brom,27.0,1997.0,11.2,17,1.52,10,0,3,1,2,1,1,0.09,0,0,0,0,1,0
Harrison Armstrong,ENG,MF,Derby County,17.0,2007.0,12.3,12,0.98,8,0,1,1,1,1,0,0.0,0,0,0,0,0,0
Sinclair Armstrong,IRL,FW,Bristol City,21.0,2003.0,17.3,33,1.91,22,0,3,1,7,0,5,0.29,0,0,0,0,5,0
Stuart Armstrong,SCO,"MF,FW",Sheffield Weds,32.0,1992.0,6.0,25,4.2,22,0,0,3,0,0,1,0.17,0,0,0,1,0,0
Harrison Ashby,SCO,"DF,FW",QPR,22.0,2001.0,17.6,22,1.25,19,2,0,0,1,0,1,0.06,1,0,0,0,0,0
Cian Ashford,WAL,"FW,MF",Cardiff City,19.0,2004.0,16.9,31,1.83,19,0,3,4,3,2,5,0.3,5,0,0,0,0,0
Robert Atkinson,ENG,DF,Portsmouth,26.0,1998.0,12.2,13,1.07,13,0,0,0,0,0,3,0.25,3,0,0,0,0,0
Luke Ayling,ENG,DF,Middlesbrough,32.0,1991.0,21.7,53,2.45,47,2,0,3,0,1,6,0.28,6,0,0,0,0,0
Finn Azaz,IRL,"MF,FW",Middlesbrough,23.0,2000.0,39.4,180,4.57,129,26,9,8,7,1,20,0.51,14,4,0,1,1,0
Femi Azeez,ENG,FW,Millwall,23.0,2001.0,21.2,66,3.12,44,0,5,13,3,1,9,0.43,7,0,1,1,0,0
Kwadwo Baah,ENG,"MF,FW",Watford,21.0,2003.0,16.2,33,2.03,17,0,8,0,6,2,10,0.62,5,0,3,0,2,0
Daniel Bachmann,AUT,GK,Watford,30.0,1994.0,21.1,3,0.14,2,1,0,0,0,0,1,0.05,0,1,0,0,0,0
Joel Bagan,IRL,DF,Cardiff City,24.0,2000.0,17.9,16,0.89,13,1,1,1,0,0,1,0.06,1,0,0,0,0,0
Michael Baidoo,GHA,"MF,FW",Plymouth Argyle,25.0,1999.0,5.0,8,1.59,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Lewis Baker,ENG,MF,Stoke City,29.0,1995.0,16.4,38,2.32,19,15,0,1,1,2,3,0.18,2,1,0,0,0,0
Lewis Baker,ENG,"MF,FW",Blackburn,29.0,1995.0,6.6,10,1.51,7,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Daniel Ballard,NIR,DF,Sunderland,24.0,1999.0,12.5,14,1.12,12,0,0,2,0,0,1,0.08,1,0,0,0,0,0
Patrick Bamford,ENG,FW,Leeds United,30.0,1993.0,2.8,3,1.08,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Raees Bangura-Williams,,"FW,MF",Millwall,,,6.8,12,1.77,9,0,1,1,1,0,6,0.89,5,0,1,0,0,0
Tamer Bani Odeh,JOR,"MF,FW",West Brom,20.0,2003.0,0.6,3,5.09,3,0,0,0,0,0,1,1.7,1,0,0,0,0,0
Barry Bannan,SCO,MF,Sheffield Weds,34.0,1989.0,38.5,149,3.87,112,30,3,2,0,2,10,0.26,8,2,0,0,0,0
Jamal Baptiste,ENG,DF,Sheffield Utd,20.0,2003.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Shandon Baptiste,GRN,MF,Luton Town,26.0,1998.0,8.0,23,2.88,17,5,0,0,0,1,1,0.13,1,0,0,0,0,0
Tom Barkhuizen,ENG,"FW,MF",Derby County,31.0,1993.0,4.5,7,1.56,6,0,0,0,1,0,1,0.22,0,0,0,0,1,0
Daniel Barlaser,TUR,MF,Middlesbrough,27.0,1997.0,12.8,43,3.35,29,9,1,1,2,1,2,0.16,2,0,0,0,0,0
Ashley Barnes,ENG,"FW,MF",Norwich City,34.0,1989.0,1.9,5,2.6,5,0,0,0,0,0,1,0.52,1,0,0,0,0,0
