Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
1,Brenden Aaronson,us USA,MF,Leeds United,23,2000,39.5,1028,1293,79.5,13716,3018,627,728,86.1,302,366,82.5,34,64,53.1,2,5.7,6.0,-3.7,73,84,49,10,160,Matches
2,Thelo Aasgaard,no NOR,"MF,FW",Luton Town,22,2002,16.8,328,455,72.1,5421,973,159,193,82.4,132,175,75.4,24,50,48.0,1,1.1,1.4,-0.1,13,26,17,1,46,Matches
3,James Abankwah,ie IRL,DF,Watford,20,2004,15.4,780,925,84.3,13411,4895,342,369,92.7,351,394,89.1,65,124,52.4,0,0.3,0.4,-0.3,6,49,3,0,55,Matches
4,Salis Abdul Samed,gh GHA,MF,Sunderland,24,2000,3.1,145,162,89.5,2464,511,53,59,89.8,75,77,97.4,9,12,75.0,0,0.0,0.1,0.0,1,14,0,0,15,Matches
5,Azeem Abdulai,sct SCO,"FW,MF",Swansea City,21,2002,3.9,102,143,71.3,1534,219,63,76,82.9,28,38,73.7,9,16,56.3,0,0.2,0.5,-0.2,2,2,4,0,10,Matches
6,Ebou Adams,gm GAM,MF,Derby County,28,1996,42.1,914,1296,70.5,16733,4113,370,469,78.9,411,537,76.5,114,193,59.1,1,1.9,1.4,-0.9,18,101,19,4,131,Matches
7,Elijah Adebayo,eng ENG,FW,Luton Town,26,1998,26.9,219,313,70.0,2853,423,144,186,77.4,56,78,71.8,6,9,66.7,0,1.1,1.1,-1.1,16,8,10,1,20,Matches
8,Michael Adu-Poku,eng ENG,FW,Watford,18,2005,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
9,Enock Agyei,be BEL,"FW,MF",Burnley,19,2005,0.6,22,29,75.9,362,99,11,11,100.0,8,11,72.7,2,4,50.0,0,0.0,0.1,0.0,1,3,2,0,5,Matches
10,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,25,1999,34.8,1617,1801,89.8,28771,8771,623,660,94.4,865,918,94.2,103,180,57.2,1,1.2,0.9,-0.2,13,91,9,2,88,Matches
