Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches
1,Brenden Aaronson,us USA,MF,Leeds United,23,2000,39.5,1777,9,144,739,921,171,1777,110,51,46.4,54,49.1,1086,5865,2620,84,67,36,103,112,1336,243,Matches
2,Thelo Aasgaard,no NOR,"MF,FW",Luton Town,22,2002,16.8,692,35,93,273,332,44,692,46,22,47.8,19,41.3,341,2014,688,27,16,5,43,30,392,71,Matches
3,James Abankwah,ie IRL,DF,Watford,20,2004,15.4,1123,117,587,497,52,8,1123,24,12,50.0,8,33.3,667,4055,2284,21,13,1,11,9,732,9,Matches
4,Salis Abdul Samed,gh GHA,MF,Sunderland,24,2000,3.1,183,6,33,112,41,2,183,7,3,42.9,1,14.3,106,607,265,5,5,0,2,0,129,10,Matches
5,Azeem Abdulai,sct SCO,"FW,MF",Swansea City,21,2002,3.9,196,4,21,63,113,13,196,11,8,72.7,2,18.2,129,674,232,8,10,1,17,4,142,53,Matches
6,Ebou Adams,gm GAM,MF,Derby County,28,1996,42.1,1855,92,436,1041,411,68,1855,43,20,46.5,18,41.9,741,3553,1461,27,24,5,71,41,849,77,Matches
7,Elijah Adebayo,eng ENG,FW,Luton Town,26,1998,26.9,715,48,100,208,427,159,715,84,25,29.8,57,67.9,401,2234,704,31,22,23,88,49,458,144,Matches
8,Michael Adu-Poku,eng ENG,FW,Watford,18,2005,0.0,1,0,0,0,1,0,1,0,0,,0,,1,25,11,1,1,0,0,0,1,1,Matches
9,Enock Agyei,be BEL,"FW,MF",Burnley,19,2005,0.6,44,0,5,17,22,4,44,5,2,40.0,3,60.0,28,241,132,8,3,3,2,1,31,12,Matches
10,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,25,1999,34.8,2162,215,1087,988,103,24,2162,12,5,41.7,4,33.3,1254,7678,4774,39,24,2,22,12,1443,8,Matches
11,Semi Ajayi,ng NGA,DF,West Brom,30,1993,13.6,925,75,455,437,37,9,925,3,2,66.7,1,33.3,545,2679,1669,9,12,0,5,4,665,1,Matches
12,Milan Aleksić,rs SRB,"MF,FW",Sunderland,18,2005,3.2,158,3,24,62,75,10,158,17,5,29.4,12,70.6,93,649,336,11,6,2,12,2,106,29,Matches
13,Ajibola Alese,eng ENG,DF,Sunderland,23,2001,7.8,432,46,185,172,77,13,432,2,0,0.0,2,100.0,194,738,422,3,4,2,5,4,234,19,Matches
14,Jamie Allen,eng ENG,MF,Coventry City,29,1995,11.2,527,23,116,330,88,4,527,5,3,60.0,2,40.0,241,914,323,2,4,0,16,10,294,6,Matches
15,Joe Allen,wls WAL,MF,Swansea City,34,1990,7.9,454,13,80,264,115,11,454,9,5,55.6,3,33.3,225,982,398,7,6,1,5,11,287,19,Matches
16,Millenic Alli,ie IRL,"FW,DF",Luton Town,24,2000,8.5,353,16,61,99,198,47,353,35,20,57.1,14,40.0,209,1754,847,41,12,21,27,28,225,53,Matches
17,Jak Alnwick,eng ENG,GK,Cardiff City,31,1993,29.0,989,755,961,29,0,0,989,0,0,,0,,501,2689,1475,0,0,0,0,0,405,0,Matches
18,Will Alves,eng ENG,"FW,MF",Cardiff City,19,2005,7.4,240,4,36,84,129,18,240,23,12,52.2,8,34.8,146,1239,697,29,10,7,18,13,152,54,Matches
19,Steven Alzate,co COL,MF,Hull City,25,1998,21.6,1364,87,395,757,232,10,1364,39,30,76.9,8,20.5,655,3229,1246,18,17,2,27,17,780,14,Matches
20,Zeki Amdouni,ch SUI,MF,Burnley,23,2000,0.4,29,1,5,19,7,1,29,3,1,33.3,1,33.3,18,130,37,1,3,0,2,0,20,1,Matches
21,Ethan Ampadu,wls WAL,"DF,MF",Leeds United,23,2000,25.4,2485,150,867,1489,150,13,2485,7,4,57.1,1,14.3,1502,6697,3847,26,21,1,20,11,1820,9,Matches
22,Nordin Amrabat,ma MAR,"FW,MF",Hull City,37,1987,3.2,167,2,21,44,105,12,167,10,4,40.0,5,50.0,96,682,274,14,3,6,13,8,105,30,Matches
23,Lucas Andersen,dk DEN,"MF,FW",QPR,29,1994,12.9,627,10,99,226,309,34,627,24,8,33.3,15,62.5,349,1801,652,17,18,6,27,30,386,80,Matches
24,Joe Anderson,eng ENG,DF,Sunderland,23,2001,1.1,90,2,20,55,15,1,90,0,0,,0,,47,246,172,4,1,0,0,0,60,6,Matches
25,Ryan Andrews,eng ENG,"DF,MF",Watford,19,2004,23.2,1224,57,357,515,363,36,1224,22,10,45.5,12,54.5,586,3164,1659,51,25,15,39,15,670,112,Matches
26,Jaidon Anthony,eng ENG,"FW,MF",Burnley,24,1999,40.7,2192,39,236,797,1194,198,2192,155,64,41.3,85,54.8,1307,8795,4294,184,92,85,98,57,1524,375,Matches
27,Adil Aouchiche,fr FRA,"MF,FW",Portsmouth,22,2002,7.6,341,6,48,132,168,19,341,14,8,57.1,6,42.9,200,1098,420,14,7,5,28,11,208,41,Matches
28,Adil Aouchiche,fr FRA,"FW,MF",Sunderland,22,2002,3.3,192,5,25,67,103,22,192,4,0,0.0,4,100.0,109,672,394,14,5,8,13,4,126,56,Matches
29,Oliver Arblaster,eng ENG,MF,Sheffield Utd,20,2004,10.9,710,36,138,410,166,21,710,22,13,59.1,6,27.3,368,1714,722,14,9,6,17,14,502,19,Matches
30,Jordan Archer,sct SCO,GK,Portsmouth,31,1993,1.7,64,51,63,1,0,0,64,0,0,,0,,32,190,100,0,0,0,0,0,28,0,Matches
31,Adam Armstrong,eng ENG,FW,West Brom,27,1997,11.2,278,4,25,124,136,38,277,19,10,52.6,8,42.1,170,1058,495,14,12,5,16,12,192,46,Matches
32,Harrison Armstrong,eng ENG,MF,Derby County,17,2007,12.3,466,34,130,258,87,10,466,16,9,56.3,6,37.5,178,986,429,10,9,0,15,7,170,12,Matches
33,Sinclair Armstrong,ie IRL,FW,Bristol City,21,2003,17.3,396,4,11,141,253,72,396,24,6,25.0,14,58.3,267,1674,840,33,18,23,57,10,308,121,Matches
34,Stuart Armstrong,sct SCO,"MF,FW",Sheffield Weds,32,1992,6.0,322,9,45,153,126,22,322,14,5,35.7,9,64.3,189,955,451,14,10,3,8,6,227,31,Matches
35,Harrison Ashby,sct SCO,"DF,FW",QPR,22,2001,17.6,924,61,389,396,149,17,924,32,8,25.0,22,68.8,389,1954,852,19,7,3,36,10,453,45,Matches
36,Cian Ashford,wls WAL,"FW,MF",Cardiff City,19,2004,16.9,538,6,84,187,284,42,538,47,27,57.4,19,40.4,333,2400,1162,41,24,16,38,19,342,96,Matches
37,Robert Atkinson,eng ENG,DF,Portsmouth,26,1998,12.2,632,91,291,317,28,7,632,5,2,40.0,2,40.0,264,1120,630,9,2,0,3,0,278,1,Matches
38,Luke Ayling,eng ENG,DF,Middlesbrough,32,1991,21.7,1826,89,599,855,384,28,1826,24,12,50.0,11,45.8,955,4497,2570,34,28,3,18,11,1186,65,Matches
39,Finn Azaz,ie IRL,"MF,FW",Middlesbrough,23,2000,39.4,2025,27,211,869,973,171,2025,77,32,41.6,39,50.6,1187,5665,2967,94,57,32,84,71,1488,290,Matches
40,Femi Azeez,eng ENG,FW,Millwall,23,2001,21.2,901,29,155,334,435,69,901,63,24,38.1,36,57.1,472,3259,1674,81,43,23,51,41,526,161,Matches
41,Kwadwo Baah,eng ENG,"MF,FW",Watford,21,2003,16.2,492,8,60,160,283,101,492,95,37,38.9,52,54.7,320,3207,1786,80,19,61,51,37,352,105,Matches
42,Daniel Bachmann,at AUT,GK,Watford,30,1994,21.1,744,604,733,12,0,0,744,2,1,50.0,1,50.0,390,1982,1140,0,0,0,0,0,325,0,Matches
43,Joel Bagan,ie IRL,DF,Cardiff City,24,2000,17.9,975,95,439,453,94,5,975,17,8,47.1,8,47.1,486,2046,863,13,8,4,6,6,505,20,Matches
44,Michael Baidoo,gh GHA,"MF,FW",Plymouth Argyle,25,1999,5.0,153,6,22,80,52,13,153,5,3,60.0,2,40.0,87,496,319,10,5,4,14,9,91,25,Matches
45,Lewis Baker,eng ENG,MF,Stoke City,29,1995,16.4,725,33,154,360,223,21,723,16,8,50.0,7,43.8,359,1817,893,19,16,4,17,4,420,50,Matches
46,Lewis Baker,eng ENG,"MF,FW",Blackburn,29,1995,6.6,301,21,88,161,53,10,301,3,1,33.3,2,66.7,173,827,255,7,6,2,10,3,176,7,Matches
47,Daniel Ballard,nir NIR,DF,Sunderland,24,1999,12.5,913,98,479,397,45,24,913,2,0,0.0,1,50.0,523,3450,2062,8,5,0,13,3,601,5,Matches
48,Patrick Bamford,eng ENG,FW,Leeds United,30,1993,2.8,117,3,9,49,61,19,117,7,1,14.3,4,57.1,68,263,85,3,2,1,14,5,87,18,Matches
49,Raees Bangura-Williams,,"FW,MF",Millwall,,,6.8,233,5,53,98,89,11,233,18,10,55.6,8,44.4,108,503,241,8,10,2,17,13,126,26,Matches
50,Tamer Bani Odeh,jo JOR,"MF,FW",West Brom,20,2003,0.6,39,0,1,17,21,3,39,3,2,66.7,1,33.3,27,98,34,0,1,0,3,2,23,6,Matches
