Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Joe Bennett,ENG,DF,Oxford United,34.0,1990.0,8.3,1,0,0,3,8,0,2,9,7,0,0,0,25,5,11,31.3
Daniel Bennie,AUS,"FW,MF",QPR,18.0,2006.0,2.4,1,0,0,5,1,0,5,1,0,0,0,0,5,7,8,46.7
Jóhann Berg Guðmundsson,ISL,MF,Burnley,33.0,1990.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Di'Shon Bernard,JAM,DF,Sheffield Weds,23.0,2000.0,24.8,9,2,1,26,13,0,2,27,20,0,2,0,79,78,42,65.0
Kian Best,ENG,DF,Preston,18.0,2005.0,0.0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,
Florian Bianchini,FRA,FW,Swansea City,23.0,2001.0,12.3,2,0,0,22,12,12,24,2,12,0,0,0,29,31,41,43.1
Jake Bidwell,ENG,DF,Coventry City,31.0,1993.0,22.9,5,0,0,21,14,0,84,18,13,0,0,0,43,45,30,60.0
Luis Binks,ENG,DF,Coventry City,22.0,2001.0,20.6,7,0,0,12,7,0,8,20,10,0,0,0,66,67,42,61.5
Max Bird,ENG,MF,Bristol City,23.0,2000.0,38.7,1,0,0,13,20,2,124,32,58,0,0,0,167,26,43,37.7
Colby Bishop,ENG,FW,Portsmouth,27.0,1996.0,29.2,3,0,0,38,35,12,9,4,15,0,0,0,57,173,230,42.9
Billy Blacker,ENG,MF,Sheffield Utd,18.0,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Corey Blackett-Taylor,ENG,"FW,MF",Derby County,26.0,1997.0,4.5,1,0,0,2,6,1,20,4,1,0,0,0,16,2,5,28.6
Harvey Blair,ENG,FW,Portsmouth,20.0,2003.0,3.3,3,0,0,10,6,2,6,4,1,0,0,0,8,4,13,23.5
Malachi Boateng,ENG,MF,Plymouth Argyle,22.0,2002.0,2.2,0,0,0,4,1,0,0,4,2,0,0,0,11,10,7,58.8
Eric Bocat,FRA,DF,Stoke City,25.0,1999.0,22.7,1,0,0,11,19,1,61,31,25,0,2,0,81,23,26,46.9
Jayden Bogle,ENG,DF,Leeds United,24.0,2000.0,42.5,12,0,0,52,58,6,88,37,62,1,1,0,157,45,42,51.7
Jonathan Bond,ENG,GK,Watford,31.0,1993.0,8.9,0,0,0,0,1,0,0,0,0,0,0,0,11,4,0,100.0
Neto Borges,BRA,DF,Middlesbrough,27.0,1996.0,32.1,4,0,0,31,31,4,49,40,39,0,0,0,106,49,55,47.1
Raphael Borges Rodrigues,AUS,"MF,FW",Coventry City,20.0,2003.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Josh Bowler,ENG,"FW,DF",Preston,25.0,1999.0,5.1,0,0,0,1,14,0,13,3,6,1,0,0,20,0,1,0.0
Josh Bowler,ENG,"MF,FW",Luton Town,25.0,1999.0,1.7,0,0,0,2,2,0,6,2,2,0,0,0,7,0,4,0.0
Sonny Bradley,ENG,DF,Derby County,32.0,1991.0,3.4,1,0,0,2,2,0,1,5,2,0,0,0,7,7,8,46.7
Tom Bradshaw,WAL,FW,Oxford United,32.0,1992.0,4.0,1,0,0,6,2,1,0,1,0,0,0,0,5,17,37,31.5
Tom Bradshaw,WAL,FW,Millwall,32.0,1992.0,5.0,0,0,0,11,5,2,1,0,2,0,0,0,8,11,40,21.6
Robbie Brady,IRL,"DF,FW",Preston,32.0,1992.0,18.2,8,0,0,30,13,3,134,22,28,0,0,0,95,45,40,52.9
