Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Brenden Aaronson,USA,MF,Leeds United,23.0,2000.0,39.5,57,33,18,24,15,17,50,34.0,33,40,1,39,8,65,8,1
Thelo Aasgaard,NOR,"MF,FW",Luton Town,22.0,2002.0,16.8,20,10,4,10,6,10,20,50.0,10,26,6,20,9,29,30,0
James Abankwah,IRL,DF,Watford,20.0,2004.0,15.4,25,22,19,5,1,11,13,84.6,2,30,13,17,9,34,88,5
Salis Abdul Samed,GHA,MF,Sunderland,24.0,2000.0,3.1,2,0,1,1,0,1,1,100.0,0,1,0,1,2,4,6,0
Azeem Abdulai,SCO,"FW,MF",Swansea City,21.0,2002.0,3.9,9,5,3,3,3,4,8,50.0,4,4,0,4,2,11,3,0
Ebou Adams,GAM,MF,Derby County,28.0,1996.0,42.1,151,99,53,77,21,54,93,58.1,39,76,17,59,56,207,74,1
Elijah Adebayo,ENG,FW,Luton Town,26.0,1998.0,26.9,14,11,8,2,4,6,22,27.3,16,34,9,25,7,21,44,0
Michael Adu-Poku,ENG,FW,Watford,18.0,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Enock Agyei,BEL,"FW,MF",Burnley,19.0,2005.0,0.6,4,0,3,1,0,1,2,50.0,1,1,0,1,0,4,0,0
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,25.0,1999.0,34.8,53,43,36,16,1,27,41,65.9,14,25,14,11,40,93,176,1
Semi Ajayi,NGA,DF,West Brom,30.0,1993.0,13.6,12,6,9,3,0,5,8,62.5,3,5,3,2,11,23,54,0
Milan Aleksić,SRB,"MF,FW",Sunderland,18.0,2005.0,3.2,6,4,3,2,1,2,4,50.0,2,2,0,2,4,10,6,0
Ajibola Alese,ENG,DF,Sunderland,23.0,2001.0,7.8,10,4,5,2,3,6,8,75.0,2,11,4,7,6,16,42,0
Jamie Allen,ENG,MF,Coventry City,29.0,1995.0,11.2,30,16,15,10,5,19,37,51.4,18,17,3,14,9,39,11,1
Joe Allen,WAL,MF,Swansea City,34.0,1990.0,7.9,15,8,6,4,5,6,13,46.2,7,4,1,3,7,22,8,0
Millenic Alli,IRL,"FW,DF",Luton Town,24.0,2000.0,8.5,10,5,5,2,3,4,8,50.0,4,8,1,7,1,11,13,1
Jak Alnwick,ENG,GK,Cardiff City,31.0,1993.0,29.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,19,2
Will Alves,ENG,"FW,MF",Cardiff City,19.0,2005.0,7.4,16,11,9,5,2,6,10,60.0,4,4,0,4,3,19,3,0
Steven Alzate,COL,MF,Hull City,25.0,1998.0,21.6,74,50,34,37,3,25,38,65.8,13,31,18,13,27,101,58,1
Zeki Amdouni,SUI,MF,Burnley,23.0,2000.0,0.4,1,1,0,0,1,0,0,,0,3,0,3,0,1,1,0
Ethan Ampadu,WAL,"DF,MF",Leeds United,23.0,2000.0,25.4,47,27,18,24,5,26,39,66.7,13,26,15,11,25,72,88,0
Nordin Amrabat,MAR,"FW,MF",Hull City,37.0,1987.0,3.2,6,5,2,2,2,4,6,66.7,2,2,0,2,0,6,3,1
Lucas Andersen,DEN,"MF,FW",QPR,29.0,1994.0,12.9,26,14,7,15,4,8,28,28.6,20,12,2,10,9,35,12,0
Joe Anderson,ENG,DF,Sunderland,23.0,2001.0,1.1,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,2,0
Ryan Andrews,ENG,"DF,MF",Watford,19.0,2004.0,23.2,37,26,19,13,5,17,33,51.5,16,22,4,18,23,60,76,1
Jaidon Anthony,ENG,"FW,MF",Burnley,24.0,1999.0,40.7,56,33,13,34,9,21,52,40.4,31,58,5,53,31,87,51,0
Adil Aouchiche,FRA,"MF,FW",Portsmouth,22.0,2002.0,7.6,14,7,1,7,6,4,19,21.1,15,13,1,12,10,24,6,0
Adil Aouchiche,FRA,"FW,MF",Sunderland,22.0,2002.0,3.3,4,2,2,0,2,2,8,25.0,6,4,1,3,1,5,3,1
Oliver Arblaster,ENG,MF,Sheffield Utd,20.0,2004.0,10.9,12,7,4,6,2,6,11,54.5,5,7,4,3,9,21,25,0
Jordan Archer,SCO,GK,Portsmouth,31.0,1993.0,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adam Armstrong,ENG,FW,West Brom,27.0,1997.0,11.2,9,7,1,4,4,3,5,60.0,2,4,1,3,0,9,2,0
Harrison Armstrong,ENG,MF,Derby County,17.0,2007.0,12.3,25,18,10,13,2,11,21,52.4,10,10,1,9,23,48,33,0
Sinclair Armstrong,IRL,FW,Bristol City,21.0,2003.0,17.3,3,1,0,2,1,0,3,0.0,3,4,0,4,3,6,0,0
Stuart Armstrong,SCO,"MF,FW",Sheffield Weds,32.0,1992.0,6.0,10,6,4,4,2,2,5,40.0,3,4,2,2,2,12,8,0
Harrison Ashby,SCO,"DF,FW",QPR,22.0,2001.0,17.6,56,35,34,18,4,31,46,67.4,15,23,5,18,11,67,67,2
Cian Ashford,WAL,"FW,MF",Cardiff City,19.0,2004.0,16.9,21,11,13,3,5,12,23,52.2,11,13,0,13,8,29,7,0
Robert Atkinson,ENG,DF,Portsmouth,26.0,1998.0,12.2,7,3,5,1,1,4,5,80.0,1,17,12,5,9,16,102,0
Luke Ayling,ENG,DF,Middlesbrough,32.0,1991.0,21.7,60,42,34,22,4,40,57,70.2,17,36,12,24,23,83,38,1
Finn Azaz,IRL,"MF,FW",Middlesbrough,23.0,2000.0,39.4,39,28,10,21,8,19,36,52.8,17,30,5,25,14,53,23,0
