Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Tammy Abraham,eng ENG,FW,Roma,25,1997,2.7,40,37,2,0,0,0,2,0,0,0,0,0,19,1,1,Matches
2,Francesco Acerbi,it ITA,DF,Inter,35,1988,26.5,1781,1719,60,43,0,11,9,8,0,0,0,0,1615,2,5,Matches
3,Yacine Adli,fr FRA,MF,Milan,23,2000,15.6,1300,1220,78,36,3,16,50,7,35,11,12,0,1125,2,14,Matches
4,Michel Aebischer,ch SUI,MF,Bologna,26,1997,24.8,1503,1447,53,34,3,5,12,13,6,3,0,0,1370,3,17,Matches
5,Lucien Agoume,fr FRA,MF,Inter,21,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
6,Marley Aké,fr FRA,FW,Udinese,22,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
7,Ebenezer Akinsanmiro,ng NGA,MF,Inter,18,2004,0.2,8,7,1,1,0,0,0,0,0,0,0,0,7,0,0,Matches
8,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,30,1992,7.8,263,260,3,1,1,1,1,0,0,0,0,0,220,0,11,Matches
9,David Akpan Ankeye,ng NGA,FW,Genoa,21,2002,0.6,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
10,Luis Alberto,es ESP,MF,Lazio,30,1992,25.7,1679,1452,215,71,14,6,150,13,114,45,54,0,1303,12,28,Matches
11,Carlos Alcaraz,ar ARG,MF,Juventus,20,2002,4.2,165,155,10,7,2,1,1,2,1,0,0,0,143,0,3,Matches
12,Pontus Almqvist,se SWE,"FW,MF",Lecce,24,1999,23.4,478,472,6,2,1,0,21,3,1,1,0,0,351,0,19,Matches
13,Lorenzo Amatucci,it ITA,MF,Fiorentina,19,2004,0.2,25,25,0,0,0,1,0,0,0,0,0,0,22,0,2,Matches
14,Bruno Amione,ar ARG,DF,Hellas Verona,21,2002,6.4,273,267,6,4,0,1,1,2,0,0,0,0,217,0,3,Matches
15,Felipe Anderson,br BRA,"FW,MF",Lazio,30,1993,30.8,1336,1299,29,5,5,6,57,18,6,1,4,0,1012,8,63,Matches
16,Angeliño,es ESP,DF,Roma,26,1997,12.7,715,610,101,12,0,4,53,87,2,1,0,0,546,4,11,Matches
17,Houssem Aouar,dz ALG,"MF,FW",Roma,25,1998,8.4,359,344,15,4,0,0,10,3,8,5,2,0,300,0,8,Matches
18,Simone Aresti,it ITA,GK,Cagliari,37,1986,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
19,Marko Arnautović,at AUT,FW,Inter,34,1989,8.9,271,264,5,0,3,1,7,0,0,0,0,0,203,2,9,Matches
20,Kristjan Asllani,al ALB,MF,Inter,21,2002,8.7,744,685,56,23,2,4,35,1,32,12,10,0,662,3,6,Matches
21,Emil Audero,id IDN,GK,Inter,26,1997,3.7,197,174,21,3,0,0,0,0,0,0,0,0,166,2,1,Matches
22,Tommaso Augello,it ITA,DF,Cagliari,28,1994,26.9,1329,1008,317,42,1,2,153,241,34,7,25,0,919,4,42,Matches
23,Carlos Augusto,br BRA,DF,Inter,24,1999,19.2,1099,977,112,14,0,3,40,92,0,0,0,0,921,10,25,Matches
24,Yann Aurel Bisseck,de GER,DF,Inter,22,2000,10.0,641,614,27,20,1,2,5,7,0,0,0,0,590,0,9,Matches
25,Sardar Azmoun,ir IRN,"FW,MF",Roma,28,1995,6.5,156,152,4,1,1,1,2,1,0,0,0,0,108,0,8,Matches
26,Paulo Azzi,br BRA,"DF,MF",Cagliari,29,1994,10.6,487,394,91,6,0,1,48,84,1,0,0,0,322,2,13,Matches
27,Oussama El Azzouzi,ma MAR,MF,Bologna,22,2001,6.1,390,383,7,6,0,2,2,0,1,1,0,0,352,0,2,Matches
28,Milan Badelj,hr CRO,MF,Genoa,34,1989,28.2,1407,1344,59,39,5,14,14,9,0,0,0,0,1136,4,20,Matches
29,Jaime Báez,uy URU,"FW,MF",Frosinone,28,1995,5.6,202,182,20,4,0,1,24,2,14,2,10,0,141,0,7,Matches
30,Nicola Bagnolini,it ITA,GK,Bologna,19,2004,0.1,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,Matches
31,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,24,1999,14.6,460,376,83,20,2,1,78,10,44,17,22,0,330,1,12,Matches
32,Mitchel Bakker,nl NED,DF,Atalanta,23,2000,4.2,212,168,42,3,0,0,13,36,3,0,3,0,167,2,8,Matches
33,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,20,2003,8.3,257,223,29,6,0,0,16,9,10,4,3,0,201,5,8,Matches
34,Tommaso Baldanzi,it ITA,"FW,MF",Roma,20,2003,5.8,205,201,4,0,1,0,7,4,0,0,0,0,175,0,2,Matches
35,Lameck Banda,zm ZAM,FW,Lecce,22,2001,15.0,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14,Matches
36,Daniel Bandeira,pt POR,MF,Hellas Verona,23,2000,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2,Matches
37,Mattia Bani,it ITA,DF,Genoa,29,1993,25.6,1152,1059,88,45,0,1,1,6,0,0,0,0,962,5,8,Matches
38,Antonín Barák,cz CZE,"MF,FW",Fiorentina,28,1994,9.0,392,372,20,3,0,1,4,4,1,0,0,0,338,0,13,Matches
39,Nicolò Barella,it ITA,MF,Inter,26,1997,31.6,2168,2120,37,17,12,25,51,19,1,0,0,0,1835,11,37,Matches
40,Enzo Barrenechea,ar ARG,MF,Frosinone,22,2001,31.2,1903,1795,104,88,1,13,1,3,0,0,0,0,1624,4,21,Matches
41,Davide Bartesaghi,it ITA,"DF,MF",Milan,17,2005,0.9,35,28,7,0,0,0,0,7,0,0,0,0,28,0,2,Matches
42,Federico Baschirotto,it ITA,DF,Lecce,26,1996,36.6,1808,1668,136,66,0,10,3,9,0,0,0,0,1516,4,10,Matches
43,Toma Bašić,hr CRO,MF,Salernitana,26,1996,12.9,540,503,35,22,1,6,25,7,6,1,4,0,442,2,11,Matches
44,Alessandro Bastoni,it ITA,DF,Inter,24,1999,25.2,1935,1787,139,58,1,29,76,71,0,0,0,0,1671,9,30,Matches
45,Simone Bastoni,it ITA,"MF,DF",Empoli,26,1996,8.3,360,281,76,17,2,2,36,41,16,4,9,0,246,3,12,Matches
46,Reda Belahyane,ma MAR,MF,Hellas Verona,19,2004,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,Matches
47,Raoul Bellanova,it ITA,DF,Torino,23,2000,33.8,1579,1285,288,14,0,4,178,274,0,0,0,0,1232,6,44,Matches
48,Andrea Belotti,it ITA,FW,Fiorentina,29,1993,10.5,201,181,20,1,1,0,4,0,0,0,0,0,133,0,6,Matches
49,Andrea Belotti,it ITA,FW,Roma,29,1993,7.5,155,141,13,0,1,0,4,2,0,0,0,0,115,1,10,Matches
50,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,22,2001,18.8,459,438,19,2,4,3,7,4,0,0,0,0,360,2,15,Matches
51,Ismaël Bennacer,dz ALG,MF,Milan,25,1997,12.8,818,772,43,21,7,3,32,5,17,4,8,0,711,3,11,Matches
52,Domenico Berardi,it ITA,FW,Sassuolo,28,1994,15.9,641,583,55,19,8,24,72,7,29,19,0,0,409,3,15,Matches
53,Bartosz Bereszyński,pl POL,DF,Empoli,31,1992,19.6,867,685,177,31,0,2,16,146,0,0,0,0,673,5,27,Matches
54,Etrit Berisha,al ALB,GK,Empoli,34,1989,14.0,494,356,134,44,0,1,0,0,0,0,0,0,339,4,0,Matches
55,Medon Berisha,al ALB,"FW,MF",Lecce,19,2003,2.3,98,91,7,3,0,2,3,0,3,2,1,0,84,0,1,Matches
56,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20,2002,25.6,1688,1452,231,24,0,4,35,207,0,0,0,0,1422,5,22,Matches
57,Beto,gw GNB,FW,Udinese,25,1998,0.8,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0,Matches
58,Davide Bettella,it ITA,MF,Monza,23,2000,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
59,Sam Beukema,nl NED,DF,Bologna,24,1998,28.3,2055,1971,81,47,1,12,2,18,0,0,0,0,1842,3,13,Matches
60,Jaka Bijol,si SVN,DF,Udinese,24,1999,23.2,822,790,29,22,1,5,1,2,0,0,0,0,645,3,4,Matches
61,El Bilal Touré,ml MLI,FW,Atalanta,21,2001,4.4,126,124,2,0,1,1,2,0,0,0,0,0,92,0,6,Matches
62,Cristiano Biraghi,it ITA,DF,Fiorentina,30,1992,26.2,1842,1329,510,103,0,14,226,298,109,28,53,0,1388,3,33,Matches
63,Davide Biraschi,it ITA,DF,Genoa,29,1994,1.0,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0,Matches
64,Samuele Birindelli,it ITA,DF,Monza,24,1999,22.4,1104,939,160,11,1,14,54,148,1,0,0,0,902,5,31,Matches
65,Alexis Blin,fr FRA,MF,Lecce,26,1996,18.2,779,744,30,18,1,2,11,8,0,0,0,0,671,5,9,Matches
66,Jérôme Boateng,de GER,DF,Salernitana,34,1988,2.6,126,124,2,2,0,0,1,0,0,0,0,0,106,0,0,Matches
67,Emil Bohinen,no NOR,MF,Genoa,24,1999,0.6,34,33,1,1,0,1,2,0,0,0,0,0,26,0,0,Matches
68,Emil Bohinen,no NOR,MF,Salernitana,24,1999,5.9,333,321,12,11,0,1,2,0,0,0,0,0,262,0,16,Matches
69,Daniel Boloca,ro ROU,MF,Sassuolo,24,1998,22.5,1064,1048,15,13,1,3,8,0,0,0,0,0,956,1,15,Matches
70,Giacomo Bonaventura,it ITA,MF,Fiorentina,33,1989,25.3,1126,1078,46,13,15,5,54,6,5,1,3,0,928,2,27,Matches
71,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,26,1997,11.3,314,294,17,0,3,5,7,1,0,0,0,0,242,3,11,Matches
72,Warren Bondo,fr FRA,MF,Monza,19,2003,16.4,621,602,16,6,0,3,2,3,1,0,0,0,557,3,11,Matches
73,Giovanni Bonfanti,it ITA,DF,Atalanta,20,2003,1.0,57,52,5,2,0,0,2,3,0,0,0,0,46,0,2,Matches
74,Kevin Bonifazi,it ITA,DF,Bologna,27,1996,1.0,82,80,2,2,0,0,0,0,0,0,0,0,72,0,1,Matches
75,Kevin Bonifazi,it ITA,DF,Frosinone,27,1996,3.4,145,133,12,8,0,1,0,4,0,0,0,0,123,0,4,Matches
76,Gennaro Borrelli,it ITA,FW,Frosinone,23,2000,0.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Matches
77,Erik Botheim,no NOR,"FW,MF",Salernitana,23,2000,3.5,65,61,4,0,0,1,1,0,0,0,0,0,48,0,1,Matches
78,Mehdi Bourabia,ma MAR,MF,Frosinone,31,1991,2.2,98,96,2,2,1,0,2,0,0,0,0,0,76,0,4,Matches
79,Edoardo Bove,it ITA,MF,Roma,21,2002,19.8,780,764,11,10,3,3,8,1,0,0,0,0,649,5,19,Matches
80,Domagoj Bradarić,hr CRO,DF,Salernitana,23,1999,30.5,1536,1248,286,33,2,10,81,243,9,3,6,0,1184,2,41,Matches
81,Josip Brekalo,hr CRO,FW,Fiorentina,25,1998,7.2,291,278,11,4,0,0,24,1,6,0,5,0,234,2,8,Matches
82,Gleison Bremer,br BRA,DF,Juventus,26,1997,35.9,1930,1854,71,25,0,8,1,2,0,0,0,0,1661,5,14,Matches
83,Brenner,br BRA,"MF,FW",Udinese,23,2000,2.1,54,52,2,1,0,0,1,0,0,0,0,0,47,0,0,Matches
84,Marco Brescianini,it ITA,MF,Frosinone,23,2000,25.8,804,761,40,7,5,0,20,29,0,0,0,0,632,3,21,Matches
85,Dylan Bronn,tn TUN,"DF,MF",Salernitana,28,1995,0.6,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
86,Tajon Buchanan,ca CAN,DF,Inter,24,1999,1.8,72,70,2,0,0,0,11,2,0,0,0,0,58,0,3,Matches
87,Alessandro Buongiorno,it ITA,DF,Torino,24,1999,28.1,1187,1162,25,21,1,2,3,3,0,0,0,0,1012,0,7,Matches
88,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
89,Jovane Cabral,cv CPV,"MF,FW",Salernitana,25,1998,7.5,245,227,16,4,1,7,14,5,1,1,0,0,185,2,6,Matches
90,Liberato Cacace,nz NZL,DF,Empoli,22,2000,21.2,1110,848,256,27,2,3,68,205,24,2,18,0,832,6,26,Matches
91,Jens Cajuste,se SWE,MF,Napoli,23,1999,11.3,435,425,8,1,1,1,6,7,0,0,0,0,369,2,9,Matches
92,Davide Calabria,it ITA,DF,Milan,26,1996,24.3,1541,1292,245,43,1,5,36,202,0,0,0,0,1320,4,13,Matches
93,Riccardo Calafiori,it ITA,DF,Bologna,21,2002,26.1,1810,1720,89,38,2,16,9,17,0,0,0,0,1622,1,20,Matches
94,Mattia Caldara,it ITA,DF,Milan,29,1994,0.4,24,24,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
95,Luca Caldirola,it ITA,DF,Monza,32,1991,23.8,1374,1294,78,43,0,7,4,12,0,0,0,0,1247,2,10,Matches
