Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Tammy Abraham,ENG,FW,Roma,25,1997,2.7,3,1,0,1,2,0,0,,0,1,0,1,0,3,4,0
Francesco Acerbi,ITA,DF,Inter,35,1988,26.5,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1
Yacine Adli,FRA,MF,Milan,23,2000,15.6,34,17,17,13,4,13,35,37.1,22,22,8,14,20,54,15,1
Michel Aebischer,SUI,MF,Bologna,26,1997,24.8,35,20,9,20,6,15,34,44.1,19,28,6,22,12,47,22,0
Lucien Agoume,FRA,MF,Inter,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marley Aké,FRA,FW,Udinese,22,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ebenezer Akinsanmiro,NGA,MF,Inter,18,2004,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jean-Daniel Akpa-Akpro,CIV,MF,Monza,30,1992,7.8,20,11,14,4,2,3,9,33.3,6,10,4,6,12,32,15,1
David Akpan Ankeye,NGA,FW,Genoa,21,2002,0.6,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Luis Alberto,ESP,MF,Lazio,30,1992,25.7,35,20,16,12,7,15,53,28.3,38,34,4,30,7,42,13,0
Carlos Alcaraz,ARG,MF,Juventus,20,2002,4.2,6,6,0,6,0,5,10,50.0,5,5,2,3,5,11,4,0
Pontus Almqvist,SWE,"FW,MF",Lecce,24,1999,23.4,45,29,16,22,7,23,51,45.1,28,21,2,19,14,59,10,0
Lorenzo Amatucci,ITA,MF,Fiorentina,19,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bruno Amione,ARG,DF,Hellas Verona,21,2002,6.4,11,3,9,2,0,4,5,80.0,1,4,2,2,9,20,19,2
Felipe Anderson,BRA,"FW,MF",Lazio,30,1993,30.8,78,45,32,33,13,34,90,37.8,56,45,3,42,27,105,23,0
Angeliño,ESP,DF,Roma,26,1997,12.7,21,11,12,6,3,11,19,57.9,8,11,5,6,12,33,37,1
Houssem Aouar,ALG,"MF,FW",Roma,25,1998,8.4,16,11,4,10,2,3,12,25.0,9,5,0,5,4,20,2,1
Simone Aresti,ITA,GK,Cagliari,37,1986,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marko Arnautović,AUT,FW,Inter,34,1989,8.9,10,4,3,5,2,4,7,57.1,3,8,1,7,5,15,5,0
