Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Julian Araujo,MEX,DF,Bournemouth,22.0,2001.0,12,7,497,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Cameron Archer,ENG,FW,Southampton,23.0,2001.0,35,13,1441,16.0,2,0,2,2,0,1,0,0,5.7,4.9,0.5,5.4,22,14,66,0.12,0.0,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34
Alphonse Areola,FRA,GK,West Ham,31.0,1993.0,26,25,2260,25.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Aribo,NGA,"MF,DF",Southampton,28.0,1996.0,32,21,2013,22.4,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.3,36,75,65,0.13,0.0,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19
Adam Armstrong,ENG,"FW,MF",Southampton,27.0,1997.0,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25
Harrison Armstrong,ENG,MF,Everton,17.0,2007.0,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82
Kepa Arrizabalaga,ESP,GK,Bournemouth,29.0,1994.0,31,31,2790,31.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Asensio,ESP,MF,Aston Villa,28.0,1996.0,13,9,743,8.3,3,1,4,3,0,2,2,0,4.4,2.9,1.0,3.8,22,45,38,0.36,0.12,0.48,0.36,0.48,0.54,0.12,0.66,0.35,0.47
Brandon Austin,ENG,GK,Tottenham,25.0,1999.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,26.0,1997.0,26,3,416,4.6,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0.0,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48
Yasin Ayari,SWE,MF,Brighton,20.0,2003.0,34,22,1965,21.8,2,1,3,2,0,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22
Jordan Ayew,GHA,"FW,MF",Crystal Palace,32.0,1991.0,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17
Jordan Ayew,GHA,"FW,MF",Leicester City,32.0,1991.0,30,19,1638,18.2,5,0,5,4,1,1,5,0,3.2,2.4,1.1,3.5,49,46,86,0.27,0.0,0.27,0.22,0.22,0.17,0.06,0.24,0.13,0.19
Benoît Badiashile,FRA,DF,Chelsea,23.0,2001.0,5,3,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Bailey,JAM,"FW,MF",Aston Villa,26.0,1997.0,24,14,1139,12.7,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,58,35,121,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26
Carlos Baleba,CMR,MF,Brighton,20.0,2004.0,34,31,2661,29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15
Ross Barkley,ENG,MF,Aston Villa,30.0,1993.0,20,3,581,6.5,3,1,4,3,0,0,3,0,1.8,1.8,0.6,2.4,15,36,10,0.46,0.15,0.62,0.46,0.62,0.27,0.1,0.37,0.27,0.37
Harvey Barnes,ENG,FW,Newcastle Utd,26.0,1997.0,33,17,1755,19.5,9,4,13,9,0,0,0,0,7.2,7.2,4.0,11.2,93,83,192,0.46,0.21,0.67,0.46,0.67,0.37,0.2,0.57,0.37,0.57
Calvin Bassey,NGA,DF,Fulham,24.0,1999.0,35,34,3074,34.2,1,0,1,1,0,0,7,0,1.0,1.0,0.1,1.2,39,116,15,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03
Altay Bayındır,TUR,GK,Manchester Utd,26.0,1998.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Bednarek,POL,DF,Southampton,28.0,1996.0,30,30,2531,28.1,2,0,2,2,0,0,7,0,0.7,0.7,0.5,1.2,5,60,2,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04
Armel Bella Kotchap,GER,DF,Southampton,22.0,2001.0,4,2,331,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
Jean-Ricner Bellegarde,HAI,"MF,FW",Wolves,26.0,1998.0,35,20,1677,18.6,2,7,9,2,0,0,3,0,1.5,1.5,3.8,5.3,52,43,89,0.11,0.38,0.48,0.11,0.48,0.08,0.2,0.29,0.08,0.29
Rodrigo Bentancur,URU,MF,Tottenham,27.0,1997.0,26,21,1645,18.3,2,0,2,2,0,0,9,0,1.3,1.3,0.4,1.7,28,100,34,0.11,0.0,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.1
Daniel Bentley,ENG,GK,Wolves,31.0,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sander Berge,NOR,MF,Fulham,26.0,1998.0,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1.0,29,124,9,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Lucas Bergvall,SWE,MF,Tottenham,18.0,2006.0,27,11,1212,13.5,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,33,49,31,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09
Victor Bernth Kristiansen,DEN,DF,Leicester City,21.0,2002.0,30,29,2482,27.6,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,40,70,78,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06
Beto,GNB,FW,Everton,26.0,1998.0,30,15,1534,17.0,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55
Philip Billing,DEN,MF,Bournemouth,28.0,1996.0,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82
Yves Bissouma,MLI,MF,Tottenham,27.0,1996.0,28,16,1408,15.6,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,75,3,0.13,0.0,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06
Oscar Bobb,NOR,FW,Manchester City,21.0,2003.0,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41
Lamare Bogarde,NED,"DF,MF",Aston Villa,20.0,2004.0,8,5,476,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,12,14,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Willy Boly,CIV,DF,Nott'ham Forest,33.0,1991.0,6,1,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Sven Botman,NED,DF,Newcastle Utd,24.0,2000.0,8,6,412,4.6,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.1,0,7,0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24
Jarrod Bowen,ENG,"FW,MF",West Ham,27.0,1996.0,34,34,2973,33.0,13,8,21,12,1,1,1,0,8.6,7.8,6.8,14.7,109,91,212,0.39,0.24,0.64,0.36,0.61,0.26,0.21,0.47,0.24,0.44
Conor Bradley,NIR,DF,Liverpool,21.0,2003.0,19,7,754,8.4,0,2,2,0,0,0,4,0,0.7,0.7,1.4,2.1,35,33,39,0.0,0.24,0.24,0.0,0.24,0.08,0.17,0.25,0.08,0.25
Jarrad Branthwaite,ENG,DF,Everton,22.0,2002.0,30,28,2511,27.9,0,1,1,0,0,0,4,0,1.2,1.2,0.7,1.9,10,66,2,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07
James Bree,ENG,DF,Southampton,26.0,1997.0,17,13,1075,11.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,13,34,43,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.08,0.01,0.08
Ben Brereton,CHI,FW,Southampton,25.0,1999.0,10,4,449,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,12,9,42,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2
Nathan Broadhead,WAL,"MF,FW",Ipswich Town,26.0,1998.0,18,7,702,7.8,2,0,2,2,0,0,1,0,1.7,1.7,0.7,2.4,20,14,33,0.26,0.0,0.26,0.26,0.26,0.22,0.09,0.31,0.22,0.31
Armando Broja,ALB,FW,Everton,22.0,2001.0,10,4,334,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
David Brooks,WAL,"FW,MF",Bournemouth,27.0,1997.0,29,9,960,10.7,2,0,2,2,0,0,3,0,2.5,2.5,1.9,4.4,35,35,83,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.41,0.24,0.41
Emi Buendía,ARG,"MF,FW",Aston Villa,27.0,1996.0,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0.62,0.6,0.62
Santiago Bueno,URU,DF,Wolves,25.0,1998.0,29,18,1687,18.7,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,28,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Facundo Buonanotte,ARG,"FW,MF",Leicester City,19.0,2004.0,31,14,1523,16.9,5,2,7,5,0,0,8,0,3.9,3.9,3.1,7.0,39,54,74,0.3,0.12,0.41,0.3,0.41,0.23,0.18,0.41,0.23,0.41
Cameron Burgess,AUS,DF,Ipswich Town,28.0,1995.0,18,16,1541,17.1,0,2,2,0,0,0,0,0,1.1,1.1,0.5,1.6,2,42,4,0.0,0.12,0.12,0.0,0.12,0.06,0.03,0.09,0.06,0.09
Dan Burn,ENG,DF,Newcastle Utd,32.0,1992.0,37,37,3330,37.0,1,1,2,1,0,0,11,0,2.0,2.0,0.9,2.8,12,75,14,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08
Wes Burns,WAL,"FW,DF",Ipswich Town,29.0,1994.0,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.21,0.05,0.21
Nathan Butler-Oyedeji,ENG,FW,Arsenal,21.0,2003.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94
Moisés Caicedo,ECU,"MF,DF",Chelsea,22.0,2001.0,38,38,3351,37.2,1,2,3,1,0,0,11,0,0.8,0.8,3.0,3.8,43,215,37,0.03,0.05,0.08,0.03,0.08,0.02,0.08,0.1,0.02,0.1
Tom Cairney,SCO,MF,Fulham,33.0,1991.0,25,3,628,7.0,2,0,2,2,0,0,3,1,0.8,0.8,1.1,1.8,18,53,33,0.29,0.0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26
Jens Cajuste,SWE,MF,Ipswich Town,24.0,1999.0,30,25,1959,21.8,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.5,26,59,20,0.05,0.05,0.09,0.05,0.09,0.03,0.04,0.07,0.03,0.07
Riccardo Calafiori,ITA,DF,Arsenal,22.0,2002.0,19,11,983,10.9,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,22,54,29,0.18,0.09,0.27,0.18,0.27,0.08,0.03,0.11,0.08,0.11
Dominic Calvert-Lewin,ENG,FW,Everton,27.0,1997.0,26,19,1609,17.9,3,1,4,3,0,0,2,0,6.7,6.7,0.6,7.4,23,20,112,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41
Diego Carlos,BRA,DF,Aston Villa,31.0,1993.0,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Fabio Carvalho,POR,"FW,MF",Brentford,21.0,2002.0,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62
Casemiro,BRA,MF,Manchester Utd,32.0,1992.0,24,18,1494,16.6,1,0,1,1,0,0,5,0,1.9,1.9,2.3,4.2,4,84,28,0.06,0.0,0.06,0.06,0.06,0.11,0.14,0.25,0.11,0.25
Kaelan Casey,ENG,DF,West Ham,19.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty Cash,POL,DF,Aston Villa,26.0,1997.0,27,24,2070,23.0,1,1,2,1,0,0,7,0,0.5,0.5,1.1,1.6,48,42,90,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07
Eiran Cashin,IRL,DF,Brighton,22.0,2001.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Castagne,BEL,DF,Fulham,28.0,1995.0,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09
Trevoh Chalobah,ENG,DF,Crystal Palace,25.0,1999.0,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14
Trevoh Chalobah,ENG,DF,Chelsea,25.0,1999.0,13,11,910,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2.0,4,37,2,0.0,0.1,0.1,0.0,0.1,0.08,0.12,0.19,0.08,0.19
Conor Chaplin,ENG,"MF,FW",Ipswich Town,27.0,1997.0,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.11,0.11,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23
Youssef Chermiti,POR,"FW,MF",Everton,20.0,2004.0,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,6,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
Federico Chiesa,ITA,FW,Liverpool,26.0,1997.0,6,1,108,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,3,7,0.0,0.0,0.0,0.0,0.0,0.28,0.15,0.43,0.28,0.43
Ben Chilwell,ENG,DF,Crystal Palace,27.0,1996.0,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1.0,5,8,15,0.35,0.0,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34
Chiquinho,POR,MF,Wolves,24.0,2000.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42
Hamza Choudhury,BAN,"MF,DF",Leicester City,26.0,1997.0,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27
Ryan Christie,SCO,MF,Bournemouth,29.0,1995.0,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23
Harry Clarke,ENG,DF,Ipswich Town,23.0,2001.0,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Jack Clarke,ENG,"FW,MF",Ipswich Town,23.0,2000.0,32,12,1181,13.1,0,4,4,0,0,0,2,0,1.2,1.2,2.3,3.5,39,44,57,0.0,0.3,0.3,0.0,0.3,0.09,0.17,0.26,0.09,0.26
Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,33.0,1991.0,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Conor Coady,ENG,DF,Leicester City,31.0,1993.0,22,19,1714,19.0,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,3,32,0,0.05,0.0,0.05,0.05,0.05,0.02,0.0,0.03,0.02,0.03
Séamus Coleman,IRL,DF,Everton,35.0,1988.0,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,11,7,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24
Nathan Collins,IRL,DF,Brentford,23.0,2001.0,38,38,3420,38.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11
Toby Collyer,ENG,MF,Manchester Utd,20.0,2004.0,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22
Levi Colwill,ENG,DF,Chelsea,21.0,2003.0,35,35,3149,35.0,2,1,3,2,0,0,9,0,1.9,1.9,1.1,3.0,14,131,12,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09
Lewis Cook,ENG,"MF,DF",Bournemouth,27.0,1997.0,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,33,158,52,0.03,0.09,0.12,0.03,0.12,0.03,0.12,0.15,0.03,0.15
Maxwel Cornet,CIV,FW,Southampton,27.0,1996.0,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
