Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Max Aarons,ENG,DF,Bournemouth,24.0,2000.0,1.0,2,2.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Joshua Acheampong,ENG,DF,Chelsea,18.0,2006.0,1.9,2,1.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Tyler Adams,USA,MF,Bournemouth,25.0,1999.0,21.8,41,1.88,35,0,0,1,1,4,4,0.18,3,0,0,0,0,1
Tosin Adarabioyo,ENG,DF,Chelsea,26.0,1997.0,15.7,15,0.96,8,0,0,6,0,1,1,0.06,0,0,0,1,0,0
Simon Adingra,CIV,"FW,MF",Brighton,22.0,2002.0,12.2,47,3.86,33,0,6,8,0,0,7,0.57,5,0,1,1,0,0
Emmanuel Agbadou,CIV,DF,Wolves,27.0,1997.0,15.7,17,1.09,15,2,0,0,0,0,3,0.19,2,1,0,0,0,0
Asher Agbinone,ENG,MF,Crystal Palace,18.0,2005.0,0.1,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ola Aina,NGA,DF,Nott'ham Forest,27.0,1996.0,33.3,62,1.86,49,5,3,1,3,1,4,0.12,3,0,0,0,0,1
Rayan Aït-Nouri,ALG,DF,Wolves,23.0,2001.0,34.5,91,2.63,56,15,8,7,4,1,12,0.35,10,1,0,0,0,1
Kristoffer Ajer,NOR,DF,Brentford,26.0,1998.0,16.0,18,1.13,15,0,1,2,0,0,2,0.13,2,0,0,0,0,0
Manuel Akanji,SUI,DF,Manchester City,29.0,1995.0,22.4,37,1.65,37,0,0,0,0,0,3,0.13,3,0,0,0,0,0
Nathan Aké,NED,DF,Manchester City,29.0,1995.0,7.5,8,1.06,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Carlos Alcaraz,ARG,MF,Southampton,21.0,2002.0,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Carlos Alcaraz,ARG,"FW,MF",Everton,21.0,2002.0,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0
Trent Alexander-Arnold,ENG,DF,Liverpool,25.0,1998.0,26.3,98,3.73,74,15,5,4,0,0,10,0.38,9,1,0,0,0,0
Alisson,BRA,GK,Liverpool,31.0,1992.0,27.9,7,0.25,7,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Miguel Almirón,PAR,FW,Newcastle Utd,30.0,1994.0,1.7,8,4.59,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Olabade Aluko,,DF,Leicester City,,,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Edson Álvarez,MEX,MF,West Ham,26.0,1997.0,19.7,28,1.42,24,0,2,1,1,0,2,0.1,2,0,0,0,0,0
Will Alves,ENG,FW,Leicester City,19.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Harry Amass,ENG,DF,Manchester Utd,17.0,2007.0,3.8,8,2.08,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Samuel Amo-Ameyaw,ENG,"FW,DF",Southampton,18.0,2006.0,0.3,2,6.43,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Mathis Amougou,FRA,MF,Chelsea,18.0,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Joachim Andersen,DEN,DF,Crystal Palace,28.0,1996.0,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Joachim Andersen,DEN,DF,Fulham,28.0,1996.0,28.7,35,1.23,27,1,0,7,0,0,2,0.07,1,1,0,0,0,0
Elliot Anderson,ENG,MF,Nott'ham Forest,21.0,2002.0,30.3,87,2.87,43,20,7,8,4,5,10,0.33,4,3,0,1,1,1
André,BRA,MF,Wolves,23.0,2001.0,27.5,49,1.78,41,3,1,0,0,4,3,0.11,2,1,0,0,0,0
Michail Antonio,JAM,FW,West Ham,34.0,1990.0,9.3,22,2.37,14,0,1,5,1,1,4,0.43,0,0,0,4,0,0
Antony,BRA,"DF,MF",Manchester Utd,24.0,2000.0,1.6,8,5.11,6,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Julian Araujo,MEX,DF,Bournemouth,22.0,2001.0,5.5,5,0.91,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cameron Archer,ENG,FW,Southampton,23.0,2001.0,16.0,20,1.25,10,0,4,5,1,0,0,0.0,0,0,0,0,0,0
Alphonse Areola,FRA,GK,West Ham,31.0,1993.0,25.1,3,0.12,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Joe Aribo,NGA,"MF,DF",Southampton,28.0,1996.0,22.4,37,1.66,32,0,2,1,2,0,1,0.04,1,0,0,0,0,0
Adam Armstrong,ENG,"FW,MF",Southampton,27.0,1997.0,13.9,19,1.37,12,1,2,4,0,0,4,0.29,1,0,0,3,0,0
Harrison Armstrong,ENG,MF,Everton,17.0,2007.0,0.5,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kepa Arrizabalaga,ESP,GK,Bournemouth,29.0,1994.0,31.0,4,0.13,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Asensio,ESP,MF,Aston Villa,28.0,1996.0,8.3,35,4.24,22,7,1,1,3,1,3,0.36,2,0,0,1,0,0
Brandon Austin,ENG,GK,Tottenham,25.0,1999.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,26.0,1997.0,4.6,9,1.95,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0
Yasin Ayari,SWE,MF,Brighton,20.0,2003.0,21.8,61,2.79,36,13,3,3,4,2,6,0.27,4,2,0,0,0,0
Jordan Ayew,GHA,"FW,MF",Crystal Palace,32.0,1991.0,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jordan Ayew,GHA,"FW,MF",Leicester City,32.0,1991.0,18.2,41,2.25,24,8,3,4,1,1,2,0.11,1,0,0,1,0,0
Benoît Badiashile,FRA,DF,Chelsea,23.0,2001.0,3.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leon Bailey,JAM,"FW,MF",Aston Villa,26.0,1997.0,12.7,38,3.01,23,1,8,3,3,0,4,0.32,4,0,0,0,0,0
