Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
Yves Bissouma,MLI,MF,Tottenham,27.0,1996.0,15.6,1039,71,304,584,159,5,1039,22,7,31.8,15,68.2,610,3602,1611,15,17,0,25,15,704,3
Oscar Bobb,NOR,FW,Manchester City,21.0,2003.0,0.2,15,0,2,6,7,0,15,2,2,100.0,0,0.0,10,67,32,1,0,0,0,0,13,1
Lamare Bogarde,NED,"DF,MF",Aston Villa,20.0,2004.0,5.3,325,16,95,191,40,4,325,4,2,50.0,1,25.0,173,1031,599,12,6,1,6,8,212,9
Willy Boly,CIV,DF,Nott'ham Forest,33.0,1991.0,1.7,97,22,63,32,2,1,97,0,0,,0,,35,128,45,0,0,0,1,0,46,0
Sven Botman,NED,DF,Newcastle Utd,24.0,2000.0,4.6,304,40,132,160,16,11,304,3,1,33.3,1,33.3,145,670,337,0,1,0,5,1,197,0
Jarrod Bowen,ENG,"FW,MF",West Ham,27.0,1996.0,33.0,1252,28,132,466,678,171,1251,130,44,33.8,76,58.5,741,5306,2501,109,46,61,70,77,834,212
Conor Bradley,NIR,DF,Liverpool,21.0,2003.0,8.4,663,32,197,299,178,43,663,25,10,40.0,12,48.0,369,2332,1356,35,22,9,13,5,411,39
Jarrad Branthwaite,ENG,DF,Everton,22.0,2002.0,27.9,1520,211,783,676,69,28,1520,6,3,50.0,2,33.3,747,4143,2515,10,14,2,8,4,894,2
James Bree,ENG,DF,Southampton,26.0,1997.0,11.9,694,49,221,308,170,11,694,8,4,50.0,2,25.0,363,1586,808,13,12,1,9,5,443,43
Ben Brereton,CHI,FW,Southampton,25.0,1999.0,5.0,206,4,19,76,112,20,206,4,1,25.0,2,50.0,136,791,394,12,13,4,9,4,171,42
Nathan Broadhead,WAL,"MF,FW",Ipswich Town,26.0,1998.0,7.8,317,7,41,161,126,21,317,34,17,50.0,15,44.1,174,1238,584,20,16,5,19,15,222,33
Armando Broja,ALB,FW,Everton,22.0,2001.0,3.7,127,4,14,47,72,18,127,16,8,50.0,7,43.8,64,577,281,12,8,3,16,13,94,26
David Brooks,WAL,"FW,MF",Bournemouth,27.0,1997.0,10.7,545,15,59,207,289,39,545,34,11,32.4,20,58.8,342,2344,1115,35,25,10,30,14,375,83
Emi Buendía,ARG,"MF,FW",Aston Villa,27.0,1996.0,1.1,82,0,17,35,31,3,82,2,0,0.0,2,100.0,53,185,119,3,5,0,4,3,64,6
Santiago Bueno,URU,DF,Wolves,25.0,1998.0,18.7,1025,170,522,485,21,6,1025,4,0,0.0,4,100.0,555,2727,1430,1,2,0,2,2,660,1
Facundo Buonanotte,ARG,"FW,MF",Leicester City,19.0,2004.0,16.9,874,26,128,452,307,39,874,83,28,33.7,49,59.0,479,2997,1347,39,26,9,58,39,528,74
Cameron Burgess,AUS,DF,Ipswich Town,28.0,1995.0,17.1,982,248,609,327,48,24,982,0,0,,0,,430,1965,1002,2,4,0,3,0,573,4
Dan Burn,ENG,DF,Newcastle Utd,32.0,1992.0,37.0,2386,366,1305,959,130,52,2386,4,3,75.0,1,25.0,1346,6322,2798,12,8,1,24,3,1615,14
Wes Burns,WAL,"FW,DF",Ipswich Town,29.0,1994.0,10.3,350,21,69,129,160,18,350,24,9,37.5,14,58.3,216,1458,696,38,13,10,17,13,220,65
Nathan Butler-Oyedeji,ENG,FW,Arsenal,21.0,2003.0,0.1,1,0,0,0,1,1,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Moisés Caicedo,ECU,"MF,DF",Chelsea,22.0,2001.0,37.2,2579,95,562,1570,476,15,2579,64,29,45.3,22,34.4,1409,6882,3384,43,38,2,37,25,1780,37
Tom Cairney,SCO,MF,Fulham,33.0,1991.0,7.0,683,12,123,347,223,18,683,13,5,38.5,4,30.8,456,2179,1047,18,17,4,6,4,553,33
Jens Cajuste,SWE,MF,Ipswich Town,24.0,1999.0,21.8,1017,61,286,530,217,15,1017,53,28,52.8,19,35.8,481,2609,1329,26,23,3,23,17,594,20
Riccardo Calafiori,ITA,DF,Arsenal,22.0,2002.0,10.9,653,30,164,264,229,30,653,13,9,69.2,3,23.1,308,1655,889,22,15,3,12,5,394,29
Dominic Calvert-Lewin,ENG,FW,Everton,27.0,1997.0,17.9,520,26,45,215,265,88,520,25,10,40.0,13,52.0,280,1445,463,23,8,17,77,33,417,112
Diego Carlos,BRA,DF,Aston Villa,31.0,1993.0,9.2,674,86,331,330,15,6,674,2,2,100.0,0,0.0,419,2133,1162,3,3,0,1,2,481,0
Fabio Carvalho,POR,"FW,MF",Brentford,21.0,2002.0,5.1,247,4,44,91,113,22,247,14,2,14.3,10,71.4,137,698,356,9,3,0,13,8,145,23
Casemiro,BRA,MF,Manchester Utd,32.0,1992.0,16.6,1250,75,374,633,251,43,1250,6,3,50.0,3,50.0,660,2047,934,4,10,0,12,10,800,28
Kaelan Casey,ENG,DF,West Ham,19.0,2004.0,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Matty Cash,POL,DF,Aston Villa,26.0,1997.0,23.0,1186,90,432,463,304,42,1186,40,19,47.5,16,40.0,595,3700,1864,48,38,4,20,10,654,90
Eiran Cashin,IRL,DF,Brighton,22.0,2001.0,0.2,32,2,10,20,2,0,32,1,0,0.0,1,100.0,21,133,99,0,0,0,0,0,25,1
Timothy Castagne,BEL,DF,Fulham,28.0,1995.0,18.3,1164,92,449,462,259,32,1164,12,5,41.7,5,41.7,547,2191,1044,17,15,2,15,5,665,67
Trevoh Chalobah,ENG,DF,Crystal Palace,25.0,1999.0,11.8,594,66,275,276,51,14,594,10,6,60.0,2,20.0,278,1213,661,11,9,1,4,7,317,6
Trevoh Chalobah,ENG,DF,Chelsea,25.0,1999.0,10.1,774,73,331,389,59,12,774,5,2,40.0,1,20.0,426,1753,772,4,5,1,3,2,574,2
Conor Chaplin,ENG,"MF,FW",Ipswich Town,27.0,1997.0,9.5,390,7,74,183,138,18,390,8,4,50.0,4,50.0,179,910,467,13,9,0,12,5,264,23
Youssef Chermiti,POR,"FW,MF",Everton,20.0,2004.0,0.5,15,0,0,6,9,3,15,1,1,100.0,0,0.0,7,21,2,0,0,0,0,1,13,6
Federico Chiesa,ITA,FW,Liverpool,26.0,1997.0,1.2,46,2,10,15,21,4,46,2,0,0.0,2,100.0,31,130,58,3,1,1,3,4,33,7
Ben Chilwell,ENG,DF,Crystal Palace,27.0,1996.0,2.9,175,10,63,76,42,3,175,6,2,33.3,3,50.0,68,354,243,5,2,1,4,2,68,15
Chiquinho,POR,MF,Wolves,24.0,2000.0,0.1,3,0,0,1,2,1,3,0,0,,0,,1,13,5,0,0,0,0,0,2,0
Hamza Choudhury,BAN,"MF,DF",Leicester City,26.0,1997.0,1.5,100,4,19,61,20,3,100,4,3,75.0,1,25.0,63,246,130,4,2,2,1,0,71,6
Ryan Christie,SCO,MF,Bournemouth,29.0,1995.0,23.5,1376,74,256,773,372,46,1376,48,23,47.9,22,45.8,726,3802,1773,34,40,8,44,25,777,44
Harry Clarke,ENG,DF,Ipswich Town,23.0,2001.0,4.2,268,18,100,122,47,2,268,2,1,50.0,1,50.0,118,555,222,5,7,0,4,2,163,2
Jack Clarke,ENG,"FW,MF",Ipswich Town,23.0,2000.0,13.1,553,24,125,229,215,38,553,50,25,50.0,18,36.0,311,2356,1217,39,21,12,25,22,338,57
Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,33.0,1991.0,5.4,273,18,111,125,37,3,273,1,0,0.0,1,100.0,158,651,314,6,2,3,5,2,178,8
Conor Coady,ENG,DF,Leicester City,31.0,1993.0,19.0,1210,234,689,503,20,8,1210,2,1,50.0,1,50.0,789,3430,1820,3,3,1,4,3,878,0
Séamus Coleman,IRL,DF,Everton,35.0,1988.0,2.4,121,12,42,54,26,3,121,5,4,80.0,1,20.0,54,310,177,1,2,0,1,1,68,7
Nathan Collins,IRL,DF,Brentford,23.0,2001.0,38.0,2435,385,1275,1002,169,69,2435,12,6,50.0,5,41.7,1289,6994,4130,32,12,1,20,8,1490,18
Toby Collyer,ENG,MF,Manchester Utd,20.0,2004.0,2.0,129,9,46,59,25,3,129,2,1,50.0,1,50.0,68,239,56,0,0,0,11,1,71,2
Levi Colwill,ENG,DF,Chelsea,21.0,2003.0,35.0,2904,383,1363,1417,140,36,2904,12,6,50.0,5,41.7,1621,7389,4028,14,12,1,14,8,2092,12
Lewis Cook,ENG,"MF,DF",Bournemouth,27.0,1997.0,33.1,1900,87,440,1010,470,20,1900,20,13,65.0,7,35.0,825,4125,2159,33,29,4,31,18,965,52
Maxwel Cornet,CIV,FW,Southampton,27.0,1996.0,0.8,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5
Vladimír Coufal,CZE,DF,West Ham,31.0,1992.0,11.9,736,61,262,318,159,14,736,15,5,33.3,7,46.7,298,1754,888,26,10,2,12,8,400,33
Woyo Coulibaly,MLI,DF,Leicester City,25.0,1999.0,1.2,76,8,27,31,20,4,76,1,0,0.0,1,100.0,48,288,169,4,2,1,4,0,36,2
Aaron Cresswell,ENG,DF,West Ham,34.0,1989.0,9.2,687,45,270,328,94,2,687,2,1,50.0,1,50.0,291,1102,526,6,8,0,4,0,437,4
Marc Cucurella,ESP,DF,Chelsea,26.0,1998.0,33.2,2244,119,677,1045,532,75,2244,15,4,26.7,9,60.0,944,4027,2336,35,22,2,28,7,1385,117
Jorge Cuenca,ESP,DF,Fulham,24.0,1999.0,3.9,214,38,134,74,7,1,214,2,2,100.0,0,0.0,89,302,140,0,1,0,2,0,133,0
Matheus Cunha,BRA,"MF,FW",Wolves,25.0,1999.0,28.9,1561,23,181,695,733,133,1560,137,61,44.5,61,44.5,904,6724,3336,112,95,41,80,55,1056,161
Patson Daka,ZAM,"FW,MF",Leicester City,25.0,1998.0,8.2,252,11,46,114,97,29,252,15,2,13.3,10,66.7,141,714,321,11,7,6,20,12,167,36
Diogo Dalot,POR,DF,Manchester Utd,25.0,1999.0,31.3,1983,113,661,773,566,68,1983,53,27,50.9,22,41.5,1126,4953,2699,62,37,16,38,21,1200,168
Mikkel Damsgaard,DEN,"MF,FW",Brentford,24.0,2000.0,32.3,1883,36,331,863,713,76,1883,97,50,51.5,36,37.1,1076,5883,3075,73,54,9,63,47,1239,137
Danilo,BRA,"MF,FW",Nott'ham Forest,23.0,2001.0,3.1,150,8,54,85,13,0,150,6,3,50.0,3,50.0,54,237,61,2,0,0,6,0,87,1
Jayden Danns,ENG,MF,Liverpool,18.0,2006.0,0.1,2,0,0,0,2,0,2,0,0,,0,,1,2,1,0,0,0,0,1,1,0
Kevin Danso,AUT,DF,Tottenham,25.0,1998.0,9.4,676,108,394,257,29,8,676,3,2,66.7,1,33.3,448,2428,1195,11,5,1,8,3,475,1
Ben Davies,WAL,DF,Tottenham,31.0,1993.0,14.8,1186,215,643,495,48,13,1186,1,1,100.0,0,0.0,664,3255,1824,14,10,0,5,0,781,6
Leif Davis,ENG,DF,Ipswich Town,24.0,2000.0,30.5,1562,117,534,520,527,42,1562,38,13,34.2,18,47.4,708,3698,2073,52,31,11,37,16,835,137
Craig Dawson,ENG,DF,Wolves,34.0,1990.0,10.8,671,130,396,249,28,14,671,5,1,20.0,2,40.0,390,1819,938,6,1,0,2,0,443,5
Kevin De Bruyne,BEL,"MF,FW",Manchester City,33.0,1991.0,18.9,1368,10,75,455,850,79,1368,34,13,38.2,17,50.0,812,4001,2076,51,51,20,26,28,1021,150
Bobby De Cordova-Reid,JAM,FW,Leicester City,31.0,1993.0,8.3,272,15,49,114,109,16,272,10,0,0.0,8,80.0,174,816,389,14,5,6,11,10,188,48
Liam Delap,ENG,FW,Ipswich Town,21.0,2003.0,28.8,682,29,78,291,335,92,680,86,40,46.5,37,43.0,445,3283,1586,61,46,30,104,60,537,110
Sepp van den Berg,NED,DF,Brentford,22.0,2001.0,28.7,1605,282,819,621,169,48,1605,7,4,57.1,3,42.9,737,3762,1974,12,10,1,15,7,917,28
Justin Devenny,NIR,MF,Crystal Palace,20.0,2003.0,5.6,279,8,53,149,83,8,279,4,2,50.0,2,50.0,134,701,333,5,5,1,17,3,167,13
Kiernan Dewsbury-Hall,ENG,"MF,FW",Chelsea,25.0,1998.0,2.9,184,5,30,96,58,6,184,4,2,50.0,2,50.0,95,483,221,5,1,0,1,3,138,11
Amad Diallo,CIV,"MF,FW",Manchester Utd,22.0,2002.0,21.1,1207,16,175,443,607,131,1207,88,41,46.6,43,48.9,782,5295,2750,109,53,66,42,35,854,200
Rúben Dias,POR,DF,Manchester City,27.0,1997.0,25.2,2499,216,837,1361,307,26,2499,3,2,66.7,1,33.3,1775,10123,6017,43,65,1,8,1,2016,8
Luis Díaz,COL,FW,Liverpool,27.0,1997.0,26.7,1184,17,90,409,706,167,1184,116,53,45.7,51,44.0,780,5710,2960,108,55,56,55,49,933,293
Tyler Dibling,ENG,"FW,MF",Southampton,18.0,2006.0,20.8,868,27,129,390,369,41,868,110,45,40.9,43,39.1,558,4418,2215,69,50,26,44,55,651,96
Lucas Digne,FRA,DF,Aston Villa,31.0,1993.0,26.1,1527,97,541,457,539,28,1527,19,9,47.4,9,47.4,683,2983,1346,23,14,4,17,16,820,142
Issa Diop,FRA,DF,Fulham,27.0,1997.0,14.9,903,125,498,381,26,13,903,2,1,50.0,1,50.0,533,2426,1216,6,2,0,9,2,617,3
Axel Disasi,FRA,DF,Aston Villa,26.0,1998.0,5.4,334,32,130,178,29,6,334,15,9,60.0,6,40.0,207,1268,621,10,8,2,3,2,223,5
Axel Disasi,FRA,DF,Chelsea,26.0,1998.0,4.0,323,17,110,175,40,2,323,1,1,100.0,0,0.0,196,953,519,6,3,0,1,3,242,2
Roman Dixon,ENG,DF,Everton,19.0,2004.0,1.0,36,8,19,14,4,0,36,3,0,0.0,3,100.0,16,107,48,0,0,0,2,0,13,1
Nasser Djiga,BFA,DF,Wolves,21.0,2002.0,0.7,58,2,17,39,2,0,58,0,0,,0,,32,108,37,0,1,0,1,2,35,2
Matt Doherty,IRL,DF,Wolves,32.0,1992.0,23.4,1534,126,614,748,190,26,1534,21,11,52.4,7,33.3,825,3666,2176,29,20,4,11,5,982,41
Jeremy Doku,BEL,"FW,MF",Manchester City,22.0,2002.0,16.8,1027,4,46,233,772,161,1027,201,107,53.2,60,29.9,796,7581,4865,213,95,109,59,59,854,286
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,21.8,1218,78,303,630,295,33,1218,9,3,33.3,4,44.4,471,1863,924,16,14,2,23,12,676,33
Patrick Dorgu,DEN,DF,Manchester Utd,19.0,2004.0,9.4,602,16,155,206,244,32,602,13,3,23.1,6,46.2,354,1933,1209,41,17,7,12,10,399,83
Alfie Dorrington,ENG,DF,Tottenham,19.0,2005.0,0.2,16,0,11,5,0,0,16,0,0,,0,,12,61,26,0,0,0,0,0,13,0
Abdoulaye Doucouré,MLI,MF,Everton,31.0,1993.0,28.5,1161,32,225,538,413,65,1161,45,24,53.3,21,46.7,604,2952,1396,42,26,8,38,38,750,96
Cheick Doucouré,MLI,MF,Crystal Palace,24.0,2000.0,5.0,263,11,56,165,45,4,263,5,2,40.0,2,40.0,133,581,280,2,7,1,4,7,160,7
Flynn Downes,ENG,MF,Southampton,25.0,1999.0,23.9,1339,99,403,719,227,21,1339,20,8,40.0,8,40.0,641,3520,1826,29,21,4,15,17,945,29
Tommy Doyle,ENG,MF,Wolves,22.0,2001.0,5.4,463,22,128,258,80,4,463,9,5,55.6,1,11.1,260,1417,578,6,3,0,9,4,303,4
Radu Drăgușin,ROU,DF,Tottenham,22.0,2002.0,13.9,961,148,510,430,30,12,961,2,0,0.0,0,0.0,623,3349,1666,7,3,0,8,2,669,2
Martin Dúbravka,SVK,GK,Newcastle Utd,35.0,1989.0,10.0,350,262,337,14,0,0,350,0,0,,0,,202,1043,643,0,0,0,0,0,175,0
Lewis Dunk,ENG,DF,Brighton,32.0,1991.0,23.1,2127,258,993,1031,113,21,2127,1,0,0.0,1,100.0,1341,6155,3345,20,19,0,9,3,1556,3
Jáder Durán,COL,FW,Aston Villa,20.0,2003.0,7.1,263,13,36,110,122,47,263,14,3,21.4,9,64.3,133,535,267,7,7,2,16,15,192,44
Claudio Echeverri,ARG,FW,Manchester City,18.0,2006.0,0.1,3,0,0,2,1,0,3,0,0,,0,,3,28,12,0,0,0,0,1,3,1
Ederson,BRA,GK,Manchester City,30.0,1993.0,25.8,975,689,962,13,0,0,975,0,0,,0,,654,3060,1981,0,0,0,1,0,616,0
George Edmundson,ENG,DF,Ipswich Town,26.0,1997.0,0.0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,1,0
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,26.0,1998.0,1.3,45,1,4,23,18,8,45,1,0,0.0,1,100.0,24,117,56,3,1,2,4,1,26,7
Odsonne Édouard,FRA,FW,Leicester City,26.0,1998.0,0.3,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,0,1,7,2,13,2
Samuel Edozie,ENG,"DF,FW",Southampton,21.0,2003.0,0.7,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23
Ronnie Edwards,ENG,DF,Southampton,21.0,2003.0,0.1,6,3,4,2,0,0,6,0,0,,0,,3,10,0,0,0,0,0,0,5,0
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,22.0,2002.0,27.8,1115,29,136,319,679,110,1115,83,25,30.1,39,47.0,600,4509,2544,102,45,48,79,43,764,229
Harvey Elliott,ENG,MF,Liverpool,21.0,2003.0,4.1,339,5,32,164,144,21,339,9,4,44.4,4,44.4,188,872,408,10,11,5,5,4,253,30
Yunus Emre Konak,TUR,"FW,MF",Brentford,18.0,2006.0,0.5,53,0,9,27,17,0,53,2,0,0.0,2,100.0,17,67,41,1,1,1,3,3,28,2
Julio Enciso,PAR,"MF,FW",Ipswich Town,20.0,2004.0,9.7,406,5,52,202,167,23,406,66,30,45.5,28,42.4,205,1537,793,23,25,9,24,30,262,44
Julio Enciso,PAR,"MF,FW",Brighton,20.0,2004.0,3.3,202,2,17,72,116,20,202,21,10,47.6,8,38.1,114,678,386,11,10,4,7,9,141,17
Wataru Endo,JPN,"MF,DF",Liverpool,31.0,1993.0,3.0,237,12,65,124,49,3,237,2,2,100.0,0,0.0,110,397,169,1,3,1,6,3,163,8
Christian Eriksen,DEN,MF,Manchester Utd,32.0,1992.0,11.8,850,26,173,397,284,17,849,4,0,0.0,4,100.0,473,1784,851,13,14,1,13,5,566,29
Romain Esse,ENG,MF,Crystal Palace,19.0,2005.0,1.5,73,1,14,30,29,9,73,6,2,33.3,4,66.7,38,121,49,1,1,2,6,2,43,14
Pervis Estupiñán,ECU,DF,Brighton,26.0,1998.0,26.7,1915,89,493,936,506,35,1915,34,19,55.9,13,38.2,1023,5007,2689,59,61,9,34,27,1144,112
Evanilson,BRA,FW,Bournemouth,24.0,1999.0,25.8,558,23,56,208,299,127,557,21,7,33.3,8,38.1,333,1822,861,29,18,15,38,24,400,99
Jake Evans,ENG,FW,Leicester City,15.0,2008.0,0.3,5,0,1,3,1,0,5,0,0,,0,,1,1,0,0,0,0,0,1,3,1
Jonny Evans,NIR,DF,Manchester Utd,36.0,1988.0,3.5,250,36,139,100,15,3,250,1,1,100.0,0,0.0,143,574,242,3,2,0,1,0,151,3
Eberechi Eze,ENG,"MF,FW",Crystal Palace,26.0,1998.0,28.8,1414,17,193,661,597,95,1412,138,67,48.6,62,44.9,840,5063,2380,69,48,22,55,45,907,153
Łukasz Fabiański,POL,GK,West Ham,39.0,1985.0,12.9,530,414,525,5,0,0,530,3,3,100.0,0,0.0,285,1485,890,0,0,0,0,0,248,0
Wout Faes,BEL,DF,Leicester City,26.0,1998.0,31.3,1906,318,962,885,68,27,1906,6,5,83.3,1,16.7,1107,5050,2928,12,13,2,17,6,1268,1
Abdul Fatawu Issahaku,GHA,FW,Leicester City,20.0,2004.0,6.4,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60
João Félix,POR,"FW,MF",Chelsea,24.0,1999.0,4.1,272,2,26,128,125,30,272,31,10,32.3,14,45.2,193,1248,712,21,13,5,6,4,218,30
Evan Ferguson,IRL,FW,West Ham,19.0,2004.0,1.7,66,1,6,30,31,10,66,5,3,60.0,2,40.0,31,123,41,1,1,1,8,5,42,7
Evan Ferguson,IRL,FW,Brighton,19.0,2004.0,2.7,88,7,13,50,26,9,88,2,1,50.0,1,50.0,42,183,56,2,1,2,5,6,52,9
