Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Keyliane Abdallah,fr FRA,FW,Marseille,17,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2,Yunis Abdelhamid,ma MAR,DF,Reims,35,1987,30.9,64,35,36,23,5,26,45,57.8,19,51,32,19,39,103,109,2,Matches
3,Salis Abdul Samed,gh GHA,MF,Lens,23,2000,16.9,21,14,8,10,3,8,18,44.4,10,12,1,11,12,33,18,0,Matches
4,Laurent Abergel,fr FRA,MF,Lorient,30,1993,31.8,85,52,43,34,8,38,96,39.6,58,29,6,23,61,146,61,3,Matches
5,Matthis Abline,fr FRA,FW,Nantes,20,2003,11.6,9,4,4,3,2,3,8,37.5,5,3,0,3,3,12,5,0,Matches
6,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,23,2000,8.4,9,8,1,5,3,3,12,25.0,9,9,1,8,1,10,2,0,Matches
7,Nathaniel Adjei,gh GHA,DF,Lorient,20,2002,13.8,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1,Matches
8,Adryelson,br BRA,"DF,FW",Lyon,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,Matches
9,Adson,br BRA,"MF,FW",Nantes,22,2000,2.6,7,6,1,6,0,2,2,100.0,0,5,0,5,2,9,2,0,Matches
10,Emmanuel Agbadou,ci CIV,DF,Reims,26,1997,28.8,65,41,38,23,4,44,64,68.8,20,47,25,22,55,120,116,1,Matches
11,Ruben Aguilar,fr FRA,DF,Lens,30,1993,21.4,53,31,27,23,3,27,45,60.0,18,35,5,30,26,79,46,0,Matches
12,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,25,1998,10.0,6,4,2,3,1,3,9,33.3,6,4,1,3,2,8,8,0,Matches
13,Sergio Akieme,es ESP,DF,Reims,25,1997,9.1,11,5,6,3,2,8,11,72.7,3,9,3,6,10,21,25,0,Matches
14,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,21,2002,17.9,37,23,12,20,5,12,36,33.3,24,21,0,21,9,46,3,0,Matches
15,Adams Akor,ng NGA,FW,Montpellier,23,2000,25.0,12,4,3,4,5,3,7,42.9,4,9,2,7,5,17,11,0,Matches
16,Paul Akouokou,ci CIV,MF,Lyon,25,1997,3.4,14,9,2,10,2,6,7,85.7,1,5,1,4,6,20,11,0,Matches
17,Aboubacar Ali,km COM,"MF,FW",Strasbourg,17,2006,1.4,2,0,0,2,0,0,0,,0,1,0,1,1,3,2,0,Matches
18,Mohamed Ali Cho,fr FRA,FW,Nice,19,2004,9.6,12,9,4,7,1,3,11,27.3,8,10,0,10,3,15,6,0,Matches
19,Nabil Alioui,fr FRA,"MF,FW",Le Havre,24,1999,11.2,3,2,2,1,0,2,4,50.0,2,6,1,5,3,6,4,0,Matches
20,Jim Allevinah,ga GAB,"MF,DF",Clermont Foot,28,1995,20.7,30,18,11,14,5,14,35,40.0,21,20,3,17,13,43,30,0,Matches
