Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Keyliane Abdallah,FRA,FW,Marseille,17,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Yunis Abdelhamid,MAR,DF,Reims,35,1987,30.9,24,0.78,19,1,0,3,1,0,1,0.03,0,0,0,1,0,0
Salis Abdul Samed,GHA,MF,Lens,23,2000,16.9,27,1.6,27,0,0,0,0,0,3,0.18,3,0,0,0,0,0
Laurent Abergel,FRA,MF,Lorient,30,1993,31.8,81,2.55,67,3,2,1,2,6,5,0.16,3,0,1,0,0,1
Matthis Abline,FRA,FW,Nantes,20,2003,11.6,38,3.28,30,0,5,2,1,0,2,0.17,0,0,1,0,1,0
Zakaria Aboukhlal,MAR,"MF,FW",Toulouse,23,2000,8.4,20,2.39,10,0,2,3,3,2,2,0.24,0,0,0,1,1,0
Nathaniel Adjei,GHA,DF,Lorient,20,2002,13.8,11,0.8,8,0,0,0,1,2,0,0.0,0,0,0,0,0,0
Adryelson,BRA,"DF,FW",Lyon,25,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adson,BRA,"MF,FW",Nantes,22,2000,2.6,9,3.4,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Emmanuel Agbadou,CIV,DF,Reims,26,1997,28.8,47,1.63,43,0,0,4,0,0,1,0.03,1,0,0,0,0,0
Ruben Aguilar,FRA,DF,Lens,30,1993,21.4,47,2.2,43,1,1,2,0,0,5,0.23,5,0,0,0,0,0
Tosin Aiyegun,BEN,"MF,FW",Lorient,25,1998,10.0,13,1.3,12,0,0,0,1,0,1,0.1,0,0,0,0,1,0
Sergio Akieme,ESP,DF,Reims,25,1997,9.1,19,2.09,12,1,3,2,0,1,1,0.11,0,0,0,1,0,0
Maghnes Akliouche,FRA,"MF,FW",Monaco,21,2002,17.9,88,4.91,59,11,6,3,4,5,9,0.5,7,0,0,0,0,2
Adams Akor,NGA,FW,Montpellier,23,2000,25.0,43,1.72,29,0,5,8,1,0,3,0.12,0,0,2,1,0,0
Paul Akouokou,CIV,MF,Lyon,25,1997,3.4,6,1.75,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0
Aboubacar Ali,COM,"MF,FW",Strasbourg,17,2006,1.4,1,0.69,1,0,0,0,0,0,1,0.69,1,0,0,0,0,0
Mohamed Ali Cho,FRA,FW,Nice,19,2004,9.6,34,3.56,20,4,5,0,5,0,4,0.42,3,0,0,0,1,0
Nabil Alioui,FRA,"MF,FW",Le Havre,24,1999,11.2,40,3.56,24,11,3,2,0,0,2,0.18,1,1,0,0,0,0
Jim Allevinah,GAB,"MF,DF",Clermont Foot,28,1995,20.7,58,2.8,37,2,6,6,6,1,3,0.15,3,0,0,0,0,0
Skelly Alvero,FRA,MF,Lyon,21,2002,4.7,12,2.54,7,1,1,2,1,0,0,0.0,0,0,0,0,0,0
Papa Amadou Diallo,SEN,FW,Metz,19,2004,9.9,20,2.02,18,0,0,1,0,1,1,0.1,1,0,0,0,0,0
Jordan Amavi,FRA,DF,Brest,29,1994,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kelvin Amian,FRA,DF,Nantes,25,1998,8.9,8,0.9,8,0,0,0,0,0,1,0.11,1,0,0,0,0,0
Michael Amir Murillo,PAN,DF,Marseille,27,1996,11.1,15,1.35,9,1,1,0,2,2,3,0.27,3,0,0,0,0,0
Benjamin André,FRA,MF,Lille,32,1990,28.6,49,1.72,41,1,0,0,5,2,3,0.11,1,0,0,0,2,0
Komnen Andrić,SRB,FW,Clermont Foot,28,1995,1.9,6,3.2,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Ângelo,BRA,"FW,MF",Strasbourg,18,2004,12.2,54,4.45,43,2,5,1,2,1,6,0.49,5,0,0,0,1,0
Stredair Appuah,FRA,"FW,MF",Nantes,19,2004,0.9,2,2.14,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Yoël Armougom,FRA,"DF,MF",Clermont Foot,25,1998,2.6,8,3.08,7,0,0,1,0,0,1,0.38,1,0,0,0,0,0
Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,20,2003,14.3,35,2.45,23,2,3,2,5,0,1,0.07,0,0,0,0,1,0
Mohamed El Arouch,FRA,FW,Lyon,19,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Asensio,ESP,"MF,FW",Paris S-G,27,1996,12.4,52,4.21,38,10,1,1,1,1,7,0.57,5,1,0,1,0,0
Joel Asoro,SWE,"FW,MF",Metz,24,1999,9.4,21,2.23,11,2,2,1,5,0,3,0.32,1,0,1,0,1,0
Lorenz Assignon,TOG,DF,Rennes,23,2000,11.2,38,3.38,27,3,4,0,2,2,6,0.53,3,0,2,0,1,0
Youcef Atal,ALG,DF,Nice,27,1996,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0
Valentin Atangana Edoa,FRA,MF,Reims,17,2005,6.2,6,0.97,2,0,0,2,1,1,0,0.0,0,0,0,0,0,0
Arthur Atta,FRA,"MF,FW",Metz,20,2003,10.3,19,1.85,15,0,2,2,0,0,3,0.29,1,0,0,2,0,0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,34,1989,29.1,75,2.57,45,0,6,18,5,1,14,0.48,8,0,1,5,0,0
André Ayew,GHA,FW,Le Havre,33,1989,12.3,27,2.2,18,0,5,2,0,2,1,0.08,1,0,0,0,0,0
Neil El Aynaoui,MAR,MF,Lens,22,2001,17.4,25,1.44,20,0,0,1,3,1,3,0.17,2,0,0,0,1,0
Abdellah Baallal,MAR,MF,Clermont Foot,18,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Shavy Babicka,GAB,"FW,MF",Toulouse,23,2000,4.1,9,2.17,7,0,0,2,0,0,2,0.48,2,0,0,0,0,0
Aliou Badara Baldé,GUI,"FW,DF",Nice,20,2002,0.8,5,6.25,2,0,2,0,1,0,0,0.0,0,0,0,0,0,0
Tiemoué Bakayoko,FRA,MF,Lorient,28,1994,14.6,13,0.89,10,1,0,1,0,1,3,0.21,2,0,0,1,0,0
Dilane Bakwa,FRA,"FW,MF",Strasbourg,20,2002,24.2,107,4.42,54,27,13,5,7,1,10,0.41,4,4,1,1,0,0
Carlos Baleba,CMR,MF,Lille,19,2004,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leonardo Balerdi,ARG,DF,Marseille,24,1999,25.2,27,1.07,24,1,1,0,1,0,3,0.12,2,0,0,0,1,0
Folarin Balogun,USA,FW,Monaco,22,2001,18.8,61,3.24,40,0,6,10,5,0,8,0.43,4,0,2,1,1,0
Mohamed Bamba,CIV,FW,Lorient,21,2001,12.6,32,2.53,24,0,3,2,2,1,3,0.24,3,0,0,0,0,0
Mamady Bangré,BFA,"FW,MF",Toulouse,22,2001,1.1,7,6.24,6,0,1,0,0,0,1,0.89,1,0,0,0,0,0
Bradley Barcola,FRA,FW,Lyon,20,2002,3.0,5,1.67,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bradley Barcola,FRA,"FW,MF",Paris S-G,20,2002,15.2,69,4.53,53,0,13,1,1,1,11,0.72,9,0,1,0,0,1
Melvin Bard,FRA,DF,Nice,22,2000,29.5,51,1.73,39,4,1,2,1,4,3,0.1,3,0,0,0,0,0
