Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Alaa Bellaarouch,MAR,GK,Strasbourg,21,2002,15.0,1,0,0,0,3,0,0,1,0,0,0,0,18,4,0,100.0
Jean-Ricner Bellegarde,HAI,"MF,FW",Strasbourg,25,1998,3.0,2,0,0,3,8,0,8,4,3,0,0,0,19,0,5,0.0
Jeanuël Belocian,FRA,DF,Rennes,18,2005,16.1,0,0,0,12,15,0,13,13,22,0,0,0,69,10,10,50.0
Eliesse Ben Seghir,MAR,"MF,FW",Monaco,18,2005,4.8,0,1,0,6,19,1,13,2,6,1,0,0,19,5,8,38.5
Wissam Ben Yedder,FRA,FW,Monaco,32,1990,25.7,2,0,0,11,20,32,9,8,3,0,0,0,72,15,28,34.9
Saïd Benrahma,ALG,"FW,MF",Lyon,27,1995,8.6,2,0,0,1,10,7,67,1,7,0,0,0,41,1,15,6.3
Nabil Bentaleb,ALG,MF,Lille,28,1994,21.9,7,0,0,23,18,0,6,37,32,0,1,0,142,24,13,64.9
Lucas Beraldo,BRA,DF,Paris S-G,19,2003,11.2,4,1,0,12,13,0,2,20,14,0,0,0,63,15,15,50.0
Dimitry Bertaud,COD,GK,Montpellier,25,1998,4.0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,100.0
Marco Bizot,NED,GK,Brest,32,1991,32.0,3,1,0,1,0,0,0,0,0,0,1,0,35,3,1,75.0
Rubén Blanco,ESP,GK,Marseille,28,1995,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Ludovic Blas,FRA,"FW,MF",Rennes,25,1997,17.4,3,0,0,44,34,3,53,6,14,0,0,0,85,5,17,22.7
Myron Boadu,NED,FW,Monaco,22,2001,0.9,0,0,0,3,2,1,0,0,2,0,0,0,3,1,6,14.3
Jeremie Boga,CIV,FW,Nice,26,1997,22.2,1,0,0,7,24,9,88,8,7,0,0,0,73,3,4,42.9
Adama Bojang,GAM,FW,Reims,19,2004,0.9,1,0,0,4,1,1,1,1,1,0,0,0,3,1,3,25.0
Neto Borges,BRA,DF,Clermont Foot,26,1996,28.0,3,1,0,21,24,8,79,57,24,2,0,0,156,37,45,45.1
Saïmon Bouabré,FRA,MF,Monaco,17,2006,0.5,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,
Ayyoub Bouaddi,FRA,MF,Lille,15,2007,1.5,3,1,1,8,0,0,2,1,2,0,0,0,17,1,2,33.3
Badredine Bouanani,ALG,FW,Nice,18,2004,1.8,0,0,0,4,5,1,8,3,2,0,0,0,8,0,1,0.0
Badredine Bouanani,ALG,MF,Lorient,18,2004,4.9,0,0,0,1,10,0,10,2,2,0,0,0,18,0,3,0.0
Mohamed Bouchenna,FRA,"MF,FW",Clermont Foot,17,2006,0.3,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,
Hicham Boudaoui,ALG,MF,Nice,23,1999,17.9,5,0,0,25,29,1,23,11,19,1,0,0,88,22,27,44.9
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,26.9,1,0,0,16,13,2,165,22,18,0,0,0,102,11,20,35.5
Bilal Boutobba,FRA,"FW,MF",Clermont Foot,24,1998,10.3,1,0,0,7,26,2,57,8,12,0,0,0,54,11,11,50.0
Hugo Boutsingkham,FRA,"MF,FW",Nantes,20,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bilal Brahimi,ALG,FW,Nice,23,2000,0.1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,
Bilal Brahimi,ALG,"FW,MF",Brest,23,2000,2.5,1,1,0,3,4,2,32,0,0,0,0,0,14,1,1,50.0
Lilian Brassier,FRA,DF,Brest,23,1999,29.7,11,1,1,34,23,1,5,41,18,0,1,0,180,55,35,61.1
Maxime Busi,BEL,"FW,DF",Reims,23,1999,1.8,1,0,0,1,0,0,4,4,0,0,0,0,13,2,1,66.7
Marcin Bułka,POL,GK,Nice,23,1999,34.0,2,0,0,0,4,0,0,0,0,0,0,0,52,8,2,80.0
Rémy Cabella,FRA,"FW,MF",Lille,33,1990,16.4,0,0,0,16,38,3,51,5,36,0,0,0,87,7,17,29.2
Duje Ćaleta-Car,CRO,DF,Lyon,26,1996,22.1,2,1,0,16,5,0,0,18,11,0,0,0,86,57,15,79.2
Lamine Camara,SEN,MF,Metz,19,2004,25.1,3,0,0,45,45,1,119,28,42,0,0,0,180,11,26,29.7
Mahdi Camara,FRA,MF,Brest,25,1998,22.4,7,0,0,37,38,3,45,27,39,1,0,0,77,32,30,51.6
Mohamed Camara,MLI,MF,Monaco,23,2000,11.5,4,0,0,25,23,0,1,11,21,0,0,0,85,7,8,46.7
Axel Camblan,FRA,FW,Brest,19,2003,1.0,2,0,0,3,1,0,1,0,1,0,0,0,4,1,6,14.3
Fali Candé,GNB,DF,Metz,25,1998,20.5,4,0,0,14,16,0,8,20,19,1,2,0,93,30,22,57.7
Gino Caoki,FRA,MF,Lorient,19,2004,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
Maxence Caqueret,FRA,MF,Lyon,23,2000,33.6,1,0,0,34,30,1,86,48,64,0,1,0,236,9,12,42.9
Igor Carioca,BRA,"DF,MF",Lorient,26,1996,2.9,2,0,0,7,4,0,10,3,6,0,2,0,18,4,5,44.4
Antonin Cartillier,FRA,DF,Monaco,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Josué Casimir,HAI,"FW,DF",Le Havre,21,2001,22.4,6,0,0,25,28,7,52,13,18,1,0,0,107,21,25,45.7
Cristian Cásseres Jr.,VEN,MF,Toulouse,23,2000,21.6,1,0,0,42,35,0,22,27,34,0,1,0,136,15,26,36.6
Jean-Charles Castelletto,CMR,DF,Nantes,28,1995,27.4,5,0,0,33,18,2,20,32,26,0,2,0,138,51,32,61.4
Maximiliano Caufriez,BEL,DF,Clermont Foot,26,1997,18.4,6,3,1,39,18,0,4,18,28,0,1,0,72,19,17,52.8
Ivan Cavaleiro,POR,FW,Lille,29,1993,8.6,1,0,0,10,7,2,29,5,6,0,0,0,31,15,22,40.5
Fabien Centonze,FRA,DF,Nantes,27,1996,1.0,1,0,0,2,2,0,7,0,1,0,0,0,7,1,1,50.0
Fares Chaïbi,ALG,"FW,MF",Toulouse,20,2002,0.6,1,0,0,1,0,0,7,0,0,0,0,0,3,1,0,100.0
Muhammed Cham,AUT,"MF,FW",Clermont Foot,22,2000,28.4,4,0,0,22,56,3,118,8,14,0,0,0,144,7,23,23.3
Brendan Chardonnet,FRA,DF,Brest,28,1994,33.0,4,0,0,35,23,0,13,53,34,0,0,0,174,86,54,61.4
Jhoanner Chávez,ECU,DF,Lens,21,2002,5.3,1,0,0,10,4,3,13,5,5,0,0,0,20,7,6,53.8
Rayan Cherki,FRA,"MF,FW",Lyon,19,2003,19.1,0,0,0,10,31,2,71,7,15,0,0,0,98,1,8,11.1
Lucas Chevalier,FRA,GK,Lille,21,2001,33.0,1,0,0,1,7,0,0,0,0,0,1,0,54,4,0,100.0
Pedro Chirivella,ESP,MF,Nantes,26,1997,28.8,5,0,0,26,21,2,29,31,28,0,0,0,165,13,18,41.9
Joris Chotard,FRA,MF,Montpellier,21,2001,28.7,5,0,0,30,18,0,33,44,52,0,1,0,207,25,23,52.1
Djaoui Cissé,FRA,MF,Rennes,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ibrahim Cissoko,NED,"FW,MF",Toulouse,20,2003,2.7,1,0,0,1,6,2,20,1,3,0,0,0,16,0,5,0.0
Alexis Claude-Maurice,FRA,MF,Nice,25,1998,5.6,1,0,0,16,8,1,26,5,5,0,0,0,27,3,3,50.0
Jonathan Clauss,FRA,DF,Marseille,30,1992,23.0,2,1,0,11,16,3,159,36,20,0,0,0,125,12,19,38.7
Marcus Coco,FRA,"DF,FW",Nantes,27,1996,16.5,2,0,0,23,27,0,46,21,26,0,0,0,77,23,21,52.3
Maxime Colin,FRA,DF,Metz,31,1991,20.4,3,0,0,11,8,0,34,20,23,1,0,0,83,23,14,62.2
Eray Cömert,SUI,DF,Nantes,25,1998,22.2,5,0,0,26,26,1,3,36,28,0,2,0,99,14,27,34.1
Alois Confais,FRA,"MF,FW",Le Havre,26,1996,0.1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,
Joaquín Correa,ARG,"FW,MF",Marseille,28,1994,4.8,2,0,0,6,5,0,1,1,5,0,0,0,18,5,6,45.5
Oscar Cortés,COL,"FW,MF",Lens,19,2003,0.5,0,0,0,0,1,1,2,0,0,0,0,0,2,1,2,33.3
David Costa,POR,MF,Lens,22,2001,16.6,3,0,0,12,23,0,77,16,10,1,0,0,75,6,9,40.0
Logan Costa,CPV,DF,Toulouse,22,2001,29.4,6,0,0,38,10,1,12,23,24,0,0,0,158,64,37,63.4
Grégoire Coudert,FRA,GK,Brest,24,1999,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Mamadou Coulibaly,FRA,MF,Monaco,19,2004,1.3,0,0,0,3,2,0,1,0,4,0,0,0,3,2,0,100.0
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,22,2001,6.9,2,0,0,12,14,0,8,2,11,1,0,0,44,8,9,47.1
Nicolas Cozza,FRA,DF,Nantes,24,1999,9.9,2,0,0,9,19,1,13,14,23,0,0,0,25,7,12,36.8
Trévis Dago,CIV,"FW,MF",Lille,18,2005,0.3,1,0,0,2,1,0,1,1,0,0,0,0,1,1,1,50.0
Thijs Dallinga,NED,FW,Toulouse,22,2000,27.9,6,0,0,37,45,20,14,3,15,1,0,0,68,59,43,57.8
Kevin Danso,AUT,DF,Lens,24,1998,29.5,6,0,0,23,48,2,3,23,14,0,0,0,216,55,27,67.1
Dante,BRA,DF,Nice,39,1983,31.6,5,1,0,42,17,0,10,37,30,0,1,0,219,55,31,64.0
Raimane Daou,COM,"DF,MF",Marseille,18,2004,0.3,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,
Mohamed Daramy,DEN,"FW,MF",Reims,21,2002,18.3,0,0,0,7,28,9,15,4,9,0,0,0,71,5,11,31.3
Achraf Dari,MAR,"DF,FW",Brest,24,1999,1.3,0,0,0,2,1,0,0,5,1,0,0,0,9,4,0,100.0
Jonathan David,CAN,FW,Lille,23,2000,29.2,4,0,0,29,56,13,2,9,15,2,0,0,83,21,67,23.9
Thibault De Smet,BEL,DF,Reims,25,1998,20.3,7,1,0,38,9,2,31,21,35,1,1,0,87,17,21,44.7
Romain Del Castillo,FRA,FW,Brest,27,1996,27.7,4,0,0,21,58,3,251,9,29,0,0,0,137,22,30,42.3
Thomas Delaine,FRA,"DF,MF",Strasbourg,31,1992,22.7,5,0,0,39,21,1,104,17,19,0,1,0,77,17,17,50.0
Sacha Delaye,FRA,"MF,FW",Montpellier,21,2002,1.4,1,0,0,6,1,0,3,0,2,0,0,0,8,1,6,14.3
Karamoko Dembélé,ENG,"MF,FW",Brest,20,2003,0.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Ousmane Dembélé,FRA,"MF,FW",Paris S-G,26,1997,16.7,0,0,0,7,27,6,99,5,14,1,0,0,59,3,6,33.3
Jessy Deminguet,FRA,"MF,FW",Strasbourg,25,1998,7.7,1,0,0,16,9,1,9,9,9,0,0,0,40,6,6,50.0
Rémy Descamps,FRA,GK,Nantes,27,1996,6.0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,33.3
Mikkel Desler,DEN,DF,Toulouse,28,1995,17.2,2,0,0,17,20,1,30,19,12,0,0,0,91,22,17,56.4
Arthur Desmas,FRA,GK,Le Havre,29,1994,33.0,2,0,0,0,9,0,0,0,0,0,0,0,25,7,0,100.0
Lamine Diack,SEN,MF,Nantes,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mamadou Diakhon,FRA,"FW,MF",Reims,17,2005,2.3,0,0,0,4,11,0,4,1,3,0,0,0,15,2,4,33.3
Bafodé Diakité,FRA,DF,Lille,22,2001,18.8,4,0,0,16,12,2,3,21,20,0,1,0,83,32,19,62.7
Ibrahim Diakité,GUI,DF,Reims,19,2003,1.2,0,0,0,5,3,0,9,2,0,0,0,0,12,3,2,60.0
Oumar Diakité,CIV,FW,Reims,19,2003,17.6,4,0,0,35,27,32,3,7,12,1,0,0,57,23,63,26.7
Habib Diarra,SEN,"MF,FW",Strasbourg,19,2004,25.6,3,0,0,40,41,1,22,17,23,0,0,0,112,14,25,35.9
Moussa Diarra,MLI,DF,Toulouse,22,2000,15.5,5,0,0,22,18,0,16,20,12,0,0,0,63,21,16,56.8
Krépin Diatta,SEN,"DF,FW",Monaco,24,1999,13.4,2,0,0,18,24,1,39,16,20,0,0,0,80,30,19,61.2
Mory Diaw,SEN,GK,Clermont Foot,30,1993,30.0,3,0,0,0,3,0,0,1,1,0,0,0,41,11,1,91.7
Mahamadou Diawara,FRA,MF,Lyon,18,2005,4.0,2,0,0,10,7,0,2,4,6,0,0,0,18,3,4,42.9
Bamba Dieng,SEN,FW,Lorient,23,2000,6.1,3,0,0,7,19,6,5,0,3,0,0,0,12,17,19,47.2
Guillaume Dietsch,FRA,GK,Metz,22,2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sinaly Diomande,CIV,DF,Lyon,22,2001,9.9,2,0,0,12,8,0,1,15,4,0,0,0,73,16,13,55.2
Edan Diop,FRA,"MF,DF",Monaco,18,2004,1.8,3,0,0,7,3,0,2,1,8,0,1,0,11,3,2,60.0
Sofiane Diop,MAR,FW,Nice,23,2000,5.5,0,0,0,9,12,8,13,3,6,0,0,0,28,1,4,20.0
Andy Diouf,FRA,MF,Lens,20,2003,14.6,2,0,0,12,15,0,47,3,19,0,0,0,94,10,14,41.7
Yehvann Diouf,SEN,GK,Reims,23,1999,34.0,1,0,0,0,9,0,0,1,0,0,0,0,57,12,2,85.7
Chaim El Djebali,TUN,MF,Lyon,19,2004,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0
Jeremy Doku,BEL,FW,Rennes,21,2002,1.2,0,0,0,2,4,0,1,0,2,0,0,0,7,0,2,0.0
Gianluigi Donnarumma,ITA,GK,Paris S-G,24,1999,24.1,3,1,0,2,0,0,0,1,0,0,1,0,28,2,1,66.7
Siriné Doucouré,MLI,FW,Lorient,21,2002,4.7,2,0,0,10,6,2,1,1,6,0,0,0,8,17,24,41.5
Désiré Doué,FRA,"MF,FW",Rennes,18,2005,18.1,3,0,0,35,55,2,70,14,18,1,1,0,96,6,15,28.6
Guela Doué,CIV,DF,Rennes,20,2002,13.7,1,1,0,29,11,0,43,15,21,2,0,0,78,18,19,48.6
Douglas,BRA,MF,Nantes,26,1997,19.7,7,0,0,48,24,0,20,26,42,0,1,0,126,8,20,28.6
Ismaël Doukouré,FRA,"MF,DF",Strasbourg,20,2003,18.4,4,0,0,19,11,0,0,19,16,0,0,1,100,14,17,45.2
Kamory Doumbia,MLI,MF,Brest,20,2003,9.8,1,0,0,15,10,1,8,9,18,0,0,0,68,10,13,43.5
Jean-Kevin Duverne,HAI,DF,Nantes,26,1997,15.0,5,0,0,29,16,0,13,18,19,0,1,0,80,15,15,50.0
Aron Dønnum,NOR,"FW,MF",Toulouse,25,1998,17.7,8,0,0,31,36,4,28,8,10,1,0,0,76,6,13,31.6
Simon Ebonog,CMR,MF,Le Havre,18,2004,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100.0
Hugo Ekitike,FRA,FW,Paris S-G,21,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Simon Elisor,FRA,FW,Metz,24,1999,8.5,1,0,0,17,16,4,4,0,2,1,0,0,20,35,47,42.7
Breel Embolo,SUI,FW,Monaco,26,1997,2.0,0,0,0,3,7,3,1,1,3,0,0,0,3,1,8,11.1
Emanuel Emegha,NED,FW,Strasbourg,20,2003,23.1,3,0,0,26,24,12,1,2,5,1,0,0,41,33,66,33.3
Maxime Estève,FRA,DF,Montpellier,21,2002,11.1,2,0,0,11,7,0,2,18,12,0,0,1,52,18,13,58.1
Oscar Estupiñan,COL,FW,Metz,26,1996,2.9,0,0,0,6,3,1,1,0,4,0,0,0,11,11,11,50.0
Romain Faivre,FRA,"MF,FW",Lorient,25,1998,16.1,1,0,0,5,47,1,38,7,6,0,0,0,85,3,8,27.3
Ilhan Fakili,FRA,"MF,FW",Clermont Foot,17,2006,1.0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,3,0.0
Khalil Fayad,FRA,"FW,MF",Montpellier,19,2004,11.4,2,0,0,22,24,1,13,14,15,0,0,0,54,12,14,46.2
Ichem Ferrah,FRA,FW,Lille,17,2005,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jordan Ferri,FRA,MF,Montpellier,31,1992,22.6,6,0,0,48,43,0,38,13,22,0,1,0,174,10,20,33.3
Malick Fofana,BEL,FW,Lyon,18,2005,6.2,0,0,0,3,11,0,20,5,4,1,0,0,18,0,7,0.0
Youssouf Fofana,FRA,MF,Monaco,24,1999,30.0,3,0,0,37,33,1,14,37,39,0,1,1,230,17,16,51.5
Thomas Foket,BEL,DF,Reims,28,1994,20.4,9,1,1,26,13,4,37,25,17,0,0,0,97,16,19,45.7
Tiago Fonseca Morais,POR,FW,Lille,19,2003,0.5,0,0,0,1,0,0,1,1,1,0,0,0,3,0,0,
Przemysław Frankowski,POL,DF,Lens,28,1995,24.4,4,0,0,33,12,0,118,25,39,0,0,0,96,17,26,39.5
Angelo Fulgini,FRA,MF,Lens,26,1996,15.3,1,0,0,8,25,1,114,8,14,0,0,0,79,33,30,52.4
Kévin Gameiro,FRA,"FW,MF",Strasbourg,36,1987,15.0,0,0,0,3,6,3,10,3,10,0,0,0,48,4,12,25.0
Ignatius Ganago,CMR,"FW,MF",Nantes,24,1999,2.0,0,0,0,2,6,1,6,1,0,0,0,0,8,5,6,45.5
Ulisses Garcia,SUI,DF,Marseille,27,1996,10.1,0,0,0,15,11,0,49,7,16,0,0,0,45,17,10,63.0
Johan Gastien,FRA,MF,Clermont Foot,35,1988,25.1,7,0,0,31,29,1,39,36,22,0,0,0,165,17,16,51.5
Yann Gboho,FRA,"MF,FW",Toulouse,22,2001,13.3,1,0,0,9,38,2,15,4,4,2,0,0,56,5,7,41.7
Gelabert,ESP,"MF,FW",Toulouse,22,2000,8.4,1,0,0,10,14,0,9,5,8,0,0,0,45,9,10,47.4
Denis Genreau,AUS,"MF,FW",Toulouse,24,1999,5.2,0,0,0,9,10,0,7,6,9,0,0,0,41,6,6,50.0
Samuel Gigot,FRA,DF,Marseille,29,1993,19.2,7,1,0,21,14,1,6,25,22,0,1,0,80,47,16,74.6
Aleksandr Golovin,RUS,"MF,FW",Monaco,27,1996,23.9,8,1,0,25,36,3,110,21,30,1,0,0,133,12,18,40.0
Angel Gomes,ENG,MF,Lille,22,2000,28.6,5,0,0,31,36,0,45,18,13,0,0,0,125,7,13,35.0
Maxime Gonalons,FRA,MF,Clermont Foot,34,1989,14.4,4,0,0,28,15,0,1,20,33,0,0,0,97,15,9,62.5
Mathieu Gorgelin,FRA,GK,Le Havre,32,1990,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Amine Gouiri,ALG,"FW,MF",Rennes,23,2000,23.0,2,0,0,27,23,1,7,14,10,1,0,0,75,15,19,44.1
