Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,26.9,31,18,14,9,8,13,44,29.5,31,31,2,29,22,53,39,2
Bilal Boutobba,FRA,"FW,MF",Clermont Foot,24,1998,10.3,22,12,6,10,6,10,23,43.5,13,9,0,9,8,30,3,0
Hugo Boutsingkham,FRA,"MF,FW",Nantes,20,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Bilal Brahimi,ALG,FW,Nice,23,2000,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Bilal Brahimi,ALG,"FW,MF",Brest,23,2000,2.5,0,0,0,0,0,0,3,0.0,3,3,0,3,0,0,0,0
Lilian Brassier,FRA,DF,Brest,23,1999,29.7,31,18,18,13,0,12,24,50.0,12,28,21,7,41,72,93,0
Maxime Busi,BEL,"FW,DF",Reims,23,1999,1.8,2,0,0,1,1,0,2,0.0,2,6,1,5,4,6,5,0
Marcin Bułka,POL,GK,Nice,23,1999,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,3
Rémy Cabella,FRA,"FW,MF",Lille,33,1990,16.4,54,36,19,20,15,20,54,37.0,34,32,0,32,5,59,5,0
Duje Ćaleta-Car,CRO,DF,Lyon,26,1996,22.1,26,11,19,6,1,18,22,81.8,4,27,14,13,18,44,94,1
Lamine Camara,SEN,MF,Metz,19,2004,25.1,62,42,26,30,6,24,49,49.0,25,35,2,33,28,90,34,0
Mahdi Camara,FRA,MF,Brest,25,1998,22.4,55,39,8,40,7,20,49,40.8,29,24,1,23,27,82,19,0
Mohamed Camara,MLI,MF,Monaco,23,2000,11.5,35,21,10,20,5,15,29,51.7,14,8,2,6,11,46,7,0
Axel Camblan,FRA,FW,Brest,19,2003,1.0,3,1,0,2,1,2,4,50.0,2,2,0,2,0,3,0,0
Fali Candé,GNB,DF,Metz,25,1998,20.5,40,19,31,9,0,20,35,57.1,15,41,28,13,20,60,107,1
Gino Caoki,FRA,MF,Lorient,19,2004,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Maxence Caqueret,FRA,MF,Lyon,23,2000,33.6,91,64,39,37,15,38,107,35.5,69,40,9,31,48,139,26,2
Igor Carioca,BRA,"DF,MF",Lorient,26,1996,2.9,8,6,6,1,1,4,6,66.7,2,0,0,0,3,11,6,0
Antonin Cartillier,FRA,DF,Monaco,19,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Josué Casimir,HAI,"FW,DF",Le Havre,21,2001,22.4,31,18,14,14,3,7,18,38.9,11,23,2,21,13,44,25,0
Cristian Cásseres Jr.,VEN,MF,Toulouse,23,2000,21.6,70,34,31,33,6,29,61,47.5,32,34,4,30,27,97,33,1
Jean-Charles Castelletto,CMR,DF,Nantes,28,1995,27.4,34,26,22,10,2,18,29,62.1,11,19,10,9,32,66,81,0
Maximiliano Caufriez,BEL,DF,Clermont Foot,26,1997,18.4,38,28,31,5,2,19,29,65.5,10,18,12,6,18,56,69,2
Ivan Cavaleiro,POR,FW,Lille,29,1993,8.6,10,6,3,4,3,7,20,35.0,13,9,2,7,5,15,6,0
Fabien Centonze,FRA,DF,Nantes,27,1996,1.0,2,1,2,0,0,2,3,66.7,1,2,1,1,0,2,1,0
Fares Chaïbi,ALG,"FW,MF",Toulouse,20,2002,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Muhammed Cham,AUT,"MF,FW",Clermont Foot,22,2000,28.4,25,14,10,13,2,11,27,40.7,16,20,2,18,8,33,5,1
Brendan Chardonnet,FRA,DF,Brest,28,1994,33.0,57,34,33,22,2,32,63,50.8,31,58,34,24,53,110,139,3
Jhoanner Chávez,ECU,DF,Lens,21,2002,5.3,6,5,2,2,2,3,9,33.3,6,2,0,2,5,11,11,0
Rayan Cherki,FRA,"MF,FW",Lyon,19,2003,19.1,28,15,4,16,8,17,46,37.0,29,13,3,10,7,35,1,0
Lucas Chevalier,FRA,GK,Lille,21,2001,33.0,3,0,3,0,0,3,4,75.0,1,1,0,1,0,3,11,2
Pedro Chirivella,ESP,MF,Nantes,26,1997,28.8,50,28,20,29,1,30,76,39.5,46,22,5,17,31,81,28,0
Joris Chotard,FRA,MF,Montpellier,21,2001,28.7,81,52,45,25,11,48,96,50.0,48,47,21,26,44,125,60,0
Djaoui Cissé,FRA,MF,Rennes,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ibrahim Cissoko,NED,"FW,MF",Toulouse,20,2003,2.7,4,3,3,1,0,1,3,33.3,2,3,0,3,1,5,0,0
Alexis Claude-Maurice,FRA,MF,Nice,25,1998,5.6,12,5,3,6,3,1,5,20.0,4,4,1,3,5,17,7,0
Jonathan Clauss,FRA,DF,Marseille,30,1992,23.0,47,20,22,19,6,26,49,53.1,23,17,3,14,36,83,46,0
Marcus Coco,FRA,"DF,FW",Nantes,27,1996,16.5,43,26,29,10,4,28,60,46.7,32,19,1,18,21,64,38,0
Maxime Colin,FRA,DF,Metz,31,1991,20.4,39,23,25,7,7,16,29,55.2,13,22,7,15,20,59,71,0
Eray Cömert,SUI,DF,Nantes,25,1998,22.2,42,28,28,13,1,28,38,73.7,10,35,18,17,36,78,77,1
Alois Confais,FRA,"MF,FW",Le Havre,26,1996,0.1,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
Joaquín Correa,ARG,"FW,MF",Marseille,28,1994,4.8,7,5,4,2,1,0,8,0.0,8,2,0,2,1,8,1,0
Oscar Cortés,COL,"FW,MF",Lens,19,2003,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
David Costa,POR,MF,Lens,22,2001,16.6,18,10,5,12,1,10,23,43.5,13,21,4,17,16,34,8,1
Logan Costa,CPV,DF,Toulouse,22,2001,29.4,40,24,31,9,0,15,24,62.5,9,42,27,15,23,63,120,1
Grégoire Coudert,FRA,GK,Brest,24,1999,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mamadou Coulibaly,FRA,MF,Monaco,19,2004,1.3,7,4,2,3,2,3,8,37.5,5,4,0,4,0,7,0,0
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,22,2001,6.9,13,11,8,4,1,4,9,44.4,5,11,1,10,2,15,2,0
Nicolas Cozza,FRA,DF,Nantes,24,1999,9.9,35,23,23,10,2,17,24,70.8,7,7,0,7,14,49,32,0
Trévis Dago,CIV,"FW,MF",Lille,18,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Thijs Dallinga,NED,FW,Toulouse,22,2000,27.9,29,15,6,11,12,9,15,60.0,6,11,4,7,3,32,35,0
Kevin Danso,AUT,DF,Lens,24,1998,29.5,24,14,12,11,1,15,30,50.0,15,43,30,13,23,47,115,1
Dante,BRA,DF,Nice,39,1983,31.6,62,30,44,16,2,38,52,73.1,14,43,22,21,37,99,77,2
Raimane Daou,COM,"DF,MF",Marseille,18,2004,0.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0
Mohamed Daramy,DEN,"FW,MF",Reims,21,2002,18.3,10,9,4,4,2,6,16,37.5,10,5,1,4,4,14,4,0
Achraf Dari,MAR,"DF,FW",Brest,24,1999,1.3,1,1,1,0,0,0,2,0.0,2,2,0,2,5,6,9,1
Jonathan David,CAN,FW,Lille,23,2000,29.2,26,15,6,13,7,8,26,30.8,18,16,0,16,9,35,4,0
Thibault De Smet,BEL,DF,Reims,25,1998,20.3,56,35,36,16,4,33,59,55.9,26,25,5,20,21,77,51,1
Romain Del Castillo,FRA,FW,Brest,27,1996,27.7,46,29,14,18,14,18,70,25.7,52,33,1,32,9,55,8,0
Thomas Delaine,FRA,"DF,MF",Strasbourg,31,1992,22.7,38,19,29,8,1,20,42,47.6,22,18,2,16,17,55,51,0
Sacha Delaye,FRA,"MF,FW",Montpellier,21,2002,1.4,7,2,2,2,3,1,6,16.7,5,2,0,2,0,7,1,0
Karamoko Dembélé,ENG,"MF,FW",Brest,20,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ousmane Dembélé,FRA,"MF,FW",Paris S-G,26,1997,16.7,19,14,2,7,10,6,13,46.2,7,11,0,11,5,24,4,1
Jessy Deminguet,FRA,"MF,FW",Strasbourg,25,1998,7.7,14,9,6,8,0,6,18,33.3,12,8,0,8,9,23,5,1
Rémy Descamps,FRA,GK,Nantes,27,1996,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0
Mikkel Desler,DEN,DF,Toulouse,28,1995,17.2,18,12,8,7,3,9,17,52.9,8,32,13,19,19,37,38,0
Arthur Desmas,FRA,GK,Le Havre,29,1994,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,13,1
Lamine Diack,SEN,MF,Nantes,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mamadou Diakhon,FRA,"FW,MF",Reims,17,2005,2.3,5,3,2,1,2,3,9,33.3,6,1,0,1,1,6,1,0
Bafodé Diakité,FRA,DF,Lille,22,2001,18.8,29,20,12,15,2,24,32,75.0,8,16,8,8,21,50,49,1
Ibrahim Diakité,GUI,DF,Reims,19,2003,1.2,1,0,0,1,0,0,1,0.0,1,3,0,3,2,3,5,0
Oumar Diakité,CIV,FW,Reims,19,2003,17.6,25,12,10,9,6,7,21,33.3,14,13,0,13,7,32,7,0
Habib Diarra,SEN,"MF,FW",Strasbourg,19,2004,25.6,30,23,8,20,2,9,33,27.3,24,23,4,19,17,47,15,0
Moussa Diarra,MLI,DF,Toulouse,22,2000,15.5,32,12,16,15,1,13,27,48.1,14,30,14,16,20,52,43,0
Krépin Diatta,SEN,"DF,FW",Monaco,24,1999,13.4,37,20,17,16,4,27,49,55.1,22,17,2,15,16,53,22,0
Mory Diaw,SEN,GK,Clermont Foot,30,1993,30.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,13,5
Mahamadou Diawara,FRA,MF,Lyon,18,2005,4.0,9,6,4,5,0,3,11,27.3,8,4,1,3,4,13,4,0
Bamba Dieng,SEN,FW,Lorient,23,2000,6.1,3,3,0,3,0,1,3,33.3,2,3,0,3,0,3,7,0
Guillaume Dietsch,FRA,GK,Metz,22,2001,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sinaly Diomande,CIV,DF,Lyon,22,2001,9.9,10,4,5,3,2,9,16,56.3,7,12,9,3,15,25,26,1
Edan Diop,FRA,"MF,DF",Monaco,18,2004,1.8,10,8,6,3,1,7,9,77.8,2,3,0,3,1,11,5,0
Sofiane Diop,MAR,FW,Nice,23,2000,5.5,8,6,3,4,1,4,10,40.0,6,4,0,4,3,11,3,0
Andy Diouf,FRA,MF,Lens,20,2003,14.6,28,19,12,11,5,14,22,63.6,8,13,3,10,3,31,5,1
Yehvann Diouf,SEN,GK,Reims,23,1999,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,19,3
Chaim El Djebali,TUN,MF,Lyon,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jeremy Doku,BEL,FW,Rennes,21,2002,1.2,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,24,1999,24.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,4
Siriné Doucouré,MLI,FW,Lorient,21,2002,4.7,8,6,0,4,4,3,3,100.0,0,4,0,4,1,9,6,0
Désiré Doué,FRA,"MF,FW",Rennes,18,2005,18.1,32,18,11,14,7,10,33,30.3,23,30,1,29,14,46,8,0
Guela Doué,CIV,DF,Rennes,20,2002,13.7,28,21,14,12,2,22,32,68.8,10,12,1,11,15,43,65,1
Douglas,BRA,MF,Nantes,26,1997,19.7,70,42,34,30,6,30,59,50.8,29,22,8,14,26,96,30,0
Ismaël Doukouré,FRA,"MF,DF",Strasbourg,20,2003,18.4,23,16,7,14,2,13,21,61.9,8,19,7,12,19,42,29,2
Kamory Doumbia,MLI,MF,Brest,20,2003,9.8,28,18,8,10,10,10,29,34.5,19,14,0,14,9,37,6,0
Jean-Kevin Duverne,HAI,DF,Nantes,26,1997,15.0,37,19,16,17,4,18,44,40.9,26,17,5,12,18,55,34,0
Aron Dønnum,NOR,"FW,MF",Toulouse,25,1998,17.7,16,10,3,8,5,7,22,31.8,15,13,0,13,8,24,16,1
Simon Ebonog,CMR,MF,Le Havre,18,2004,0.2,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0
Hugo Ekitike,FRA,FW,Paris S-G,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Simon Elisor,FRA,FW,Metz,24,1999,8.5,9,2,3,2,4,2,6,33.3,4,6,1,5,0,9,9,0
Breel Embolo,SUI,FW,Monaco,26,1997,2.0,3,3,0,2,1,1,4,25.0,3,1,0,1,1,4,2,0
Emanuel Emegha,NED,FW,Strasbourg,20,2003,23.1,8,5,2,4,2,4,9,44.4,5,13,3,10,2,10,25,0
Maxime Estève,FRA,DF,Montpellier,21,2002,11.1,16,12,11,5,0,10,15,66.7,5,13,9,4,18,34,50,0
Oscar Estupiñan,COL,FW,Metz,26,1996,2.9,5,4,0,3,2,1,2,50.0,1,2,0,2,0,5,0,0
Romain Faivre,FRA,"MF,FW",Lorient,25,1998,16.1,13,6,5,4,4,6,15,40.0,9,6,1,5,7,20,3,1
Ilhan Fakili,FRA,"MF,FW",Clermont Foot,17,2006,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Khalil Fayad,FRA,"FW,MF",Montpellier,19,2004,11.4,28,15,17,7,4,9,22,40.9,13,15,3,12,14,42,6,0
Ichem Ferrah,FRA,FW,Lille,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jordan Ferri,FRA,MF,Montpellier,31,1992,22.6,36,22,16,17,3,20,67,29.9,47,19,1,18,13,49,23,0
Malick Fofana,BEL,FW,Lyon,18,2005,6.2,5,4,3,1,1,4,9,44.4,5,3,0,3,5,10,9,0
Youssouf Fofana,FRA,MF,Monaco,24,1999,30.0,61,39,19,36,6,30,66,45.5,36,35,7,28,37,98,31,1
Thomas Foket,BEL,DF,Reims,28,1994,20.4,32,17,21,8,3,20,45,44.4,25,34,12,22,25,57,36,0
Tiago Fonseca Morais,POR,FW,Lille,19,2003,0.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0
Przemysław Frankowski,POL,DF,Lens,28,1995,24.4,60,39,25,26,9,31,74,41.9,43,30,7,23,25,85,36,0
Angelo Fulgini,FRA,MF,Lens,26,1996,15.3,23,14,6,13,4,11,19,57.9,8,22,1,21,8,31,11,0
Kévin Gameiro,FRA,"FW,MF",Strasbourg,36,1987,15.0,10,10,5,3,2,2,17,11.8,15,9,0,9,3,13,7,0
Ignatius Ganago,CMR,"FW,MF",Nantes,24,1999,2.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0
Ulisses Garcia,SUI,DF,Marseille,27,1996,10.1,21,16,6,13,2,13,20,65.0,7,8,3,5,7,28,13,2
Johan Gastien,FRA,MF,Clermont Foot,35,1988,25.1,43,22,18,21,4,23,81,28.4,58,31,9,22,36,79,24,4
Yann Gboho,FRA,"MF,FW",Toulouse,22,2001,13.3,14,4,6,6,2,8,23,34.8,15,21,1,20,4,18,2,0
Gelabert,ESP,"MF,FW",Toulouse,22,2000,8.4,14,8,5,6,3,7,20,35.0,13,8,2,6,5,19,8,0
Denis Genreau,AUS,"MF,FW",Toulouse,24,1999,5.2,12,9,6,6,0,8,15,53.3,7,8,1,7,6,18,8,0
Samuel Gigot,FRA,DF,Marseille,29,1993,19.2,33,22,16,13,4,13,19,68.4,6,28,18,10,25,58,93,1
Aleksandr Golovin,RUS,"MF,FW",Monaco,27,1996,23.9,42,30,14,22,6,15,42,35.7,27,37,3,34,21,63,14,0
Angel Gomes,ENG,MF,Lille,22,2000,28.6,26,13,4,15,7,14,32,43.8,18,23,6,17,18,44,28,1
Maxime Gonalons,FRA,MF,Clermont Foot,34,1989,14.4,47,33,14,27,6,25,57,43.9,32,18,3,15,20,67,11,0
Mathieu Gorgelin,FRA,GK,Le Havre,32,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Amine Gouiri,ALG,"FW,MF",Rennes,23,2000,23.0,20,10,4,11,5,8,19,42.1,11,18,1,17,14,34,12,0
Jonathan Gradit,FRA,DF,Lens,30,1992,23.5,32,20,15,14,3,19,35,54.3,16,30,17,13,37,69,61,0
