Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
1,Max Aarons,eng ENG,DF,Norwich City,22,2000,45,44,3851,42.8,1,3,4,1,0,0,10,0,1.1,1.1,2.4,3.5,165,201,216,0.02,0.07,0.09,0.02,0.09,0.03,0.06,0.08,0.03,0.08,Matches
2,Thelo Aasgaard,no NOR,"FW,MF",Wigan Athletic,20,2002,41,12,1587,17.6,3,1,4,3,0,0,1,0,3.2,3.2,0.7,3.9,48,41,79,0.17,0.06,0.23,0.17,0.23,0.18,0.04,0.22,0.18,0.22,Matches
3,Nelson Abbey,eng ENG,DF,Reading,18,2003,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4,Kelvin Abrefa,eng ENG,"MF,DF",Reading,18,2003,8,0,127,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
5,Finlay Adair,eng ENG,"FW,MF",Preston,17,2005,4,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
6,Elijah Adebayo,eng ENG,FW,Luton Town,24,1998,42,39,3216,35.7,7,3,10,7,0,1,8,0,12.9,12.1,3.8,16.0,59,63,270,0.20,0.08,0.28,0.20,0.28,0.36,0.11,0.47,0.34,0.45,Matches
7,Toby Adeyemo,eng ENG,"MF,FW",Watford,17,2005,4,0,96,1.1,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,3,1,4,0.94,0.00,0.94,0.94,0.94,0.43,0.19,0.63,0.43,0.63,Matches
8,Albert Adomah,gh GHA,"FW,MF",QPR,34,1987,38,12,1270,14.1,2,0,2,2,0,0,2,0,2.2,2.2,2.2,4.4,42,31,109,0.14,0.00,0.14,0.14,0.14,0.16,0.16,0.31,0.16,0.31,Matches
9,Michael Adu-Poku,eng ENG,FW,Watford,16,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
10,Benik Afobe,cd COD,FW,Millwall,29,1993,19,8,927,10.3,2,1,3,2,0,1,1,0,4.1,3.3,0.4,3.7,16,10,51,0.19,0.10,0.29,0.19,0.29,0.40,0.04,0.44,0.32,0.36,Matches
11,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,23,1999,34,32,2860,31.8,6,2,8,6,0,0,12,0,4.4,4.4,2.6,7.0,70,100,55,0.19,0.06,0.25,0.19,0.25,0.14,0.08,0.22,0.14,0.22,Matches
12,Semi Ajayi,ng NGA,DF,West Brom,28,1993,22,17,1462,16.2,2,0,2,2,0,0,2,0,1.9,1.9,0.3,2.2,11,52,3,0.12,0.00,0.12,0.12,0.12,0.12,0.02,0.14,0.12,0.14,Matches
13,Chuba Akpom,eng ENG,"MF,FW",Middlesbrough,26,1995,38,35,3108,34.5,28,2,30,24,4,6,5,0,21.9,17.1,1.9,18.9,86,98,185,0.81,0.06,0.87,0.69,0.75,0.63,0.05,0.69,0.49,0.55,Matches
14,Marc Albrighton,eng ENG,"FW,MF",West Brom,32,1989,17,8,673,7.5,0,0,0,0,0,0,3,0,0.3,0.3,1.4,1.8,17,34,63,0.00,0.00,0.00,0.00,0.00,0.05,0.19,0.24,0.05,0.24,Matches
15,Ajibola Alese,eng ENG,DF,Sunderland,21,2001,20,17,1407,15.6,1,0,1,1,0,0,1,0,0.7,0.7,0.8,1.5,17,58,34,0.06,0.00,0.06,0.06,0.06,0.05,0.05,0.10,0.05,0.10,Matches
16,Jamie Allen,eng ENG,MF,Coventry City,27,1995,37,34,2817,31.3,6,2,8,6,0,0,2,0,4.8,4.8,2.8,7.6,34,97,107,0.19,0.06,0.26,0.19,0.26,0.15,0.09,0.24,0.15,0.24,Matches
17,Joe Allen,wls WAL,MF,Swansea City,32,1990,25,17,1235,13.7,1,1,2,1,0,0,2,1,0.9,0.9,0.9,1.8,22,66,32,0.07,0.07,0.15,0.07,0.15,0.06,0.07,0.13,0.06,0.13,Matches
18,Ryan Allsop,eng ENG,GK,Cardiff City,30,1992,43,43,3845,42.7,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
19,Jak Alnwick,eng ENG,GK,Cardiff City,29,1993,4,3,293,3.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
20,Jordan Amissah,gh GHA,GK,Sheffield Utd,20,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
21,Ben Amos,eng ENG,GK,Wigan Athletic,32,1990,29,29,2572,28.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
22,Luke Amos,eng ENG,"MF,FW",QPR,25,1997,21,8,893,9.9,0,0,0,0,0,0,6,0,0.7,0.7,0.8,1.5,17,37,28,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
23,Joe Anderson,eng ENG,"DF,MF",Sunderland,21,2001,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
24,Keshi Anderson,eng ENG,MF,Blackpool,27,1995,9,5,433,4.8,0,2,2,0,0,0,1,0,0.5,0.5,0.6,1.1,16,32,23,0.00,0.42,0.42,0.00,0.42,0.11,0.12,0.23,0.11,0.23,Matches
25,Ryan Andrews,eng ENG,DF,Watford,17,2004,6,6,483,5.4,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,17,18,20,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches
