Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Max Aarons,ENG,DF,Norwich City,22.0,2000.0,42.8,1,20,6,30.0,0.47,0.14,0.05,0.17,19.0,0,0,0,1.1,1.1,0.06,-0.1,-0.1
Thelo Aasgaard,NOR,"FW,MF",Wigan Athletic,20.0,2002.0,17.6,3,40,12,30.0,2.27,0.68,0.08,0.25,20.2,0,0,0,3.2,3.2,0.08,-0.2,-0.2
Nelson Abbey,ENG,DF,Reading,18.0,2003.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Kelvin Abrefa,ENG,"MF,DF",Reading,18.0,2003.0,1.4,0,2,0,0.0,1.42,0.0,0.0,,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Finlay Adair,ENG,"FW,MF",Preston,17.0,2005.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Elijah Adebayo,ENG,FW,Luton Town,24.0,1998.0,35.7,7,82,25,30.5,2.29,0.7,0.09,0.28,12.5,0,0,1,12.9,12.1,0.15,-5.9,-5.1
Toby Adeyemo,ENG,"MF,FW",Watford,17.0,2005.0,1.1,1,4,2,50.0,3.75,1.87,0.25,0.5,13.1,0,0,0,0.5,0.5,0.12,0.5,0.5
Albert Adomah,GHA,"FW,MF",QPR,34.0,1987.0,14.1,2,23,5,21.7,1.63,0.35,0.09,0.4,16.4,1,0,0,2.2,2.2,0.1,-0.2,-0.2
Michael Adu-Poku,ENG,FW,Watford,16.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Benik Afobe,COD,FW,Millwall,29.0,1993.0,10.3,2,23,4,17.4,2.23,0.39,0.09,0.5,12.8,0,0,1,4.1,3.3,0.14,-2.1,-1.3
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,23.0,1999.0,31.8,6,39,12,30.8,1.23,0.38,0.15,0.5,13.9,0,0,0,4.4,4.4,0.11,1.6,1.6
Semi Ajayi,NGA,DF,West Brom,28.0,1993.0,16.2,2,14,6,42.9,0.86,0.37,0.14,0.33,11.3,0,0,0,1.9,1.9,0.13,0.1,0.1
Chuba Akpom,ENG,"MF,FW",Middlesbrough,26.0,1995.0,34.5,28,93,43,46.2,2.69,1.25,0.26,0.56,13.8,0,4,6,21.9,17.1,0.18,6.1,6.9
Marc Albrighton,ENG,"FW,MF",West Brom,32.0,1989.0,7.5,0,5,1,20.0,0.67,0.13,0.0,0.0,22.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Ajibola Alese,ENG,DF,Sunderland,21.0,2001.0,15.6,1,11,4,36.4,0.7,0.26,0.09,0.25,16.0,0,0,0,0.7,0.7,0.07,0.3,0.3
Jamie Allen,ENG,MF,Coventry City,27.0,1995.0,31.3,6,37,19,51.4,1.18,0.61,0.16,0.32,15.7,0,0,0,4.8,4.8,0.13,1.2,1.2
Joe Allen,WAL,MF,Swansea City,32.0,1990.0,13.7,1,13,4,30.8,0.95,0.29,0.08,0.25,19.2,0,0,0,0.9,0.9,0.07,0.1,0.1
Ryan Allsop,ENG,GK,Cardiff City,30.0,1992.0,42.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jak Alnwick,ENG,GK,Cardiff City,29.0,1993.0,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jordan Amissah,GHA,GK,Sheffield Utd,20.0,2001.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ben Amos,ENG,GK,Wigan Athletic,32.0,1990.0,28.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Luke Amos,ENG,"MF,FW",QPR,25.0,1997.0,9.9,0,12,0,0.0,1.21,0.0,0.0,,21.7,1,0,0,0.7,0.7,0.06,-0.7,-0.7
Joe Anderson,ENG,"DF,MF",Sunderland,21.0,2001.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Keshi Anderson,ENG,MF,Blackpool,27.0,1995.0,4.8,0,8,2,25.0,1.66,0.42,0.0,0.0,18.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Ryan Andrews,ENG,DF,Watford,17.0,2004.0,5.4,0,5,1,20.0,0.93,0.19,0.0,0.0,21.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Faustino Anjorin,ENG,"MF,FW",Huddersfield,20.0,2001.0,4.9,2,7,3,42.9,1.44,0.62,0.29,0.67,18.2,0,0,0,0.5,0.5,0.07,1.5,1.5
