Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Max Aarons,eng ENG,DF,Norwich City,22,2000,42.8,84,37,55,24,5,45,66,68.2,21,37,16,21,48,132,75,2,Matches
2,Thelo Aasgaard,no NOR,"FW,MF",Wigan Athletic,20,2002,17.6,22,13,9,12,1,12,25,48.0,13,27,11,16,23,45,24,0,Matches
3,Nelson Abbey,eng ENG,DF,Reading,18,2003,0.2,2,1,1,1,0,0,0,,0,0,0,0,0,2,2,0,Matches
4,Kelvin Abrefa,eng ENG,"MF,DF",Reading,18,2003,1.4,4,3,4,0,0,2,3,66.7,1,2,0,2,1,5,1,0,Matches
5,Finlay Adair,eng ENG,"FW,MF",Preston,17,2005,0.7,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,Matches
6,Elijah Adebayo,eng ENG,FW,Luton Town,24,1998,35.7,28,14,10,9,9,9,38,23.7,29,39,2,37,11,39,60,0,Matches
7,Toby Adeyemo,eng ENG,"MF,FW",Watford,17,2005,1.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
8,Albert Adomah,gh GHA,"FW,MF",QPR,34,1987,14.1,26,11,8,12,6,9,23,39.1,14,16,1,15,11,37,11,1,Matches
9,Michael Adu-Poku,eng ENG,FW,Watford,16,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
10,Benik Afobe,cd COD,FW,Millwall,29,1993,10.3,7,3,0,5,2,0,2,0.0,2,5,2,3,1,8,4,0,Matches
11,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,23,1999,31.8,72,41,45,21,6,35,57,61.4,22,29,12,17,62,134,101,0,Matches
12,Semi Ajayi,ng NGA,DF,West Brom,28,1993,16.2,23,15,16,7,0,7,17,41.2,10,12,6,6,24,47,48,2,Matches
13,Chuba Akpom,eng ENG,"MF,FW",Middlesbrough,26,1995,34.5,26,16,5,18,3,6,15,40.0,9,30,6,24,7,33,15,0,Matches
14,Marc Albrighton,eng ENG,"FW,MF",West Brom,32,1989,7.5,15,9,7,7,1,8,18,44.4,10,18,0,18,5,20,11,0,Matches
15,Ajibola Alese,eng ENG,DF,Sunderland,21,2001,15.6,34,20,18,11,5,17,24,70.8,7,23,8,15,29,63,59,0,Matches
16,Jamie Allen,eng ENG,MF,Coventry City,27,1995,31.3,42,25,24,13,5,15,42,35.7,27,22,2,20,10,52,16,0,Matches
17,Joe Allen,wls WAL,MF,Swansea City,32,1990,13.7,32,20,13,11,8,14,27,51.9,13,17,9,8,25,57,21,1,Matches
18,Ryan Allsop,eng ENG,GK,Cardiff City,30,1992,42.7,1,0,1,0,0,1,5,20.0,4,0,0,0,1,2,20,2,Matches
19,Jak Alnwick,eng ENG,GK,Cardiff City,29,1993,3.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
20,Jordan Amissah,gh GHA,GK,Sheffield Utd,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
21,Ben Amos,eng ENG,GK,Wigan Athletic,32,1990,28.6,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,15,2,Matches
22,Luke Amos,eng ENG,"MF,FW",QPR,25,1997,9.9,17,9,6,5,6,11,23,47.8,12,23,1,22,12,29,19,0,Matches
23,Joe Anderson,eng ENG,"DF,MF",Sunderland,21,2001,0.5,2,1,0,2,0,0,0,,0,0,0,0,2,4,1,0,Matches
24,Keshi Anderson,eng ENG,MF,Blackpool,27,1995,4.8,15,9,4,8,3,5,9,55.6,4,7,1,6,5,20,7,0,Matches
25,Ryan Andrews,eng ENG,DF,Watford,17,2004,5.4,8,6,5,2,1,4,7,57.1,3,3,1,2,13,21,12,0,Matches
26,Faustino Anjorin,eng ENG,"MF,FW",Huddersfield,20,2001,4.9,10,5,2,5,3,4,7,57.1,3,6,0,6,1,11,1,0,Matches
27,Robert Apter,sct SCO,MF,Blackpool,19,2003,0.2,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches
28,Henrique Araújo,pt POR,FW,Watford,20,2002,3.8,4,2,1,2,1,1,2,50.0,1,3,0,3,1,5,1,0,Matches
29,Oliver Arblaster,eng ENG,MF,Sheffield Utd,18,2004,0.8,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,Matches
30,Cameron Archer,eng ENG,FW,Middlesbrough,21,2001,15.2,5,1,1,3,1,5,12,41.7,7,5,1,4,1,6,3,0,Matches
31,Sinclair Armstrong,ie IRL,"FW,MF",QPR,19,2003,6.1,1,0,0,0,1,0,1,0.0,1,3,0,3,1,2,1,0,Matches
32,Yaser Asprilla,co COL,"MF,FW",Watford,18,2003,16.7,25,14,10,11,4,6,16,37.5,10,18,0,18,9,34,7,0,Matches
33,Britt Assombalonga,cd COD,"FW,MF",Watford,29,1992,2.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
34,Robert Atkinson,eng ENG,DF,Bristol City,24,1998,23.8,42,26,21,18,3,16,30,53.3,14,22,11,11,36,78,93,0,Matches
35,Daniel Ayala,es ESP,DF,Blackburn,31,1990,22.0,29,19,23,6,0,17,23,73.9,6,24,16,8,36,65,104,0,Matches
36,Femi Azeez,eng ENG,"MF,FW",Reading,21,2001,7.3,12,10,8,2,2,6,16,37.5,10,7,1,6,3,15,8,0,Matches
37,Miguel Azeez,eng ENG,MF,Wigan Athletic,19,2002,1.2,1,1,0,1,0,0,3,0.0,3,0,0,0,1,2,2,0,Matches
38,Abdoullah Ba,fr FRA,"MF,FW",Sunderland,19,2003,8.9,12,3,4,3,5,6,15,40.0,9,13,1,12,3,15,11,1,Matches
