Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Max Aarons,eng ENG,DF,Norwich City,22,2000,42.8,1,20,6,30.0,0.47,0.14,0.05,0.17,19.0,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
2,Thelo Aasgaard,no NOR,"FW,MF",Wigan Athletic,20,2002,17.6,3,40,12,30.0,2.27,0.68,0.08,0.25,20.2,0,0,0,3.2,3.2,0.08,-0.2,-0.2,Matches
3,Nelson Abbey,eng ENG,DF,Reading,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4,Kelvin Abrefa,eng ENG,"MF,DF",Reading,18,2003,1.4,0,2,0,0.0,1.42,0.00,0.00,,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
5,Finlay Adair,eng ENG,"FW,MF",Preston,17,2005,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6,Elijah Adebayo,eng ENG,FW,Luton Town,24,1998,35.7,7,82,25,30.5,2.29,0.70,0.09,0.28,12.5,0,0,1,12.9,12.1,0.15,-5.9,-5.1,Matches
7,Toby Adeyemo,eng ENG,"MF,FW",Watford,17,2005,1.1,1,4,2,50.0,3.75,1.87,0.25,0.50,13.1,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
8,Albert Adomah,gh GHA,"FW,MF",QPR,34,1987,14.1,2,23,5,21.7,1.63,0.35,0.09,0.40,16.4,1,0,0,2.2,2.2,0.10,-0.2,-0.2,Matches
9,Michael Adu-Poku,eng ENG,FW,Watford,16,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
10,Benik Afobe,cd COD,FW,Millwall,29,1993,10.3,2,23,4,17.4,2.23,0.39,0.09,0.50,12.8,0,0,1,4.1,3.3,0.14,-2.1,-1.3,Matches
11,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,23,1999,31.8,6,39,12,30.8,1.23,0.38,0.15,0.50,13.9,0,0,0,4.4,4.4,0.11,+1.6,+1.6,Matches
12,Semi Ajayi,ng NGA,DF,West Brom,28,1993,16.2,2,14,6,42.9,0.86,0.37,0.14,0.33,11.3,0,0,0,1.9,1.9,0.13,+0.1,+0.1,Matches
13,Chuba Akpom,eng ENG,"MF,FW",Middlesbrough,26,1995,34.5,28,93,43,46.2,2.69,1.25,0.26,0.56,13.8,0,4,6,21.9,17.1,0.18,+6.1,+6.9,Matches
14,Marc Albrighton,eng ENG,"FW,MF",West Brom,32,1989,7.5,0,5,1,20.0,0.67,0.13,0.00,0.00,22.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
15,Ajibola Alese,eng ENG,DF,Sunderland,21,2001,15.6,1,11,4,36.4,0.70,0.26,0.09,0.25,16.0,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
16,Jamie Allen,eng ENG,MF,Coventry City,27,1995,31.3,6,37,19,51.4,1.18,0.61,0.16,0.32,15.7,0,0,0,4.8,4.8,0.13,+1.2,+1.2,Matches
17,Joe Allen,wls WAL,MF,Swansea City,32,1990,13.7,1,13,4,30.8,0.95,0.29,0.08,0.25,19.2,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
18,Ryan Allsop,eng ENG,GK,Cardiff City,30,1992,42.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
