Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Anel Ahmedhodžić,BIH,DF,Sheffield Utd,23.0,1999.0,34,32,2860,31.8,6,2,8,6,0,0,12,0,4.4,4.4,2.6,7.0,70,100,55,0.19,0.06,0.25,0.19,0.25,0.14,0.08,0.22,0.14,0.22
Semi Ajayi,NGA,DF,West Brom,28.0,1993.0,22,17,1462,16.2,2,0,2,2,0,0,2,0,1.9,1.9,0.3,2.2,11,52,3,0.12,0.0,0.12,0.12,0.12,0.12,0.02,0.14,0.12,0.14
Chuba Akpom,ENG,"MF,FW",Middlesbrough,26.0,1995.0,38,35,3108,34.5,28,2,30,24,4,6,5,0,21.9,17.1,1.9,18.9,86,98,185,0.81,0.06,0.87,0.69,0.75,0.63,0.05,0.69,0.49,0.55
Marc Albrighton,ENG,"FW,MF",West Brom,32.0,1989.0,17,8,673,7.5,0,0,0,0,0,0,3,0,0.3,0.3,1.4,1.8,17,34,63,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.24,0.05,0.24
Ajibola Alese,ENG,DF,Sunderland,21.0,2001.0,20,17,1407,15.6,1,0,1,1,0,0,1,0,0.7,0.7,0.8,1.5,17,58,34,0.06,0.0,0.06,0.06,0.06,0.05,0.05,0.1,0.05,0.1
Jamie Allen,ENG,MF,Coventry City,27.0,1995.0,37,34,2817,31.3,6,2,8,6,0,0,2,0,4.8,4.8,2.8,7.6,34,97,107,0.19,0.06,0.26,0.19,0.26,0.15,0.09,0.24,0.15,0.24
Joe Allen,WAL,MF,Swansea City,32.0,1990.0,25,17,1235,13.7,1,1,2,1,0,0,2,1,0.9,0.9,0.9,1.8,22,66,32,0.07,0.07,0.15,0.07,0.15,0.06,0.07,0.13,0.06,0.13
Ryan Allsop,ENG,GK,Cardiff City,30.0,1992.0,43,43,3845,42.7,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jak Alnwick,ENG,GK,Cardiff City,29.0,1993.0,4,3,293,3.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Amissah,GHA,GK,Sheffield Utd,20.0,2001.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Amos,ENG,GK,Wigan Athletic,32.0,1990.0,29,29,2572,28.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Amos,ENG,"MF,FW",QPR,25.0,1997.0,21,8,893,9.9,0,0,0,0,0,0,6,0,0.7,0.7,0.8,1.5,17,37,28,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15
Joe Anderson,ENG,"DF,MF",Sunderland,21.0,2001.0,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keshi Anderson,ENG,MF,Blackpool,27.0,1995.0,9,5,433,4.8,0,2,2,0,0,0,1,0,0.5,0.5,0.6,1.1,16,32,23,0.0,0.42,0.42,0.0,0.42,0.11,0.12,0.23,0.11,0.23
Ryan Andrews,ENG,DF,Watford,17.0,2004.0,6,6,483,5.4,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,17,18,20,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1
Faustino Anjorin,ENG,"MF,FW",Huddersfield,20.0,2001.0,8,6,439,4.9,2,0,2,2,0,0,0,0,0.5,0.5,0.0,0.6,14,13,17,0.41,0.0,0.41,0.41,0.41,0.11,0.01,0.12,0.11,0.12
Robert Apter,SCO,MF,Blackpool,19.0,2003.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.5,0.11,0.61,0.5,0.61
Henrique Araújo,POR,FW,Watford,20.0,2002.0,8,3,342,3.8,0,1,1,0,0,0,0,0,0.5,0.5,1.1,1.5,2,5,23,0.0,0.26,0.26,0.0,0.26,0.12,0.28,0.41,0.12,0.41
Oliver Arblaster,ENG,MF,Sheffield Utd,18.0,2004.0,4,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Archer,ENG,FW,Middlesbrough,21.0,2001.0,20,17,1368,15.2,11,6,17,11,0,0,1,0,6.4,6.4,4.3,10.7,30,19,105,0.72,0.39,1.12,0.72,1.12,0.42,0.28,0.7,0.42,0.7
Sinclair Armstrong,IRL,"FW,MF",QPR,19.0,2003.0,22,3,545,6.1,0,0,0,0,0,0,4,0,1.0,1.0,0.1,1.2,13,2,49,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.17,0.19
Yaser Asprilla,COL,"MF,FW",Watford,18.0,2003.0,37,14,1507,16.7,1,2,3,1,0,0,4,0,3.1,3.1,2.9,6.0,31,54,104,0.06,0.12,0.18,0.06,0.18,0.18,0.18,0.36,0.18,0.36
Britt Assombalonga,COD,"FW,MF",Watford,29.0,1992.0,11,1,185,2.1,2,0,2,2,0,0,0,0,0.7,0.7,0.1,0.7,3,2,10,0.97,0.0,0.97,0.97,0.97,0.32,0.04,0.36,0.32,0.36
Robert Atkinson,ENG,DF,Bristol City,24.0,1998.0,26,25,2141,23.8,4,1,5,4,0,0,3,0,2.0,2.0,0.6,2.6,36,78,19,0.17,0.04,0.21,0.17,0.21,0.08,0.03,0.11,0.08,0.11
Daniel Ayala,ESP,DF,Blackburn,31.0,1990.0,25,23,1984,22.0,1,1,2,1,0,0,8,1,0.8,0.8,0.3,1.1,2,22,4,0.05,0.05,0.09,0.05,0.09,0.04,0.01,0.05,0.04,0.05
Femi Azeez,ENG,"MF,FW",Reading,21.0,2001.0,20,5,659,7.3,0,2,2,0,0,0,0,0,0.7,0.7,0.8,1.6,22,9,42,0.0,0.27,0.27,0.0,0.27,0.1,0.11,0.21,0.1,0.21
Miguel Azeez,ENG,MF,Wigan Athletic,19.0,2002.0,2,1,104,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,2,3,0.0,0.0,0.0,0.0,0.0,0.46,0.07,0.53,0.46,0.53
Abdoullah Ba,FRA,"MF,FW",Sunderland,19.0,2003.0,27,8,798,8.9,1,1,2,1,0,0,1,0,0.6,0.6,0.6,1.2,25,39,44,0.11,0.11,0.23,0.11,0.23,0.06,0.07,0.13,0.06,0.13
Daniel Bachmann,AUT,GK,Watford,28.0,1994.0,45,45,4049,45.0,0,0,0,0,0,0,7,1,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juninho Bacuna,CUW,MF,Birmingham City,24.0,1997.0,43,33,2894,32.2,2,6,8,2,0,0,11,0,3.1,3.1,5.1,8.2,79,123,104,0.06,0.19,0.25,0.06,0.25,0.1,0.16,0.26,0.1,0.26
