Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
1,Max Aarons,eng ENG,DF,Norwich City,22,2000,42.8,10,0,0,23,57,4,102,48,37,0,0,0,213,20,34,37.0,Matches
2,Thelo Aasgaard,no NOR,"FW,MF",Wigan Athletic,20,2002,17.6,1,0,0,15,29,0,18,23,13,0,0,0,78,29,31,48.3,Matches
3,Nelson Abbey,eng ENG,DF,Reading,18,2003,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,66.7,Matches
4,Kelvin Abrefa,eng ENG,"MF,DF",Reading,18,2003,1.4,1,0,0,3,1,0,4,1,3,0,0,0,6,2,3,40.0,Matches
5,Finlay Adair,eng ENG,"FW,MF",Preston,17,2005,0.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,33.3,Matches
6,Elijah Adebayo,eng ENG,FW,Luton Town,24,1998,35.7,8,0,0,64,47,26,23,11,14,0,0,0,93,134,162,45.3,Matches
7,Toby Adeyemo,eng ENG,"MF,FW",Watford,17,2005,1.1,1,0,0,6,5,1,1,0,0,0,0,0,2,3,2,60.0,Matches
8,Albert Adomah,gh GHA,"FW,MF",QPR,34,1987,14.1,2,0,0,13,13,7,92,11,11,0,0,0,80,11,34,24.4,Matches
9,Michael Adu-Poku,eng ENG,FW,Watford,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
10,Benik Afobe,cd COD,FW,Millwall,29,1993,10.3,1,0,0,8,9,6,6,1,3,0,0,0,20,37,62,37.4,Matches
11,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,23,1999,31.8,12,0,0,40,21,3,29,62,41,1,1,0,165,67,52,56.3,Matches
12,Semi Ajayi,ng NGA,DF,West Brom,28,1993,16.2,2,0,0,11,9,0,4,24,15,0,1,0,107,51,26,66.2,Matches
13,Chuba Akpom,eng ENG,"MF,FW",Middlesbrough,26,1995,34.5,5,0,0,32,85,14,16,7,16,0,0,0,74,60,89,40.3,Matches
14,Marc Albrighton,eng ENG,"FW,MF",West Brom,32,1989,7.5,3,0,0,4,7,0,42,5,9,0,0,0,43,6,6,50.0,Matches
15,Ajibola Alese,eng ENG,DF,Sunderland,21,2001,15.6,1,0,0,9,5,5,17,29,20,0,1,0,49,34,43,44.2,Matches
16,Jamie Allen,eng ENG,MF,Coventry City,27,1995,31.3,2,0,0,11,20,4,10,10,25,0,0,0,153,16,32,33.3,Matches
17,Joe Allen,wls WAL,MF,Swansea City,32,1990,13.7,2,1,0,19,15,0,30,25,20,0,0,0,90,12,15,44.4,Matches
18,Ryan Allsop,eng ENG,GK,Cardiff City,30,1992,42.7,5,1,0,2,5,0,0,1,0,0,1,0,63,4,0,100.0,Matches
19,Jak Alnwick,eng ENG,GK,Cardiff City,29,1993,3.3,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,,Matches
20,Jordan Amissah,gh GHA,GK,Sheffield Utd,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
21,Ben Amos,eng ENG,GK,Wigan Athletic,32,1990,28.6,2,0,0,1,6,0,0,0,0,0,1,0,12,6,1,85.7,Matches
22,Luke Amos,eng ENG,"MF,FW",QPR,25,1997,9.9,6,0,0,12,7,2,4,12,9,0,0,0,54,15,16,48.4,Matches
23,Joe Anderson,eng ENG,"DF,MF",Sunderland,21,2001,0.5,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,,Matches
